"PlatformPortfolio","Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Electronics, Comms, & Sensors","ADS",1379,,,,,,9e+05,1e+06,761000,1029000,0,331709,92263,1812470,297880.58,-31200,19920025,134881058.4375,153511611.375,145958128.9629,225963729.0879,292913201.5625,252280715.1725,278054461.5039,56766526.6133
"Electronics, Comms, & Sensors","AFN",2052,195149,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AFU",1895,,,,286380,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AHJ",2055,,,22941666,,,,,,0,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALE-41",965,,2754976,1104404,105148,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALE-50",968,,,32899822,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALQ-126 ECM",966,,510944,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALQ-165 (V) (ASPJ)",1022,684980,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALQ-61 ECM",931,,,,72450,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALR-45",933,,165400,1115641,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALR-67 COUNT WARNING S",1023,317553,23547396,28469823,20748688,,,,,,,0,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/APN-194",1035,1545529,4184295,5632480,2676845,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/APR-39",498,-250153,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ARA-63",1094,41328,4747075,845056,5007587,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ARC-159",1093,388000,2207750,1115030,929459,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ARN-52 TACAN",1072,,,160831,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ARN-84 TACAN NAVIG",1064,3496703,,455304,81760,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ASQ-104 NAVIGATION SYS",943,1652964,,,141110,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ASW-20",997,233526,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/BQQ-5",1129,,,132474,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/BQQ-6 SONAR",1104,28345389,70200,,82200,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/BQR-15 TOWED ARRAY",1125,,,,40456,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/BQS-15 SONAR",1113,,,55936,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/BRD() LF-VHF-DF",949,,,60544,93945,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/BSY-1 (V) SONAR",1110,59843956,18512657,112289121,121408994,1242163,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/BSY-2 SUBMARINE COMBAT",1938,29905262,24723532,38102421,15305968,30000,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/FQQ-1/2/3/9 CAESAR/SOS",1116,,,,206608,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/FSA-52 COMM CTRL EQUIP",1004,626800,66700,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/GRC-103 RADIO",512,,,,1260573,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/GRC-193",1092,,27683,,83462,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/GRN-9",1065,309784,102794,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/GXC-7",1015,,,72654,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/MLQ-34 COUNTERMEASURES",2038,,,,,,,,,,,,,,,,1225272.8,,,,,,,,
"Electronics, Comms, & Sensors","AN/SLQ-21 ECM",935,,,,55000,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SLQ-25 TORP CM TRANS S",962,,7156666,750469,4320427,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SLQ-32",1007,3044106,177030,26072254,8648842,,,,,-12320.5098,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SPA 25",1058,,548708,396402,265636,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SPN-46(V)",1083,8696321,2778940,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SPS 40",1056,,96350,152349,44380,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SPS 49",1059,2471000,8482513,3756450,1570547,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SPS-58",1033,7731747,1787825,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SQQ-16 MINE SONAR",1114,,,227653,365000,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SQQ-89",49,,,,,,,,,4005767.0586,20355262.4414,22567422.672,6695379.0977,4804000,4512769,5236923.3905,1524000,0,,,-10350.6201,,,91503.6172,
"Electronics, Comms, & Sensors","AN/SQQ-89 SONAR",1109,97719310,81168271,80786189,29652803,,,,,,0,-2355121,-810387.4375,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SQS-53 SONAR",1128,2494848,4737250,81724,26276,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SQS-56",1103,,63826,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SSQ-36",1136,,,,1211327,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SSQ-53 (DIFAR)",1133,1172190,23339555,1071695,19948578,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SSQ-57 SPECIAL PURPOSE",1135,,,,100,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SSQ-62 DICASS",1137,,,13761577,12258146,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SSQ-77(VLAD)",1138,7454180,240241,3885760,3334140,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SYR-1 TRACKING SET",1006,4462536,6553651,5109835,105193,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/TSQ-18 LANDING CNTRL C",950,329640,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/TTC-3 CENT  OFF TEL",993,83200,428400,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/TTC-38 CENT OFF TEL",1002,,,54300,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/TTC-39",13,,,,,,,,,81530,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/TYC-5 DATA COMM TERMIN",995,,114883,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/TYQ-3 TDC",990,,,135992,793812,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/UGC-129",1003,,,228410,353437,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/UGC-74",998,,1055800,1951750,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ULQ-6",926,,2238769,,1036436,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/URC-82",1084,19518214,11553015,8877617,3e+06,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/USG-13 TACMO 3",957,1635086,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/USH-24",1019,32992107,22820243,17074502,4771922,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/USM-247 (VAST)",928,,,632795,3221090,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/UYA-4 NTDS",951,,,,98786,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/UYK-20 GARD",963,14516721,609404,,81784,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/UYK-43",1008,5940811,2669888,1091500,295474,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/UYK-5 ADP SYSTEM",945,,47697,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/UYQ-21 NTDS",1018,5690990,1248686,1329859,855769,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/VRC-67 RADIO TERMINAL",445,,,,1235520,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/WLR-1",940,,,2843437,-1502999,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/WLR-8",973,,120439,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/WLR-9",1017,1558000,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/WRC-1",1088,,30640,,96864,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/WRN-5",1087,7389290,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/WSC-28 SAT COMM",458,,301482,139254,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/WSN-1 INERT NAV SYS",1014,52185,,608783,37348,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ANTENNA IMPROV PLAN",942,,,,374000,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AOC-WS",1363,,,,,1144115,,,,,,,,155000,0,,,,,,,,,,
"Electronics, Comms, & Sensors","APC",2057,76811649,9919063,10853832,148810,12522487,1805428,2481750,110000,,,,,,,,0,,,,,,,,
"Electronics, Comms, & Sensors","ARC-210 RADIO SET",1166,80302255,68656595,1340931,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ARMY WWMCCS INFO SYS",468,,,,2241808,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ASF",1908,,,,3980452,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AT NAV,INTEGR AND CRD ATN",486,,,,4791103,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ATCCS-CHS",1853,,,,,,3421779,0,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ATIRCMS/CMWS",630,,,,,4739224,1570807,1265866,0,0,,,-88771.7578,0,,,,,,,,,,,
"Electronics, Comms, & Sensors","AVENGER - FADS, LOS, RPMS",160,,,,4987879,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","B1-CMUP COMPUTER UPGRADE",669,,,,,,,,,56391.2188,,10720.4404,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","BCS-M",1991,,,,,,,,,,948744.5,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","BIOMETRICS",1992,,,,,,,,,,20886.0098,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","BSM",1972,,,,,1077492,5648025,45578,703930,505058.25,29357135.7422,72709671.8281,98019023,73161935,1551742,-72045.18,,,,,,,,,
"Electronics, Comms, & Sensors","C-1 TRADER",725,,49244,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","C-121 WARNING STAR",718,913848,119988,8800,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","C-3 INERT NAVIG EQUIP",1031,703500,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","C9B COMMERCIAL ACFT",775,,,710182,579988,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","CAC2S INC 1",2153,,,,,,,,,,,,,,,,,75000,-15261.1602,-20529.8,,,,,
"Electronics, Comms, & Sensors","CAINS GROUND SUPPORT EQUI",970,4913363,366317,62918,122070,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","CANES",2035,,,,,,,,,,,,,,,,9990877,37183013.5,48239219.3281,135721565.7583,200879523.3669,154699741.2447,146690446.2152,129773135.4073,81233491.0146
"Electronics, Comms, & Sensors","CASS",1012,6609315,1234127,13427386,7542937,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","CBDP",1344,,,,,,,30000,692400,246823,65000,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","CCIC2S",1989,,,,,,,,,,,,19854808,1.5e+07,18580343,16852727,27387470,14822229,2575194,2757313,-169366,,,,
"Electronics, Comms, & Sensors","CDL",1341,,,,,,,,,,,,,1322888,774154,0,,,,,,,,,
"Electronics, Comms, & Sensors","CEC",1843,,,,,137306299,137079871,87144006,32348496,42752802.6906,72447181.8156,98340539.9883,69644900.3875,58784564.16,41334938,117119653.5125,120592865.89,152774905.1797,104419272.9219,119727170.2176,104767865.8183,151187983.1875,137466923.4819,182019467.7129,93779612.7237
"Electronics, Comms, & Sensors","CGS",1816,,,,,109875,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","CHCS II",1958,,,,,,142413,,,114509.3984,63124.3008,65587,,-29980.4199,22986.72,,,,,,,,,,
"Electronics, Comms, & Sensors","CNZ",2072,60705542,-3973952,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","COMBAT SUPPORT TRAINING S",490,,,,2338994,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","COMMON GROUND EQUIPMENT",591,,,,34999,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","CONDOR",1315,,,,,,,3.2e+07,0,0,0,0,,0,0,,,0,0,,,,,,
"Electronics, Comms, & Sensors","DCGS ARMY",1381,,,,,,,,,,,,,,,,,,1678306.25,0,,,,,
"Electronics, Comms, & Sensors","DCGS-N INC 2",2182,,,,,,,,,,,,,,,,,,200095.7578,501380.2188,532309.7852,,,,
"Electronics, Comms, & Sensors","DGTL TOPOGRAPHIC SPPT SYS",469,,,,4431325,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DIMHRS",1967,,,,,4267585,1325000,2902995,,,,,,1674504,3394000,3900365,1323692,,,,,,,,
"Electronics, Comms, & Sensors","DJC2",1982,,,,,8666873.9902,7393509.25,13149044.66,13966283,14272032.9102,12714710.0886,7110252.7607,1623153.2578,1274550.0925,303000,-24000,-1183.63,,,,,,,,
"Electronics, Comms, & Sensors","DMLSS",1959,,,,,,,15993,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DMS",1960,,,,,93066,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DPPS",1950,,,,,,70877,,11221,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DTS",1970,,,,,,,,221494.3125,305824.9688,318264.9688,321733,312369.8899,317642.52,,,,,,,,,,,
"Electronics, Comms, & Sensors","Distributed Common Ground System - Army Increment 2 (DCGS-A Inc 2)",2239,,,,,,,,,,,,,,,,,,,,,0,,,
"Electronics, Comms, & Sensors","ELECTRONIC DECEPTION SYST",543,,,25306,48531,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","EMSP",1873,,,,,,,,,,,3510.25,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","F-8 CRUSADER",739,1196500,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","FRIGATE DL",1197,,,136823,108558,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GCA",1939,706065,10800738,8009191,8456445,14144863,27840358,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GCCS-J",1949,,,,,2592894,23217,124852,651077.7891,663786.25,676610.0625,464840.1609,204018,,,1551296,0,,,,,,,,
"Electronics, Comms, & Sensors","GCCS-M",1975,,,,,1549615,5061354,1500456,20445845.715,11978448.9848,7441206.809,6600793.6094,10197020.0158,8307889.3282,33710152.9688,49309843.1527,30565897.3677,51198548.4893,57685807.875,23501927.6719,25098735.5703,19653157.5,8375467.6484,1,
"Electronics, Comms, & Sensors","GCSS ARMY",1345,,,,,,-974,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GCSS DOD",1352,,,,,,106555,1977321,,1703498.125,5703134.039,2328013.9531,3765965.5079,0,-116004.21,,,,,,,,,,
"Electronics, Comms, & Sensors","GCSS-A INC 1",2178,,,,,,,,,,,,,,,,,,,,21032883.2656,,,,-299250
"Electronics, Comms, & Sensors","GCSS-AF",1346,,,,,,,,,,,,,,,,,,,,,,138105,0,6227
"Electronics, Comms, & Sensors","GCSS-CC/JTF",1998,,,,,,,,,,,144657.1719,0,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GCSS-MC",1990,,,,,,,,,,,,3858923,3801615.7286,3291685,3723070,4699946,2082165.0996,19788838.89,45486404.5158,505349.6507,-2627897.7705,-1308031.9586,81391.1172,3651970
"Electronics, Comms, & Sensors","GHI",2085,,,1810142,1158000,149000,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GHR",1943,,,,11821992,13330669,0,0,194593,0,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GHT",2086,,,346366,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GHY",2087,32231000,20405938,33698323,14978623,5117211,5006622,,,,,,-259803.9531,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GNF",2090,,,,9400000,3676000,3887025,5e+05,1208865,0,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GROUND BASED COMMON SENSO",478,,,,249644,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GROUND COMMAND POST",475,,,,703714,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GTP",2095,,,4378500,6675086,9228119,1685744,-416058,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","HPCM",1349,,,,,,,0,18432.5,,376349.1563,0,,-1293.15,798555,-1000,,,,,,,,,
"Electronics, Comms, & Sensors","IAA",2097,,,,3878568,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","IDECM",1803,,,,,,,,,,,,,,,,,,,4619797,67671280.875,124531483,95043258.6,37317351,10323482
"Electronics, Comms, & Sensors","IDHS INTELLIGENCE DATA HA",1729,,,,16177,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","INTEGRATED MET SYS SENSOR",545,,,,76240,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ISPAN",1963,,,,,,,,,,,5e+05,,,0,,,,,,,,,,
"Electronics, Comms, & Sensors","JCALS",1954,,,,,9076645,11250000,,,,0,,,,,78008.5,,,,,,,,,
"Electronics, Comms, & Sensors","JOINT TAC INFO DIST SYS/T",1646,1135608,1127421,456763,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","JPALS",649,,,,,,,,7125726.1484,3424798.5513,9100168.292,9924875.4398,3440390.4335,240512.4844,464141.4502,289166.8794,,,-13430.9902,,,4095495,3794987.7031,62611.3984,
"Electronics, Comms, & Sensors","JSIMS",1337,,,,,,,,,,,450000,314337.25,7077,,,,,,,,,,,
"Electronics, Comms, & Sensors","JTIDS (ARMY)",66,,,,,,,,,,24797.2891,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","JTIDS (NAVY)",67,,,,,,,1611792.6078,,50463.8516,190311.8359,4070884.0703,13007380,15463017,8855538.1,4986623,5516676,4776869.875,3189050.125,4429097.9375,491691,1094000,815563,3e+05,240048.9844
"Electronics, Comms, & Sensors","JTIDY (AIR FORCE)",68,,,,,,,,,292081,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","JTRS AMF",1374,,,,23271302,72642854,67944270,52885675,17823807.2031,46433.5699,8396486,-1841908,1.88,-145138,,,,,,-775144.0782,,,,,
"Electronics, Comms, & Sensors","JTRS CLUSTER 1",1356,,,,,,,,86879420,135585289.4375,111192569.7617,118610938.9102,119717082.8516,195309492.1025,361996848.79,-99882.7,0,,,,,,,,
"Electronics, Comms, & Sensors","JTRS WAVEFORM",689,,,,,66546,,3980000,21258609.2031,49279710.8438,58935483.3115,87867941.1681,73544894.3509,34673298.9209,14068189,11106149.22,4065180,2051384.5312,349976,115120,263699.125,-18205.6992,,,
"Electronics, Comms, & Sensors","KMI",2001,,,,,,,,,,,,,,,,,,3509929.875,4361908.6484,7939885,6845040.29,7083150.2969,6353747,319962.0313
"Electronics, Comms, & Sensors","Key Management Infrastructure Increment 3 (KMI Inc 3)",2245,,,,,,,,,,,,,,,,,,,,971241.25,3944287.25,3353328.0078,3217197.125,-950259.875
"Electronics, Comms, & Sensors","L-188 LOCKHEED ELECTRA CO",776,44000,209420,28831,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","LAMPS",1016,38484,,116067,1346948,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","LW MAN-TRANSP RADIO DIR F",479,,,,3116849,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","M-12 (AIMS) IFF",944,5787694,5161574,49146,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MARK XII PROGRAM",981,6682256,5253180,10731429,24892256,,,,,,25203,,0,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MATCALS",979,207213,516664,49000,71562,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MCS (ATCCS)",1854,,,,,,842350,,,52800,616800,0,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","METEOROLOGICAL MEASURING",480,,,,44600,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MIDS-LVT",1831,,262887,1707801,1793854,197995505,194474449,269484931,365950603.5441,243885308.6506,114080141.3829,105077134.7348,145803269.2234,207283366.0859,241843257.17,236136914,221057425.1788,480394527.8203,430170143.0469,481579282.1759,628015551.7011,691812882.4551,513634004.5158,460162135.1647,193030627.9771
"Electronics, Comms, & Sensors","MINE CTMS SUPPORT SHIP-MC",1226,286655,,46422564,162579,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MK-113 FIRE CONTROL",1021,,,71703,15121,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MK30 MOBILE TARGET",918,20064029,3499348,3644249,6196436,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MK74 FIRE CONTROLS SYS",977,494000,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MK92 FIRE CONTROL SYS",975,-141302,845608,1186210,27792,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MLR",1835,,,,,,,,,,,,108379.7813,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MP RTIP",697,,,,,,,,,,,,,,739051,908315,351973,0,394834,0,0,,,,
"Electronics, Comms, & Sensors","MQ-1C Gray Eagle",2036,,,,,,,,,,,,,,,,,,,,,150000,0,,
"Electronics, Comms, & Sensors","MQ-9 Reaper",1805,,,,,,20517218,61019725,108593649,105219498,114840216,0,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MQM-36 TARGET DRONE",835,2840500,2200490,-118828,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","NAS",1823,,,,,24973349,972527,25153,895432,1967703.875,2857368.2188,3145361.3359,4318706.4775,4646831.0195,3606211.11,1828304.4,,,,,,,,,
"Electronics, Comms, & Sensors","NAVY EPS",2194,,,,,,,,,,,,,,,,,,,5219.8799,359605.7686,,,,
"Electronics, Comms, & Sensors","NAVY ERP",1987,,,,,,,9799552,80164948.3183,138441032.2344,145042174.8516,64918714.7784,42334087.9793,15382975.7019,4090140.51,-115661.03,-1444.76,0,,,,514284.5938,,,
"Electronics, Comms, & Sensors","NCES",664,,,,,,,,,,5198405,-5198405.09,,,,,,6396693,1055026,2752153,267047,13651.3789,,-95528.0469,0
"Electronics, Comms, & Sensors","NEMAIS",2004,,,,,,,,,2321850,1982841.717,293347,-4316.7998,0,284704.7,,-387.74,,,,,,,,
"Electronics, Comms, & Sensors","NGEN INC 1",2200,,,,,,,,,,,,,,,,,,6940,,,,,,
"Electronics, Comms, & Sensors","NSIPS",1965,,,,,832852,1480504,5944240.5,16260,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","NTCSS",1966,,,,,,,,65769.8786,11999,40589,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","NV THERMAL SYSTEMS",548,,1752163,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","OCX",2181,,,,,,,,,,,,,,,,,,,2500000,6969395,5009061,15246008,11742422,8443347.25
"Electronics, Comms, & Sensors","OPERATIONAL CONTROL CENTE",1140,8345456,1530434,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","OTHR (OVER THE HORIZON RA",1082,3416216,,1099754,250000,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","Other UAS",2258,,,,,,,,,,,,3.3e+07,,,,705382.9391,7945348.0752,3792332,10000,,,,,
"Electronics, Comms, & Sensors","PHOTO PROC INTREP SYS",1782,86040,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","PHYSICAL SECURITY SYSTEMS",596,,,47900,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","PKI",1979,,,,,147841,,,1186635,350648,1032576,118523.6016,32400,-15261.4004,,,,,,,,,,,
"Electronics, Comms, & Sensors","PRV",1328,,,,,38917681,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","RA-5 VIGILANTE",706,,746961,889762,62875,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","RMS",691,34419693,,45484279,-4e+05,48061906,22985925,11397000,15241236,7437000,9268896,2789755,0,,,0,15385.16,,20815.5,22478.25,,,,,
"Electronics, Comms, & Sensors","ROCKET LAUNCHER LAU-68",825,89920,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","SATCOM",986,95725245,47084269,49643499,102731120,255040,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","SCY",2008,87160999,73770399,113988069,140161074,-156968,,516321,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","SHORTSTOP",481,,,,6837441,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","SIAP",643,,,,,,,,,0,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","SINCGARS",2112,,,,,1611166,10956288,19918875,8508,80760.8984,,,,,,250000,630802,104807,,,,,,,
"Electronics, Comms, & Sensors","SMART-T",1837,,,,,,224350,223783,222086,220326,0,-53132.7305,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","SPS",1961,,,,,,,,,15258.1201,10685.4805,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","SURTASS",47,,,,,,,,845000,158145.6563,1774045,1944546,1560928,2441792,2003569.13,1647617.36,1318900.0309,2382804.9414,-35482.6016,,,,,,
"Electronics, Comms, & Sensors","SURTASS (T-AGOS)",1866,,,,,,,,,,,,4805577,7910257,8279443,8498626.05,8548588,9053639.75,8942748,9415246,9744336,9574595,6873300,202948.4063,-765660.9688
