"assistance_transaction_unique_key","assistance_award_unique_key","award_id_fain","ModificationNumber","award_id_uri","sai_number","federal_action_obligation","total_obligated_amount","total_outlayed_amount_for_overall_award","indirect_cost_federal_share_amount","non_federal_funding_amount","total_non_federal_funding_amount","face_value_of_loan","original_loan_subsidy_cost","total_face_value_of_loan","total_loan_subsidy_cost","disaster_emergency_fund_codes_for_overall_award","outlayed_amount_from_COVID.19_supplementals_for_overall_award","obligated_amount_from_COVID.19_supplementals_for_overall_award","outlayed_amount_from_IIJA_supplemental_for_overall_award","obligated_amount_from_IIJA_supplemental_for_overall_award","action_date","Fiscal_Year","period_of_performance_start_date","period_of_performance_current_end_date","awarding_agency_code","awarding_agency_name","awarding_sub_agency_code","awarding_sub_agency_name","awarding_office_code","awarding_office_name","funding_agency_code","Funding_Agency_Name","funding_sub_agency_code","funding_sub_agency_name","funding_office_code","funding_office_name","treasury_accounts_funding_this_award","federal_accounts_funding_this_award","object_classes_funding_this_award","program_activities_funding_this_award","recipient_uei","recipient_duns","recipient_name","recipient_name_raw","recipient_parent_uei","recipient_parent_duns","recipient_parent_name","recipient_parent_name_raw","recipient_country_code","recipient_country_name","recipient_address_line_1","recipient_address_line_2","recipient_city_code","recipient_city_name","prime_award_transaction_recipient_county_fips_code","recipient_county_name","prime_award_transaction_recipient_state_fips_code","recipient_state_code","recipient_state_name","recipient_zip_code","recipient_zip_last_4_code","prime_award_transaction_recipient_cd_original","prime_award_transaction_recipient_cd_current","recipient_foreign_city_name","recipient_foreign_province_name","recipient_foreign_postal_code","primary_place_of_performance_scope","primary_place_of_performance_country_code","primary_place_of_performance_country_name","primary_place_of_performance_code","primary_place_of_performance_city_name","prime_award_transaction_place_of_performance_county_fips_code","primary_place_of_performance_county_name","prime_award_transaction_place_of_performance_state_fips_code","primary_place_of_performance_state_name","primary_place_of_performance_zip_4","prime_award_transaction_place_of_performance_cd_original","prime_award_transaction_place_of_performance_cd_current","primary_place_of_performance_foreign_location","cfda_number","cfda_title","funding_opportunity_number","funding_opportunity_goals_text","assistance_type_code","transaction_description","prime_award_base_transaction_description","business_funds_indicator_code","business_funds_indicator_description","business_types_code","business_types_description","correction_delete_indicator_code","correction_delete_indicator_description","action_type_code","action_type_description","record_type_code","record_type_description","highly_compensated_officer_1_name","highly_compensated_officer_1_amount","highly_compensated_officer_2_name","highly_compensated_officer_2_amount","highly_compensated_officer_3_name","highly_compensated_officer_3_amount","highly_compensated_officer_4_name","highly_compensated_officer_4_amount","highly_compensated_officer_5_name","highly_compensated_officer_5_amount","usaspending_permalink","last_modified_date","USAspending_file_name","cfda_num","assistance_type_description","dFYear","YTD","AnyTag","DeepTech","HighTech","Biotechnology","Quantum","FutureG","AdvMaterials","TrustedAI","SysOfSys","Microelectronics","Space","Renewable","Computing","HMI","DirectedEnergy","Hypersonics","SensorCyber","ComponentTech"
"8900_DELP0000054_-NONE-_81.126_A003","ASST_NON_DELP0000054_8900","DELP0000054","A003",NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,6.46e+08,24160400,1.292e+09,48320800,NA,NA,NA,NA,NA,2011-09-30,2011,"2011-09-27","2016-09-26","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRWVG3NP66A9","832213339","AV SOLAR RANCH 1 LLC","AV SOLAR RANCH 1, LLC","RQNMMKNVVES8","001807150","EXELON CORPORATION",NA,NA,NA,NA,NA,"40130","LANCASTER","0637.0","LOS ANGELES","06","CA","CALIFORNIA","94111","3620","CA-08","CA-11",NA,NA,NA,"SINGLE ZIP CODE",NA,NA,"0640130","LANCASTER",NA,NA,"06","CALIFORNIA","935341000","CA-22",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166","TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)",NA,NA,"C",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000054_8900/","2014-04-09","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000054_-NONE-_81.126_A002","ASST_NON_DELP0000054_8900","DELP0000054","A002",NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,-6.46e+08,-24160400,1.292e+09,48320800,NA,NA,NA,NA,NA,2011-09-30,2011,"2011-09-27","2016-09-26","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRWVG3NP66A9","832213339","AV SOLAR RANCH 1 LLC","AV SOLAR RANCH 1, LLC","RQNMMKNVVES8","001807150","EXELON CORPORATION",NA,NA,NA,NA,NA,"40130","LANCASTER","0637.0","LOS ANGELES","06","CA","CALIFORNIA","94111","3620","CA-08","CA-11",NA,NA,NA,"SINGLE ZIP CODE",NA,NA,"0640130","LANCASTER",NA,NA,"06","CALIFORNIA","935341000","CA-22",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166","TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)",NA,NA,"C",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000054_8900/","2014-04-09","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000054_-NONE-_81.126_0003","ASST_NON_DELP0000054_8900","DELP0000054","0003",NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,6.46e+08,24160400,1.292e+09,48320800,NA,NA,NA,NA,NA,2011-09-30,2011,"2011-09-27","2016-09-26","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRWVG3NP66A9","832213339","AV SOLAR RANCH 1 LLC","AV SOLAR RANCH 1, LLC","RQNMMKNVVES8","001807150","EXELON CORPORATION",NA,NA,NA,"353 SACRAMENTO STREET","SUITE 2100","40130","LANCASTER","0637.0","LOS ANGELES","06","CA","CALIFORNIA","94111","3620","CA-22","CA-11",NA,NA,NA,"SINGLE ZIP CODE",NA,NA,"0640130","LANCASTER",NA,NA,"06","CALIFORNIA","93535","CA-22",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"AV SOLAR RANCH 1, LLC LOAN","TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)","L",NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000054_8900/","2015-02-20","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000059_-NONE-_81.126_-NONE-","ASST_NON_DELP0000059_8900","DELP0000059",NA,NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,1.4e+09,204960000,1.4e+09,204960000,NA,NA,NA,NA,NA,2011-09-28,2011,"2011-09-28","2016-09-27","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEAAN5FHQFJ1","968958392","PROSUN PROJECT COMPANY, LLC","PROSUN PROJECT COMPANY, LLC",NA,NA,NA,NA,NA,NA,"4545 AIRPORT WAY",NA,"20000","DENVER","0831.0","DENVER","08","CO","COLORADO","80239","5716","CO-01","CO-01",NA,NA,NA,NA,NA,NA,"08**031","DENVER","08031",NA,"08","COLORADO","80239","CO-01",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"PROSUN PROJECT COMPANY LOAN F1029","TAS::89 0209::TAS  PROSUN PROJECT COMPANY LOAN F1029","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)","L",NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000059_8900/","2015-02-20","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000059_-NONE-_81.126_A000","ASST_NON_DELP0000059_8900","DELP0000059","A000",NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,0,0,1.4e+09,204960000,NA,NA,NA,NA,NA,2011-09-28,2011,"2011-09-28","2016-09-27","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEAAN5FHQFJ1","968958392","PROSUN PROJECT COMPANY, LLC","PROSUN PROJECT COMPANY, LLC",NA,NA,NA,NA,NA,NA,"4545 AIRPORT WAY",NA,"20000","DENVER","0831.0","DENVER","08","CO","COLORADO","80239","5716","CO-01","CO-01",NA,NA,NA,"COUNTY-WIDE",NA,NA,"08**031",NA,"08031","DENVER","08","COLORADO",NA,NA,"CO-01",NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"TAS::89 0209::TAS  PROSUN PROJECT COMPANY LOAN F1029","TAS::89 0209::TAS  PROSUN PROJECT COMPANY LOAN F1029","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)",NA,NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000059_8900/","2012-06-22","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000060_-NONE-_81.126_-NONE-","ASST_NON_DELP0000060_8900","DELP0000060",NA,NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,1188939300,233507678,3550452379,697308846,NA,NA,NA,NA,NA,2011-09-29,2011,"2011-09-29","2016-09-28","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FQYVJTAKQ8D3","966692639","HIGH PLAINS RANCH II, LLC","HIGH PLAINS RANCH II, LLC",NA,NA,NA,NA,NA,NA,"3939 N FIRST ST",NA,"68000","SAN JOSE","0685.0","SANTA CLARA","06","CA","CALIFORNIA","95134","1506","CA-22","CA-17",NA,NA,NA,"SINGLE ZIP CODE",NA,NA,"0668000","SAN JOSE",NA,NA,"06","CALIFORNIA","95134","CA-22",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"HIGH PLAINS RANCH II, LLC LOAN NUMBER 1229","TAS::89 4589::TAS  HIGH PLAINS RANCH II, LLC LOAN NUMBER 1229","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)","L",NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000060_8900/","2015-02-20","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000060_-NONE-_81.126_A000","ASST_NON_DELP0000060_8900","DELP0000060","A000",NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,1188939300,233507678,3550452379,697308846,NA,NA,NA,NA,NA,2011-09-29,2011,"2011-09-29","2016-09-28","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FQYVJTAKQ8D3","966692639","HIGH PLAINS RANCH II, LLC","HIGH PLAINS RANCH II, LLC",NA,NA,NA,NA,NA,NA,NA,NA,"68000","SAN JOSE","0685.0","SANTA CLARA","06","CA","CALIFORNIA","95134","1506","CA-15","CA-17",NA,NA,NA,"SINGLE ZIP CODE",NA,NA,"0668000","SAN JOSE",NA,NA,"06","CALIFORNIA","951010001","CA-15",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"TAS::89 4589::TAS  HIGH PLAINS RANCH II, LLC LOAN NUMBER 1229","TAS::89 4589::TAS  HIGH PLAINS RANCH II, LLC LOAN NUMBER 1229","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)","C",NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000060_8900/","2014-04-09","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000058_-NONE-_81.126_-NONE-","ASST_NON_DELP0000058_8900","DELP0000058",NA,NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,800600000,59892000,2401800000,179676000,NA,NA,NA,NA,NA,2011-09-28,2011,"2011-09-28","2016-09-27","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KENVGRTCSMH7","968695549","DESERT SUNLIGHT 300, LLC","DESERT SUNLIGHT 300, LLC","Z4HCXG9DJVW5","167212823","ESI ENERGY, LLC",NA,NA,NA,"620 EIGHTH AVE","44TH FLOOR","61152","RIVERSIDE","0623.0","HUMBOLDT","06","CA","NEW YORK","10018","1618","CA-45","CA-12",NA,NA,NA,"SINGLE ZIP CODE",NA,NA,"0661152","LANCASTER",NA,NA,"06","CALIFORNIA","93536","CA-45",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"DESERT SUNLIGHT 300, LLC LOAN NUMBER F1039","DESERT SUNLIGHT 300, LLC LOAN NUMBER F1039","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)","L",NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000058_8900/","2014-10-02","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000054_-NONE-_81.126_0001","ASST_NON_DELP0000054_8900","DELP0000054","0001",NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,0,0,1.292e+09,48320800,NA,NA,NA,NA,NA,2011-09-28,2011,"2011-09-27","2016-09-26","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRWVG3NP66A9","832213339","AV SOLAR RANCH 1 LLC","AV SOLAR RANCH 1, LLC","RQNMMKNVVES8","001807150","EXELON CORPORATION",NA,NA,NA,"353 SACRAMENTO STREET","SUITE 2100","40130","LANCASTER","0637.0","LOS ANGELES","06","CA","CALIFORNIA","94111","3620","CA-22","CA-11",NA,NA,NA,"SINGLE ZIP CODE",NA,NA,"0640130","LANCASTER",NA,NA,"06","CALIFORNIA","93535","CA-22",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"AV SOLAR RANCH 1, LLC LOAN","TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)","L",NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000054_8900/","2015-02-20","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000056_-NONE-_81.126_-NONE-","ASST_NON_DELP0000056_8900","DELP0000056",NA,NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,660400000,49313840,1320800000,98627680,NA,NA,NA,NA,NA,2011-09-28,2011,"2011-09-28","2016-09-27","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WV98YJJWD6M6","968694815","DESERT SUNLIGHT 250, LLC","DESERT SUNLIGHT 250, LLC","Z4HCXG9DJVW5","167212823","ESI ENERGY, LLC",NA,NA,NA,"620 EIGHTH AVE","44TH FLOOR","61152","RIVERSIDE","0623.0","HUMBOLDT","06","CA","NEW YORK","10018","1618","CA-45","CA-12",NA,NA,NA,"SINGLE ZIP CODE",NA,NA,"0661152","DESERT CENTER",NA,NA,"06","CALIFORNIA","92239","CA-45",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"DESERT SUNLIGHT 250, LLC LOAN NUMBER F1006","DESERT SUNLIGHT 250, LLC LOAN NUMBER F1006","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)","L",NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000056_8900/","2014-10-02","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000055_-NONE-_81.126_-NONE-","ASST_NON_DELP0000055_8900","DELP0000055",NA,NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,127375287,33232212,127375287,33232212,NA,NA,NA,NA,NA,2011-09-28,2011,"2011-09-28","2016-09-27","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U19JMDVZ5FK8","782435874","ABENGOA BIOENERGY BIOMASS OF KANSAS, LLC","ABENGOA BIOENERGY BIOMASS OF KANSAS, LLC",NA,NA,NA,NA,NA,NA,"16150 MAIN CIRCLE DRIVE","SUITE 200, CARE OF: CARL LAFOY","33425","HUGOTON","20189.0","STEVENS","20","KS","MISSOURI","63017","8520","KS-01","KS-02",NA,NA,NA,NA,NA,NA,"20**189","HUGOTON","20189",NA,"20","KANSAS","67951",NA,NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"ABENGOA BIOENERGY BIOMASS OF KANSAS, LLC LOAN NUMBER 1209","ABENGOA BIOENERGY BIOMASS OF KANSAS, LLC LOAN NUMBER 1209","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)","L",NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000055_8900/","2014-10-02","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000054_-NONE-_81.126_-NONE-","ASST_NON_DELP0000054_8900","DELP0000054",NA,NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,6.46e+08,24160400,1.292e+09,48320800,NA,NA,NA,NA,NA,2011-09-27,2011,"2011-09-27","2016-09-26","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRWVG3NP66A9","832213339","AV SOLAR RANCH 1 LLC","AV SOLAR RANCH 1, LLC","RQNMMKNVVES8","001807150","EXELON CORPORATION",NA,NA,NA,"353 SACRAMENTO STREET","SUITE 2100","40130","LANCASTER","0637.0","LOS ANGELES","06","CA","CALIFORNIA","94111","3620","CA-22","CA-11",NA,NA,NA,"SINGLE ZIP CODE",NA,NA,"0640130","LANCASTER",NA,NA,"06","CALIFORNIA","93535","CA-22",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"AV SOLAR RANCH 1, LLC LOAN","TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)","L",NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000054_8900/","2015-02-20","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000054_-NONE-_81.126_A000","ASST_NON_DELP0000054_8900","DELP0000054","A000",NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,0,0,1.292e+09,48320800,NA,NA,NA,NA,NA,2011-09-27,2011,"2011-09-27","2016-09-26","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRWVG3NP66A9","832213339","AV SOLAR RANCH 1 LLC","AV SOLAR RANCH 1, LLC","RQNMMKNVVES8","001807150","EXELON CORPORATION",NA,NA,NA,"353 SACRAMENTO ST",NA,"40130","LANCASTER","0637.0","LOS ANGELES","06","CA","CALIFORNIA","94111","3620","CA-08","CA-11",NA,NA,NA,"SINGLE ZIP CODE",NA,NA,"0640130","LANCASTER",NA,NA,"06","CALIFORNIA","935341000","CA-22",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166","TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)","C",NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000054_8900/","2012-06-22","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000052_-NONE-_81.126_-NONE-","ASST_NON_DELP0000052_8900","DELP0000052",NA,NA,"SAI  NOT AVAILABLE",0,0,NA,NA,0,0,330260600,9808740,330260600,9808740,NA,NA,NA,NA,NA,2011-09-23,2011,"2011-09-23","2016-09-22","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSVSN33CH5L7","968267257","MESQUITE SOLAR 1, LLC","MESQUITE SOLAR 1, LLC",NA,NA,NA,NA,NA,NA,"101 ASH STREET",NA,"74540","TONOPAH","0413.0","MARICOPA","04","AZ","CALIFORNIA","92101","3017","AZ-07","AZ-50",NA,NA,NA,"SINGLE ZIP CODE",NA,NA,"0474540","TONOPAH",NA,NA,"04","ARIZONA","85354","AZ-07",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"MESQUITE SOLAR 1, LLC LOAN NUMBER 1169","MESQUITE SOLAR 1, LLC LOAN NUMBER 1169","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)","L",NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000052_8900/","2014-10-02","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
"8900_DELP0000050_-NONE-_81.126_-NONE-","ASST_NON_DELP0000050_8900","DELP0000050",NA,NA,"SAI NOT AVAILABLE",0,0,NA,NA,0,0,168927504,10938838,337855008,21877676,NA,NA,NA,NA,NA,2011-09-21,2011,"2011-09-21","2016-09-20","089","Department of Energy","8900.0","Department of Energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HFB4PC4KK5N7","968385190","GRANITE RELIABLE POWER, LLC","GRANITE RELIABLE POWER, LLC",NA,NA,NA,NA,NA,NA,"200 DONALD LYNCH BLVD STE 300",NA,"19300","DUMMER (TOWN OF)","337.0","COOS","33","NH","MASSACHUSETTS","01752","4707","NH-02","NH-03",NA,NA,NA,"SINGLE ZIP CODE",NA,NA,"3319300","MARLBOROUGH",NA,NA,"33","NEW HAMPSHIRE","017524707","NH-02",NA,NA,"81.126000000000005","FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES",NA,NA,8,"GRANITE RELIABLE POWER, LLC LOAN NUMBER F1014","TAS::89 4576::TAS  GRANITE RELIABLE POWER, LLC LOAN NUMBER F1014","NON",NA,"Q","FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS)","L",NA,"A",NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/award/ASST_NON_DELP0000050_8900/","2014-10-02","FY2011_089_Assistance_Full_20230908_1.csv","81.126","Guaranteed/Insured Loan",2011-01-01,"Full Year",TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
