assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation.x,total_obligated_amount.x,total_outlayed_amount_for_overall_award,indirect_cost_federal_share_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_from_COVID.19_supplementals_for_overall_award,obligated_amount_from_COVID.19_supplementals_for_overall_award,outlayed_amount_from_IIJA_supplemental_for_overall_award,obligated_amount_from_IIJA_supplemental_for_overall_award,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_transaction_recipient_county_fips_code,recipient_county_name,prime_award_transaction_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_transaction_recipient_cd_original,prime_award_transaction_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_transaction_place_of_performance_cd_original,prime_award_transaction_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,assistance_type_description,transaction_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date,USAspending_file_name,federal_action_obligation.y,total_obligated_amount.y,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech
8900_DELP0000035_-NONE-_81.126_0003,ASST_NON_DELP0000035_8900,DELP0000035,0003,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,0,0,967000000,71654700,NA,NA,NA,NA,NA,2017-03-06,2017,2011-08-04,2041-08-03,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q7BZPFSS6LK2,832747971,"AGUA CALIENTE SOLAR, LLC","AGUA CALIENTE SOLAR, LLC",NA,NA,NA,NA,USA,UNITED STATES,5790 FLEET STREET,SUITE 200,NA,CARLSBAD,06073,SAN DIEGO,06,CA,CALIFORNIA,92008,4703,CA-49,CA-49,NA,NA,NA,CITY-WIDE,USA,UNITED STATES,CA11194,CARLSBAD,06073,SAN DIEGO,06,CALIFORNIA,NA,CA-49,CA-49,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,"TAS::89 4576::TAS
AGUA CALIENTE SOLAR, LLC
LOAN NUMBER 1170. MOD 001-CORRECTION OF ISSUING, ADMINISTRATION AND SPONSORING OFFICES.","TAS::89 4576::TAS  AGUA CALIENTE SOLAR, LLC  LOAN NUMBER 1170",NON,NA,X,OTHER,C,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000035_8900/,2017-07-05,FY2017_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000036_-NONE-_81.126_0002,ASST_NON_DELP0000036_8900,DELP0000036,0002,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,0,0,1015000000,1167250,NA,NA,NA,NA,NA,2017-03-06,2017,2011-08-04,2041-08-03,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAZZCJCGX8M8,832720002,RECORD HILL WIND LLC,RECORD HILL WIND LLC,NA,NA,NA,NA,USA,UNITED STATES,150 ORFORD RD,NA,NA,LYME,33009,GRAFTON,33,NH,NEW HAMPSHIRE,03768,3308,NH-02,NH-02,NA,NA,NA,CITY-WIDE,USA,UNITED STATES,NH44260,TOWN OF LYME,33009,GRAFTON,33,NEW HAMPSHIRE,NA,NH-02,NA,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,"TAS::89 4576::TAS
RECORD HILL WIND, LLC
LOAN NUMBER 1217","RECORD HILL WIND, LLC LOAN NUMBER 1217",NON,NA,X,OTHER,C,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000036_8900/,2017-07-05,FY2017_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000052_-NONE-_81.126_0002,ASST_NON_DELP0000052_8900,DELP0000052,0002,NA,SAI  NOT AVAILABLE,0,0,NA,NA,0,0,0,0,330260600,9808740,NA,NA,NA,NA,NA,2017-03-06,2017,2011-09-23,2041-09-22,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CSVSN33CH5L7,968267257,"MESQUITE SOLAR 1, LLC","MESQUITE SOLAR 1, LLC",NA,NA,NA,NA,USA,UNITED STATES,101 ASH STREET,NA,NA,SAN DIEGO,06073,SAN DIEGO,06,CA,CALIFORNIA,92101,3017,CA-52,CA-50,NA,NA,NA,CITY-WIDE,USA,UNITED STATES,CA66000,SAN DIEGO,06073,SAN DIEGO,06,CALIFORNIA,NA,CA-52,CA-90,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,"TAS::89 0209::TAS
MESQUITE SOLAR 1, LLC LOAN NUMBER 1169","MESQUITE SOLAR 1, LLC LOAN NUMBER 1169",NON,NA,X,OTHER,C,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000052_8900/,2017-07-05,FY2017_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000044_-NONE-_81.126_0007,ASST_NON_DELP0000044_8900,DELP0000044,0007,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,0,0,173267004,26527178,NA,NA,NA,NA,NA,2017-03-06,2017,2011-09-02,2041-09-01,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R14DT4NGWU54,961536468,KEPCO SOLAR OF ALAMOSA LLC,"COGENTRIX OF ALAMOSA, LLC",XJXYXCZL36Z4,175406842,THE CARLYLE GROUP L P,NA,USA,UNITED STATES,4533 LANE 2 N,NA,NA,MOSCA,08003,ALAMOSA,08,CO,COLORADO,81146,9702,CO-03,CO-03,NA,NA,NA,CITY-WIDE,USA,UNITED STATES,CO01090,ALAMOSA,08003,ALAMOSA,08,COLORADO,NA,CO-03,CO-03,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,"TAS::89 0208::TAS
COGENTRIX OF ALAMOSA, LLC LOAN NUMBER 1232. MOD 004-CORRECTION OF ISSUING, ADMINISTRATION AND SPONSORING OFFICES.","TAS::89 0208::TAS  COGENTRIX OF ALAMOSA, LLC LOAN NUMBER 1232",NON,NA,X,OTHER,C,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000044_8900/,2017-07-05,FY2017_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000043_-NONE-_81.126_0002,ASST_NON_DELP0000043_8900,DELP0000043,0002,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,0,0,0,78833242,NA,NA,NA,NA,NA,2017-03-06,2017,2011-09-01,2041-08-31,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PJ8ADGQ1HCP3,800572237,CUBICPV INC,1366 TECHNOLOGIES INC.,PJ8ADGQ1HCP3,800572237,CUBICPV INC,1366 TECHNOLOGIES INC.,USA,UNITED STATES,6 PRESTON CT,NA,NA,LEXINGTON,25017,MIDDLESEX,25,MA,MASSACHUSETTS,02421,3102,MA-05,MA-05,NA,NA,NA,CITY-WIDE,USA,UNITED STATES,MA04615,TOWN OF BEDFORD,25017,MIDDLESEX,25,MASSACHUSETTS,NA,MA-06,NA,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,"TAS::89 0208::TAS
1366 TECHNOLOGIES, INC
LOAN NUMBER 1270. MOD 001 - CORRECTION OF ISSUING, ADMINISTRATION AND SPONSORING OFFICES.","TAS::89 0208::TAS  1366 TECHNOLOGIES, INC  LOAN NUMBER 1270",NON,NA,X,OTHER,C,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000043_8900/,2017-07-05,FY2017_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000054_-NONE-_81.126_0006,ASST_NON_DELP0000054_8900,DELP0000054,0006,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,0,0,1292000000,48320800,NA,NA,NA,NA,NA,2017-03-06,2017,2011-09-27,2041-09-26,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GRWVG3NP66A9,832213339,AV SOLAR RANCH 1 LLC,"AV SOLAR RANCH 1, LLC",RQNMMKNVVES8,001807150,EXELON CORPORATION,NA,USA,UNITED STATES,4601 WESTOWN PKWY,SUITE 300,NA,WEST DES MOINES,19153,POLK,19,IA,IOWA,50266,1034,IA-03,IA-03,NA,NA,NA,CITY-WIDE,USA,UNITED STATES,IA83910,WEST DES MOINES,19049,DALLAS,19,IOWA,NA,IA-03,IA-03,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,"TAS::89 0209::TAS
AV SOLAR RANCH I, LLC LOAN NUMBER 1166. MOD 004-CORRECTION OF ISSUING, ADMINISTRATION AND SPONSORING OFFICES.","TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166",NON,NA,X,OTHER,C,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000054_8900/,2017-07-05,FY2017_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000114_-NONE-_81.126_0001,ASST_NON_DELP0000114_8900,DELP0000114,0001,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,605802134,6406104,605802134,6406104,NA,NA,NA,NA,NA,2018-01-30,2018,2015-06-23,2045-06-22,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XCALPX1W3FE7,079803324,"MEAG POWER SPVP, LLC","MEAG POWER SPVP, LLC",NA,NA,NA,NA,USA,UNITED STATES,1470 RIVEREDGE PARKWAY,NA,04000,ATLANTA,13121,FULTON,13,GA,GEORGIA,30328,4640,GA-06,GA-05,NA,NA,NA,City-wide,USA,UNITED STATES,GA04000,ATLANTA,13067,COBB,13,GEORGIA,CITY-WIDE,GA-12,GA-05,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,"MEAG POWER SPVP, LLC SPVP NOTE 1 UNIT 3 LOAN 1308",MEAG SPVP,NON,NA,X,NA,C,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000114_8900/,2018-03-20,FY2018_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000024_-NONE-_81.126_0003,ASST_NON_DELP0000024_8900,DELP0000024,0003,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,513763552,114261014,513763552,114261014,NA,NA,NA,NA,NA,2018-07-12,2018,2011-04-05,2045-04-04,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NB4KAL1D1FF3,798917154,"SOLAR PARTNERS I, LLC","SOLAR PARTNERS I, LLC",NA,NA,NA,NA,USA,UNITED STATES,"1999 HARRISON ST, STE 2150",NA,53000,OAKLAND,06001,ALAMEDA,06,CA,CALIFORNIA,94612,3520,CA-25,CA-12,NA,NA,NA,County-wide,USA,UNITED STATES,CA**001,NA,06001,ALAMEDA,06,CALIFORNIA,NA,CA-25,CA-90,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),"TAS::89 4576::TAS
SOLAR PARTNERS I, LLC LOAN 1059. MOD 001-CORRECTION OF ISSUING, ADMINISTRATION AND SPONSORING OFFICES.","TAS::89 4576::TAS  SOLAR PARTNERS I, LLC LOAN 1059",NON,NOT RECOVERY ACT,X,OTHER,NA,NA,C,REVISION,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000024_8900/,2018-08-02,FY2018_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000026_-NONE-_81.126_0001,ASST_NON_DELP0000026_8900,DELP0000026,0001,NA,SAI  NOT AVAILABLE,0,0,NA,NA,0,0,509529063,115153568,509529063,115153568,NA,NA,NA,NA,NA,2018-07-12,2018,2011-04-05,2045-04-04,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JF3JFS5N2B87,798917246,"SOLAR PARTNERS VIII, LLC","SOLAR PARTNERS VIII, LLC",NA,NA,NA,NA,USA,UNITED STATES,"1999 HARRISON ST, #2150",OAKLAND,53000,OAKLAND,06001,ALAMEDA,06,CA,CALIFORNIA,94612,0001,CA-25,CA-12,NA,NA,NA,County-wide,USA,UNITED STATES,CA**071,NA,06071,SAN BERNARDINO,06,CALIFORNIA,NA,CA-25,CA-90,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),"TAS::89 4576::TAS
SOLAR PARTNERS VIII, LLC LOAN 1109
MOD 1 CHANGING THE POP","TAS::89 4576::TAS
SOLAR PARTNERS VIII, LLC LOAN 1109
MOD 1 CHANGING THE POP",NON,NOT RECOVERY ACT,X,OTHER,NA,NA,C,REVISION,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000026_8900/,2018-08-02,FY2018_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DECF0000058_-NONE-_81.126_0004,ASST_NON_DECF0000058_8900,DECF0000058,0004,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,5907041570,3000186413,5907041570,3000186413,NA,NA,NA,NA,NA,2018-07-12,2018,2009-09-10,2039-09-09,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KTKSAXJJUM87,049967672,FORD MOTOR COMPANY,FORD MOTOR COMPANY,NA,NA,NA,NA,USA,UNITED STATES,THE AMERICAN ROAD,DEARBORN,21000,DEARBORN,26163,WAYNE,26,MI,MICHIGAN,48126,1066,MI-12,MI-12,NA,NA,NA,Single ZIP Code,USA,UNITED STATES,MI21000,DEARBORN,26163,WAYNE,26,MICHIGAN,48126-1066,MI-12,MI-12,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),"FORD MOTOR COMPANY - THE LOAN WILL BE USED TO EQUIP AND ESTABLISH MANUFACTURING FACILITIES IN THE UNITED STATES TO PRODUCE ADVANCED TECHNOLOGY VEHICLES [QUALIFIED ADVANCED TECHNOLOGY AUTOMOTIVE COMPONENTS] AND FOR ASSOCIATED ENGINEERING INTEGRATION COSTS. MOD 003 - CORRECTION OF ISSUING, ADMINISTRATION AND SPONSORING OFFICES.",FORD MOTOR COMPANY,NON,NOT RECOVERY ACT,X,OTHER,NA,NA,C,REVISION,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DECF0000058_8900/,2018-08-02,FY2018_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000025_-NONE-_81.126_0002,ASST_NON_DELP0000025_8900,DELP0000025,0002,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,485964370,107009354,485964370,107009354,NA,NA,NA,NA,NA,2018-07-12,2018,2011-04-05,2045-04-03,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H7PJP9AK7QP2,966632510,"SOLAR PARTNERS II, LLC","SOLAR PARTNERS II, LLC",NA,NA,NA,NA,USA,UNITED STATES,"1999 HARRISON ST, STE. 2150",NA,53000,OAKLAND,06001,ALAMEDA,06,CA,CALIFORNIA,94612,3520,CA-25,CA-12,NA,NA,NA,City-wide,USA,UNITED STATES,CA53000,OAKLAND,06001,ALAMEDA,06,CALIFORNIA,CITY-WIDE,CA-25,CA-12,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),"TAS::89 4576::TAS
SOLAR PARTNERS II, LLC LOAN 1009. MOD 001 - CORRECTION OF ISSUING, ADMINISTRATION AND SPONSORING OFFICES.","TAS::89 4576::TAS  SOLAR PARTNERS II, LLC LOAN 1009",NON,NOT RECOVERY ACT,X,OTHER,NA,NA,C,REVISION,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000025_8900/,2018-08-02,FY2018_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000043_-NONE-_81.126_0003,ASST_NON_DELP0000043_8900,DELP0000043,0003,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,-143229000,39416621,0,78833242,NA,NA,NA,NA,NA,2018-02-13,2018,2011-09-01,2041-08-31,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PJ8ADGQ1HCP3,800572237,CUBICPV INC,1366 TECHNOLOGIES INC.,PJ8ADGQ1HCP3,800572237,CUBICPV INC,1366 TECHNOLOGIES INC.,USA,UNITED STATES,45 HARTWELL AVENUE,NA,35250,LEXINGTON,25017,MIDDLESEX,25,MA,MASSACHUSETTS,02421,3102,MA-05,MA-05,NA,NA,NA,City-wide,USA,UNITED STATES,MA35215,TOWN OF LEXINGTON,25017,MIDDLESEX,25,MASSACHUSETTS,CITY-WIDE,MA-05,NA,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,DEOBLIGATING FUNDS,"TAS::89 0208::TAS  1366 TECHNOLOGIES, INC  LOAN NUMBER 1270",NON,NA,X,NA,NA,NA,D,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000043_8900/,2018-03-20,FY2018_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000116_-NONE-_81.126_0001,ASST_NON_DELP0000116_8900,DELP0000116,0001,NA,SA NOT AVAILABLE,0,0,NA,NA,0,0,553261098,5738075,553261098,5738075,NA,NA,NA,NA,NA,2018-01-30,2018,2015-06-23,2018-06-22,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H3J2YK8GDPU8,079803314,MEAG POWER SPVJ LLC,"MEAG POWER SPVJ, LLC",NA,NA,NA,NA,USA,UNITED STATES,1470 RIVEREDGE PARKWAY,NA,04000,ATLANTA,13121,FULTON,13,GA,GEORGIA,30328,4641,GA-06,GA-05,NA,NA,NA,City-wide,USA,UNITED STATES,GA04000,ATLANTA,13067,COBB,13,GEORGIA,CITY-WIDE,GA-12,GA-05,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,"MEAG POWER SPVJ, LLC SPVJ NOTE 1 UNIT 3 LOAN 1307",MEAG SPVJ,NON,NA,X,NA,C,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000116_8900/,2018-03-20,FY2018_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000115_-NONE-_81.126_0001,ASST_NON_DELP0000115_8900,DELP0000115,0001,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,532173503,8899457,532173503,8899457,NA,NA,NA,NA,NA,2018-01-30,2018,2015-06-23,2045-06-22,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D4R1KEJW4SL8,079803317,"MEAG POWER SPVM, LLC","MEAG POWER SPVM, LLC",NA,NA,NA,NA,USA,UNITED STATES,7821 RIVER RD,NA,80984,WAYNESBORO,13033,BURKE,13,GA,GEORGIA,30830,4641,GA-12,GA-12,NA,NA,NA,City-wide,USA,UNITED STATES,GA04000,ATLANTA,13067,COBB,13,GEORGIA,CITY-WIDE,GA-12,GA-05,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,MEAG SPVM NOTE 1 UNIT 3 LOAN 1309,MEAG SPVM,NON,NA,X,NA,C,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000115_8900/,2018-03-20,FY2018_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000060_-NONE-_81.126_0003,ASST_NON_DELP0000060_8900,DELP0000060,0003,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,1172573779,230293490,3550452379,697308846,NA,NA,NA,NA,NA,2018-07-12,2018,2011-09-29,2045-09-28,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FQYVJTAKQ8D3,966692639,"HIGH PLAINS RANCH II, LLC","HIGH PLAINS RANCH II, LLC",NA,NA,NA,NA,USA,UNITED STATES,3939 N FIRST ST,NA,68000,SAN JOSE,06085,SANTA CLARA,06,CA,CALIFORNIA,95134,1506,CA-22,CA-17,NA,NA,NA,City-wide,USA,UNITED STATES,CA68000,SAN JOSE,06085,SANTA CLARA,06,CALIFORNIA,CITY-WIDE,CA-22,CA-90,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),"TAS::89 4589::TAS
HIGH PLAINS RANCH II, LLC LOAN NUMBER 1229. MOD 001-CORRECTION OF ISSUING, ADMINISTRATION AND SPONSORING OFFICES. MOD 3 CHANGING THE POP","TAS::89 4589::TAS  HIGH PLAINS RANCH II, LLC LOAN NUMBER 1229",NON,NOT RECOVERY ACT,X,OTHER,NA,NA,C,REVISION,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000060_8900/,2018-08-02,FY2018_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
