Fiscal.Year,Unique.Identifier,Deal.Number,Decision,Decision.Date,Effective.Date,Expiration.Date,Brokered,Deal.Cancelled,Country,Program,Policy.Type,Decision.Authority,Primary.Export.Product.NAICS.SIC.code,Product.Description,Term,Primary.Applicant,Primary.Lender,Primary.Exporter,Primary.Exporter.City,Primary.Exporter.State.Code,Primary.Exporter.State.Name,Primary.Borrower,Primary.Source.of.Repayment.(PSOR),Working.Capital.Delegated.Authority,Approved.Declined.Amount,Disbursed.Shipped.Amount,Undisbursed.Exposure.Amount,Outstanding.Exposure.Amount,Small.Business.Authorized.Amount,Woman.Owned.Authorized.Amount,Minority.Owned.Authorized.Amount,Loan.Interest.Rate,Multiyear.Working.Capital.Extension,Primary.Export.Product.NAICS,Primary.Export.Product.SIC,Primary.Export.Product.SIC.code,principalnaicscodeText,SIC.Titles.and.Part.Descriptions,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,CriticalTech
2010,08078359XG0001,AP078359XG,Approved,12/30/2009 12:00:00 AM,12/30/2009,06/30/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,Eastern Bank,Eastern Bank,Medica Corporation,Bedford,MA,Massachusetts,Medica Corporation,Medica Corporation,Yes,2700000,2700000,0,0,2700000,0,0,,,334516,,,Analytical Laboratory Instrument Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08080298XF0001,AP080298XF,Approved,12/03/2009 12:00:00 AM,12/3/2009,12/01/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Comerica Incorporated,Comerica Bank,"Etm-Electromatic, Inc",Newark,CA,California,"Etm-Electromatic, Inc","Etm-Electromatic, Inc",Yes,900000,900000,0,0,900000,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2010,08080496XC0001,AP080496XC,Approved,04/13/2010 12:00:00 AM,4/13/2010,03/30/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Socket Mobile, Inc.",Newark,CA,California,"Socket Mobile, Inc.","Socket Mobile, Inc.",Yes,1800000,1800000,0,0,1800000,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2010,08081116XE0001,AP081116XE,Approved,03/17/2010 12:00:00 AM,3/17/2010,08/01/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,Unionbancal Corporation,"Union Bank Of California, N.A.","Prosoft Technologies, Inc.",Bakersfield,CA,California,"Prosoft Technologies, Inc.","Prosoft Technologies, Inc.",Yes,1350000,1350000,0,0,0,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08083055XC0001,AP083055XC,Approved,01/27/2010 12:00:00 AM,1/27/2010,12/27/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,Datacore Software Corporation,Fort Lauderdale,FL,Florida,Datacore Software Corporation,Datacore Software Corporation,Yes,1800000,1800000,0,0,1800000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08083109XA0001,AP083109XA,Approved,01/21/2010 12:00:00 AM,1/21/2010,12/26/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,"Pnc Bank, National Association","Pnc Bank, National Association","Tgs Heathcare Solutions, Llc",Edison,NJ,New Jersey,"Tgs Heathcare Solutions, Llc","Tgs Heathcare Solutions, Llc",Yes,2700000,2700000,0,0,0,2700000,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08083225XB0001,AP083225XB,Approved,03/23/2010 12:00:00 AM,3/23/2010,02/25/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Regions Bank,Regions Bank,Xante Corporation,Mobile,AL,Alabama,Xante Corporation,Xante Corporation,Yes,2250000,2250000,0,0,2250000,0,0,,,334118,,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08083244XC0001,AP083244XC,Approved,08/11/2010 12:00:00 AM,8/11/2010,06/28/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Crossbeam Systems, Inc.",Boxborough,MA,Massachusetts,"Crossbeam Systems, Inc.","Crossbeam Systems, Inc.",Yes,4500000,4500000,0,0,4500000,0,0,,,334210,,,Telephone Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2010,08083576XB0001,AP083576XB,Approved,12/02/2009 12:00:00 AM,12/2/2009,10/22/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Amegy Bank National Association,Amegy Bank National Association,Detcon Inc,The Woodlands,TX,Texas,Detcon Inc,Detcon Inc,Yes,900000,900000,0,0,900000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08083657XB0001,AP083657XB,Approved,09/23/2010 12:00:00 AM,9/23/2010,02/28/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,"Td Bank, N.A.","Td Bank, N.A.","Ufa, Inc.",Woburn,MA,Massachusetts,"Ufa, Inc.","Ufa, Inc.",Yes,1260000,1260000,0,0,1260000,1260000,0,,,541511,,,Custom Computer Programming Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08083701XA0001,AP083701XA,Approved,09/13/2010 12:00:00 AM,9/13/2010,10/01/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,"Bridge Bank, N.A.","Bridge Bank, N.A.","Vapotherm, Inc.",Stevensville,MD,Maryland,"Vapotherm, Inc.","Vapotherm, Inc.",Yes,675000,675000,0,0,675000,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08083752XB0001,AP083752XB,Approved,03/04/2010 12:00:00 AM,3/4/2010,01/24/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,Cimetrix Incorporated,Midvale,UT,Utah,Cimetrix Incorporated,Cimetrix Incorporated,Yes,855000,855000,0,0,855000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08083858XB0001,AP083858XB,Approved,09/03/2010 12:00:00 AM,9/3/2010,06/29/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Comerica Incorporated,Comerica Bank,"Telarix, Inc.",Vienna,VA,Virginia,"Telarix, Inc.","Telarix, Inc.",Yes,5400000,5400000,0,0,5400000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08083876XB0001,AP083876XB,Approved,09/17/2010 12:00:00 AM,9/17/2010,07/28/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,Smartsignal Corporation,Lisle,IL,Illinois,Smartsignal Corporation,Smartsignal Corporation,Yes,4500000,4500000,0,0,4500000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08084195XA0001,AP084195XA,Approved,06/22/2010 12:00:00 AM,6/22/2010,02/04/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Global Market Insite, Inc.",Bellevue,WA,Washington,"Global Market Insite, Inc.","Global Market Insite, Inc.",Yes,4050000,4050000,0,0,4050000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08084204XA0001,AP084204XA,Approved,03/16/2010 12:00:00 AM,3/16/2010,02/12/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Phoseon Technology, Inc.",Hillsboro,OR,Oregon,"Phoseon Technology, Inc.","Phoseon Technology, Inc.",Yes,855000,855000,0,0,855000,0,0,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2010,08084326XA0001,AP084326XA,Approved,03/16/2010 12:00:00 AM,3/16/2010,12/31/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,"Picarro, Inc.",Santa Clara,CA,California,"Picarro, Inc.","Picarro, Inc.",Yes,999999,999999,0,0,999999,0,0,,,334516,,,Analytical Laboratory Instrument Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08084377XA0001,AP084377XA,Approved,06/22/2010 12:00:00 AM,6/22/2010,04/16/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Stereotaxis, Inc",Saint Louis,MO,Missouri,"Stereotaxis, Inc","Stereotaxis, Inc",Yes,9000000,9000000,0,0,9000000,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08084414XA0001,AP084414XA,Approved,07/01/2010 12:00:00 AM,7/1/2010,05/13/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Qualitylogic, Inc.",Moorpark,CA,California,"Qualitylogic, Inc.","Qualitylogic, Inc.",Yes,599999,599999,0,0,599999,0,0,,,541511,,,Custom Computer Programming Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08084514XA0001,AP084514XA,Approved,08/04/2010 12:00:00 AM,8/4/2010,06/18/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Coventor, Inc.",Cary,NC,North Carolina,"Coventor, Inc.","Coventor, Inc.",Yes,450000,450000,0,0,450000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08084578XX0001,AP084578XX,Approved,12/10/2009 12:00:00 AM,8/10/2010,08/09/2011 12:00:00 AM,No,No,Spain,Guarantee,,Board,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Long Term,"Banco Bilbao Vizcaya Argentaria, S.A.","Banco Bilbao Vizcaya Argentaria, S.A.","Maxar Technologies, Inc.",Denver,CO,Colorado,"Hispasat Canarias, S.L.U","Hispasat Canarias, S.L.U",,142562077,141391690.6,0,0,0,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2010,08084578XX0002,AP084578XX,Approved,12/10/2009 12:00:00 AM,8/10/2010,08/09/2011 12:00:00 AM,No,No,Spain,Guarantee,,Board,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Long Term,"Banco Bilbao Vizcaya Argentaria, S.A.","Banco Bilbao Vizcaya Argentaria, S.A.","Maxar Technologies, Inc.",Denver,CO,Colorado,"Hispasat Canarias, S.L.U","Hispasat Canarias, S.L.U",,17998313,17998313,0,0,0,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2010,08084638XA0001,AP084638XA,Approved,08/25/2010 12:00:00 AM,8/25/2010,07/21/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Netforensics, Inc.",Edison,NJ,New Jersey,"Netforensics, Inc.","Netforensics, Inc.",Yes,999999,999999,0,0,999999,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08084808XX0001,AP084808XX,Approved,10/29/2009 12:00:00 AM,10/29/2009,10/15/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Sensortran, Inc.",Austin,TX,Texas,"Sensortran, Inc.","Sensortran, Inc.",Yes,450000,450000,0,0,450000,0,0,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08084862XA0001,AP084862XA,Approved,05/12/2010 12:00:00 AM,5/12/2010,10/31/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,"Cedar Point Communications, Inc.",Derry,NH,New Hampshire,"Cedar Point Communications, Inc.","Cedar Point Communications, Inc.",Yes,7499999,7499999,0,0,7499999,0,0,,,334210,,,Telephone Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2010,08084862XX0001,AP084862XX,Approved,12/02/2009 12:00:00 AM,12/2/2009,04/17/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Cedar Point Communications, Inc.",Derry,NH,New Hampshire,"Cedar Point Communications, Inc.","Cedar Point Communications, Inc.",Yes,7499999,7499999,0,0,7499999,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2010,08084872XX0001,AP084872XX,Approved,12/15/2009 12:00:00 AM,12/15/2009,11/11/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,"R J R Polymers, Inc.",Oakland,CA,California,"R J R Polymers, Inc.","R J R Polymers, Inc.",Yes,900000,900000,0,0,900000,0,0,,,334419,,,Other Electronic Component Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2010,08084873XX0001,AP084873XX,Approved,12/15/2009 12:00:00 AM,12/15/2009,11/18/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,Ubmatrix Inc,Redwood City,CA,California,Ubmatrix Inc,Ubmatrix Inc,Yes,999999,999999,0,0,999999,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08084882XX0001,AP084882XX,Approved,01/08/2010 12:00:00 AM,1/8/2010,11/18/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,Decarta Inc.,San Jose,CA,California,Decarta Inc.,Decarta Inc.,Yes,877500,877500,0,0,877500,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08084916XX0001,AP084916XX,Approved,01/21/2010 12:00:00 AM,1/21/2010,12/08/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,"Bridge Bank, N.A.","Bridge Bank, N.A.",Amnis Corporation,Seattle,WA,Washington,Amnis Corporation,Amnis Corporation,Yes,607500,607500,0,0,607500,0,0,,,334516,,,Analytical Laboratory Instrument Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08085022XX0001,AP085022XX,Approved,06/24/2010 12:00:00 AM,10/28/2010,12/31/2011 12:00:00 AM,No,No,Canada,Guarantee,,Board,541512,Computer Systems Design Services,Long Term,Bombardier Aerospace,"JPMorgan Chase Bank, N.A.",Advanced Integration Technology Inc,Plano,TX,Texas,Bombardier Aerospace,Bombardier Aerospace,,50187400,50187400,0,0,0,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08085022XX0002,AP085022XX,Approved,06/24/2010 12:00:00 AM,10/28/2010,12/31/2011 12:00:00 AM,No,No,Canada,Guarantee,,Board,541512,Computer Systems Design Services,Long Term,Bombardier Aerospace,"JPMorgan Chase Bank, N.A.",Advanced Integration Technology Inc,Plano,TX,Texas,Bombardier Aerospace,Bombardier Aerospace,,916200,0,0,0,0,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08085027XX0001,AP085027XX,Approved,03/17/2010 12:00:00 AM,3/17/2010,11/25/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Huntington National Bank,Huntington National Bank,"Willard & Kelsey Solar Group, Llc",Perrysburg,OH,Ohio,"Willard & Kelsey Solar Group, Llc","Willard & Kelsey Solar Group, Llc",Yes,1350000,1350000,0,0,1350000,0,0,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2010,08085055XX0001,AP085055XX,Approved,03/03/2010 12:00:00 AM,3/3/2010,01/28/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Keste, Llc",Plano,TX,Texas,"Keste, Llc","Keste, Llc",Yes,450000,450000,0,0,450000,0,0,,,541511,,,Custom Computer Programming Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08085070XX0001,AP085070XX,Approved,03/17/2010 12:00:00 AM,3/17/2010,01/28/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,Manufacturers And Traders Trust Company,Manufacturers And Traders Trust Company,"X-Ray Optical Systems, Inc.",East Greenbush,NY,New York,"X-Ray Optical Systems, Inc.","X-Ray Optical Systems, Inc.",Yes,1800000,1800000,0,0,1800000,0,0,,,334516,,,Analytical Laboratory Instrument Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08085188XX0001,AP085188XX,Approved,05/12/2010 12:00:00 AM,5/12/2010,03/21/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Gbc International Bank,Gbc International Bank,"Ktech Telecommunications, Inc.",Chatsworth,CA,California,"Ktech Telecommunications, Inc.","Ktech Telecommunications, Inc.",Yes,225000,225000,0,0,225000,0,225000,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2010,08085193XX0001,AP085193XX,Approved,05/10/2010 12:00:00 AM,5/10/2010,04/06/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Silicon Valley Bank,Silicon Valley Bank,Xirrus,Thousand Oaks,CA,California,Xirrus,Xirrus,Yes,999999,999999,0,0,999999,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2010,08085197XX0001,AP085197XX,Approved,04/27/2010 12:00:00 AM,4/27/2010,03/25/2013 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Total Bank,Total Bank,Skypatrol Llc,Miami Dade,FL,Florida,Skypatrol Llc,Skypatrol Llc,Yes,1440000,1440000,0,0,1440000,0,1440000,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2010,08085214XX0001,AP085214XX,Approved,05/25/2010 12:00:00 AM,5/25/2010,04/20/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,Pacific Western Bank,Pacific Western Bank,Respiratory Technology Corporation,San Diego,CA,California,Respiratory Technology Corporation,Respiratory Technology Corporation,Yes,135000,135000,0,0,135000,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08085303XX0001,AP085303XX,Approved,07/19/2010 12:00:00 AM,7/19/2010,05/11/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,"Ineoquest Technologies, Inc.",Mansfield,MA,Massachusetts,"Ineoquest Technologies, Inc.","Ineoquest Technologies, Inc.",Yes,2500000,2500000,0,0,2500000,0,0,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08085328XX0001,AP085328XX,Approved,07/19/2010 12:00:00 AM,7/19/2010,05/24/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,"Impinj, Inc.",Seattle,WA,Washington,"Impinj, Inc.","Impinj, Inc.",Yes,2025000,2025000,0,0,2025000,0,0,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2010,08085371XX0001,AP085371XX,Approved,08/04/2010 12:00:00 AM,8/4/2010,12/11/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,"Credant Technologies, Inc.",Addison,TX,Texas,"Credant Technologies, Inc.","Credant Technologies, Inc.",Yes,877500,877500,0,0,877500,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08085389XX0001,AP085389XX,Approved,08/10/2010 12:00:00 AM,8/10/2010,06/25/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Comerica Incorporated,Comerica Bank,"Nexx Systems, Inc.",Billerica,MA,Massachusetts,"Nexx Systems, Inc.","Nexx Systems, Inc.",Yes,6300000,6300000,0,0,6300000,0,0,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2010,08085469XX0001,AP085469XX,Approved,09/03/2010 12:00:00 AM,9/3/2010,06/08/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Gbc International Bank,Gbc International Bank,"Rfaxis, Inc.",Irvine,CA,California,"Rfaxis, Inc.","Rfaxis, Inc.",Yes,450000,450000,0,0,450000,0,0,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2010,08085493XX0001,AP085493XX,Approved,09/16/2010 12:00:00 AM,9/16/2010,07/29/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,Cardiac Science Corporation,Bothell,WA,Washington,Cardiac Science Corporation,Cardiac Science Corporation,Yes,6750000,6750000,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08085564XX0001,AP085564XX,Approved,09/17/2010 12:00:00 AM,9/17/2010,08/31/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,"Paksense, Inc.",Boise,ID,Idaho,"Paksense, Inc.","Paksense, Inc.",Yes,225000,225000,0,0,225000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08085597XX0001,AP085597XX,Approved,09/28/2010 12:00:00 AM,9/28/2010,09/16/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,Mirapoint Software Inc,Sunnyvale,CA,California,Mirapoint Software Inc,Mirapoint Software Inc,Yes,2999999,2999999,0,0,2999999,0,0,,,334118,,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08085598XX0001,AP085598XX,Approved,09/28/2010 12:00:00 AM,9/28/2010,09/14/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,Abound Solar Inc,Loveland,CO,Colorado,Abound Solar Inc,Abound Solar Inc,Yes,9000000,9000000,0,0,9000000,0,0,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2010,08447929XX0002,447929,Approved,06/07/2010 12:00:00 AM,11/24/2009,05/25/2011 12:00:00 AM,No,No,Mexico,Guarantee,,Loan/Credit Committee,334517,Irradiation Apparatus Manufacturing,Medium Term,"Us Bank, N.A.","Us Bank, N.A.","Varian Medical Systems, Inc.",Palo Alto,CA,California,Electronica Y Medicina S.A.,Electronica Y Medicina S.A.,,6658710,3350968,0,0,0,0,0,,,334517,,,Irradiation Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08461747XX0001,461747,Approved,11/17/2009 12:00:00 AM,12/11/2009,04/30/2010 12:00:00 AM,No,Yes,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Instituto Brasileiro de Control do Cancer,Instituto Brasileiro de Control do Cancer,,647493,0,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
