Contract_FYear_Agency_2017_2020

"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency ID","Contracting Agency Name","Dollars Obligated","Number of Actions","Number of Records","Base and All Options Value (Total Contract Value)","Base and Exercised Options Value"
"2018","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","959P","PRETRIAL SERVICES AGENCY","$2,077,942.28","25","25","$704,796.59","$2,472,299.45"
"2018","959P","PRETRIAL SERVICES AGENCY","959P","PRETRIAL SERVICES AGENCY","$6,380,928.46","161","159","$11,938,264.48","$7,112,183.59"
"2018","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$108,243,447,457.59","269,308","238,355","$339,497,271,979.62","$116,854,631,287.54"
"2018","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$91,150,926,137.46","236,803","200,369","$3,544,846,839,189.56","$88,374,822,551.40"
"2018","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$71,337,673,608.71","135,051","121,449","$737,985,961,557.30","$95,371,990,442.35"
"2018","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$174,303,240.98","476","476","$292,878,091.71","$174,992,959.82"
"2018","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$823,512,132.28","1,706","1,706","$7,849,916,839.79","$934,508,460.53"
"2018","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$144,044,853.87","21,522","21,517","$269,600,484,753.75","$3,963,536,025.26"
"2018","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$1,494,287,732.81","762","762","$3,989,782,261.05","$1,675,915,256.49"
"2018","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$4,173,456,321.74","31,950,339","6,576","$17,221,457,626.01","$4,123,805,162.25"
"2018","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$876,698,322.57","1,393","1,393","$6,902,131,218.30","$855,856,680.35"
"2018","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$6,082,018,674.88","63,062","48,330","$32,484,800,110.26","$6,124,358,579.84"
"2018","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$45,460,133,854.56","3,837,770","3,837,697","$151,481,867,737.70","$48,312,765,466.44"
"2018","9700","DEPT OF DEFENSE","97AT","DEFENSE SECURITY COOPERATION AGENCY","$56,851,183.42","390","390","$122,363,419.41","$55,880,976.02"
"2018","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$81,762,539.68","245","245","$718,400,605.91","$83,399,162.65"
"2018","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$280,741,861.20","5,408","4,467","$429,460,722.12","$297,681,352.37"
"2018","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$263,412,525.47","896","896","$292,833,130.94","$266,889,091.38"
"2018","9700","DEPT OF DEFENSE","97CY","U.S. CYBER COMMAND","$43,366,207.51","42","42","$94,881,360.92","$44,866,207.51"
"2018","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$14,008,222,719.71","4,833","4,833","$20,420,748,769.74","$4,907,120,999.33"
"2018","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$108,728,467.39","610","610","$394,373,281.66","$108,887,438.04"
"2018","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$268,589,193.10","2,085","2,085","$1,011,886,269.85","$268,666,086.08"
"2018","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$1,571,612,622.70","3,889","3,706","$4,118,137,281.51","$1,686,278,567.42"
"2018","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$46,931,887.68","681","542","$156,047,661.69","$46,931,887.71"
"2018","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$8,293,301,632.40","4,244","4,244","$30,854,251,223.61","$11,217,459,254.77"
"2018","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$3,820,827,980.89","7,737","7,737","$6,572,012,307.15","$3,855,387,287.18"
"2019","0300","LIBRARY OF CONGRESS","0300","LIBRARY OF CONGRESS","$25,100.00","51","51","$460,050,000.00","$0.00"
"2019","0500","GOVERNMENT ACCOUNTABILITY OFFICE","0559","GAO, EXCEPT COMPTROLLER GENERAL","$82,899,821.34","539","539","$321,023,415.75","$81,532,510.25"
"2019","1100","EXECUTIVE OFFICE OF THE PRESIDENT","1100","EXECUTIVE OFFICE OF THE PRESIDENT","$58,545,550.22","540","540","$241,680,362.46","$59,056,665.13"
"2019","1145","PEACE CORPS","1145","PEACE CORPS","$129,100,611.30","15,462","785","$119,963,269.12","$129,133,513.18"
"2019","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","$24,945,659.70","250","250","$22,864,399.49","$24,946,459.70"
"2019","1200","AGRICULTURE, DEPARTMENT OF","1204","OFFICE OF INSPECTOR GENERAL","$9,860,572.18","146","146","$9,860,572.18","$9,860,572.18"
"2019","1200","AGRICULTURE, DEPARTMENT OF","1205","USDA, DEPARTMENTAL ADMINISTRATION","$830,873,825.28","3,024","3,020","$1,189,130,504.47","$812,052,173.67"
"2019","1200","AGRICULTURE, DEPARTMENT OF","12C2","FOREST SERVICE","$1,538,355,286.69","40,378","34,299","$3,653,517,045.87","$1,337,613,558.55"
"2019","1200","AGRICULTURE, DEPARTMENT OF","12C3","NATURAL RESOURCES CONSERVATION SERVICE","$12,183,767.61","931","931","$924,976.99","$11,912,713.68"
"2019","1200","AGRICULTURE, DEPARTMENT OF","12D0","FARM PRODUCTION AND CONSERVATION BUSINESS CENTER","$232,318,878.08","2,067","2,066","$602,293,468.49","$226,709,852.60"
"2019","1200","AGRICULTURE, DEPARTMENT OF","12D2","FARM SERVICE AGENCY","$273,227,741.44","1,159","1,159","$297,341,403.74","$273,725,203.63"
"2019","1200","AGRICULTURE, DEPARTMENT OF","12E3","RURAL HOUSING SERVICE","$180,709,436.71","8,663","8,646","$362,473,756.57","$191,321,448.00"
"2019","1200","AGRICULTURE, DEPARTMENT OF","12F2","FOOD AND NUTRITION SERVICE","$155,562,406.93","552","552","$190,995,116.68","$156,198,129.57"
"2019","1200","AGRICULTURE, DEPARTMENT OF","12G2","FOOD SAFETY AND INSPECTION SERVICE","$63,377,089.11","521","521","$123,155,289.65","$63,194,138.41"
"2019","1200","AGRICULTURE, DEPARTMENT OF","12H2","AGRICULTURAL RESEARCH SERVICE","$283,289,816.87","5,341","5,339","$318,504,530.53","$273,463,083.72"
"2019","1200","AGRICULTURE, DEPARTMENT OF","12K2","AGRICULTURAL MARKETING SERVICE","$3,672,138,327.63","3,459","3,459","$4,507,692,273.06","$3,660,807,381.65"
"2019","1200","AGRICULTURE, DEPARTMENT OF","12K3","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","$250,664,877.20","4,081","4,080","$507,555,165.21","$263,027,376.07"
"2019","1300","COMMERCE, DEPARTMENT OF","1301","OFFICE OF THE SECRETARY","$453,762,242.99","3,161","3,161","$2,068,697,910.06","$448,204,730.68"
"2019","1300","COMMERCE, DEPARTMENT OF","1323","US CENSUS BUREAU","$2,100,393,891.08","2,537","2,537","$2,186,975,392.53","$1,762,555,807.07"
"2019","1300","COMMERCE, DEPARTMENT OF","1330","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","$1,804,318,044.71","10,831","10,815","$74,533,696,569.82","$1,844,994,563.83"
"2019","1300","COMMERCE, DEPARTMENT OF","1341","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","$287,889,976.47","3,321","3,320","$610,069,793.31","$298,108,236.42"
"2019","1300","COMMERCE, DEPARTMENT OF","1344","US PATENT AND TRADEMARK OFFICE","$887,386,668.20","1,704","1,704","($224,162,674.41)","($433,022,715.58)"
"2019","1400","INTERIOR, DEPARTMENT OF THE","1404","OFFICE OF THE INSPECTOR GENERAL","$2,109,054.48","93","93","$2,134,669.63","$2,084,669.63"
"2019","1400","INTERIOR, DEPARTMENT OF THE","1406","DEPARTMENTAL OFFICES","$1,215,143,884.31","9,759","9,755","$11,310,399,134.26","$262,708,434.29"
"2019","1400","INTERIOR, DEPARTMENT OF THE","1422","BUREAU OF LAND MANAGEMENT","$449,130,960.46","8,235","8,235","$846,034,840.93","$449,555,040.39"
"2019","1400","INTERIOR, DEPARTMENT OF THE","1425","BUREAU OF RECLAMATION","$419,293,211.88","4,823","4,823","$950,110,004.86","$419,378,878.83"
"2019","1400","INTERIOR, DEPARTMENT OF THE","1434","US GEOLOGICAL SURVEY","$415,192,561.48","5,029","5,029","$577,608,601.84","$420,567,885.19"
"2019","1400","INTERIOR, DEPARTMENT OF THE","1435","BUREAU OF OCEAN ENERGY MANAGEMENT","$27,417,952.03","290","290","$30,357,381.38","$27,477,952.03"
"2019","1400","INTERIOR, DEPARTMENT OF THE","1436","BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT","$47,499,054.29","436","436","$33,389,664.74","$47,499,054.29"
"2019","1400","INTERIOR, DEPARTMENT OF THE","1438","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","$2,788,734.11","221","221","$1,956,482.82","$2,561,122.73"
"2019","1400","INTERIOR, DEPARTMENT OF THE","1443","NATIONAL PARK SERVICE","$781,125,055.28","11,899","11,895","$1,180,218,807.96","$779,956,884.10"
"2019","1400","INTERIOR, DEPARTMENT OF THE","1448","U.S. FISH AND WILDLIFE SERVICE","$328,898,202.24","6,646","6,644","$377,586,100.72","$338,052,675.96"
"2019","1400","INTERIOR, DEPARTMENT OF THE","1450","BUREAU OF INDIAN AFFAIRS","$56,456,542.75","541","541","$72,630,249.93","$57,770,729.13"
"2019","1400","INTERIOR, DEPARTMENT OF THE","1450","BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","$189,408,212.27","5,249","5,243","$762,245,782.48","$202,535,113.64"
"2019","1500","JUSTICE, DEPARTMENT OF","1501","OFFICES, BOARDS AND DIVISIONS","$1,468,356,892.45","14,620","14,599","$4,838,912,391.74","$2,815,118,347.92"
"2019","1500","JUSTICE, DEPARTMENT OF","1504","OFFICE OF THE INSPECTOR GENERAL","$6,486,113.13","200","187","$15,977,777.12","$6,295,559.84"
"2019","1500","JUSTICE, DEPARTMENT OF","1524","DRUG ENFORCEMENT ADMINISTRATION","$606,284,411.12","18,817","18,817","$1,641,447,568.09","$716,243,642.49"
"2019","1500","JUSTICE, DEPARTMENT OF","1540","FEDERAL PRISON SYSTEM / BUREAU OF PRISONS","$2,202,172,489.47","41,778","41,776","$6,304,863,483.34","$3,192,925,694.27"
"2019","1500","JUSTICE, DEPARTMENT OF","1542","FEDERAL PRISON INDUSTRIES / UNICOR","$564,195,750.52","4,598","4,533","$868,185,867.31","$422,446,263.52"
"2019","1500","JUSTICE, DEPARTMENT OF","1542","FEDERAL PRISON INDUSTRIES, INC.","$174,144.00","4","4","$174,144.00","$174,144.00"
"2019","1500","JUSTICE, DEPARTMENT OF","1544","U.S. MARSHALS SERVICE","$1,290,901,366.83","12,584","12,584","$4,047,379,845.54","$1,662,101,010.66"
"2019","1500","JUSTICE, DEPARTMENT OF","1549","FEDERAL BUREAU OF INVESTIGATION","$2,024,427,930.07","8,115","7,977","$4,307,517,456.54","$1,736,954,728.20"
"2019","1500","JUSTICE, DEPARTMENT OF","1550","OFFICE OF JUSTICE PROGRAMS","$115,516,679.91","669","669","$247,901,716.02","$121,863,082.60"
"2019","1500","JUSTICE, DEPARTMENT OF","1560","ATF ACQUISITION AND PROPERTY MGMT DIV","$299,673,143.60","3,789","3,789","$490,902,646.08","$309,877,190.37"
"2019","1600","LABOR, DEPARTMENT OF","1604","OFFICE OF INSPECTOR GENERAL","$8,973,776.81","168","167","$9,822,903.21","$8,973,776.81"
"2019","1600","LABOR, DEPARTMENT OF","1605","OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT","$642,461,404.51","2,960","2,958","$2,210,858,057.82","$764,454,973.45"
"2019","1600","LABOR, DEPARTMENT OF","1625","BUREAU OF LABOR STATISTICS","$97,279,800.06","393","393","$58,002,242.68","$96,685,809.66"
"2019","1600","LABOR, DEPARTMENT OF","1630","EMPLOYMENT AND TRAINING ADMINISTRATION","$1,267,823,528.64","1,745","1,743","$2,120,495,385.62","$1,455,667,577.35"
"2019","1600","LABOR, DEPARTMENT OF","1645","MINE SAFETY AND HEALTH ADMINISTRATION","$38,299,572.48","750","750","$84,406,703.25","$38,964,140.22"
"2019","1665","PENSION BENEFIT GUARANTY CORPORATION","1665","PENSION BENEFIT GUARANTY CORPORATION","$337,802,899.11","1,092","1,092","$1,840,452,459.44","$369,674,145.63"
"2019","1900","STATE, DEPARTMENT OF","1900","STATE, DEPARTMENT OF","$9,509,547,500.74","66,327","65,957","$90,756,980,644.83","$10,964,706,289.05"
"2019","19BM","INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO","19BM","INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO","$39,330,499.16","652","652","$52,615,199.33","$48,856,888.57"
"2019","2000","TREASURY, DEPARTMENT OF THE","2001","DEPARTMENTAL OFFICES","$115,110,663.87","1,290","1,290","$9,338,634,826.23","$129,939,076.08"
"2019","2000","TREASURY, DEPARTMENT OF THE","2004","INSPECTOR GENERAL","$9,498,104.22","68","68","$3,558,237.70","$9,345,313.28"
"2019","2000","TREASURY, DEPARTMENT OF THE","2036","BUREAU OF THE FISCAL SERVICE","$420,596,800.23","3,421","3,421","$1,120,392,053.03","$459,953,428.45"
"2019","2000","TREASURY, DEPARTMENT OF THE","2041","BUREAU OF ENGRAVING AND PRINTING","$397,596,138.98","1,881","1,881","$623,743,918.94","$400,266,235.96"
"2019","2000","TREASURY, DEPARTMENT OF THE","2044","UNITED STATES MINT","$1,298,768,852.19","2,664","2,663","$1,880,261,457.50","$1,265,351,066.21"
"2019","2000","TREASURY, DEPARTMENT OF THE","2046","OFFICE OF THE COMPTROLLER OF THE CURRENCY","$135,225,400.06","781","717","$206,912,134.90","$141,288,557.00"
"2019","2000","TREASURY, DEPARTMENT OF THE","2050","INTERNAL REVENUE SERVICE","$2,304,565,793.41","8,031","8,028","$43,131,166,178.32","$19,641,419,303.41"
"2019","2400","OFFICE OF PERSONNEL MANAGEMENT","2400","OFFICE OF PERSONNEL MANAGEMENT","$978,323,814.24","1,841","1,827","$16,597,659,261.69","$955,745,821.99"
"2019","2700","FEDERAL COMMUNICATIONS COMMISSION","2700","FEDERAL COMMUNICATIONS COMMISSION","$202,646,262.45","788","784","$344,433,731.37","$201,170,760.46"
"2019","2800","SOCIAL SECURITY ADMINISTRATION","2800","SOCIAL SECURITY ADMINISTRATION","$1,696,321,446.71","14,401","9,723","$4,356,265,595.00","$1,615,804,274.75"
"2019","2900","FEDERAL TRADE COMMISSION","2900","FEDERAL TRADE COMMISSION","$77,410,504.09","1,376","1,376","$191,517,305.07","$84,958,494.51"
"2019","3100","NUCLEAR REGULATORY COMMISSION","3100","NUCLEAR REGULATORY COMMISSION","$186,456,772.56","1,645","1,645","$225,857,855.76","$193,207,534.94"
"2019","3300","SMITHSONIAN INSTITUTION","3300","SMITHSONIAN INSTITUTION","$618,991,798.66","3,646","3,646","$632,185,040.70","$615,782,514.51"
"2019","3352","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","3352","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","$12,030,361.18","127","127","$14,075,645.97","$12,030,361.18"
"2019","3355","NATIONAL GALLERY OF ART","3355","NATIONAL GALLERY OF ART","$42,929,645.48","672","672","$41,416,473.97","$32,182,383.65"
"2019","3400","INTERNATIONAL TRADE COMMISSION","3400","INTERNATIONAL TRADE COMMISSION","$13,703,112.35","204","204","$14,036,483.72","$13,775,283.07"
"2019","3400","INTERNATIONAL TRADE COMMISSION, UNITED STATES (DUNS # 02-1877998)","3400","INTERNATIONAL TRADE COMMISSION","$28,580.00","3","3","$28,580.00","$28,580.00"
"2019","3600","VETERANS AFFAIRS, DEPARTMENT OF","3600","VETERANS AFFAIRS, DEPARTMENT OF","$28,486,113,962.16","4,141,643","133,877","$167,752,396,112.18","$29,419,761,488.57"
"2019","4100","MERIT SYSTEMS PROTECTION BOARD","4100","MERIT SYSTEMS PROTECTION BOARD","$4,119,229.00","183","183","$5,419,732.61","$4,140,264.10"
"2019","4340","NATIONAL ENDOWMENT FOR THE HUMANITIES","4340","NATIONAL ENDOWMENT FOR THE HUMANITIES","$2,318,378.92","88","88","$2,318,378.92","$2,318,378.92"
"2019","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","$58,788,028.45","774","765","$77,566,701.80","$61,850,322.97"
"2019","4700","GENERAL SERVICES ADMINISTRATION","4704","OFFICE OF INSPECTOR GENERAL","$4,436,469.46","66","66","$4,520,780.48","$4,436,469.46"
"2019","4700","GENERAL SERVICES ADMINISTRATION","4705","OFFICE OF THE ADMINISTRATOR(ACMD)","$8,830,162.92","14","14","$404,352.00","($3,222,300.20)"
"2019","4700","GENERAL SERVICES ADMINISTRATION","4732","FEDERAL ACQUISITION SERVICE","$12,603,082,742.20","1,371,783","1,371,781","$268,752,477,834,871.00","$15,440,514,883.06"
"2019","4700","GENERAL SERVICES ADMINISTRATION","4740","PUBLIC BUILDINGS SERVICE","$3,279,208,165.19","28,319","28,312","$8,668,522,618.21","$2,731,674,678.14"
"2019","4700","GENERAL SERVICES ADMINISTRATION","4773","OFFICE OF ADMINISTRATIVE SERVICES","$200,581,790.80","1,109","1,107","$560,512,778.41","$199,583,158.14"
"2019","4700","GENERAL SERVICES ADMINISTRATION","4775","TECHNOLOGY TRANSFORMATION SERVICE","$3,356,557.43","29","29","$1,307,877.43","$3,356,557.43"
"2019","4900","NATIONAL SCIENCE FOUNDATION","4900","NATIONAL SCIENCE FOUNDATION","$506,247,056.71","827","827","$514,992,404.60","$290,857,071.62"
"2019","5000","SECURITIES AND EXCHANGE COMMISSION","5000","SECURITIES AND EXCHANGE COMMISSION","$460,620,277.62","1,807","1,807","$30,811,392,727.80","$476,545,856.77"
"2019","5300","THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES","5300","THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES","$4,060,022.41","65","65","$5,572,659.54","$4,060,022.41"
"2019","5400","FEDERAL LABOR RELATIONS AUTHORITY","5400","FEDERAL LABOR RELATIONS AUTHORITY","$3,171,113.98","73","73","$3,053,214.58","$3,053,214.58"
"2019","5920","NATIONAL ENDOWMENT FOR THE ARTS","5920","NATIONAL ENDOWMENT FOR THE ARTS","$4,524,744.91","77","77","$8,173,140.37","$4,732,657.26"
"2019","5940","NATIONAL ENDOWMENT FOR THE HUMANITIES","5940","NATIONAL ENDOWMENT FOR THE HUMANITIES","$147,588.65","15","15","$147,588.65","$147,588.65"
"2019","6000","RAILROAD RETIREMENT BOARD","6000","RAILROAD RETIREMENT BOARD","$39,818,980.42","480","480","$45,363,334.79","$40,400,910.92"
"2019","6100","CONSUMER PRODUCT SAFETY COMMISSION","6100","CONSUMER PRODUCT SAFETY COMMISSION","$30,619,572.07","769","769","$70,566,976.75","$31,000,585.04"
"2019","6300","NATIONAL LABOR RELATIONS BOARD","6300","NATIONAL LABOR RELATIONS BOARD","$31,787,620.32","258","258","$63,566,236.30","$29,598,184.48"
"2019","6500","FEDERAL MARITIME COMMISSION","6500","FEDERAL MARITIME COMMISSION","$3,314,190.87","128","128","$5,379,293.45","$3,217,503.17"
"2019","6800","ENVIRONMENTAL PROTECTION AGENCY","6800","ENVIRONMENTAL PROTECTION AGENCY","$1,215,705,471.96","12,139","12,135","$72,012,589,298.71","$55,038,053,055.81"
"2019","6900","TRANSPORTATION, DEPARTMENT OF","6901","OFFICE OF THE SECRETARY","$253,148,101.27","2,019","2,019","$452,712,997.46","$201,357,564.66"
"2019","6900","TRANSPORTATION, DEPARTMENT OF","6920","FEDERAL AVIATION ADMINISTRATION","$4,805,123,318.72","18,275","18,262","$18,558,039,956.81","$3,799,998,542.96"
"2019","6900","TRANSPORTATION, DEPARTMENT OF","6925","FEDERAL HIGHWAY ADMINISTRATION","$775,747,400.16","4,434","4,434","$7,265,887,921.22","$796,234,850.73"
"2019","6900","TRANSPORTATION, DEPARTMENT OF","6930","FEDERAL RAILROAD ADMINISTRATION","$73,770,189.86","603","603","$341,663,790.76","$74,329,683.75"
"2019","6900","TRANSPORTATION, DEPARTMENT OF","6938","MARITIME ADMINISTRATION","$463,568,785.86","3,155","3,155","$551,037,726.94","$451,327,306.76"
"2019","6900","TRANSPORTATION, DEPARTMENT OF","6940","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","$224,566,040.43","623","623","$499,531,526.99","$221,665,105.24"
"2019","6900","TRANSPORTATION, DEPARTMENT OF","6947","SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","$7,186,394.57","200","200","$7,853,527.48","$7,173,394.57"
"2019","6900","TRANSPORTATION, DEPARTMENT OF","6953","FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION","$53,275,185.70","220","220","$78,429,409.40","$51,182,951.26"
"2019","6900","TRANSPORTATION, DEPARTMENT OF","6955","FEDERAL TRANSIT ADMINISTRATION","$93,229,729.30","896","894","$917,059,081.08","$119,497,024.06"
"2019","6900","TRANSPORTATION, DEPARTMENT OF","6957","PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","$44,065,490.95","391","391","$51,626,006.91","$43,828,134.76"
"2019","7000","HOMELAND SECURITY, DEPARTMENT OF","7001","OFFICE OF PROCUREMENT OPERATIONS","$2,953,491,709.53","7,580","7,576","$8,803,717,288.81","$2,826,056,992.26"
"2019","7000","HOMELAND SECURITY, DEPARTMENT OF","7003","U.S. CITIZENSHIP AND IMMIGRATION SERVICES","$1,172,010,511.99","3,099","3,099","$1,861,936,125.33","$1,195,816,317.58"
"2019","7000","HOMELAND SECURITY, DEPARTMENT OF","7004","OFFICE OF THE INSPECTOR GENERAL","$38,681,118.95","280","280","$31,716,555.48","$39,215,040.70"
"2019","7000","HOMELAND SECURITY, DEPARTMENT OF","7008","U.S. COAST GUARD","$3,544,647,227.49","26,819","26,733","$5,006,987,043.62","$3,492,883,662.82"
"2019","7000","HOMELAND SECURITY, DEPARTMENT OF","7009","U.S. SECRET SERVICE","$305,516,105.84","1,451","1,443","$559,842,473.31","$319,612,229.14"
"2019","7000","HOMELAND SECURITY, DEPARTMENT OF","7012","U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","$2,150,972,045.08","4,238","4,238","$3,049,991,902.23","$2,246,568,001.05"
"2019","7000","HOMELAND SECURITY, DEPARTMENT OF","7013","TRANSPORTATION SECURITY ADMINISTRATION","$1,883,818,486.13","3,896","3,070","$6,381,727,256.73","$1,883,818,502.13"
"2019","7000","HOMELAND SECURITY, DEPARTMENT OF","7014","U.S. CUSTOMS AND BORDER PROTECTION","$3,243,650,234.76","6,553","6,549","$142,433,832,851.90","$3,251,451,783.72"
"2019","7000","HOMELAND SECURITY, DEPARTMENT OF","7015","FEDERAL LAW ENFORCEMENT TRAINING CENTER","$214,249,553.03","3,230","3,230","$174,876,541.26","$181,417,040.28"
"2019","7000","HOMELAND SECURITY, DEPARTMENT OF","7022","FEDERAL EMERGENCY MANAGEMENT AGENCY","$2,140,875,993.54","10,761","10,747","$3,965,430,719.58","$2,190,179,985.32"
"2019","7100","OVERSEAS PRIVATE INVESTMENT CORPORATION","7100","OVERSEAS PRIVATE INVESTMENT CORPORATION","$38,506,453.94","357","357","$64,936,416.58","$38,769,169.66"
"2019","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","$5,574,326,070.30","9,633","9,625","$26,669,672,737.37","$5,269,058,595.65"
"2019","7300","SMALL BUSINESS ADMINISTRATION","7300","SMALL BUSINESS ADMINISTRATION","$155,239,910.33","1,178","1,178","$688,471,682.28","$154,875,473.83"
"2019","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7504","OFFICE OF THE INSPECTOR GENERAL","$52,169,055.33","266","266","$116,295,467.71","$52,212,559.02"
"2019","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7505","OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE","$2,217,063,226.16","1,182","1,182","$5,220,279,445.03","$2,028,835,695.21"
"2019","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7522","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","$195,742,072.73","142","142","$211,526,483.32","$236,409,290.73"
"2019","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7523","CENTERS FOR DISEASE CONTROL AND PREVENTION","$5,789,631,768.70","8,007","8,007","$39,689,563,638.69","$3,075,506,397.83"
"2019","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7524","FOOD AND DRUG ADMINISTRATION","$1,498,388,070.90","5,210","5,179","$2,589,457,462.12","$1,324,462,259.32"
"2019","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7526","HEALTH RESOURCES AND SERVICES ADMINISTRATION","$317,675,639.59","3,149","3,012","$6,380,242,903.42","$316,817,647.86"
"2019","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7527","INDIAN HEALTH SERVICE","$1,036,709,019.02","16,334","16,320","$1,558,077,979.50","$1,033,505,497.82"
"2019","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7528","AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","$135,093,697.63","207","207","$89,352,506.63","$135,133,697.63"
"2019","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7529","NATIONAL INSTITUTES OF HEALTH","$5,614,495,633.90","31,381","31,321","$2,074,458,788,165.34","$5,639,197,334.28"
"2019","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7530","CENTERS FOR MEDICARE AND MEDICAID SERVICES","$7,201,987,712.73","3,789","3,789","$12,822,155,388.17","$7,342,502,528.92"
"2019","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7570","OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)","$2,490,045,233.73","4,672","4,301","$3,076,413,049.32","$2,603,737,270.31"
"2019","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","$18,174,148,021.31","25,508","25,508","$62,209,937,335.55","$21,684,498,364.61"
"2019","8300","EXPORT-IMPORT BANK OF THE U.S.","8300","EXPORT-IMPORT BANK OF THE U.S.","$47,541,994.08","486","479","$95,043,131.95","$54,657,916.70"
"2019","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","$1,124,979,368.94","1,525","1,525","$3,290,257,974.99","$1,305,146,165.76"
"2019","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","$153,582,977.33","1,196","1,196","$400,065,857.96","$172,431,141.41"
