"PlatformPortfolio","Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Aircraft","Other UAS",2258,,,,,,,,14452036,,75644830,90553659,48720953.75,45832901,54491324.16,15569486.88,38288208,-2007053.7383,20612128.6875,37071608.41,-323499.1875,0,-266934,,
"Aircraft","P-3 ORION",778,5353727,9925044,3418024,168420,,,,,,-15638.6797,-81409.6602,-525397.3799,,,,,,,,,,,,
"Aircraft","P-3C",1324,,,,,,,,,,-601096.1875,1438627.6721,15893743.5022,37565268.6176,-802490.44,-2403033,-5624340.7308,-6053477.4641,-8084711.794,-757197.2071,-202626.8437,,,,
"Aircraft","POSEIDON",1316,,,,,,,,,,,,,,,0,0,0,0,-330304.9766,-236971.8125,-1052420,,0,-12039233
"Aircraft","PREDATOR",676,,,,,,,42139,,,-1400,,,,,,0,,-778283.4375,,,,,,
"Aircraft","PREDATOR B",1386,,,,,,,,,,,,,,,,,-177864.2969,,,,,,,
"Aircraft","PREDATOR UAV",880,,,,,,,,,,,,,-98931.1172,,-1144720.83,,-741947.4675,0,,,,,,
"Aircraft","PRV",1328,,,,,,,,,,,,-125894,,,,,,,,,0,,,0
"Aircraft","REPAIR SHIP AIRCRAFT",1270,,,,,,,,,,,-306798.6563,,,,,,,,,,,,,
"Aircraft","RQ-7B Shadow Tactical Unmanned Aircraft System (RQ-7B Shadow)",2233,,,,,,,,,,,,,,,,,,,,,,,0,0
"Aircraft","RV-1",120,44368,,,,,,,,,,,,,,,,,,,,,,,
"Aircraft","S-3 VIKING",781,7706992,8351744,6993493,765599,,,,,,-1558.9399,,,,,,,,,,,,,,
"Aircraft","SCOUT",85,,,,,,,,,,,0,64961464.75,1137258.8125,3940903.03,0,-40821.9297,1319470.25,-2015.11,,,,,0,
"Aircraft","SCOUT ASH",115,,,,,,,,,,-9548.3301,,,,,,,,,,,,,,
"Aircraft","SGT YORK GUN (DIVAD)",18,,,,,,,,,,863490,0,,,,,,,,,,,,,
"Aircraft","SH-3D SEA KING",749,1020787,2934337,1227905,27117,,,,,,-55901.5098,-550425.54,,86501.7222,,,,,,,,,,,
"Aircraft","SH-60 SEAHAWK",1903,8011926,9480708,13511918,864842,,,,,,-2131470,-4038403.1201,-15280626.1875,-186071.06,-582936.64,-8582,-40,-390434.4063,0,0,,0,,,
"Aircraft","SHILLELAGH MISSILE",1373,,,,,0,,,,,,,,-122748.6094,,,,,,0,,,,,0
"Aircraft","SPS",1961,,,,,,,,,,,,328545,,-2846,,,,,,,,,,
"Aircraft","SRAM",1338,,,,,,,,,,,,,,-2118.08,,,,,,,,,,
"Aircraft","T-2 BUCKEYE",789,1147342,1428030,683395,,,,,,,,-6832,,,-95448,,,,,,,,,,
"Aircraft","T-34 MENTOR",791,,,,,,,,,,-26743.0796,-8305.7402,,,,,,,,,,,,,
"Aircraft","T-37",1466,6820123,4951781,5796357,,,,,,,,,,,,,,,,,,,,,
"Aircraft","T-38 TALON",782,3941060,9968338,15015958,411121,,,,,,,,,,,,,,,,,,,,
"Aircraft","T-39 SABRELINER",783,150610,131156,1144732,33984,,,,,,,,,,,,,,,,,,,,
"Aircraft","T-400",1515,2866578,3560909,9258023,182222,,,,,,,,,,,,,,,,,,,,
"Aircraft","T-45TS",651,,,,,,,,,,20558.2852,-1189441.4219,-1849716.4209,-2390545.0649,-3285691.83,-3017487.38,-1974002.1846,-4806317.709,-68156.4492,-1919090.0078,-841466.4336,-3357.8201,0,-725483.0781,
"Aircraft","T-56",818,12778728,19779280,17260443,158218,,,,,,-87146.9531,-4.44,-15813.29,,,,,-1108743.625,-76981.9688,,,,,,
"Aircraft","T-58",819,11375142,23829176,18430701,918249,,,,,,-18100.5498,,,,,,3122.1001,,,,,,,,
"Aircraft","T-64",134,18296589,20830518,10939910,944550,,,,,,,,,,,,,,,,,,,,
"Aircraft","T-76",1514,379251,,,,,,,,,,,,,,,,,,,,,,,
"Aircraft","TACTICAL UAV",677,,,,,,,,,,3540896,0,-6568793.5,-13553.3398,-846103.36,-46226600.36,-32.22,0,-67765.9766,-4754.1899,-7313270.1172,-610445.1875,-552363.8608,-618718.2578,-255832.2344
"Aircraft","TF-30",815,540514,3281669,3036289,76160,,,,,,,,,,,,,,,,,,,,
"Aircraft","TF-33",1500,8122970,6284828,3193284,563174,,,,,,-554179.25,,,,,,,-82065,,,-102959.8281,,,,
"Aircraft","TF-34",816,23878251,29458697,37972945,818773,,,,,,,,,,,,,,,,,,,,
"Aircraft","TF-39",1502,4168971,12799782,5406895,92582,,,,,,-273268.875,,,,,,,,,,,,,,
"Aircraft","TURBOFAN ENGINES",817,,,906010,,,,,,,,,,,,,,,,,,,,,
"Aircraft","U-2",1476,,,,,,,,,0,-3212921.7617,-2468880.9688,-16328.7002,,,,,,-821492.9375,-2020271.355,,,,,0
"Aircraft","UH-1 IROQUOIS",1897,4035929,4399629,4152467,85428,,,,,,-19647.79,-54350.1504,-17860.9509,,,,,,0,,-43353.8008,,,0,
"Aircraft","UH-1N REPLACEMENT",2196,,,,,,,,,,,,,,,,,,,,,0,,-50767,
"Aircraft","UH-2",2149,,,,,,,,,,,,-37.28,,-28.8,,,,,,,,,,
"Aircraft","UH-2 SEASPRITE",748,294919,729719,569356,,,,,,,,-396261.8438,,,,,,,,,,,,,
"Aircraft","UH-3H",770,,,,,,,,,,-4172,,42131.7499,,,,,,,,,,,,
"Aircraft","UH-60 BLACKHAWK UTTAS",111,17278234,25120053,28794449,543572,,,,,,-59535.8516,-204039.4483,-270372.4302,,,,,,,,-2808,,,,
"Aircraft","UH-60 UTTAS BLACK HAWK",769,7667106,6356948,4157076,191280,,,,,,,,,,,,,,,,,,,,
"Aircraft","V22",624,,,,,,,,,11016144,3733957.2813,12764890.8517,3851454.1839,-7349347.6669,-4655337.4,-1459068.1,-19972973.697,-13243657.8533,57401115.2117,223264737.3326,166534126.2609,235899961.7007,182197355.2333,192590563.7891,155249325.0781
"Aircraft","V22 VERTICAL LIFT AIRCRAF",1911,,,,,,,,,,-7596164.0779,-10829934.5342,-1709117.2032,0,-95709.84,,,-606417.875,-3248.6001,,,,,0,0
"Aircraft","VH-71",1384,,,,,,,,,,,,,-2e+07,-2945974.65,-78095342.52,,,,,,,,,
"Aircraft","VTUAV",660,,,,,,,,,,-4813.98,,,,,,,,,0,801490.1875,1369380.7032,-227725.875,-14103,
"Aircraft","ZBL",2015,,,,,,,,,45700000,,-1931.77,-3124.8,-134714.6602,-168290.72,45662723.95,95599165.4405,-4549177.9766,-4184796.3126,-3944361.9298,-9377569.0625,0,0,,0
"Aircraft",,,884700458,918411338,1170128769,2038170717.2793,2034902820.4219,2390836194.5845,2694422456.1742,2176062900.6332,3279682184.1127,3418870690.9798,4314226635.8182,4334280855.3155,4645038283.3379,3959283966.9559,4192478603.7755,4300332985.4664,5078542391.7286,5867901067.5761,8040096317.9833,8658837752.9065,7094204702.3901,6635302143.0174,6473896391.8758,2573336335.4471
"Electronics, Comms, & Sensors","39A",2034,,,,,,,,,,,,,,,,48248,,,,,,,,
"Electronics, Comms, & Sensors","404L TRAFF CNTRL & LAND S",1708,393936,58850,301873,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","522",2242,,,,,,,,,,,,,,,,,,,,,,24500,,
"Electronics, Comms, & Sensors","586",2249,,,,,,,,,,,,,,,,,,,,,0,0,,
"Electronics, Comms, & Sensors","<15KW 60 CYCLE DE",565,,,43610,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","<60 KW",568,,,180634,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ABH",1882,,,,,,,,,,,,,,,-152193,,,,,,,,,
"Electronics, Comms, & Sensors","ABMS",2255,,,,,,,,,,,,,,,,,,,,,,,0,
"Electronics, Comms, & Sensors","ACD",1886,,,,,,,,,,-21512.0195,-4453.29,-8200,,-12769.53,,,,,,,,,,
"Electronics, Comms, & Sensors","ACS",1365,,,,,,,,,,-1185.29,-6687.6201,-428.4,-1659.98,,,,,-637.9,0,,0,,,-6368813
"Electronics, Comms, & Sensors","ADS",1379,,,,,,,,12200,,,,,-4352.7798,-3557.19,,,36223,0,0,0,-36660,0,-77522.6387,
"Electronics, Comms, & Sensors","ADV WIDEBAND",699,,,,,,,1432383,,,,,,,-33236.98,,,0,,0,,,,,
"Electronics, Comms, & Sensors","AEC",1890,,,,,,,,,,-400721.4354,,-69305.4726,-13453.3604,-301607.5,-11591.63,-108288.9922,,,,0,,,,
"Electronics, Comms, & Sensors","AF INT COM CTRL SYS",1728,,,,,,,,,,,-271525.9688,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AFN",2052,,,,,,,,,,,,,,,,-2464,,-594.4,0,,,,,
"Electronics, Comms, & Sensors","AFSATCOMM",1734,,,,,,,,,,-23402.9609,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AFSCN",1745,,,,,,,,,,,48404.7792,,,,,,,,,0,,,,
"Electronics, Comms, & Sensors","AFU",1895,,,,,,,,,,,,-45511,,,0,,,,,,,,,
"Electronics, Comms, & Sensors","AH-64E New Build",2040,,,,,,,,,,,,,,,,,,,,,,,,2416090
"Electronics, Comms, & Sensors","AHJ",2055,,,,,,,,,,,,,,-66168.48,,,,,,,,,,
"Electronics, Comms, & Sensors","AIG",2056,,,,,,,,,,,,,,0,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALE-40 COUNTERMEASURES",1621,,,,,,,,,,,-184096.0938,-13038.29,,,,,,,,,0,,,
"Electronics, Comms, & Sensors","AN/ALE-50",968,,,,,,,,,,-107777.8433,-14313.0098,,,,,,,,,,-325801.125,,,
"Electronics, Comms, & Sensors","AN/ALQ-122 ECM SYS",1609,,,,,,,,,,,,0,,,,,,,,,0,,,
"Electronics, Comms, & Sensors","AN/ALQ-131",1612,,,,,,,,,,,-65992,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALQ-136 COUNTERMEASURES",2150,,,,,,,,,,,,,-149449.0313,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALR-56 WARNING RECVR",1654,,,,,,,,,,,-12936,-53234.2695,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALR-67 COUNT WARNING S",1023,,,,,,,,,,-603631.3516,,-169511.7813,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/APR-39",498,,,,,,,,,,,,,,-133291.86,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/BQS-15 SONAR",1113,31790,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/BSY-1 (V) SONAR",1110,183001,,,,,,,,,,,,,,,,,,0,,,,,
"Electronics, Comms, & Sensors","AN/BSY-2 SUBMARINE COMBAT",1938,,,,,,,,,,-65846.9898,-5000,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/FSD JOINT STARS",1676,,,,,,,,,,-338789.2422,-1534571.5421,-888138.7617,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/GXC-7",1015,,,27075,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/PRC-104",1090,50670,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SLQ-25 TORP CM TRANS S",962,,,,,,,,,,-110000,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SLQ-32",1007,,,,,,,,,,,,,,,,,0,,,,,,,
"Electronics, Comms, & Sensors","AN/SPS 49",1059,42941,,984063,71601,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/SQQ-89",49,,,,,,,,,,,,721000,0,,183500,,0,,-3670,,,,,
"Electronics, Comms, & Sensors","AN/SQQ-89 SONAR",1109,,,,,,,,,,,,-2227395,,,,,,,-120570.7031,,,,,
"Electronics, Comms, & Sensors","AN/SQS-53 SONAR",1128,,,,,,,,,,,-10194,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/TPQ-37",507,,,43885,,,,,,,,,,,,,,0,,,,,,,
"Electronics, Comms, & Sensors","AN/TRC-112 RADIO",519,,,416760,151127,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/TTC-39",13,,,,,,,897.75,,,,,,124936.5,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/TTC-39 CIRCUIT SWITCH",434,,,,,,,,,,-526928,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/TYQ-3 TDC",990,,,,,,,,,,,,,,,,,,-11120,,,,,,
"Electronics, Comms, & Sensors","AN/UYH/K-3 MEMORY UNITS",927,118464,167309,410046,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/UYK-43",1008,,,,,,,,,,,,,,,,,,,,0,,,,
"Electronics, Comms, & Sensors","AN/UYQ-21 NTDS",1018,,,40060,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/VRC-12 RADIO",523,,63407,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/WLR-8",973,,,58890,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AOC-WS",1363,,,,,35186,,,,,-56669.0414,-88130.5028,-196420,-256066.1691,-11514.25,-182779.39,-456842.12,-52560.9204,-272071.6348,-564903.2101,-66867.0894,,-369.81,-17039.9705,0
"Electronics, Comms, & Sensors","APC",2057,,,,,,,,,,,,,-51616,,,,,,,,,,,
"Electronics, Comms, & Sensors","ARL",1942,,,,,,,,,,-66565.5,,,,,,,,,,0,,,,
"Electronics, Comms, & Sensors","ASAS (ATCCS)",655,,,,,,,,3989583,,,-198495.9844,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ASF",1908,,,,,,,,,,,-368600,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ATIRCMS/CMWS",630,,,,,,,,,,19830253,-1610848,,-10787.9902,,,-583146.4508,-1217505.0737,-23903.7803,-214699.0567,0,,,,
"Electronics, Comms, & Sensors","ATS",2058,,,,,,,,,,1836544.0272,-227871,-33985.2598,-17110.76,-164505.15,-39315.92,-463445.3741,-17375,,-23225,,,,,
"Electronics, Comms, & Sensors","AUJ",2059,,,,,,,,,,,-53181.6997,,,-20917.49,,,,,,,,,,
"Electronics, Comms, & Sensors","AVG",1910,,,,,,,,,,,,,,,,-12392,,,,,,,,
"Electronics, Comms, & Sensors","AVIONICS",488,,,,,,,,,,,-18913,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","BAT FLD CMBT ID SYS - NEAR TRM",2152,,,,,,,,,,,,-0.05,,,,,,,,,,,,
"Electronics, Comms, & Sensors","BSM",1972,,,,,,2166457,,49756,81301.269,963800,,,,,-187614.65,-959193.2573,-670831.125,,-82976.3203,0,,,,
"Electronics, Comms, & Sensors","BSM ENERGY",1962,,,,,,,,,100756.2969,1728041.7962,333915.3925,1305379.2878,8001393.4376,46000,-584.08,-17742,-15969.1504,,,,,,,
"Electronics, Comms, & Sensors","BTLFLD DIGITALIZATION",633,,,,,,,,,,,,,,,149790,,,,,,,,,
"Electronics, Comms, & Sensors","CAC2S INC 1",2153,,,,,,,,,,,,,,,,,,0,,,,,,
"Electronics, Comms, & Sensors","CANES",2035,,,,,,,,,,,,,,,,,,,,,0,,,0
"Electronics, Comms, & Sensors","CBDP",1344,,,,,,,,,,,,,,,,,,,,,,,1098716,
"Electronics, Comms, & Sensors","CCIC2S",1989,,,,,,,,,,,,,,,,,0,,,,,0,0,
"Electronics, Comms, & Sensors","CEC",1843,,,,,,,,,,,,,-201134.5708,-299989.79,-1220.19,,0,0,0,-1.92,0,-293359.6133,-1291986.8516,
"Electronics, Comms, & Sensors","CGS",1816,,,,,,,,,,,,,-4121,0,,,-14600,-454071.7901,-11011.95,-4480.76,-449628.9851,,,
"Electronics, Comms, & Sensors","CHCS II",1958,,,,,,,,,,,,-53793.1211,-29980.4199,,-15412.83,,0,,,0,,,0,
"Electronics, Comms, & Sensors","CITS",1993,,,,,,,,,,,,,,,,,-731029.875,-17135.1992,0,,,,,
"Electronics, Comms, & Sensors","CNN",2067,,,,,,,,,,,-23684.5498,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DCGS ARMY",1381,,,,,,,,,,,,,,,,,,,,19860,,,,
"Electronics, Comms, & Sensors","DGTL TOPOGRAPHIC SPPT SYS",469,,,,,,,,,,,-15962,-118866,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DIMHRS",1967,,,,,58315,,-4,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DJC2",1982,,,,,,,7817,,,3049255.5625,426184.3536,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DJN",1931,,,,,,,,,,,-192400,-1897.21,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DMLSS",1959,,,,,,,,,,-44132.5781,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DMS",1960,,,,,,69768.4004,,,,-75926.1819,-13872.2202,-36758.6107,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DPPS",1950,,,,,959905.125,22669.6309,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DTS",1970,,,,,,,,,,,,,,,-12089.1,-498072.6133,-127088.4726,-13731.4004,,,,,,
"Electronics, Comms, & Sensors","Defense Enterprise Office Solution (DEOS)",2251,,,,,,,,,,,,,,,,,,,,516525.3242,,,,
"Electronics, Comms, & Sensors","Department of Defense Healthcare Management System Modernization (DHMSM)",2237,,,,,,,,,,,,,,,,,,,,265582023.5,487402198.75,489189214.0313,678232070.75,142304670.6954
"Electronics, Comms, & Sensors","ELECTRONICS ALL SOURCE AN",1940,,,,,,,,,,-472921.7813,-162602.1563,-6030.7998,-337175.1563,,,,,,,,,,,
"Electronics, Comms, & Sensors","FAAD C2I(ATCCS)",1841,,,,,,,,,,,,-225594.785,-10485.6396,,,,0,,-0.03,,,,,
"Electronics, Comms, & Sensors","FAB-T",88,,,,,,,,,,,,,,,,,,,49554,,0,,,
"Electronics, Comms, & Sensors","FBCB2",698,,,,,,,,,,,,,-385626.8438,-15929.5,-278616.18,-258162.0213,-7999.4598,-94965.6602,-332923.2226,,-73.63,,,
"Electronics, Comms, & Sensors","GAE",2081,,,,,,,,,,,,,,,,,,,,-230790,,,,
"Electronics, Comms, & Sensors","GAJ",1937,,,,,,,,,,,,,-14.24,,-1800,,,,,,,,,
"Electronics, Comms, & Sensors","GAV",2082,,,,,,,,,,,,,,-20000,,,,,,,,,,
"Electronics, Comms, & Sensors","GBW",2151,,,,,,,,,,,,,,,,,0,,,,,,,
"Electronics, Comms, & Sensors","GCA",1939,,,,,,,,,,,,,,,-764989,,,,,,,,,
"Electronics, Comms, & Sensors","GCCS-AF",1997,,,,,,,,,,,,-1096.74,-371396.1443,-895784.82,-2473779.3463,-1852880.5378,-1206774.6544,-669177.3341,-377725.7173,1146352.0484,-142889.5484,-19638.8501,,
"Electronics, Comms, & Sensors","GCCS-J",1949,,,,,,,,3781804,,-13171.4199,,-809.36,-50921.8906,,,,,,,,,,,
"Electronics, Comms, & Sensors","GCCS-M",1975,,,,,,,,,,,,-7060.04,,-383707.63,-47965.3,3756285,1044011.96,39263,-26913.1699,,0,-89402.8281,0,
"Electronics, Comms, & Sensors","GCH",2083,,,,,,,,,,-197.99,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GCI",1941,,,,,,,,,,,-352709.7801,,-60000,,,,,,,,,,,
"Electronics, Comms, & Sensors","GCSS ARMY",1345,,,,,,,,,,,,-57718.0117,16900,,,,0,,,,,,,
"Electronics, Comms, & Sensors","GCSS DOD",1352,,,,,,,,,,,-1566,-39463.7813,,-1497641.5,,,,,,,,,,
"Electronics, Comms, & Sensors","GCSS-AF",1346,,,,,,,,,,,,174704.9763,-472258.3088,-137135.74,-610161.98,-239607.3125,3156838,0,0,11782555.5717,-187932.084,134076.2303,222064,-5926.1099
"Electronics, Comms, & Sensors","GCSS-CC/JTF",1998,,,,,,,,,,,,,,,,,781.44,,,,,,,
"Electronics, Comms, & Sensors","GCSS-MC",1990,,,,,,,,,,,,,,,,,,-359888.7188,-199495.9844,-300669.9063,-23716.1191,-60053.3086,,
"Electronics, Comms, & Sensors","GFD",2084,,,,,,,,,,,,,,-20823.13,,,,,,,,,,
"Electronics, Comms, & Sensors","GFEBS",1986,,,,,,,,,11136.1504,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GHI",2085,,,,,,,,,,,,,,-54256.63,,,,-12436.5598,,,,,,
"Electronics, Comms, & Sensors","GHR",1943,,,,,,,,,,,,,,,-500.66,0,,,,,,,,
"Electronics, Comms, & Sensors","GHT",2086,,,,,,,,,,,,-25459.5391,,,,0,,,,0,,,,
"Electronics, Comms, & Sensors","GHY",2087,,,,,,,,,,,-163247.8438,-259803.9531,,,,0,,,,,,0,,
"Electronics, Comms, & Sensors","GIB",1944,,,,,,,,,,,,,,-58805.5,-299152.99,,,,,,,,,
"Electronics, Comms, & Sensors","GIH",2088,,,,,,,,,,,,,,,,,0,0,,,,,,
"Electronics, Comms, & Sensors","GNF",2090,,,,,,,,,,,-322539.75,,-235000,,,,,,,,,,,
"Electronics, Comms, & Sensors","GNL",2091,,,,,,,,,,,,,,-88806,,,,,,,,,0,
"Electronics, Comms, & Sensors","GNP",2092,,,,,,,,,,,,,,-120.08,,-46328.92,0,,,,,,,
"Electronics, Comms, & Sensors","GNW",2093,,,,,,,,,,,,,,,,0,,,,,,,,
"Electronics, Comms, & Sensors","GRU",1945,,,,,,,,,,,-1.92,-4173101,0,,-129677.48,,0,0,0,,0,,,
"Electronics, Comms, & Sensors","GSS",2094,,,,,,,,,,,,,-119047,,,,,,,,,,,
"Electronics, Comms, & Sensors","GTP",2095,,,,,,,,,,,,,-116281.3438,,,,,0,-295886.0625,-295884.0625,,,,
"Electronics, Comms, & Sensors","GUARDRAIL COMMON SENSOR",440,,,,,,,,,,,-213540.9844,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GYI",1947,,,,,,,,,,-12000,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GYY",1948,,,,,,,,,,-156977.3125,-1260344.9844,-370386.5401,-19938.1191,,0,-15624,,,,,,,,
"Electronics, Comms, & Sensors","HELMET SYSTEM HGU-51/PCD",1773,,,,,,,,,,-406154.5625,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","HPCM",1349,,,,,11599252.5625,58639700.9375,21711338.6789,24563139.9997,21996859.5701,14752200.2813,15509500.0093,10006450.0017,10133573.1342,4886263.43,2858607.37,0,,,,,,,,
"Electronics, Comms, & Sensors","IDECM",1803,,,,,,,,,,,,,,,,,0,0,,,,0,0,
"Electronics, Comms, & Sensors","IDHS INTELLIGENCE DATA HA",1729,,,,,,,,,,,,,,,,,0,,0,,,,,
"Electronics, Comms, & Sensors","JCALS",1954,,,,,,,,,,-63086.8903,-214488.4439,,-354.87,,,2002675.5,1948397.5,1748906.5875,495749.4688,,,,,
"Electronics, Comms, & Sensors","JMPS",1988,,,,,,,,,,,,,,,,,-211623.8868,,-52487.0391,,,,,-334615.0313
"Electronics, Comms, & Sensors","JPALS",649,,,,,,,,,,,,,29322653,14065663,663980,-9513.1201,,,,92520,,,,
"Electronics, Comms, & Sensors","JSIMS",1337,,,,,,,,,,,,,,,,0,-188899,,,,,,,
"Electronics, Comms, & Sensors","JTIDS (ARMY)",66,,,,,,,,,,,,,0,,,,,,,,,,,
"Electronics, Comms, & Sensors","JTIDS (NAVY)",67,,,,,,,,,,-15510,,-953,,,-4554.9,,,-212521.2969,,,0,,-85361.1563,
"Electronics, Comms, & Sensors","JTIDY (AIR FORCE)",68,,,,,,,,,,,,-3704,-37745,-5766415,,,,,,,,,,
"Electronics, Comms, & Sensors","JTRS AMF",1374,,,,,,103558,,,703205.9375,19250,-28832.4004,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","JTRS CLUSTER 1",1356,,,,,0,27950,,154751166,236342711.4375,79880336.3824,186551702.2101,61893310.3861,1319658.2554,-84079.16,-18578701.46,-1313114.9782,-1703890.64,-183527.4277,-1868338.75,-1893209.165,,0,,
"Electronics, Comms, & Sensors","JTRS CLUSTER 5",1378,,,,,,,,,,,,,,,,4680,6240,5850,0,,,0,,
"Electronics, Comms, & Sensors","JTRS WAVEFORM",689,,,,,,,,0,,,,-1387191.1094,671468.0149,-28491,-248542.76,-12103.9102,-335777.1553,2145636.3096,-3298.4299,,-220471.6393,,,71526
"Electronics, Comms, & Sensors","Joint Operational Medicine Information Systems (OMIS)",2241,,,,,,,,,,,,,,,,,,,,1710994,20068375.9687,33720540.625,66104298.0156,45178593.625
"Electronics, Comms, & Sensors","LAND WARRIOR",692,,,,,0,,,,,,-154656.3594,,-653930.3125,-820202.28,-542806.85,-105734,0,,,,,0,,
"Electronics, Comms, & Sensors","LANTIRN",1627,287405,342538,247321,,,,,,,,,,,,,,,-119441.8984,,,,,,
"Electronics, Comms, & Sensors","LANTRIN",82,,,,,,,,,,,,-8229.25,,,9725.04,-508330.5469,,-777204.375,,,,,,
"Electronics, Comms, & Sensors","MARK XII PROGRAM",981,,,,,,,,,,,-6500.6001,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MCS (ATCCS)",1854,,,,,,,,,,,,,,,,2278.56,111716,15859.8604,,,,,,
"Electronics, Comms, & Sensors","MIDS-LVT",1831,,,,,,,,,,,-92497.6372,-929794.973,-714239.7963,-225714.1,-72863.31,-3397313.1139,-1304542.4797,-684158.8203,-1437919.7304,-227700.0701,-1060033.6276,-271599.0691,-636972.0662,-385912.4355
"Electronics, Comms, & Sensors","MK30 MOBILE TARGET",918,,,,,,,,,,,-278982.75,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MK74 FIRE CONTROLS SYS",977,38712,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MK92 FIRE CONTROL SYS",975,,29500,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MOBILE SUBSCRIBER EQUIP",535,,,,,,,,,,,-7616.71,,,,,,0,,,,,,,
"Electronics, Comms, & Sensors","MP RTIP",697,,,,,,,,,,,,,,0,0,,,-43168.1797,,,,0,,
"Electronics, Comms, & Sensors","MQ-9 Reaper",1805,,,,,,,,,,,,-41126.8008,,-18.87,-123974.08,-21809.2299,-117924.4805,,,,,0,,
"Electronics, Comms, & Sensors","MSE",662,,,,,,,,,,,-29271.3809,,-207546.0781,,,,,,,,,,,
"Electronics, Comms, & Sensors","NAS",1823,,,,,0,,,,,,47189.7302,-45153.3307,-32635.7402,-539181.69,,,0,,-6223.3398,,,,,
"Electronics, Comms, & Sensors","NAVY EPS",2194,,,,,,,,,,,,,,,,,,,,168035,0,-10575,329024,0
"Electronics, Comms, & Sensors","NAVY ERP",1987,,,,,,,,,,,,-122425.2188,-2000,,-318062.22,-33538.48,-110371.6601,,,,,,0,
"Electronics, Comms, & Sensors","NCES",664,,,,,,,,16207476,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","NV LASER SYSTEMS",547,,41438,42900,44400,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","OCX",2181,,,,,,,,,,,,,,,,,,,,,0,,,
"Electronics, Comms, & Sensors","Other UAS",2258,,,,,,,,,,,,,,,,,,10579118,,,,,,
"Electronics, Comms, & Sensors","PAVEPAWS",1684,197080,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","PHOENIX (AIM-54A/B)",40,,,,,,,,,,,,,-34606,,,,,,,,,,,
"Electronics, Comms, & Sensors","PKI",1979,,,,,,,,,13428,,,,,,,,,,,,,,,
