fiscal_year,parentid,ObligatedAmount,NumberOfActions,FreqCount
2006,TRYLON MACHINE,1200,2,1
2006,TSA,45893,3318,8
2006,TSI Holdings,52279101,892,174
2006,TUNDRA SEMICONDUCTOR,24875,2,1
2006,TURNER BROADCA,165716,4398,8
2006,TUTOR PERINI,84420041.9702,2991,67
2006,TWD & ASSOCIATES,14448907.2188,3657,25
2006,TX state government,99400,1798,6
2006,TYBRIN,187749690,9302,292
2006,TYSON FOODS,296753279.1801,2341,92
2006,UAL,304520,2239,4
2006,UBS PROVEDORES PTY,343909928,2932,9
2006,UIC,288264,1211,22
2006,UK MINISTRY OF DEFENSE,2982396,2885,6
2006,UKPEAGVIK INUPIAT,17429231,3639,98
2006,ULTRA ELECTRONICS,40410539.7519,7908,130
2006,UMBC/DEPT OF INFORMATION SYS,413587,3596,6
2006,UNC HOLDINGS I,46244425,1435,14
2006,UNICOR,278922211.4478,14401,2516
2006,UNIFIRST,1202014.8583,6755,100
2006,UNION PACIFIC RESOURCES,-1032981.7734000001,4646,11
2006,UNION WATER POWER COMPANY,4951727,1055,20
2006,UNISON INDUSTRIES LLC [SLICK AIRCRAFT PRODUCTS],15501550,6065,312
2006,UNISYS,238240468.2465,13245,340
2006,UNITED AIR LINES,35371,301,12
2006,UNITED LINEN SERVICES,260940,2,1
2006,UNITED TECH,4472190430.429,15266,12056
2006,UnitedHealth Group,123724.4004,3375,7
2006,UNITEK TECHNOLOGY,184330,4482,10
2006,UNIVERSAL DOVE,399005,3005,52
2006,UNIVERSAL SAFETY RESPONSE,113070,1134,2
2006,UNIVERSAL SPACE NETWORK,485727,2,1
2006,"UNIVERSAL SYSTEMS & TECHNOLOGY, INC, GYROCAM SYSTEMS",49306610,3831,113
2006,UNIVERSITY OF,2542226,10066,97
2006,UNIVERSITY OF ALABAMA,17677385,4300,114
2006,UNIVERSITY OF ARIZONA,1340403,7246,18
2006,UNIVERSITY OF CALIFORNIA,66795839,9228,308
2006,"UNIVERSITY OF CHICAGO, THE",143154,1904,19
2006,UNIVERSITY OF COLORADO,1200735,6567,27
2006,UNIVERSITY OF FLORIDA,4537406,3795,68
2006,UNIVERSITY OF GEORGIA,98614,3512,9
2006,UNIVERSITY OF HAWAII SYSTEMS,35065081,6716,78
2006,UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION,1205708,5118,12
2006,UNIVERSITY OF L,3532066.5498,5560,22
2006,UNIVERSITY OF MAINE,893278,2934,6
2006,UNIVERSITY OF MARYLAND,461166,3404,7
2006,UNIVERSITY OF MICHIGAN,3921954.1602,7532,36
2006,UNIVERSITY OF MINNESOTA,1627100.6797,1305,33
2006,UNIVERSITY OF NEBRASKA,498602,3007,21
2006,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,4327291,5717,48
2006,UNIVERSITY OF PENNSYLVANIA,5180905,6679,29
2006,UNIVERSITY OF SAN DIEGO,1140112,2885,7
2006,UNIVERSITY OF SOUTH ALABAMA (USA),188458,4507,8
2006,UNIVERSITY OF TENNESSEE,4882811,2833,49
2006,UNIVERSITY OF TEXAS,77794299,6533,272
2006,UNIVERSITY OF THE PACIFIC,1548518,4646,11
2006,UNIVERSITY OF UTAH HEALTH SCIE,2361831,6698,28
2006,UNIVERSITY OF WASHINGTON PRESS,1707769,5311,56
2006,UNIVERSITY OF WISCONSIN SYSTEM,746127.1201,3385,38
2006,UNOVA INDUSTRI,1585823,2602,6
2006,UNTEC OF AMERICA,49121,4,2
2006,UPS,223780024,7335,333
2006,URS,2672250829.2247,13238,4973
2006,US FOODS,154638756.0498,6733,9833
2006,US INVESTIGATIONS SERVICES,2301041,8132,15
2006,US LEC,577732,2,2
2006,US MARINE,1e4,2,1
2006,UTAH STATE UNIVERSITY,19701982,4495,85
2006,VAISALA HOLDING,7984342.7002,7639,111
2006,VALERO ENERGY,661171540,2239,7
2006,VALMONT INDUSTRIES,11825,1134,2
2006,VAN DYNE CROTTY,49660,2885,6
2006,VARIAN ASSOCIATES,1743303.3601000002,4231,74
2006,VARIAN MEDICAL SYSTEMS,2033688,9157,31
2006,VAUGHN & MELTON,380672,3121,9
2006,VECNA TECHNOLOGIES,1509155,4646,11
2006,VELCON FILTERS,1351326,3705,40
2006,VERDIAN,7381556,2566,17
2006,VERITAS CAPITAL FUND,17161547,5753,14
2006,VERIZON,303150439.4824,28752,3833
2006,VERSAR,59272236,6318,201
2006,VERTIGO,503960,4255,9
2006,VESPER,144684,1134,2
2006,VETERANS ENTERPRISE TECHNOLOGY SOLUTIONS,97632,2,1
2006,VF,58820,4452,10
2006,VFA,238200,1798,3
2006,VIASAT,117693506,6911,148
2006,VINNELL-BROWN & ROOT,58224019,673,15
2006,VION,9600150,2422,25
2006,VIRGINIA COMMONWEALTH UNIV,357639,1800,4
2006,VIRGINIA ELECTRIC & POWER,15372347,6649,69
2006,VIRGINIA TRANSFORMER,302e3,1134,2
2006,VISION RESEARCH,5501958.148399999,7207,32
2006,VISION SYSTEMS INTERNATIONAL,24342662.3,4471,32
2006,VISTRONIX,1562987,3373,6
2006,VISUAL NUMERIC,200205,6924,14
2006,VMWARE,924472.0391,6198,12
2006,VOGEL HOLDING I,3810,1134,2
2006,VOITH HOLDINGS,1423133,1209,22
2006,VOLT INFORMATION SCIENCES,0,2,1
2006,VOUGHT[Northrop Grumman],11082011,4452,11
2006,"VPT, INC [82 5%]",170072,1134,2
2006,VSE,302680122.68009996,3510,343
2006,VT GRIFFIN SERVICES,151354023.4171,9629,349
2006,VXI TECHNOLOGY,19150,3373,6
2006,WA state government,-54,2,1
2006,WACKENHUT [G4S],402880,1798,3
2006,WALBRIDGE,36773864,5310,14
2006,WALKER RESOURC,25211,2600,5
2006,WALSH GROUP,151470621,3490,85
2006,WALTON CONSTRUCTION,66094778,3540,61
2006,WAREONEARTH COMMUNICATIONS,27903638,3215,70
2006,WARTSILA HOLDING,8189107.5889,4381,135
2006,WASHINGTON GAS LIGHT COMPANY,3275107,1138,4
2006,WASHINGTON GROUP INTERNATIONAL [URS],103547988,865,17
2006,WASHINGTON GROUP/ALBERICI,78866828,2832,58
2006,Washington Metropolitan Authority,136425,4025,11
2006,Washington TRU Solutions [Joint Venture - URS/Weston],136114930,6083,321
2006,WASTE CONNECTIONS,113279,1799,30
2006,WASTE INDUSTRIES,3113142,5767,86
2006,WASTE MANAGEMENT,13285085.930300001,11029,527
2006,WEBB RESEARCH,659270.8438,2600,5
2006,WEBCO,19602544.2608,8224,116
2006,WEBEX COMMUNICATIONS,4350,2,1
2006,WEED INSTRUMENT CO,16128,1798,3
2006,WEEKS MARINE,240871669.5,5263,127
2006,WELBILTORA,32084,2887,7
2006,WELLPOINT,9173606,2600,5
2006,WEST PAC PRODUCTS COMPANY,4211,2,1
2006,WEST PUBLISHING,2438536.7118,32645,249
2006,West Valley Environmental Services [URS/Jacobs/Parallax/ECC],134126634,160,12
2006,WESTAR AEROSPACE & DEFENSE GRO,7244970,1135,20
2006,WESTAT,1269605,1800,6
2006,WESTERN ATLAS,16209139.875,10649,172
2006,WESTERN DATA SYSTEMS,98335,1798,3
2006,WESTERN FILTER,1226680,5682,81
2006,WESTERN OILFIELDS SUPPLY,44486.9502,4255,9
2006,WESTERN PUMP,1669296,1850,32
2006,WESTERN REFINING,84613184,2,2
2006,WESTERN STATES FIRE PROTECTION,76912,1136,3
2006,WESTINGHOUSE,4311857.2187,3599,34
2006,WG YATES & SONS CONSTRUCTIO,81405085,1262,220
2006,WGL HOLDINGS,12725384,2241,7
2006,WHITT CORPAKER,7633415,6573,152
2006,WILBUR SMITH ASSOCIATES,112942,1798,3
2006,WILDFLOWER INTERNATIONAL,799023.7598,8325,19
2006,WILLIAMS COMMUNICATIONS,-7345,2,1
2006,WILLIAMS SCOTSMAN,5059946,5410,189
2006,WIND RIVER SYSTEMS,1199514,7832,93
2006,WINDMILL INTERNATIONAL,5278200,1799,30
2006,WIRE ONE TECHNOLOGIES,268360,4683,9
2006,WIRELESS COMMUNICATIONS,88313,1136,3
2006,Wireless Facilities,59359367.9219,4039,108
2006,WISCONSIN PHYSICIANS SERVICE HEALTH INSURANCE,128046131,1993,34
2006,WOODLAWN MANUFACTURING,1197914,2888,16
2006,WOODSIDE GROUP,-32151,2,1
2006,WOODSIDE HOMES,11416699,1993,34
2006,WOODWARD GOVERNOR,41591929.74,4928,386
2006,WORK SERVICES,45068632,6847,50
2006,WORKPLACE INTEGRATORS,-125646,2600,5
2006,WORLD FUEL SERVICES CORPORATION,274275275,1135,25
2006,WORLD TECHNICA,1845790,436,15
2006,WORLD WIDE TECHNOLOGY,151295338.4552,24504,1203
2006,WORLDWIDE LANGUAGE RESOURCES,7628968,6481,12
2006,WPP,77651757,2885,6
2006,WX111 OXFORD DTC REAL ESTATE,143780,5975,12
2006,WYETH,20115720.344300002,6594,201
2006,WYLE LABORATORIES,118655660.125,5468,656
2006,XCEL ENERGY,9712401.75,2811,58
2006,XEROX,149611374.3068,24238,4039
2006,XILINX,3861669,3674,21
2006,XINETICS BUSINESS TRUST,505e3,1134,2
2006,XSYSTEMS,0,2,1
2006,XTRAORATI,106094,9326,22
2006,XYENTERPRISE,8028,2932,5
2006,YAHOO!,10215,1136,3
2006,YANKELOVICH HOLDINGS,57500,2,1
2006,YEAGER HOLDING,30112494.158,2037,35
2006,YORK INTERNATIONAL,34911993.3745,1808,408
2006,Yuksel Holding AS,-15304624,1134,2
2006,ZAF Group,15488202,1993,34
2006,ZAPATA ENGINEERING PA,7138515,5916,50
2006,ZEBRA TECHNOLOGIES,24100,2,1
2006,ZEIDERS ENTERPRISES,9201511,1503,23
2006,ZERONE,2565340.9219,4323,30
2006,ZIMMERMAN ASSOCIATES,7145828,2542,17
2006,ZKD [VERITAS],-52e3,2239,4
2007,**VARIABLE,117288236.4448,15784,359
2007,3COM [HEWLETT PACKARD],19948,2,1
2007,3H TECHNOLOGY,3095,2,1
2007,3M,21983498.8057,10937,832
2007,A & A ENVIRONMENTAL SERVICES,22050,1798,3
2007,A PLUS BUILDING CONTRACTORS,259384,436,14
2007,A1 SERVICE,-33024,2,1
2007,AAI,33735659.3027,1567,28
2007,AAR,122320881.5308,9015,949
2007,AASKI,2571251.2422,303,14
2007,AAVID THERMAL TECHNOLOGIES,838415.54,6115,24
2007,ABACUS TECHNOLOGY,26629991.4044,5634,149
2007,ABB,0,1,1
2007,ABECO CONTRACTING,655612,4183,30
2007,ABM,4662292.8581,10831,142
2007,ABS GROUP OF COMPANIES,210224,4255,9
2007,ABT ASSOCIATES,-1875,1798,3
2007,ACCENTURE,229751096.76999998,6586,158
2007,ACCESS PORTABLE TOILETS,11784,5124,10
2007,ACCURATE AUTOMATION,444123,2932,5
2007,ACCUTECH SYSTEMS,217526.7695,1140,5
2007,ACE CLEANING S,881221,1960,37
2007,ACEPEX MANAGEMENT,24218212.2416,10104,200
2007,ACQUISITION HOLDINGS,10450,2,1
2007,ACS,3019558,3318,8
2007,ACTIONET,657736,2887,18
2007,ACULIGHT,8892575,3242,60
2007,ADA,3985090,10242,22
2007,ADAMS COMMUNICATION & ENGINEERING TECHNOLOGY,2501,2,12
2007,ADI TECHNOLOGIES,12287887.6099,1801,45
2007,ADM INTERNATIONAL,7192677.1602,3797,176
2007,ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND,1748185,1801,13
2007,ADOBE,13186,4,2
2007,ADT SECURITY SERVICES,31256286.961,15081,522
2007,ADVANCE PRESORT SERVICES,35e3,1134,2
2007,ADVANCED ENERGY SYSTEMS,2572953,4646,11
2007,ADVANCED INTERACTIVE SYSTEMS,873920,4255,10
2007,ADVANTOR HOLDING COMPANY,8852224.3501,5337,321
2007,AECOM TECHNOLOGY,338127403.2321,5164,219
2007,AEGIS GROUP PLC,10789512,865,17
2007,AEPCO,9689658.6699,4118,52
2007,AEROFLEX,112400,3598,7
2007,AEROQUIP VICKERS,25642802.6728,5717,1690
2007,AEROSPACE TESTING ALLIANCE [Joint Venture - Jacobs Engineering & CSC &General Physics Corporation],274862978.5127,1747,29
2007,AEROVIRONMENT,183087179.0937,7779,201
2007,AES,42427109.423,3879,135
2007,AFFILIATED COMPUTER SERVICES [XEROX],11820,1800,4
2007,AFOGNAK NATIVE,138908140.1748,3489,396
2007,AGILENT TECHNOLOGIES,87578664.3317,13244,1039
2007,AGILITY DEFENSE & GOVERNMENT SERVICES,1844139408,6763,4264
2007,AHTNA,12448155.389600001,3929,42
2007,AIRPORT EQUIPMENT RENTALS,454996,1722,35
2007,AKAL SECURITY,76865363,3476,132
2007,ALASKA AIR GROUP,9965,1135,3
2007,ALASKA POWER TELEPHONE,73252,436,13
2007,ALCATEL LUCENT,10765890,7767,19
2007,ALCO STANDARD,44602,2932,5
2007,ALCOA,56980620.457499996,7484,631
2007,ALEC ACQUISITIONS SUB,226963.2998,3121,7
2007,ALIANT COMMUNICATIONS,642043,3376,45
2007,ALION SCIENCE & TECHNOLOGY,173696675.99019998,7507,614
2007,ALL CITIES CONSTR & FENCE,24406352.260700002,3632,617
2007,ALL POINTS LOGISTICS,115806,4507,8
2007,ALLEGIANCE INTERNET,0,1,1
2007,ALLEN VANGUARD,400404,1138,4
2007,ALLENS SYSTEMS GROUP,759346,2268,4
2007,Alliance Contracting,1105630727.1284,5169,837
2007,ALLIANCE DATACOM,121985,3123,8
2007,ALLIED AEROSPACE INDUS,291324,1798,3
2007,ALLIED TECHNOLOGY GROUP,1298578.9206,228,115
2007,ALLIED WASTE SYSTEMS,685306.1015999999,3757,46
2007,ALLTEL,2234172.8909,8407,221
2007,ALON USA,137907440,2,2
2007,ALSTOM HOLDINGS USA,737709.7998,2125,37
2007,ALTIRIS,62106,2889,8
2007,"ALTUS CAPITAL PARTNERS [GICHNER SYSTEMS GROUP, INC ]",40190328.6999,7599,264
2007,ALUMINUM SPECIALTIES,12672,1136,3
2007,ALVAREZ & ASSOCIATES LLC,0,2,1
2007,AM CASTLE,253266.6,4811,53
2007,AM GENERAL,3359048995.0777,10120,3134
2007,AMEC PLC,239081612,4690,490
2007,AMERESCO,13115807,3007,68
2007,AMERICAN APPAREL,88193621,2013,177
2007,AMERICAN AUTOMAR,-619505,2,1
2007,AMERICAN BUREAU OF SHIPPING,872151,5360,22
2007,AMERICAN CHEMICAL SOCIETY,462141.3203,6346,31
2007,AMERICAN ECOLOGY,11168383.5,2359,43
2007,AMERICAN HOSPITAL SERVICE GROUP,66118399.1124,5190,640
2007,AMERICAN INSTITUTE FOR RESEARCH,5811717.7695,1960,34
2007,AMERICAN INSTITUTE IN TAIWAN,2538645,1134,2
2007,AMERICAN INTERNATIONAL CONTRACTORS,433595,561,14
2007,AMERICAN IRAQI LIFE SUPPORT SOLUTIONS,233883,1798,3
2007,AMERICAN MEDICA,2000744.1875,3188,20
2007,AMERICAN MFG,1080349,3121,7
2007,AMERICAN NATIONAL RED CROSS,19432,1800,4
2007,AMERICAN ORDINANCE LLC A JOINT,54232015.6862,1389,234
2007,AMERICAN PRESIDENT LINES,0,2,92
2007,American Red Cross,222860,3674,19
2007,American Science & Engineering,46521287.935100004,9000,87
2007,AMERICAN STANDARD,8493121.3422,9275,266
2007,AMERICAN SYSTEMS,27480839.125,4432,147
2007,AMERICAN TOWER,-78320.3359,1850,33
2007,AMERICAN WATER WORKS COMPANY,7630994,1798,3
2007,AMERICAN WEST HOLDINGS,148396,3121,7
2007,AMERICORP,8875867,1685,33
2007,AMERIDATA TECHNOLOGIES,67654013.6523,15207,935
2007,AMERIQUAL GROUP,159889306,904,206
2007,AMERISOURCEBERGEN,1484118291,3043,66646
2007,AMERITECH,17100,2,1
2007,AMETEK,25578998.6345,7678,556
2007,AMF MECHANICAL,581255,2885,10
2007,AMR,2077598.4448,2361,44
2007,AMRON,-41266.7695,2932,16
2007,AMS,225644,1136,3
2007,AMSTAR,500356.875,5559,13
2007,AMTEC,143085117.0195,5621,139
2007,ANACOMP,202973.6753,3514,10
2007,ANALOGIC,4346.2202,2,1
2007,ANAMI COMMUNICATIONS,502179.6386,6350,18
2007,ANAREN,76000.7998,4,2
2007,ANCORE [OSI],721026,1134,3
2007,ANDERSON TULLY,88106,2885,7
2007,ANDREW,610655.2002,5591,24
2007,ANHAM,69626.5,2885,6
2007,ANHAM JOINT VENTURE,-80121.1797,1134,2
2007,ANIXTER,7061589.4078,13892,331
2007,ANTEON [GENERAL DYNAMICS],6901464,2957,38
2007,ANVICOM,21158544.9851,4823,39
2007,AP Moller MAERSK,533513908,514,248
2007,APAC FLORIDA,4075631,3,11
2007,APEX,1571219,3514,10
2007,API TECHNOLOGIES,2188706.7237,8007,122
2007,APOGEE ENTERPRISES,466926.9687,2935,17
2007,APPLANIXCORP,936557,3422,19
2007,APPLE COMPUTER,1232477.0909,3776,49
2007,Applera,7253668.211399999,9047,146
2007,APPLIED INDUSTRIAL TECHNOLOGIES,4630230.0094,12611,236
2007,APPLIED MATERIALS,14e3,2,1
2007,APPLIED MICROSYSTEMS,81360,1800,5
2007,APPLIED RESEARCH ASSOCIATES,126699503.671,6992,549
2007,APPLIED SIGNAL TECHNOLOGY,3029472,2435,34
2007,APPROVED TRANSPORTATION & WARE,0,1,1
2007,APPTIS,225644202.6967,14132,1126
2007,AQUA PRO,2515512.6255,5107,104
2007,AQUASIS SERVIC,4307643.2696,5124,10
2007,ARAMARK,1276781.5,13584,154
2007,ARCADIS,47891467,5287,94
2007,ARCH COMMUNICATIONS,47141,2602,6
2007,ARCH WIRELESS,728788.9282,8914,70
2007,ARCHITECTURE TECHNOLOGY,3506306,3378,17
2007,ARCTIC SLOPE REGIONAL,159451294.3594,4730,9
2007,ARETE ASSOCIATES,19745703.4063,4253,96
2007,ARINC [Carlyle Group],494558651.2414,9851,1501
2007,"ARLINGTON CAPITAL PARTNERS [TSI GROUP, INC ]",2874928,1798,3
2007,ARMATEC SURVIVABILITY,1870707.0393,1626,27
2007,ARMOR HOLDINGS [BAE],1811929215.1311,4966,675
2007,ARMSTRONG SERVICES,-60117,4,2
2007,ARROW ELECTRIC,45575,2,3
2007,ARTAIS,3145,2,1
2007,ARTEL,176499343.9905,8847,193
2007,ARTHUR ANDERSON,66764,1134,2
2007,ARTIC SLOPE REGIONAL,37989074.7617,9858,291
2007,ASAP SOFTWARE EXPRESS,21223622.44,20225,284
2007,ASCOM HOLDING,681900.5,11741,93
2007,ASHBRITT,26494909,955,21
2007,ASHLAND OIL,26475,2,1
2007,ASI,52987239.7003,6724,310
2007,ASK ASSOICAT,174397,3123,9
2007,ASL Aviation Group,197534816,5485,38
2007,ASM RESEARCH,23948104.9375,5707,101
2007,ASSOCIATION OF AM RAILROADS,68200,2239,4
2007,ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY,14e3,2,1
2007,ASSURANCE TECHNOLOGY TRUST,43130355.2469,7687,119
2007,ASTARIS,7560,2,1
2007,ASTRONAUTICS OF AMERICA,11613417.2305,8738,75
2007,ASTRONICS,3464792.3438,9209,314
2007,AT&T,369537580.8825,19595,4238
2007,ATK,1692593750.0995002,14740,1156
2007,ATLANTIC COAST,409552,3512,10
2007,ATLANTIC DIVING SUPPLY,446564680.5445,8255,4632
2007,ATLANTIC MANAGEMENT CENTER,293700,2887,7
2007,ATLANTIC MARINE HOLDING,5191144,1438,24
2007,ATLANTIS,216400,2162,38
2007,ATLAS COPCO NORTH AMERICA,529468.73,5812,43
2007,ATMOS ENERGY,5342185,563,18
2007,AURORA FLIGHT SCIENCES,20432600,11475,25
2007,AUSTAL,15998162,1135,20
2007,AUTODESK,44835,6,3
2007,AUTOMATIC COATING,99115,2600,5
2007,AVALON SYSTEMS PTY,258895,3215,75
2007,AVAYA,40951522.6289,7162,298
2007,AVIALL,518806,9353,41
2007,AVID TECHNOLOGY,9564801.3201,12415,179
2007,AVISTA,106670,4039,8
2007,AVNET,5888280.7908,6789,448
2007,AVOCENT HUNTSVILLE,1430079.622,9067,69
2007,AVTRON MANUFACTURING,1837562,4398,59
2007,AZIMA HOLDINGS,151370.8802,3150,73
2007,B & H PHOTO VIDEO,13599447.4407,15272,779
2007,B & K RENTALS AN,564362,1800,4
2007,B BRAUN OF AME,175155,5723,13
2007,BAE SYSTEMS,9088728966.5739,22122,12578
2007,BAHRAIN PETROLEUM COMPANY,360314786.1563,3448,26
2007,BAKER COMMODITIES,105880,1137,4
2007,BALFOUR BEATTY,116583953.7,4107,41
2007,BALL CORP,97237844.1889,8876,304
2007,BALLARD ASSO,4990,2,1
2007,BAPTIST HEALTH CARE,183205.959,1798,3
2007,BARBER COLMAN,85690,2268,4
2007,BART & ASSOCIATES,1317644,4,13
2007,BARTON MALOW ENTERPRISES,16053822,1134,2
2007,BASIC COMMERCE & INDUSTRIES,8578487.451,5246,70
2007,BASIC MARINE,2034298,162,12
2007,BATAVIA,0,2,1
2007,BATTELLE,519569144.9803,10485,2399
2007,BATTLESPACE FLIGHT SERVICES,12993359,160,11
2007,BAX GLOBAL,-7198792.9688,2885,8
2007,BAXTER INTERNATIONAL,872782.7202,5739,71
2007,BAY STATE GAS,180533,3318,8
2007,BAYER,14081400.6621,7156,101
2007,BBA AVIATION PLC,6130525.2202,4471,201
2007,BBDO WORLDWIDE,9105,2600,5
2007,BC Partners,867302,4730,12
2007,BCP INTERNATIONAL,70925194,219,128
2007,BEACON AUTO PARTS,431978,440,16
2007,BEARINGPOINT [NORTH AMERICAN PUBLIC SERVICES],128132203.7361,8972,273
2007,BECHTEL,1337368006.762,7096,251
2007,BECK COMPANY,386650,2760,16
2007,"BEHRMAN CAPITAL [PELICAN PRODUCTS, INC ]",18181722.0653,15088,354
2007,BELL BOEING JOINT PROJECT OFFICE [BELL/BOEING],1901704574,1838,318
2007,BELL COUNTY WA,2544223.3751,3121,7
2007,BELLSOUTH,11311979.4635,10768,274
2007,BERGER GROUP,4772349.1504,6425,72
2007,BERGER/CUMMINS [Joint Venture - Louis Berger/Cummins],41848760,1798,4
2007,BERING STRAIT,6660141.1674,3486,71
2007,BERKSHIRE HATHAWAY,192312182.2393,5263,252
2007,BETHEL NATIVE,147721,1134,2
2007,BFM AEROSPACE,10589223.6172,6853,171
2007,BINSWANGER GLASS COMPANY,5883,2,1
2007,BITWISE DESIGNS,4144125.6719,10429,77
2007,BL HARBERT INTERNATIONAL,246427531,3171,78
2007,BLACK & DECKER,6046,1138,5
2007,BLACK & VEATCH HOLDING,35154621,1450,147
2007,BLACK BOX,17226492.2795,9696,321
2007,BLACK EEL,111610504.6563,5,11
2007,BLACKWATER WORLDWIDE,83669312.6469,7131,146
2007,BLUE OCEAN SOFTWARE,30110,2270,5
2007,BLUE RIDGE NETWORKS,274954.75,3734,7
2007,BLUE TEE,18648,4,2
2007,BMC SOFTWARE,11842610.5201,17400,263
2007,BMT GROUP,6375568,3888,29
2007,BOB CROWE,6342312,13943,298
2007,BOEING,27178461026.4448,19361,12447
2007,BOLLINGER SHIPYARDS,12840,2,1
2007,BONNEVILLE INTERNATIONAL,35e3,1136,3
2007,BOOZ ALLEN HAMILTON,1665304630.8259,12700,4035
2007,BP GLOBAL,953633579.8633,4725,57
2007,BPLW ARCHITECT,0,2239,4
2007,BRANCH GROUP1049 PG BLVD,32153,1800,4
2007,BRIGHTON MARINE HEALTH CENTER,102797099,301,12
2007,BRISTOL BAY NATIVE,65561113.637099996,6287,364
2007,BRITISH TELECOMMUNICATIONS,5849878.6591,3960,42
2007,BRIX,14877,3,2
2007,BROADMOOR,57673574,160,12
2007,BROOKHAVEN SCIENCE  [BATTELLE/RESEARCH FOUNDATION OF SUNY],13889,1134,2
2007,BROOKS RANGE CONTRACT SERVICES,2914994,1136,5
2007,BROWNING FERRIS,-214422,4569,34
2007,BRTRC,18276735.915999997,10902,66
2007,BRUTON STREET,82803587,6416,109
2007,BUCCANEER COMPUTER SYSTEMS [VANGENT],-56261,2,1
2007,BURLINGTON ENV,2273293.299,4805,495
2007,BURLINGTON INDUSTRIES,21783384,5120,15
2007,BURNS & MCDONNELL,111483842.8897,8407,130
2007,BUSINESS PLUS,2252851,4683,9
2007,BUTLER MANUFACTURING,12364744,3737,27
2007,BW/IP INTERNATIONAL,49642,1798,3
2007,C & D,2003735.3183,6250,13
2007,C & D TECHNOLOGIES,715166.2969,4021,9
2007,C3I SYSTEMS GROUP,10331724.0313,7525,62
2007,CA state government,-9799,2,1
2007,CACI,1199832975.7672,22640,3102
2007,CADDELL CONSTRUCTION CO,246292238,6549,121
2007,CAE,84704014.03,4368,116
2007,CAJUN INDUSTRIES,71254808,561,21
2007,CALIAN,885023,3512,9
2007,CALIBRE SYSTEMS,67463754.62650001,6762,257
2007,CALIFORNIA INSTITUTE OF TECHNOLOGY,5707345.0625,4598,21
2007,CALISTA,26228399,4652,73
2007,"CAMBER COPORATION/DYNETICS, INC. (JV)",100070390.887,2387,440
2007,CAMBRIDGE INFORMATION GROUP,230053,3375,7
2007,CAMECA USA,167986,2934,6
2007,CAMP DRESSER & MCKEE,6129969,5799,127
2007,CANADIAN COMMERCIAL CORPORATION,642961515.3564,10277,1549
2007,CANGENE,78398,2,1
2007,CANON,23451063.6384,30698,1418
2007,CAPE ENVIRONME,82707409.2939,6310,223
2007,CapRock Communications,118823941.2326,6078,747
2007,CARAHSOFT TECHNOLOGY,-55242201.547299996,22903,410
2007,CARDINAL HEALTH,900506568.9699,6713,40266
2007,CARGILL,47041534.4191,140,17
2007,CARGOTEC,101515019.2013,6303,242
2007,CARLISLE,7706756,3443,39
2007,CARLYLE GROUP,5338255.339299999,11997,107
2007,CARMEL MARINA,1664422,2600,6
2007,CARNEGIE MELLON UNIVERSITY,75738285.0527,5606,63
2007,CARNIVAL,-60341010,3512,9
2007,CAROTHERS CONSTRUCTION,7437858.0757,2764,79
2007,CARRIER,541910.9199,8421,51
2007,CARSON ALEXIOU,6947094,4873,20
2007,CASELLA WASTE MANAGEMENT,41059,160,11
2007,CASEPRO,11171423.466400001,5680,84
2007,CATAPULT TECHNOLOGY,3305492.6406,1958,14
2007,CATERPILLAR,226653341.3266,10145,1473
2007,CATERPILLAR MITSUBISHI JV,576361.62,4925,13
2007,CB & I,84980,2600,5
2007,CB RICHARD ELLIS,-7205,3,2
2007,CBC COMPANIES,4059,2,1
2007,CCI,12832567.1299,2752,128
2007,CDI MARINE,35332905.4715,2490,467
2007,CDM FEDERAL PROGRAMS,413e3,1136,3
2007,CDW,191915232.751,29396,3174
2007,CELLULIFE,7500,4,2
2007,CENTECH GROUP,102004894.4788,5384,495
2007,CENTENNIAL CONTRACTORS ENT,67932209.6607,6602,590
2007,CENTERRA GROUP,52573287.22,4776,379
2007,CENTEX CONSTRUCTION,396345,2239,4
2007,CENTRA TECHNOLOGY,362865.3438,4255,9
2007,CENTRAL HUDSON,979152.8398,768,11
2007,CENTRAL PARKING,2880,1800,4
2007,CENTRAL TEXAS,27796402.0023,5956,508
2007,CENTURION GROUP,761337.5596,8458,54
2007,CENTURYTEL,308652.7002,6829,51
2007,CERADYNE,463641975,6022,56
2007,CERES ENVIRONMENTAL,5027760,955,25
2007,CERIDIAN,58439114.06,7283,14
2007,CES,0,1,2
2007,CESPA,10648010,2,1
2007,CETROM,46800,1134,2
2007,CF BEAN,41402651,436,13
2007,CFM INTERNATIONAL,44776517.826000005,4622,286
2007,CGI GROUP,10727526,7402,38
2007,CH2M HILL,619913304.4376,9084,1627
2007,CHANNEL TECHNOLOGIES,903042.5605,3913,72
2007,CHARLES BESELER,585564,1800,7
2007,CHARLES RIVER LABORATORIES,2603377,6430,38
2007,CHARLES STARK DRAPER LABORATORY,631219353.3994,7977,139
2007,CHARLES T BRYANT & ASSOCIATES,-336,2,1
2007,CHAS KURZ &,51715069,2125,37
2007,CHELTON AVIONICS,12421843.4492,4475,21
