fiscal_year,parentid,ObligatedAmount,NumberOfActions,FreqCount
2008,ADT SECURITY SERVICES,4491427.1977,99,99
2008,ADVANCED ENERGY SYSTEMS,686906,7,10
2008,ADVANTOR HOLDING COMPANY,7533557.3735,107,107
2008,AECOM TECHNOLOGY,10079352.8926,53,57
2008,AEROQUIP VICKERS,685982.7482,9,9
2008,AEROSPACE TESTING ALLIANCE [Joint Venture - Jacobs Engineering & CSC &General Physics Corporation],293150765.6699,30,30
2008,AEROVIRONMENT,31470344.0901,39,42
2008,AES,28582423.8439,140,142
2008,AFOGNAK NATIVE,13807186.2349,19,19
2008,AGILENT TECHNOLOGIES,13665072.6715,144,147
2008,AHTNA,0,2,2
2008,AIRPORT EQUIPMENT RENTALS,65365,4,4
2008,AKAL SECURITY,4800203.5547,8,8
2008,ALCATEL LUCENT,2156101,3,5
2008,ALCOA,1722820.5801,10,10
2008,ALEC ACQUISITIONS SUB,19880.3599,4,4
2008,ALFRED WILLIAMS &,12659,1,1
2008,ALIANT COMMUNICATIONS,2519.8201,2,2
2008,ALION SCIENCE & TECHNOLOGY,132042159.8946,320,323
2008,ALL CITIES CONSTR & FENCE,21641117.5451,172,174
2008,ALL POINTS LOGISTICS,472803,2,2
2008,ALLEN VANGUARD,1754798.7969,30,30
2008,ALLIED AEROSPACE INDUS,59796,1,1
2008,ALLTEL,243384.1391,16,16
2008,"ALTUS CAPITAL PARTNERS [GICHNER SYSTEMS GROUP, INC ]",35899.3203,1,1
2008,ALVAREZ & ASSOCIATES LLC,5886.79,1,1
2008,AMEC PLC,174738286.8786,399,406
2008,AMERICAN CHEMICAL SOCIETY,88196,3,3
2008,AMERICAN HOSPITAL SERVICE GROUP,54470406.6056,254,259
2008,AMERICAN MEDICA,1501508,12,12
2008,American Science & Engineering,2549293.17,31,31
2008,AMERICAN STANDARD,4358012.6855,60,60
2008,AMERICAN SYSTEMS,1581123,5,5
2008,AMERICAN WATER WORKS COMPANY,9659,1,1
2008,AMERIDATA TECHNOLOGIES,1973168.1147,43,43
2008,AMETEK,3180065.4697,51,57
2008,AMF MECHANICAL,973396.9749,24,35
2008,AMSTAR,57797,4,4
2008,AMTEC,24808,1,1
2008,ANALOGIC,26210,3,3
2008,ANAMI COMMUNICATIONS,7782,1,1
2008,ANCORE [OSI],96e3,1,1
2008,ANDREW,0,1,1
2008,ANIXTER,294453.3324,15,15
2008,APAC FLORIDA,693240.2825,11,12
2008,APEX,56371.2188,1,1
2008,API TECHNOLOGIES,64869,7,7
2008,APOGEE ENTERPRISES,329475,12,12
2008,APPLE COMPUTER,28796.2002,4,4
2008,Applera,-14073.6455,21,22
2008,APPLIED INDUSTRIAL TECHNOLOGIES,85779.04,6,6
2008,APPLIED RESEARCH ASSOCIATES,35718671.4337,184,193
2008,APPLIED SIGNAL TECHNOLOGY,284585,7,7
2008,APPTIS,9601517.178,90,90
2008,ARAMARK,41321.24,12,12
2008,ARCADIS,0,4,4
2008,ARCHITECTURE TECHNOLOGY,1429537,9,10
2008,ARDS SHEILA DR,0,0,1
2008,ARETE ASSOCIATES,474986,3,3
2008,ARINC [Carlyle Group],34582383.1514,175,179
2008,ARTIC SLOPE REGIONAL,11714342.6856,39,41
2008,ASAP SOFTWARE EXPRESS,1049968.4153,24,24
2008,ASCOM HOLDING,33030,2,2
2008,ASSURANCE TECHNOLOGY TRUST,235e3,4,4
2008,ASTRONAUTICS OF AMERICA,108747.3203,11,13
2008,ASTRONICS,34376,6,6
2008,AT&T,27992800.0112,413,414
2008,ATK,78536902.6787,252,259
2008,ATLANTIC DIVING SUPPLY,10019910.2708,152,155
2008,AURORA FLIGHT SCIENCES,2569790,14,15
2008,AVAYA,4828973.75,24,24
2008,AVIALL,27090,5,5
2008,AVID TECHNOLOGY,453937,20,20
2008,AVNET,39369.9502,7,7
2008,AVOCENT HUNTSVILLE,287090.3604,15,15
2008,AVTRON MANUFACTURING,438006,22,24
2008,AZIMA HOLDINGS,79080,2,2
2008,B & H PHOTO VIDEO,1403262.1862,62,62
2008,B & K RENTALS AN,4737,1,1
2008,BAE SYSTEMS,842167150.0843,2049,2140
2008,BALFOUR BEATTY,0,1,1
2008,BALL CORP,123296477.4245,341,358
2008,BART & ASSOCIATES,2192847,5,5
2008,BASIC COMMERCE & INDUSTRIES,87541,4,4
2008,BATTELLE,209198913.2627,776,789
2008,BATTLESPACE FLIGHT SERVICES,39453295.7109,22,22
2008,BAY STATE GAS,187931.9004,8,8
2008,BBA AVIATION PLC,896006.6992,18,19
2008,BC Partners,4254759.75,6,6
2008,BEARINGPOINT [NORTH AMERICAN PUBLIC SERVICES],43744501.5767,104,104
2008,BECHTEL,0,0,2
2008,"BEHRMAN CAPITAL [PELICAN PRODUCTS, INC ]",437280.0098,18,18
2008,BELLSOUTH,2884564.4468,114,111
2008,BERING STRAIT,3460938.7794,15,18
2008,BERKSHIRE HATHAWAY,125730774.1306,133,148
2008,BFM AEROSPACE,370641.8047,3,6
2008,BITWISE DESIGNS,54319.3593,4,4
2008,BLACK & DECKER,8980,1,1
2008,BLACK & VEATCH HOLDING,1280134.125,5,10
2008,BLACK BOX,574753.3501,18,21
2008,BLACKWATER WORLDWIDE,304325,2,2
2008,BMC SOFTWARE,14188350.1144,53,53
2008,BOB CROWE,588613.7,68,68
2008,BOEING,8394128200.0704,3294,3442
2008,BONNEVILLE INTERNATIONAL,35618,5,5
2008,BOOZ ALLEN HAMILTON,867726401.101,2310,2331
2008,BRISTOL BAY NATIVE,5320307.3441,71,80
2008,BRITISH TELECOMMUNICATIONS,16044.9805,2,2
2008,BRUTON STREET,5278555.0625,12,13
2008,BURNS & MCDONNELL,218475.5625,1,1
2008,BUSINESS PLUS,232250.7031,3,3
2008,BUTLER MANUFACTURING,1750080,2,2
2008,C & D,315101,2,2
2008,C3I SYSTEMS GROUP,2229510,14,18
2008,CACI,32755141.359,159,168
2008,CAE,7307688.3408,37,42
2008,CALIFORNIA INSTITUTE OF TECHNOLOGY,2e5,1,1
2008,CALISTA,30105395.3543,73,88
2008,CAMBRIDGE INFORMATION GROUP,114500,2,2
2008,CAMECA USA,42600,1,1
2008,CAMP DRESSER & MCKEE,0,5,5
2008,CANADIAN COMMERCIAL CORPORATION,82737529.0486,157,173
2008,CANON,292453.7589,33,25
2008,CAPE ENVIRONME,7461265.8517000005,82,84
2008,CapRock Communications,47950,1,1
2008,CARAHSOFT TECHNOLOGY,9733720.0237,91,91
2008,CARDINAL HEALTH,1599258.4412,58,60
2008,CARLISLE,-985620.3594,2,2
2008,CARLYLE GROUP,1289634.6367,11,11
2008,CARNEGIE MELLON UNIVERSITY,78197469.625,28,28
2008,CAROTHERS CONSTRUCTION,7038315.2207,2,2
2008,CARRIER,31560.74,4,4
2008,CARSON ALEXIOU,6776049,10,10
2008,CASEPRO,82800,1,1
2008,CATERPILLAR,759865,9,9
2008,CATERPILLAR MITSUBISHI JV,163937.9375,4,4
2008,CCI,0,1,1
2008,CDW,27018974.2673,230,230
2008,CENTECH GROUP,129472734.9963,542,550
2008,CENTENNIAL CONTRACTORS ENT,2856274,17,22
2008,CENTERRA GROUP,29434.7793,1,1
2008,CENTRAL TEXAS,122942.8328,12,17
2008,CENTURION GROUP,1033935.6989,31,42
2008,CENTURYTEL,426083.8019,16,16
2008,CFM INTERNATIONAL,42264766.9421,111,115
2008,CH2M HILL,281717316.1073,723,747
2008,CHARLES BESELER,30100,7,6
2008,CHARLES RIVER LABORATORIES,125923.5996,9,9
2008,CHARLES STARK DRAPER LABORATORY,1101247,8,8
2008,CHELTON AVIONICS,2208437,3,3
2008,CHEMRING GROUP PLC,30784266.7604,13,15
2008,CHENEGA,46944034.963,216,230
2008,CHEVRON,3307128.8203,11,11
2008,CHOCTAW MANAGEMENT,5523813.0847,22,36
2008,CHUCK FUNKE,1033725.0996,2,2
2008,CHUGACH ALASKA,168560099.4178,944,962
2008,CINCINNATI BELL,207907.9484,4,5
2008,CIS SECURITY SYSTEMSORATI,109280.4414,3,3
2008,CITRIX SYSTEMS,1301871.0703,10,10
2008,CLARCOR,-1674.3199,2,2
2008,CLEAN HARBORS,30799.1593,4,4
2008,COBHAM PLC,1556912.9219,10,10
2008,COLLAZO ENTERPRISES,15464237.8799,9,9
2008,COLT INDUSTRIES,3948077.3047,7,7
2008,COMCAST CABLE COMMUNICATIONS,1026837.3577,38,38
2008,COMPUNETICS I,171873,1,1
2008,COMPUTER ASSOCIATES,780216.1703,15,15
2008,COMPUTER EQUITY,-19126,1,1
2008,COMPUTER SCIENCES,856721478.8707,1781,1097
2008,COMPUTER TEMPORARIES,17197.3203,1,1
2008,COMPUWARE,61578.0498,2,2
2008,COMTECH,3528097,8,10
2008,COMTEQ FEDERAL,284114.1274,21,19
2008,CONCORD PERSONNEL SERVICES,485683.002,12,12
2008,CONCURRENT COMPUTER,274751.8008,10,10
2008,CONCURRENT TECHNOLOGIES CORPORATION,28783613.6875,32,34
2008,CONFEDERATED SALISH & KOOTENAI,45809873.4531,35,41
2008,CONSTRUCTION PARTNERS,12130433.1914,22,24
2008,CONTRACT MANAGEMENT,1995675.4824,53,53
2008,COPPER RIVER INFORMATION TECHNOLOGY,6194848.8438,16,16
2008,CORNELL COMPANIES [GEO GROUP],0,0,2
2008,CORNING,7350,2,2
2008,CORRECTIONS CORPORATION OF AMERICA,0,0,1
2008,CORRPRO COMPANIES,8625,1,1
2008,COUNTERTRADE PRODUCTS,1856859.4351,64,64
2008,CPI HOLDING COMPANY,2512101.73,13,19
2008,CRANE COMPANY,991621,7,8
2008,CSC GOVERNMENT SOLUTIONS,29974799.3169,82,88
2008,CTA,485501.215,15,18
2008,CUBIC,63585513.9911,211,222
2008,CURTISS WRIGHT,25234,2,3
2008,CUTLER INDUSTR,9816.75,1,1
2008,DAIMLER,869712.3125,42,42
2008,DANAHER,38188.4897,8,8
2008,DANKA HOLDING COMPANY,10892.87,8,8
2008,DASSAULT SYSTÃˆMES,246078.3223,9,9
2008,DATALINE,581825.1875,12,12
2008,DAVIS BACON,1944198.1875,12,14
2008,DAY & ZIMMERMANN,11332,1,1
2008,DEFENSE SUPPORT SERVICES,5e3,4,8
2008,DELL,163564493.511,1347,1351
2008,DELOITTE,12406840.586,15,15
2008,DEPARTMENT OF ENERGY,-6531,2,2
2008,DEUTSCHE TELEKOM AG,43022,1,1
2008,DEWBERRY,405964.4468,14,15
2008,DIGITAL MANAGEMENT INC.,1286562,4,4
2008,DigitalGlobe,0,1,1
2008,DIVERSIFIED DISTRIBUTORS INTL,70804.75,4,4
2008,DLT SOLUTIONS,41149776.2589,183,183
2008,DONALD L MOONEY ENTERPRISES,1125561.1085,13,13
2008,DONALDSON COMPANY,3446,2,2
2008,DRS,28300947.7965,67,72
2008,DTM,1356878.7141,12,12
2008,DUKE UNIVERSITY,64599,3,3
2008,DUN & BRADSTREET,16018.1201,1,1
2008,DYNAMAC INTERNATIONAL,-130583,1,1
2008,DYNAMIC STRUCTURES & MATERIA,1e5,2,2
2008,DYNAMIC SYSTEMS,3646111.1266,30,30
2008,DYNAMICS RESEARCH,34853709.9486,132,135
2008,DYNATECH,989956.9315,22,22
2008,DYNCORP INTERNATIONAL,156609243.5269,314,318
2008,DYNETICS,4505094.7664,39,40
2008,EADS NV,14978402,20,26
2008,EAGLE CONSTRUCTION & ENVIRONME,43995.1599,4,4
2008,EAGLE INDUSTRIES UNLIMITED,-658,3,3
2008,EARTH TECH,45052185.7666,281,290
2008,EASTMAN KODAK,2656429.8789,38,39
2008,EATONORAT,44802.9199,7,8
2008,EBSCO INDUSTRIES,1254117,12,13
2008,EC AMERICA,548615.6533,33,33
2008,EDAC TECHNOLOGIES,931652.25,3,3
2008,EDWARDS & KELCEY,0,3,3
2008,EG & G [URS],1157913.5,2,2
2008,EI KANE,790104.586,6,7
2008,ELBIT SYSTEMS,5878178.3125,63,72
2008,ELECTRONIC CABLE SPECIALISTS,3196,1,1
2008,ELECTRONIC DATA SYSTEMS [HEWLETT PACKARD],46309568.8386,254,256
2008,ELECTROPHYSICS,355914.0547,11,11
2008,EMASS,36558,3,3
2008,EMC,6523174.1347,70,70
2008,EMCOR COMPANY,226927,3,3
2008,EMR,138545.9199,11,11
2008,EMS TECHNOLOGIES,1493342.6562,8,9
2008,ENERGY CONVERSION DEVICES,2806200,4,4
2008,ENERTEK INTERNATIONAL,943133,5,6
2008,ENGINEERED SUPPORT SYSTEMS,26919,1,1
2008,ENMRSH,1465290.2383,8,8
2008,ENSCO,11761174.7891,19,19
2008,ENTERGY,1975039,4,4
2008,ENVIRONMENTAL CHEMICAL,241619654.2481,197,202
2008,ENVIRONMENTAL COMPANY T,382626,8,8
2008,ENVIRONMENTAL SYSTEMS RESEARCH,3210633.788,52,52
2008,EQM,7206572.2372,48,49
2008,ERDAS,193631.4609,13,13
2008,ESCGOV,279e4,2,2
2008,ESCO ELECTRONICS,23567374.9005,52,59
2008,ESSEX INDUSTRIES,1939736.2696,20,22
2008,ESTERLINE,73687.4785,3,3
2008,EXIDE ELECTRONICS,36722192.0881,702,706
2008,EyakTek,11492376.5979,136,146
2008,FAIRBANKS SCALES,4312,1,1
2008,FALCON SECURITY,18723,2,2
2008,FATIGUE TECHNOLOGY,1026459.7275,34,35
2008,FCN,2490464.4239,10,10
2008,FEDERAL SIGNAL,107848,9,9
2008,FEDERATED SOFTWARE GROUP,15857984.4095,30,32
2008,FEDEX,229566,13,13
2008,FERGUSON ENTERPRISES,7182,1,1
2008,FIBER MATERIALS,0,1,1
2008,FIBERTEK,3872847.293,54,54
2008,FIDELITY TECHNOLOGIES,84183.4668,4,4
2008,FINMECCANICA,292486665.1174,71,81
2008,FIREHOLE TECHNOLOGIES,1431797,2,2
2008,FLIR SYSTEMS,2539629.1104,28,30
2008,FLUOR,18128045.295,174,179
2008,FMC,30367585.7858,62,66
2008,FORCE 3,6655861.9677,86,86
2008,FORD MOTOR COMPANY,-380,1,1
2008,Foreign Contractor,53429654.6926,303,324
2008,FOUR POINTS TECHNOLOGY,1319136.9318,40,40
2008,FUJI PHOTO FILM USA,489770,10,10
2008,Fujitsu,89612.9121,2,2
2008,FUTRON,802676.0293,12,12
2008,G4S PLC,778762.8411,7,7
2008,GANNETT FLEMING AFFILIATES,29700,2,2
2008,GARTNER,2586734.1719,25,25
2008,GATEWAY,102752.46,7,9
2008,GENCORP,9157983,33,35
2008,GENERAL,18346056,32,33
2008,GENERAL ATOMICS,579075187.4391,221,225
2008,GENERAL COMMUNICATIONS,205719.309,26,28
2008,GENERAL DYNAMICS,1141858184.765,3351,3408
2008,GENERAL ELECTRIC,824593472.3469,801,874
2008,GENEVAORA,20143,1,1
2008,GEO MARINE,4233761.793,22,25
2008,GEORGE WASHINGTON UNIVERSITY,99602.7998,10,9
2008,GEORGIA INSTITUTE OF TECHNOLOGY,81286935.6718,248,256
2008,"GEOSEMBLE TECHNOLOGIES, INC [STAKE]",742459,2,2
2008,GERBER SCIENTIFIC,127395.2891,13,13
2008,GESTALT,16240142.4531,16,16
2008,GETINGE,214377.8984,5,5
2008,GILBERT ASSOCIATES,33138,2,2
2008,GILL GROUP,2456359.6661,50,50
2008,GIOIA ENTERPRISES INTERNATIONA,3149700,2,2
2008,GLOBAL INSIGHT,114678,2,2
2008,GLOBAL KNOWLEDGE,357258,5,5
2008,GLOBAL TECHNOLOGY RESOURCES,3303554.067,50,50
2008,GOLDBELT,4862541.6212,45,45
2008,GOMEZ & ASSOCIATE,0,1,1
2008,GOODRICH,132915892.1661,204,229
2008,GOODWILL INDUS,400198,1,1
2008,GOVERNMENT ACQUISITIONS,32757.9601,6,6
2008,GOVPLACE,1744522.5782,16,16
2008,GP STRATEGIES,2555357.3438,13,13
2008,GPC CONSOLIDATED REPORTING,134909624.9342,15638,171
2008,GRANITE CONSTRUCTION COMPANY,37001.3101,3,5
2008,GRAYBAR,334517.2361,23,23
2008,GREENLAND CONTRACTORS I/S,82061943.011,46,46
2008,GRUNLEY CONSTRUCTION CO,34096,1,1
2008,GSX CHEMI,-181573,4,4
2008,GTE [VERIZON],5947.56,2,2
2008,GTSI,7885818.4241,59,59
2008,GULFSTREAM HOLDINGS,11598782.7656,19,19
2008,HALIFAX,6653,1,1
2008,HAMILTON PRODUCTS,117081.64,41,41
2008,HAMILTON SUNDSTRAND,291605,6,6
2008,HANSON GROUP,-584,1,1
2008,HARCOURT GENERAL,-61443,9,9
2008,HARPER INDUSTRIES,5143222,10,13
2008,HARRIS,597069088.5761,1006,1014
2008,HAWORTH,8049442.9681,115,115
2008,HAYES SEAY MATTERN & MATTERN,18690,3,6
2008,HDR,2788847.9004,16,17
2008,HEICO,690613,16,16
2008,HERLEY INDUSTRIES,4894458,13,15
2008,HERMAN MILLER,6008751.1296,240,241
2008,HEROUX DEVTEK,160112,5,5
2008,HESS,1223e4,17,17
2008,HEWLETT PACKARD,90871219.7714,1294,1302
2008,HILLENBRAND IND,154958.4609,5,5
2008,HILLER INVESTMENTS,82410.6001,4,4
2008,HITACHI,335144,10,10
2008,HITACHI ZOSEN,800994.2422,6,6
2008,HOFMANN MONDIAL,136900,2,2
2008,HONEYWELL,428139365.3931,960,1048
2008,HR STAFF MANAGEMENT,2003047.6954,16,19
2008,HUGHES,908249,6,6
2008,HUMANA,12773329.4611,48,27
2008,HUNT COMPANIES,54592877,17,18
2008,HYDROGEOLOGIC,36146113.0302,83,85
2008,HYPERION SOFTWARE,1719829.021,13,14
2008,I2,208556,14,14
2008,IBM,35235403.4946,111,111
2008,ICF INTERNATIONAL,0,1,1
2008,ICF KAISER INTERNATIONAL,3182251.125,15,15
2008,"ICON SYSTEMS, INC , SM CONSULTING",7589722.125,97,104
2008,IDEDGE,15960,1,1
2008,iGOV,5367765.8717,35,38
2008,IKON,2854.84,6,6
2008,ILLINOIS AMERICAN,536059,2,2
2008,IMMIXGROUP,9935116.7033,129,130
2008,IN Q TEL,2491419,5,6
2008,INDYNE,161662638.7863,84,85
2008,INFOPRO,59243.53,6,6
2008,INFORMATION HANDLING SERVICES,5856656.3945,16,16
2008,INGENESIS,1084148.8325,24,24
2008,INNOVATIVE LOGISTICS TECHNIQUES,17091039.809,92,98
2008,Innovative Technical Solutions [Gilbane Building Company],251956483.2345,223,229
2008,INSIGHT ENTERPRISES,329376.1998,18,18
2008,INSIGHT TECHNOLOGY,0,1,1
2008,INSTRUMENTARIUM,779359.8515,8,8
2008,INTEGRA LIFE SC,95893.9502,9,9
2008,INTEGRAL SYSTEMS,38877364.458,60,61
2008,INTEGRATED RESOURCES,1163570.0469,11,11
2008,INTELLIGENCE ENTERPRISE SOLUTI,248426.2305,4,4
2008,INTELLIGENT DECISIONS,2465277.4293,22,22
2008,INTELLIGENT SOFTWARE,55190775,60,64
2008,INTERFACE,580387.4269,17,17
2008,INTERGRAPH [HEXAGON AB],5630633.6827,21,21
2008,INTERGRATED SOLUTIONS,375e3,1,1
2008,INTERMAGNETICS GENERAL,1503581,3,3
2008,INTERNATIONAL SYSTEMS MARKETING,144343.5,3,3
2008,INTEST,8770,1,1
2008,INTUITIVE,806765,5,6
2008,IOWA STATE UNIVERSITY,1793089,2,2
2008,IPSEN INTERNATIONAL,93050,6,6
2008,IRIDIUM COMMUNICATIONS,458e3,1,1
2008,IROBOT,978766,3,3
2008,IRON MOUNTAIN,19979,2,2
2008,ISO,7608,4,4
2008,IT RESEARCH INSTITUTE,49142085,119,121
2008,ITT,673705014.884,700,742
2008,IVEY MECHANICA,6400,1,1
2008,J & J WORLDWIDE SERVICES,-504965,4,4
2008,JACOBS ENGINEERING GROUP,313945854.6235,545,556
2008,JAPAN MINISTRY OF DEFENSE,124868719.9375,4,4
2008,JAY HENGES ENTERPRISES,99582.6406,2,2
2008,JCAHO,19e3,2,2
2008,JEOL,174957.9389,18,18
2008,JOHNS HOPKINS UNIVERSITY,25557031,88,94
2008,JOHNSON CONTROLS,259941595.9122,236,245
2008,JOINT VENTURE [THALES/RAYTHEON],29636576.25,21,21
2008,JOINT VENTURE [URS/BERGER],12978722.875,17,20
2008,JONES LANG LASALLE,11340248.3334,46,54
2008,JW CHILDS EQUITY PARTNERS,74240,4,5
2008,K TECHNOLOGY,0,3,3
2008,KAISER AEROPSACE & ELECTRONICS,7922474.25,3,3
2008,KAMAN,3755828.418,47,51
2008,KAWASAKI HEAVY INDUSTRIES,9375,3,3
2008,KEANE,21287030.7178,61,65
2008,"KELLY AEROSPACE, INC [BUSINESS]; LIMCO PIEDMONT, INC [BUSINESS]",7921.04,1,2
2008,KELLY AVIATION CENTER [Joint Venture Lockheed Martin/Rolls Royce],475962064.8124,65,74
2008,KIMBALL,2214203.6102,96,96
2008,KIPPER TOOL COMPANY,394428.2118,18,18
2008,KLA TENCOR,24900,1,1
2008,KLEINFELDER,0,0,1
2008,KNIGHT PROTECTIVE SERVICES,96681,1,1
2008,KNOLL,5393679.6778,139,139
2008,KOMATSU,118777,3,3
2008,KONE HOLDINGS,673633.9346,23,25
2008,KONIAG DEVELOPMENT,3651.0901,1,1
2008,KONTRON AG,14197,4,4
2008,KOR ELECTRONICS,6278907.6875,17,17
2008,KPMG,155763.2783,3,3
2008,KRATOS DEFENSE & SECURITY,947143.6578,16,16
2008,KRUEGER INTERNATIONAL,1455142.9849,44,44
2008,L3 COMMUNICATIONS,2367421368.2721,2877,2971
2008,LADISH,75262,2,2
2008,LAKESHORE TOLTEST,76199165.25,24,27
2008,LASON,74950,2,2
2008,LB & B ASSOCIATES,5258005.2006,34,34
2008,LDS TEST & MEASUREMENT,109660,5,5
2008,LECROY,88458.6019,13,14
2008,LEXMARK INTERNATIONAL,2248471.2953,40,41
2008,LIEBERT,298786.7218,21,21
2008,LITTON [NORTHROP GRUMMAN],0,1,1
2008,LJB,125141.6074,4,5
2008,LOCKHEED MARTIN,12974592151.9814,6065,6248
2008,LOGICON [NORTHROP GRUMMAN],-70067.2813,1,1
2008,LOGIS TECH,236108.625,1,1
2008,LOGISTICS MANAGEMENT INSTITUTE,7022442.1563,38,38
2008,LONG FENCE COMPANY,1e4,1,1
2008,LORAL SPACE,0,2,2
2008,LSI,0,1,1
2008,LUCENT TECHNOLOGIES,4168519.3575,14,14
2008,LUKE & ASSOCIATES,15058645.7734,163,167
2008,M.C. DEAN,84487,3,3
2008,MACAULAY BROWN,33344014.5647,174,191
2008,MACRO INTERNATIONAL,320178,3,3
2008,MACTEC,25938945.5791,45,48
2008,MAGNOLIA PLUMBING,75810,1,1
2008,MAIN ELECTRIC,5170,1,1
2008,MANAGEMENT ANALYSIS COMPANY,6927590.4531,37,37
2008,MANAGEMENT CONCEPTS,23382,2,2
2008,Mantech,18096997.8067,67,67
2008,MAPCO INC,11291629.8197,133,141
2008,MARCONI,22727.5508,1,1
2008,MARRIOTT,-202996.0185,8,10
2008,MARTEK POWER,2732,1,1
2008,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,674214139.871,111,111
2008,MASTER SOLUTIONS,99933,1,1
2008,MCC DEVELOPMEN,15487683.6876,36,45
2008,MCDERMOTT INTERNATIONAL,29027.7305,1,1
2008,MCI/WORLDCOM [VERIZON],65707.9897,10,10
2008,MCKESSON,26138,3,3
2008,MCMUNN ASSOCIATES,184098,4,4
2008,MCR FEDERAL,13985400.7827,66,69
2008,MEDICINE,870965.12990000006,22,20
2008,MEDTRONIC,1201177.8799,45,47
2008,MEGGITT CORP USA,5161779.5158,59,62
2008,MEI TECHNOLOGIES,2914950,30,32
2008,MERCURY COMPUTER SYSTEMS,84822,4,4
2008,MERRITT TOOL COMPANY,-148103,2,2
2008,"METALMARK CAPITAL, LLC [HUNTER DEFENSE TECHNOLOGIES]",9805,1,1
2008,MEYERINCK GROUP GMBH,71420.3711,5,5
2008,MICHAEL BAKER,116626.75,2,3
2008,MICROCOSM,3397256,10,10
2008,MICRON,9401721.4347,295,299
2008,MICRONETICS,23430,2,2
2008,MICROSAT SYSTEMS,10520978,36,36
2008,MICROSEMI,0,1,1
2008,MICROSOFT,17604646.5264,31,31
2008,MICROTECHNOLOGIES,2741715.5109,29,30
2008,MICROVISION,2163969,1,1
2008,MIDWEST RESEARCH INSTITUTE,7064796,23,26
2008,MILCOM,32618.8398,2,2
2008,MILLER INDUSTRIES,26738,3,3
2008,MINE SAFETY APPLIANCES COMPANY,33518554.1404,25,28
2008,MISSION SYSTEMS,1157644.625,4,4
2008,MITA INDUSTRIA,40144,6,6
2008,MITSUBISHI (EXCLUDING MHI),7781,3,3
2008,MITSUBISHI HEAVY INDUSTRIES,252631.6489,13,13
2008,MOHAWK INDUSTRIES,47102.1485,5,5
2008,MOOG CLASS A,41944675.5187,93,114
2008,MORGAN MEMORIA,2252331.5195,7,12
2008,MORRISON KNUDSEN,0,1,1
2008,MOTOROLA,18400701.7878,304,316
2008,MTC TECHNOLOGIES,2043435.4282,24,25
2008,MWH GLOBAL,74182245.2101,234,240
2008,MYRIAD GENETICS,19360,3,4
2008,MYTHICS,1488678.3282,16,16
2008,NAMMO,4290533.3458,16,16
2008,NANA DEVELOPMENT,17710686.0418,184,189
2008,NANA REGIONAL,6588935.8892,57,66
2008,NASATKA BARRIER,224643,4,4
2008,NATIONAL ACADEMY OF SCIENCES,2805137.7031,6,6
2008,NATIONAL INDUSTRIES FOR THE BLIND,4496286.76,18,18
2008,NAVIGANT INTERNATIONAL,-13798,3,3
2008,NAVMAR APPLIED SCIENCES,1891746,3,3
2008,NCI INFORMATION SYSTEMS,51023347.8345,224,228
2008,NETIQ,20160,1,1
2008,NETWORK APPLIANCE,137018.2891,3,3
2008,NETWORK EQUIPMENT TECHNOLOGIES,372133.332,8,8
2008,NETWORK IMAGINING,64006327.096,154,163
2008,NEW HORIZONS COMPUTER LNG CTR,139999.0938,1,1
2008,NEW WORLD ASSOCIATES,6100,2,2
2008,NIPPI KOSAN,2942895.8654,12,14
2008,NIPPON SANSO,0,0,1
2008,NISHIMATSU CONSTRUCTION,535067.1411,16,16
2008,NIVISYS INDUSTRIES,0,1,1
2008,NOBLIS,8058369.3398,39,39
2008,NORAM ENERGY,21276,4,4
2008,NORTHROP GRUMMAN,5510895221.5234,4830,5007
2008,NORTHWEST AIRLINES,5153,1,1
2008,NORTON ARTS,41984.8984,2,2
2008,NOVA SCIENTIFIC,226971,2,2
2008,NSTAR,2982071,8,8
2008,NTS TECHNICAL SYSTEMS,75212,3,3
2008,OCE USAHOLDINGCO,155244,5,5
2008,OCTAGON SERVICES,9293,1,1
2008,OERLIKON SPACE AG,18347,2,2
2008,OFFSHORE LOGISTICS,29374,2,2
2008,OFS/STYLINE IND,729405.6036,23,23
2008,OGE ENERGY,2876457.5313,8,10
2008,OHIO STATE UNI,2611388.5474,37,36
2008,OI ANALYTICAL CMS FIELD PROD,97733,2,2
2008,OLIN,1982200,4,4
2008,OMEGA TRAINING GROUP,0,0,2
2008,OMNI HOTELS MANAGEMENT,20513.2998,2,2
2008,OMNICOM GROUP,76906933.5127,42,47
2008,OMV MEDICAL,416680.6001,6,6
2008,OPEN TEXT,1211607.5703,18,18
2008,OPTICS 1,99778,1,1
2008,ORACLE,18960506.7009,48,48
2008,ORBITAL SCIENCES,108734762,117,127
2008,OSHKOSH,2847803.8599,39,39
2008,OSI,841627.4607,7,7
2008,OSSI SAFENET SECURITY SERVICES,27131.5,1,1
2008,OUTDOOR VENTURE,229003.5547,2,2
2008,OVID TECHNOLOGIES,98e3,2,2
2008,OYO USA,5e4,2,2
2008,P & L POWER SERVICES,-5586,1,1
2008,P3I,2611593.6749,31,31
2008,PACIFIC GAS & ELECTRIC COMPANY,2046682.625,2,2
2008,PACIFIC INSTRUMENTS,81535,7,7
2008,PACIFIC TELECOM,61516,5,5
2008,PAE AVIATION & TECHNICAL SERVICES,22862183,13,13
