fiscal_year,parentid,ObligatedAmount,NumberOfActions,FreqCount
2008,THE HENRY M JACKSON FOUNDATION,34300227.0898,59,61
2008,THE HERTZ,2004357.3738,90,92
2008,THE HOME DEPOT,75161,17,17
2008,THE IT GROUP,-142189,4,4
2008,THE LOGISTICS,69956747.2541,78,88
2008,THE MAGUIRE,546338,8,9
2008,THE MASON COMPANY,391328.6875,9,11
2008,THE MATHWORKS,1437231.5195,94,95
2008,THE MCGRAW HILL,0,1,1
2008,THE MICHAEL BA,0,1,1
2008,THE MITRE,440093791.6079,147,147
2008,THE RACAL,797930,3,5
2008,THE ROSS GROUP,36209534.75,18,21
2008,THE SERVICE MASTER COMPANY,3e4,1,1
2008,THE STANLEY WOR,12758.6099,3,3
2008,THE TRANE COMPANY DIV AMERIC,6355.3999,1,1
2008,THE WASHINGTON POST,49466.499,7,7
2008,THE WHITING TURNER CONTRACTING COMPANY,45766504,3,5
2008,THE WORNICK COMPANY,43476,5,5
2008,THEODOR WILLE INTERTRADE GMBH,90162.1089,8,8
2008,Thermo Fisher Scientific,34570194.2498,393,383
2008,THERMO PROCESS,1642640.3707,8,9
2008,THIOKOL,17926,1,1
2008,THOMPSON US HOLDINGS,1625641.51,2,2
2008,THOMSONORGANIZATIONHOLDINGS,363946.6979,11,11
2008,Threat Management Group,197550.7344,1,1
2008,THUNDERCAT TECHNOLOGY,1260686.3125,3,3
2008,THYSSEN HOLDING,2615983,12,12
2008,TIDEWATER HOLDING,961487.2969,3,4
2008,TIME WARNER CABLE,1233351.3325,111,125
2008,TIMKEN CO,1247501.9208,20,22
2008,TLM MANUFACTURING,0,2,3
2008,TM INDUSTRIES,13181,1,1
2008,TODD SHIPYARDS,0,0,1
2008,TOLTEST,15620983.0918,45,52
2008,TOMPKINS TURNER GRUNLEY KINSLEY A JOINT VENTURE,346376826,19,19
2008,TORCH TECHNOLOGIES,3259641.5089,15,16
2008,TOSHIBA,5793825.252,22,23
2008,TOTAL SLOPE,738860,4,4
2008,TOYON RESEARCH,8906995.6407,26,28
2008,TRANCITE LOGIC SYSTEMS,2e5,1,1
2008,TRANSPORT INTERNATIONAL POOL,17262.01,10,10
2008,TRANSTECHNOLOGY,3998289.0196000002,18,19
2008,TRAX International Corporation,5600502.125,8,8
2008,TRC COMPANIES,584110.01,41,41
2008,TRIPLE S CONSU,85114,6,6
2008,TRIQUINT SEMICONDUCTOR,5358702,4,4
2008,TRITON SYSTEMS,6213149.6484,34,34
2008,TRIUMPH GROUP,1562926.5938,6,6
2008,TRIWEST HEALTHCARE ALLIANCE,4348592.1781,42,47
2008,TRUMAN ARNOLD COMPANIES,177595.1603,3,3
2008,TRUSTED COMPUTER SOLUTIONS,1125733.71,13,13
2008,TRW [NORTHROP GRUMMAN],2534255.5,31,31
2008,Turner/Gilbane JV,5073915,13,13
2008,TUTOR PERINI,384745639.6719,31,33
2008,TX state government,49500,2,2
2008,TYBRIN,727072,11,11
2008,UIC,922827.0469,8,8
2008,UKPEAGVIK INUPIAT,30582.1719,4,5
2008,ULTRA ELECTRONICS,4923792.4845,15,18
2008,UMBC/DEPT OF INFORMATION SYS,340726.5,7,7
2008,UNICOR,106222902.8375,1210,1182
2008,UNIFIRST,323962.9597,31,31
2008,UNION PACIFIC RESOURCES,64500,15,15
2008,UNISON INDUSTRIES LLC [SLICK AIRCRAFT PRODUCTS],372e3,2,3
2008,UNISYS,6932466.32,86,87
2008,UNITED TECH,4736438835.5923,1350,1402
2008,UnitedHealth Group,-11038.1191,4,4
2008,UNITEK TECHNOLOGY,20395,1,1
2008,UNIVERSAL DOVE,313014.5083,39,41
2008,UNIVERSAL SAFETY RESPONSE,1397384.1485,24,24
2008,"UNIVERSAL SYSTEMS & TECHNOLOGY, INC, GYROCAM SYSTEMS",97517769.6408,81,79
2008,UNIVERSITY LOUISIANA STATE,0,2,2
2008,UNIVERSITY OF,1788570.7582,54,56
2008,UNIVERSITY OF ALABAMA,26035264.9402,194,195
2008,UNIVERSITY OF ALASKA ANCHORAGE (UAA) - AMERIC,0,1,1
2008,UNIVERSITY OF ARIZONA,943182.7188,16,16
2008,UNIVERSITY OF CALIFORNIA,18071355.8506,110,112
2008,"UNIVERSITY OF CHICAGO, THE",11500,3,3
2008,UNIVERSITY OF COLORADO,292723,7,7
2008,UNIVERSITY OF FLORIDA,5759427.1001,38,43
2008,UNIVERSITY OF GEORGIA,159087.82,12,12
2008,UNIVERSITY OF HAWAII SYSTEMS,318278,12,12
2008,UNIVERSITY OF INDIANA,317673.5098,14,14
2008,"UNIVERSITY OF IOWA, THE",2928977.2796,36,38
2008,UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION,2222332.375,5,5
2008,UNIVERSITY OF L,794372.0801,7,8
2008,UNIVERSITY OF MAINE,3220561,3,3
2008,UNIVERSITY OF MARYLAND,69375,10,10
2008,UNIVERSITY OF MIAMI,414958.4415,15,15
2008,UNIVERSITY OF MICHIGAN,3439193.4531,22,22
2008,UNIVERSITY OF MINNESOTA,56684,8,8
2008,UNIVERSITY OF NEBRASKA,979992,10,10
2008,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,2073762.6199,18,18
2008,UNIVERSITY OF PENNSYLVANIA,9908,2,2
2008,UNIVERSITY OF TENNESSEE,565593,6,6
2008,UNIVERSITY OF TEXAS,25071419.4705,101,112
2008,UNIVERSITY OF UTAH HEALTH SCIE,190904.2998,8,8
2008,UNIVERSITY OF WISCONSIN SYSTEM,2342307,12,12
2008,UNOVA INDUSTRI,35715,4,4
2008,UNTEC OF AMERICA,27271.2002,2,2
2008,UPS,359221.8003,89,81
2008,URS,1234655851.2628,1262,1354
2008,US FOODS,19369268.8244,140,147
2008,US INVESTIGATIONS SERVICES,0,3,3
2008,US MARINE,-119370,1,1
2008,UTAH STATE UNIVERSITY,1222776,18,18
2008,VAISALA HOLDING,2121749.3637,63,63
2008,VALERO ENERGY,73781,3,3
2008,VAN DYNE CROTTY,33407,4,4
2008,VANGENT [General Dynamics],51132563.6529,52,54
2008,VARIAN ASSOCIATES,934390.65,25,25
2008,VARIAN MEDICAL SYSTEMS,514449.8291,17,17
2008,VECNA TECHNOLOGIES,544495,4,5
2008,VELCON FILTERS,85720.6591,17,19
2008,VERDIAN,8e5,3,3
2008,VERITAS CAPITAL FUND,1178231,5,7
2008,VERIZON,41686531.359,1168,1177
2008,VERSAR,33196777.0022,152,187
2008,VERTIGO,11338601,18,22
2008,VETERANS ENTERPRISE TECHNOLOGY SOLUTIONS,256231.8398,3,3
2008,VF,12602.1602,2,2
2008,VIASAT,7974123.7969,56,63
2008,VIDEO LAB,8001.5,1,1
2008,VION,43e4,1,1
2008,VIRGINIA COMMONWEALTH UNIV,74992,1,1
2008,VIRGINIA ELECTRIC & POWER,46650034.54,100,100
2008,VISION RESEARCH,1579835.1071,26,26
2008,VISUAL NUMERIC,44523,2,2
2008,VMWARE,44588.96,2,2
2008,VOGEL HOLDING I,7740,1,1
2008,VOITH HOLDINGS,2030531.5234,12,14
2008,VSE,775170176.1557,473,485
2008,VT GRIFFIN SERVICES,100946830.9722,204,208
2008,WA state government,15261.3701,2,2
2008,WALBRIDGE,149077016.25,51,53
2008,WALKER RESOURC,-1677,1,1
2008,WALSH GROUP,381714513.8486,58,64
2008,WALTON CONSTRUCTION,296605322.8789,48,50
2008,WAMAR INTERNATIONAL,867167,2,2
2008,WAREONEARTH COMMUNICATIONS,10488947.3606,32,33
2008,WARTSILA HOLDING,370.54,2,2
2008,WASHINGTON GAS LIGHT COMPANY,1512219,5,5
2008,WASHINGTON GROUP/ALBERICI,92309808,34,34
2008,Washington Metropolitan Authority,2e4,1,1
2008,Washington TRU Solutions [Joint Venture - URS/Weston],14188157.912,45,54
2008,WASTE CONNECTIONS,169740.4602,31,23
2008,WASTE INDUSTRIES,935175.4357,16,16
2008,WASTE MANAGEMENT,2976889.6946,197,199
2008,WEBCO,3533488.2491,55,58
2008,WEED INSTRUMENT CO,11400,1,1
2008,WEEKS MARINE,135794325.9317,103,107
2008,WEFA,0,6,6
2008,WEST COAST CONTRACTORS OF NEVA,10486774,4,4
2008,WEST PUBLISHING,711074.1296,101,101
2008,West Valley Environmental Services [URS/Jacobs/Parallax/ECC],168056126.3661,139,139
2008,WESTAR AEROSPACE & DEFENSE GRO,5452177,9,9
2008,WESTAT,638545.3594,7,9
2008,WESTERN ATLAS,75967783,162,184
2008,WESTERN OILFIELDS SUPPLY,1057257.7793,9,9
2008,WESTERN STATES FIRE PROTECTION,59518,3,3
2008,WESTINGHOUSE,10341500,3,3
2008,WG YATES & SONS CONSTRUCTIO,7363949.3701,48,49
2008,WHITT CORPAKER,451100,2,2
2008,WILBUR SMITH ASSOCIATES,96156.6294,10,12
2008,WILLIAMS SCOTSMAN,1708556.8465,154,155
2008,WIND RIVER SYSTEMS,170130.4004,15,16
2008,WIRE ONE TECHNOLOGIES,137791.7871,6,6
2008,Wireless Facilities,19560383.9261,102,105
2008,WOODLAWN MANUFACTURING,3244759.75,8,8
2008,WOODSIDE HOMES,1651580.5303,12,12
2008,WOODWARD GOVERNOR,27474702.6499,28,36
2008,WORK SERVICES,11001.1201,1,1
2008,WORLD TECHNICA,1638442.2107,11,13
2008,WORLD WIDE TECHNOLOGY,120038006.5415,1144,1144
2008,WORLDWIDE LANGUAGE RESOURCES,14875,1,1
2008,WX111 OXFORD DTC REAL ESTATE,145701,11,11
2008,WYETH,911623.2629,30,30
2008,WYLE LABORATORIES,3599368.5312,33,34
2008,XCEL ENERGY,6888526.7399,99,77
2008,XEROX,36423066.5921,1394,1406
2008,XINETICS BUSINESS TRUST,0,1,1
2008,XTRAORATI,114707.24,9,9
2008,YEAGER HOLDING,5542050,31,31
2008,YORK INTERNATIONAL,5949018.2696,81,86
2008,Yuksel Holding AS,-2306649,9,14
2008,ZAF Group,52384824,17,17
2008,ZAPATA ENGINEERING PA,5624574.6778,43,53
2008,ZERONE,336752.7188,7,7
2008,ZIMMERMAN ASSOCIATES,897810.0176,8,8
2008,ZKD [VERITAS],-6366.8901,1,1
2009,3M,2523242.5072,77,78
2009,AAR,21362530.7325,134,136
2009,AASKI,2339542.1758,13,14
2009,ABACUS TECHNOLOGY,314905.7403,7,7
2009,ABB,-152389.9844,2,2
2009,ABECO CONTRACTING,1990786.9338,21,22
2009,ABM,111142233.0496,437,491
2009,ABS GROUP OF COMPANIES,13550.8301,2,2
2009,ABT ASSOCIATES,7020222,12,12
2009,ACCENTURE,110153756.9082,33,35
2009,ACCURATE AUTOMATION,1214651.6407,6,6
2009,ACE CLEANING S,5699263.9221,22,26
2009,ACEPEX MANAGEMENT,1561881.8984,8,8
2009,ACQUISITION HOLDINGS,45234,3,3
2009,ACTIONET,7722497.6563,7,7
2009,ACULIGHT,144012.73,6,6
2009,ADAMS COMMUNICATION & ENGINEERING TECHNOLOGY,25e3,1,2
2009,ADM INTERNATIONAL,4918726.937,120,124
2009,ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND,185114.9,4,4
2009,ADT SECURITY SERVICES,3008082.6265,195,200
2009,ADVANCE PRESORT SERVICES,7e4,2,2
2009,ADVANCED MICROMACHINES,0,1,1
2009,ADVANTOR HOLDING COMPANY,13122013.3191,193,193
2009,AECOM TECHNOLOGY,264614744.2464,119,132
2009,AEGIS DEFENCE SERVICES,992999,2,2
2009,AEGIS GROUP PLC,6191325.961,16,16
2009,AEPCO,18750.9004,1,1
2009,AEROFLEX,450350,4,4
2009,AEROQUIP VICKERS,139859.2581,5,5
2009,AEROVIRONMENT,91421265.9827,54,57
2009,AES,155824.8593,8,8
2009,AFFILIATED COMPUTER SERVICES [XEROX],66489.6399,4,4
2009,AFOGNAK NATIVE,209159.2329,2,5
2009,AGILENT TECHNOLOGIES,7450127.3579,335,337
2009,AGILITY DEFENSE & GOVERNMENT SERVICES,102024297.7652,85,111
2009,AHTNA,3952389.2657,16,22
2009,AIRCRAFT CHARTER SOLUTIONS,290621.1512,35,46
2009,AIRPORT EQUIPMENT RENTALS,545794.1196,16,16
2009,AKAL SECURITY,9913712.7235,32,37
2009,ALCATEL LUCENT,6638529.6094,22,22
2009,ALCO STANDARD,13800,3,3
2009,ALCOA,8314003.7587,25,25
2009,ALIANT COMMUNICATIONS,2609674.7735,216,218
2009,ALION SCIENCE & TECHNOLOGY,49734977.7876,182,204
2009,ALL CITIES CONSTR & FENCE,41587039.0041,298,305
2009,ALL POINTS LOGISTICS,0,0,1
2009,ALLEN VANGUARD,7996595.1665,42,44
2009,Alliance Contracting,66556,2,2
2009,ALLIED MANAGEMENT,-487.65,1,1
2009,ALLIED TECHNOLOGY GROUP,1833469.0343,19,21
2009,ALLIED WASTE SYSTEMS,221460.8823,10,10
2009,ALLTEL,27957.94,3,3
2009,ALPHATRAC,1068627,3,3
2009,ALPHAVAX,1e5,1,1
2009,"ALTUS CAPITAL PARTNERS [GICHNER SYSTEMS GROUP, INC ]",31257270.4095,147,159
2009,ALUMINUM SPECIALTIES,5300,1,1
2009,ALVAREZ & ASSOCIATES LLC,18945.9102,2,2
2009,AM GENERAL,2654667939.6978,369,387
2009,AMEC PLC,-1456544.8825,44,49
2009,AMERESCO,-3574139.7743,24,26
2009,AMERICAN APPAREL,1589520,1,1
2009,AMERICAN BUREAU OF SHIPPING,48194.03,5,5
2009,AMERICAN CHEMICAL SOCIETY,313424.3505,14,14
2009,AMERICAN ECOLOGY,15389981.0737,32,37
2009,AMERICAN HOSPITAL SERVICE GROUP,17596577.0293,241,241
2009,AMERICAN INDUSTRIAL PARTNERS,70804.9902,4,4
2009,AMERICAN INSTITUTE FOR RESEARCH,-5.33,1,1
2009,AMERICAN INTERNATIONAL CONTRACTORS,19926e3,2,2
2009,AMERICAN IRAQI SOLUTIONS GROUP,12986654.0234,10,10
2009,AMERICAN MEDICA,920294.9844,13,17
2009,AMERICAN MFG,462472,4,4
2009,AMERICAN ORDINANCE LLC A JOINT,30465618.6298,194,194
2009,AMERICAN PRESIDENT LINES,0,0,3
2009,American Red Cross,162446.3597,43,43
2009,American Science & Engineering,30172298.6279,32,35
2009,AMERICAN STANDARD,3987675.9502,91,95
2009,AMERICAN SYSTEMS,-26757.2148,13,18
2009,AMERICAN WATER WORKS COMPANY,24594.9903,3,3
2009,AMERICORP,2776845.125,2,4
2009,AMERIDATA TECHNOLOGIES,14147997.0986,189,189
2009,AMERIQUAL GROUP,59e3,3,3
2009,AMETEK,1675905.2072,40,40
2009,AMSTAR,-40,1,1
2009,AMTEC,207272091.0942,67,67
2009,ANAMI COMMUNICATIONS,322079.5313,58,5
2009,ANCORE [OSI],197419.2813,4,4
2009,ANDERSON COLUM,-249547.9063,2,2
2009,ANDERSON TULLY,-4629.7002,1,1
2009,ANDREW,13621,6,6
2009,ANHAM,7727853.1219,15,17
2009,ANIXTER,3561266.0967,96,97
2009,ANTEON [GENERAL DYNAMICS],86476,10,10
2009,AP Moller MAERSK,6151862.3594,3,3
2009,APEX,253234.0312,6,6
2009,API TECHNOLOGIES,44570.5391,14,15
2009,APOGEE ENTERPRISES,179270,3,3
2009,APPLANIXCORP,927723.0239,17,17
2009,APPLE COMPUTER,1095488.3435,42,42
2009,APPLIED INDUSTRIAL TECHNOLOGIES,1364282.3092,73,78
2009,APPLIED MICROSYSTEMS,19775.5703,2,2
2009,APPLIED RESEARCH ASSOCIATES,19570043.7596,102,103
2009,APPLIED SIGNAL TECHNOLOGY,3138697.25,8,8
2009,APPTIS,159327777.2472,1488,1495
2009,AQUASIS SERVIC,1476816.3594,3,3
2009,ARAMARK,948884.5403,76,80
2009,ARCADIS,27748209.5488,63,72
2009,ARCH COMMUNICATIONS,-7188.6199,2,2
2009,ARCH WIRELESS,140315.1656,7,7
2009,ARCHER WESTERN/ALBERICI JOINT VENTURE,31762969,4,4
2009,ARCTIC SLOPE REGIONAL,6932259.5195,3,3
2009,ARETE ASSOCIATES,8287459.6797,26,26
2009,ARINC [Carlyle Group],462678418.664,786,792
2009,"ARLINGTON CAPITAL PARTNERS [TSI GROUP, INC ]",0,2,4
2009,ARMATEC SURVIVABILITY,808026.3073,11,11
2009,ARROW ELECTRIC,511206.8203,16,16
2009,ARTEL,31967.8704,7,7
2009,ARTIC SLOPE REGIONAL,100598911.4629,325,334
2009,ASAP SOFTWARE EXPRESS,341203.443,15,15
2009,ASCOM HOLDING,244066.4474,28,28
2009,ASHBRITT,0,2,3
2009,ASIAN EUROPEAN ELECTRONIC APPLIANCES,32483.96,4,4
2009,ASK ASSOICAT,696874.0144,6,6
2009,ASM RESEARCH,28660040.7954,85,92
2009,ASSOCIATION OF AM RAILROADS,4580,1,1
2009,ASSURANCE TECHNOLOGY TRUST,-204272.7621,6,7
2009,ASTARIS,0,1,1
2009,ASTRONAUTICS OF AMERICA,1492822.6172,9,11
2009,ASTRONICS,322818.9744,10,12
2009,AT&T,123559048.3844,1641,1635
2009,ATK,1482271877.0807,532,569
2009,ATKINS PLC,4598,2,2
2009,ATLANTIC DIVING SUPPLY,389725725.9476,582,600
2009,ATLANTIC MANAGEMENT CENTER,13701,1,1
2009,ATLANTIS,23592.1504,1,1
2009,ATLAS COPCO NORTH AMERICA,552426.2705,36,36
2009,ATMOS ENERGY,512862.2813,2,2
2009,AURORA FLIGHT SCIENCES,5319175.0586,8,8
2009,AUTODESK,30735,3,3
2009,AUTOMATED COATINGS,122660,3,3
2009,AVAYA,30697769.4278,86,86
2009,AVIALL,152064,7,7
2009,AVID TECHNOLOGY,880025,14,14
2009,AVISTA,29105.1901,7,7
2009,AVNET,584279.14,11,11
2009,AVOCENT HUNTSVILLE,351873.0151,19,19
2009,AVTRON MANUFACTURING,30342.83,20,20
2009,B & H PHOTO VIDEO,4050598.6085,297,297
2009,B & K RENTALS AN,113544.5,6,6
2009,B BRAUN OF AME,26619.7896,3,3
2009,BAE SYSTEMS,3774914967.155,2904,3054
2009,BAKER COMMODITIES,248.4,2,4
2009,BALFOUR BEATTY,370390036.2912,37,53
2009,BALFOUR WALTON A JOINT VENTURE,323692080,3,3
2009,BALL CORP,1387771,5,6
2009,BALLARD ASSO,953925.2832,5,6
2009,BARTON MALOW ENTERPRISES,160905,9,9
2009,BASIC MARINE,16815255,10,10
2009,BATTELLE,218813520.1274,1278,1318
2009,BAXTER INTERNATIONAL,42488.6801,19,19
2009,BAYER,12943.1602,2,2
2009,BBA AVIATION PLC,1116120.1563,2,2
2009,BBDO WORLDWIDE,808950.1484,2,2
2009,BC Partners,0,0,1
2009,BCP INTERNATIONAL,13075116.9596,73,85
2009,BEACON AUTO PARTS,0,0,1
2009,BEARINGPOINT [NORTH AMERICAN PUBLIC SERVICES],32011318.9017,69,78
2009,BECHTEL,463160488.9189,88,99
2009,"BEHRMAN CAPITAL [PELICAN PRODUCTS, INC ]",2693971.7913,106,106
2009,BELL COUNTY WA,427000.6875,1,1
2009,BELLSOUTH,4926822.0945,76,76
2009,BERGER GROUP,7071025.4343,67,82
2009,BERGER/CUMMINS [Joint Venture - Louis Berger/Cummins],40855020.4531,8,8
2009,BERING STRAIT,-8368.4201,2,2
2009,BERKSHIRE HATHAWAY,31864822.8891,32,39
2009,BFM AEROSPACE,19065,8,8
2009,BITWISE DESIGNS,346947.9308,29,29
2009,BL HARBERT INTERNATIONAL,205486158.0168,93,103
2009,BLACK & VEATCH HOLDING,33398409.2381,130,171
2009,BLACK BOX,6732844.9816,111,114
2009,BLACKWATER WORLDWIDE,110307715.1406,34,40
2009,BLUE HACKLE MIDDLE EAST WLL,10574717,4,4
2009,BLUE RIDGE NETWORKS,72672.5508,6,6
2009,BLUE TEE,6186229.9404,5,5
2009,BMC SOFTWARE,4805965.3251,102,105
2009,BMT GROUP,-9005.4004,1,1
2009,BOB CROWE,4095871.3417,69,74
2009,BOEING,7940171880.9775,1360,1249
2009,BONNEVILLE INTERNATIONAL,18e3,1,1
2009,BOOZ ALLEN HAMILTON,765010041.283,1125,1186
2009,BP GLOBAL,1182321.0794,13,13
2009,BRANCH GROUP1049 PG BLVD,38971.6304,13,13
2009,BRISTOL BAY NATIVE,33882200.4695,117,123
2009,BRIX,5674277.491,18,19
2009,BROOKS RANGE CONTRACT SERVICES,10238154.4839,10,11
2009,BROWNING FERRIS,6514.1201,5,5
2009,BRTRC,9138882.922,43,48
2009,BRUTON STREET,3413951,8,8
2009,BURLINGTON ENV,319.6699,3,3
2009,BURLINGTON INDUSTRIES,204041.5102,3,3
2009,BURNS & MCDONNELL,91875294.323,212,243
2009,BUSINESS PLUS,-33587.7109,1,1
2009,BUTLER MANUFACTURING,1753126,7,7
2009,C & D,1650609.3751,11,11
2009,C & D TECHNOLOGIES,1415700,1,1
2009,C3I SYSTEMS GROUP,403302.1609,25,25
2009,CA state government,4868.7405,4,4
2009,CACI,1035582628.9398,1461,1468
2009,CADDELL CONSTRUCTION CO,94060771.5924,108,122
2009,CAE,33501409.2355,36,39
2009,CAJUN INDUSTRIES,5570248.6624,44,45
2009,CALIBRE SYSTEMS,97506067.5177,225,248
2009,CALIFORNIA INSTITUTE OF TECHNOLOGY,0,1,1
2009,"CAMBER COPORATION/DYNETICS, INC. (JV)",100833659.1675,440,444
2009,CAMECA USA,23600,1,1
2009,CAMP DRESSER & MCKEE,14044116.2199,63,77
2009,CANADIAN COMMERCIAL CORPORATION,329066480.1264,460,510
2009,CANGENE,4e5,2,2
2009,CANON,8112264.1292,263,272
2009,CAPE ENVIRONME,35145496.2136,101,109
2009,CapRock Communications,3936504.0573,10,11
2009,CARAHSOFT TECHNOLOGY,60142369.396,352,356
2009,CARDINAL HEALTH,10232547.7895,169,172
2009,CARGOTEC,243530583.9428,83,90
2009,CARLISLE,10638,5,5
2009,CARLYLE GROUP,2027477.0484,4,4
2009,CARMEL MARINA,799395.6019,10,10
2009,CARNEGIE MELLON UNIVERSITY,8572930.34,21,22
2009,CAROTHERS CONSTRUCTION,142513513.6299,62,64
2009,CARRIER,154850.8598,21,23
2009,CARSON ALEXIOU,2369552,16,16
2009,CASELLA WASTE MANAGEMENT,46575.3092,7,7
2009,CASEPRO,296767,19,25
2009,CATAPULT TECHNOLOGY,2435133.3515,12,12
2009,CATERPILLAR,265003900.508,741,466
2009,CATERPILLAR MITSUBISHI JV,174817,7,7
2009,CB & I,35872998,9,10
2009,CB RICHARD ELLIS,10650,2,2
2009,CCI,-17426.6895,2,3
2009,CDM FEDERAL PROGRAMS,74983,2,2
2009,CDW,175652306.9222,2315,2316
2009,CELLULIFE,8166,1,1
2009,CENTECH GROUP,1259585.1406,8,8
2009,CENTENNIAL CONTRACTORS ENT,72196845.8629,514,525
2009,CENTERRA GROUP,65809175.0703,115,117
2009,CENTRAL ASIA DEVELOPMENT GROUP,11885738.5,22,23
2009,CENTRAL TEXAS,16457385.456,177,208
2009,CENTURION GROUP,3361674.036,14,18
2009,CENTURYTEL,237736.9024,33,33
2009,CERADYNE,107896098.4667,36,43
2009,CERES ENVIRONMENTAL,-16382670.8108,39,45
2009,CF BEAN,-835.57,1,1
2009,CGI GROUP,983636.4142,6,6
2009,CH2M HILL,305006883.6232,554,623
2009,CHALMETTE LEVEE CONSTRUCTORS JV,42974456,3,3
2009,CHARLES BESELER,393.92,3,3
2009,CHARLES RIVER LABORATORIES,1949876.9681,16,16
2009,CHARLES STARK DRAPER LABORATORY,18007941.5234,38,38
2009,CHELTON AVIONICS,6328447.6001,9,9
2009,CHEMONICS INTERNATIONAL,263533.4102,10,12
2009,CHEMRING GROUP PLC,115908582.5655,67,74
2009,CHENEGA,103276343.7392,204,210
2009,CHEROKEE NATION BUSINESSES,-181448.2969,1,1
2009,CHEVRON,6861036.4814,17,24
2009,CHOCTAW MANAGEMENT,14907246.0444,47,53
2009,CHOICEPOINT,18e4,4,4
2009,CHRISTUS HEALTH,7648,1,1
2009,CHUGACH ALASKA,215208287.5137,363,384
2009,"CIRCOR INTERNATIONAL, INC [AEROSPACE]",11929387.1446,26,26
2009,CISCO SYSTEMS,38710.6191,3,3
2009,CITIZENS COMMUNICATIONS,3720,2,2
2009,CITRIX SYSTEMS,1399122.8775,77,80
2009,CLARCOR,43086,1,1
2009,CLARK,142423764.1047,96,104
2009,CLARK / HUNT JV,267787600.7402,39,39
2009,CLARK CADDELL JV,30411209,14,19
2009,Clark Construction & Balfour Beatty,547799680,12,12
2009,Classified Domestic Contractor,66278526.1281,2393,47
2009,CLEAN HARBORS,41622.1301,10,10
2009,CLEAN VENTURE,39018.4102,3,3
2009,CLEARBROOK,111774.4766,1,1
2009,CMP DEVELOPMENT,2530,1,1
2009,COBHAM PLC,492456.6797,11,11
2009,COLLAZO ENTERPRISES,19744448.8458,91,95
2009,COLONNA SHIPYARD,6972838.9962,12,12
2009,COLT DEFENSE,129957475.7813,80,91
2009,COLT INDUSTRIES,1178532.5,3,4
2009,COLTEC INDUSTRIES,20789.1797,1,1
2009,COMBAT SUPPORT ASSOCIATES,579957228,21,21
2009,COMCAST CABLE COMMUNICATIONS,736781.4089,73,75
2009,COMCEL S.A.,-101284.0773,50,51
2009,CommScope,0,1,1
2009,COMPASS GROUP,-264.68,2,2
2009,COMPUNETICS I,54300,3,3
2009,COMPUTER ASSOCIATES,18235690.1069,80,82
2009,COMPUTER EQUITY,-1958.98,1,1
2009,COMPUTER SCIENCES,1352662400.574,1554,1593
2009,COMPUTER TEMPORARIES,3204563.3447,57,59
2009,COMPUWARE,69868.1602,5,5
2009,COMTECH,495527403.7164,158,165
2009,COMTEQ FEDERAL,22180980.2229,229,229
2009,CONCORD PERSONNEL SERVICES,919847.5904,25,25
2009,CONCURRENT COMPUTER,75158.3809,6,6
2009,CONCURRENT TECHNOLOGIES CORPORATION,37008295.3512,161,169
2009,CONFEDERATED SALISH & KOOTENAI,1484885.268,8,10
2009,CONSOLIDATED ENGINEERING SERVI,5995,1,1
2009,CONSOLIDATED RIGGING & MARINE,1650275.9219,3,3
2009,CONSTRUCTION COST SERVICES,799620.0918,23,26
2009,CONSTRUCTION PARTNERS,-114368,5,5
2009,CONTINENTAL WASTE,9526.3203,1,1
2009,CONTRACK INTERNATIONAL,189886051.816,66,70
2009,CONTRACT MANAGEMENT,3779897.0235,25,27
2009,COOLEY DENNIS,34716,2,2
2009,COPPER RIVER INFORMATION TECHNOLOGY,1910528.8389,33,34
2009,CORNING,208464.28,11,11
2009,CORPORATE EXPRESS,104992.1875,3,5
2009,CORRPRO COMPANIES,38520,4,4
2009,Cort Business Services,231144.48,22,22
2009,CORT FURNITURE,436340.9399,10,10
2009,COUNTERTRADE PRODUCTS,588175.1806,28,28
2009,COX COMMUNICATIONS,702773.6837,13,13
2009,CPI HOLDING COMPANY,598232,10,10
2009,CR ASSOCIATES,26983728.3779,9,9
2009,CREDENCE,12250,1,1
2009,CRITICAL SOLUTIONS INTERNATIONAL,383122672.033,36,38
2009,CSC GOVERNMENT SOLUTIONS,342505940.5915,310,333
2009,CSRA,71105267.8125,12,12
2009,CSX,22145,1,1
2009,CTA,19303935.3428,24,26
2009,CUBIC,319972093.9179,430,468
2009,CURTISS WRIGHT,7363003.4439,18,18
2009,CW GROUP,125455.0383,14,14
2009,DAIMLER,547137762.8782,81,97
2009,DALE CARNEGIE TRAINING,148108.2207,6,6
2009,DAMES & MOORE,7125.8599,3,3
2009,DANAHER,36714014.1224,60,62
2009,DANKA HOLDING COMPANY,114042.6211,17,17
2009,DASSAULT SYSTÃˆMES,904278.2168,14,16
2009,DATALINE,996723.3007,9,9
2009,DATASCOPE,0,1,1
2009,DAVES LAWN CARE,4964,1,1
2009,DAY & ZIMMERMANN,50280336.4234,263,266
2009,DAYTON POWER & LIGHT,9500,5,5
2009,DDL OMNI ENGINEERING,0,1,1
2009,DEFENSE SUPPORT SERVICES,15194706.5705,44,49
2009,DELCO ELECTRONICS,0,1,1
