"Fiscal_Year","Contracting_Agency_ID","ProductOrServiceCode","PlatformPortfolio","ProjectID","majorprogramcode...6","Vehicle","CompetitionClassification","ClassifyNumberOfOffers","informationtechnologycommercialitemcategory","commercialitemacquisitionprocedures","commercialitemtestprogram","PricingUCA","VendorSize","fundedbyforeignentity","PlaceISOalpha3","pop_state_code","placeofperformancezipcode","VendorISOalpha3","VendorStateCode","OriginISOalpha3","PlaceOfManufacture","IsSiliconValley","majorprogramcode...24","IsZipTraditionalSiliconValley","EntityText","EntityID","Action_Obligation_Then_Year","NumberOfActions","ContractingAgencyName","PricingUCA.sum","Action_Obligation_OMB23_GDP21","dFYear","ContractingAgencyName.1","ContractingAgencyName.2","Customer","SubCustomer","SubCustomer.sum","SubCustomer.platform","Competition.detail","Competition.sum","Competition.Graph","Competition.effective.only","Competition.multisum","No.Competition.sum","No.Competition.Offer","CompOffr","Vehicle.sum","Vehicle.sum7","Vehicle.AwardTask","informationtechnologycommercialitemcategoryText","Commercial","ITcategory","ProductOrServiceCodeText","SimpleArea","ProductOrServiceArea","ProductServiceOrRnDarea","CrisisProductOrServiceArea","ProjectName","IsUnknown","SubCustomer.JPO","Shiny.VendorSize","PlaceOfManufactureText","PlaceOfManufacture_Sum","PlaceIsForeign","VendorIsForeign"
2013,"9763","1265","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","","D","0","Other CB","Large: Big 6","","USA","FL","337771230","USA","FL",,"",0,"",,"RAYTHEON",668856,-30594.88,1,"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","Other CB",-34854.3919909085,2013-01-01,"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","Defense","Other DoD","Other DoD","Other DoD","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","Unlabeled","Unlabeled","Unlabeled","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Other DoD","Big Five",,,0,0
2014,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large: Big 6","","USA","FL","337771444","USA","FL","USA","D",0,"",,"RAYTHEON",668856,0,1,"DEPT OF THE NAVY","FFP",0,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2014,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","5-9 Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Incentive","Large: Big 6","","USA","FL","337774444","USA","FL","USA","D",0,"",,"RAYTHEON",668856,1809027,7,"DEPT OF THE NAVY","Incentive",2028483.88648536,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2014,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","","USA","FL","337104628","USA","FL","USA","D",0,"",,"RAYTHEON",668856,49766517,19,"DEPT OF THE NAVY","Other CB",55803798.2965428,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2014,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","","USA","VA","220333865","USA","VA","USA","D",0,"",,"GENERAL DYNAMICS",649342,2273272,5,"DEPT OF THE NAVY","Other CB",2549047.42803637,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2014,"1700","1265","Electronics, Comms, & Sensors",1843,"","SINGLE AWARD IDC","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Small","","USA","PA","175438902","USA","PA","USA","D",,"",,"121724546",246240,9197299,9,"DEPT OF THE NAVY","FFP",10313042.7686751,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Single-Awd.","Single-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Small","MFG IN U.S.","Manufactured in U.S.",0,0
2014,"1700","3590","Electronics, Comms, & Sensors",1843,"","BOA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D",,"Other CB","Large: Big 6","","USA","FL","337771444","USA","FL","USA","D",0,"",,"RAYTHEON",668856,848005,3,"DEPT OF THE NAVY","Other CB",950878.277747662,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Other IDV","BOA or BPA","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2014,"1700","3590","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large: Big 6","","USA","FL","337771230","USA","FL","USA","D",0,"",,"RAYTHEON",668856,49273007.45,12,"DEPT OF THE NAVY","FFP",55250420.0606173,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2014,"1700","AD24","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","","USA","VA","220333865","USA","VA","USA","C",0,"",,"GENERAL DYNAMICS",649342,1422408,4,"DEPT OF THE NAVY","Other CB",1594963.31895979,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","R&D","R&D","Advanced Component Development & Prototypes (6.4)","R&D","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2014,"1700","AD24","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","UCA","Large: Big 6","","USA","VA","220333865","USA","VA","USA","C",0,"",,"GENERAL DYNAMICS",649342,631922,2,"DEPT OF THE NAVY","UCA",708581.792596575,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","R&D","R&D","Advanced Component Development & Prototypes (6.4)","R&D","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2014,"1700","AD24","Electronics, Comms, & Sensors",1843,"MIPS","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","","USA","VA","220333865","USA","VA","USA","C",0,"MIPS",,"GENERAL DYNAMICS",649342,-1e+06,1,"DEPT OF THE NAVY","Other CB",-1121312.11224894,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","R&D","R&D","Advanced Component Development & Prototypes (6.4)","R&D","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2014,"1700","AD24","Electronics, Comms, & Sensors",1843,"MIPS","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","UCA","Large: Big 6","","USA","VA","220333865","USA","VA","USA","C",0,"MIPS",,"GENERAL DYNAMICS",649342,719699,2,"DEPT OF THE NAVY","UCA",807007.20587345,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","R&D","R&D","Advanced Component Development & Prototypes (6.4)","R&D","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2014,"1700","R425","Electronics, Comms, & Sensors",1843,"","MULTIPLE AWARD IDC","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Small","","USA","CA","930434307","USA","VA","USA","C",,"",,"969868082",674028,225508,4,"DEPT OF THE NAVY","FFP",252864.851809034,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","ENGINEERING AND TECHNICAL SERVICES","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2014,"1700","R425","Electronics, Comms, & Sensors",1843,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","5-9 Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Small","X","USA","CA","930434307","USA","CA","USA","C",,"",,"141934278",321322,1952989.0625,14,"DEPT OF THE NAVY","Other CB",2189910.29087095,2014-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","ENGINEERING AND TECHNICAL SERVICES","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2014,"9763","1265","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large","X","USA","FL","337011785","USA","VA","USA","D",,"",,"SAIC",669996,0,1,"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","FFP",0,2014-01-01,"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","Defense","Other DoD","Other DoD","Other DoD","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Other DoD","Large","MFG IN U.S.","Manufactured in U.S.",0,0
2014,"9763","1265","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","","D","0","Other CB","Large: Big 6","","USA","FL","337771444","USA","FL",,"",0,"",,"RAYTHEON",668856,-1220.19,1,"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","Other CB",-1368.21382624503,2014-01-01,"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","Defense","Other DoD","Other DoD","Other DoD","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","Unlabeled","Unlabeled","Unlabeled","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Other DoD","Big Five",,,0,0
2015,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","5-9 Offers","Z","D","0","Incentive","Large: Big 6","","USA","FL","337774444","USA","FL","USA","D",0,"",,"RAYTHEON",668856,0,1,"DEPT OF THE NAVY","Incentive",0,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","5-9 Offers","Z","D","0","Incentive","Large: Big 6","X","USA","FL","337774444","USA","FL","USA","D",0,"",,"RAYTHEON",668856,2227026,4,"DEPT OF THE NAVY","Incentive",2483932.65671634,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","5-9 Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Incentive","Large: Big 6","X","USA","FL","337774444","USA","FL","USA","D",0,"",,"RAYTHEON",668856,1498000,1,"DEPT OF THE NAVY","Incentive",1670807.21992517,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z","D","0","Other CB","Large: Big 6","X","USA","VA","220333865","USA","VA","USA","D",0,"",,"GENERAL DYNAMICS",649342,0,1,"DEPT OF THE NAVY","Other CB",0,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","","USA","FL","337104628","USA","FL","USA","D",0,"",,"RAYTHEON",668856,7638568,2,"DEPT OF THE NAVY","Other CB",8519742.69979265,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","A","USA","FL","337104628","USA","FL","USA","D",0,"",,"RAYTHEON",668856,19332347,4,"DEPT OF THE NAVY","Other CB",21562499.9637508,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","X","USA","FL","337104628","USA","FL","USA","D",0,"",,"RAYTHEON",668856,17518545,15,"DEPT OF THE NAVY","Other CB",19539460.2594019,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","1265","Electronics, Comms, & Sensors",1843,"","SINGLE AWARD IDC","Competition with single offer","One Offer","Z","D","0","FFP","Small","A","USA","PA","175438902","USA","PA","USA","D",,"",,"121724546",246240,221623,1,"DEPT OF THE NAVY","FFP",247189.124500318,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Single-Awd.","Single-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Small","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","1265","Electronics, Comms, & Sensors",1843,"","SINGLE AWARD IDC","Competition with single offer","One Offer","Z","D","0","FFP","Small","X","USA","PA","175438902","USA","PA","USA","D",,"",,"121724546",246240,13821544,9,"DEPT OF THE NAVY","FFP",15415978.3082199,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Single-Awd.","Single-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Small","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","1265","Electronics, Comms, & Sensors",1843,"","SINGLE AWARD IDC","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Small","A","USA","PA","175438902","USA","PA","USA","D",,"",,"121724546",246240,2504256,1,"DEPT OF THE NAVY","FFP",2793143.52826498,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Single-Awd.","Single-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Small","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","1265","Electronics, Comms, & Sensors",1843,"","SINGLE AWARD IDC","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Small","X","USA","PA","175438902","USA","PA","USA","D",,"",,"121724546",246240,303552,4,"DEPT OF THE NAVY","FFP",338569.341270178,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Single-Awd.","Single-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Small","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","3590","Electronics, Comms, & Sensors",1843,"","BOA","No Competition (Only One Source Exception)","No competition","Z","D",,"Other CB","Large: Big 6","","USA","FL","337771444","USA","FL","USA","D",0,"",,"RAYTHEON",668856,0,1,"DEPT OF THE NAVY","Other CB",0,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Other IDV","BOA or BPA","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","3590","Electronics, Comms, & Sensors",1843,"","BOA","No Competition (Only One Source Exception)","No competition","Z","D",,"Other CB","Large: Big 6","X","USA","FL","337022455","USA","FL","USA","D",0,"",,"RAYTHEON",668856,313807,1,"DEPT OF THE NAVY","Other CB",350007.343967329,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Other IDV","BOA or BPA","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","3590","Electronics, Comms, & Sensors",1843,"","BOA","No Competition (Only One Source Exception)","No competition","Z","D",,"Other CB","Large: Big 6","X","USA","FL","337771444","USA","FL","USA","D",0,"",,"RAYTHEON",668856,386137,5,"DEPT OF THE NAVY","Other CB",430681.233297895,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Other IDV","BOA or BPA","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","3590","Electronics, Comms, & Sensors",1843,"","BOA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D",,"Other CB","Large: Big 6","X","USA","FL","337771444","USA","FL","USA","D",0,"",,"RAYTHEON",668856,402950,3,"DEPT OF THE NAVY","Other CB",449433.757856374,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Other IDV","BOA or BPA","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
