DoD_Office_Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Filter:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{Date Signed} (ID) Between 10/1/2019 and 9/30/2029 And {Contracting Department ID} (ID) = ""9700""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year,Contracting Agency ID,Contracting Agency Name,Contracting Department ID,Contracting Department Name,Contracting Office ID,Contracting Office Name,Contracting Office Region,Country Where Award Was Issued,Major Command Code,Major Command ID,Major Command Name,Organization Code,Organization ID,Parent Macom Code,Sub Command 1 Code,Sub Command 1 ID,Sub Command 1 Name,Sub Command 2 Code,Sub Command 2 ID,Sub Command 2 Name,Sub Command 3 Code,Sub Command 3 ID,Sub Command 3 Name,Sub Command 4 Code,Sub Command 4 ID,Sub Command 4 Name,Dollars Obligated,Number of Records
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4419,FA4419   97 CONF  CC,NO REGION IDENTIFIED,USA,AETC,ORG-2843,AETC,~9700~9700~AETC~~~~~,~ORG-1144~ORG-2252~ORG-2843~~~~~,JA35,,,,,,,,,,,,,"$22,867,858.53 ",548 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4427,FA4427  60 CONS LGC,NO REGION IDENTIFIED,USA,AMC,ORG-2844,AMC,~9700~9700~AMC~~~~~,~ORG-1144~ORG-2252~ORG-2844~~~~~,QA12,,,,,,,,,,,,,"$109,939,855.39 ",753 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4452,FA4452  763 ESS,NO REGION IDENTIFIED,USA,AMC,ORG-2844,AMC,~9700~9700~AMC~~~~~,~ORG-1144~ORG-2252~ORG-2844~~~~~,QA27,,,,,,,,,,,,,"$169,183,269.35 ",539 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4460,FA4460  19 CONS PKA,NO REGION IDENTIFIED,USA,AMC,ORG-2844,AMC,~9700~9700~AMC~~~~~,~ORG-1144~ORG-2252~ORG-2844~~~~~,,,,,,,,,,,,,,"$25,512,298.09 ",348 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4484,FA4484  87 CONS PK,NO REGION IDENTIFIED,USA,AMC,ORG-2844,AMC,~9700~9700~AMC~~~~~,~ORG-1144~ORG-2252~ORG-2844~~~~~,BASE-ACC,,,,,,,,,,,,,"$134,538,708.12 ",948 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4486,FA4486  765 ABS CONF,NO REGION IDENTIFIED,USA,USAFE,ORG-2837,USAFE,~9700~9700~USAFE~~~~~,~ORG-1144~ORG-2252~ORG-2837~~~~~,,,,,,,,,,,,,,"$7,718,471.79 ",88 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4497,FA4497  436 CONS LGC,NO REGION IDENTIFIED,USA,AMC,ORG-2844,AMC,~9700~9700~AMC~~~~~,~ORG-1144~ORG-2252~ORG-2844~~~~~,QA08,,,,,,,,,,,,,"$27,445,361.35 ",458 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4528,FA4528  5 CONS,NO REGION IDENTIFIED,USA,AFGSC,ORG-4383,AFGSC,~9700~9700~AFGSC~~~~~,~ORG-1144~ORG-2252~ORG-4383~~~~~,AC26,,,,,,,,,,,,,"$49,269,182.98 ",559 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4600,FA4600  55 CONS  PKP,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~5700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,AC31,,,,,,,,,,,,,$0.00 ,1 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4600,FA4600  55 CONS  PKP,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,AC31,,,,,,,,,,,,,"$482,705,232.66 ","1,224 "
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4608,FA4608  2 CONS LGC,NO REGION IDENTIFIED,USA,AFGSC,ORG-4383,AFGSC,~9700~9700~AFGSC~~~~~,~ORG-1144~ORG-2252~ORG-4383~~~~~,AC01,,,,,,,,,,,,,"$42,636,118.17 ",468 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4610,FA4610  30 CONS PK,NO REGION IDENTIFIED,USA,AFSPC,ORG-2834,AFSPC,~9700~9700~AFSPC~~~~~,~ORG-1144~ORG-2252~ORG-2834~~~~~,CA12,,,,,,,,,,,,,"$136,769,139.13 ",856 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4613,FA4613  90 CONS PK,NO REGION IDENTIFIED,USA,AFGSC,ORG-4383,AFGSC,~9700~9700~AFGSC~~~~~,~ORG-1144~ORG-2252~ORG-4383~~~~~,CA15,,,,,,,,,,,,,"$33,756,899.20 ",514 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4620,FA4620  92 CONS LGC,NO REGION IDENTIFIED,USA,AMC,ORG-2844,AMC,~9700~9700~AMC~~~~~,~ORG-1144~ORG-2252~ORG-2844~~~~~,QA26,,,,,,,,,,,,,"$46,634,128.62 ",521 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4621,FA4621  22 CONS PK,NO REGION IDENTIFIED,USA,AMC,ORG-2844,AMC,~9700~9700~AMC~~~~~,~ORG-1144~ORG-2252~ORG-2844~~~~~,QA25,,,,,,,,,,,,,"$36,399,921.81 ",419 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4625,FA4625  509 CONS CC,NO REGION IDENTIFIED,USA,AFGSC,ORG-4383,AFGSC,~9700~9700~AFGSC~~~~~,~ORG-1144~ORG-2252~ORG-4383~~~~~,AC39,,,,,,,,,,,,,"$37,039,893.26 ",699 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4626,FA4626  341 CONS  LGC,NO REGION IDENTIFIED,USA,AFGSC,ORG-4383,AFGSC,~9700~9700~AFGSC~~~~~,~ORG-1144~ORG-2252~ORG-4383~~~~~,CA16,,,,,,,,,,,,,"$69,057,506.55 ",401 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4654,FA4654 434 CONF LGC,NO REGION IDENTIFIED,USA,AFRC,ORG-2838,AFRC,~9700~9700~AFRC~~~~~,~ORG-1144~ORG-2252~ORG-2838~~~~~,MA28,,,,,,,,,,,,,"$10,337,079.32 ",70 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4659,FA4659  319 CONS PK,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,QA24,,,,,,,,,,,,,"$34,950,792.06 ",226 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4661,FA4661  7 CONS CD,NO REGION IDENTIFIED,USA,AFGSC,ORG-4383,AFGSC,~9700~9700~AFGSC~~~~~,~ORG-1144~ORG-2252~ORG-4383~~~~~,AC08,,,,,,,,,,,,,"$68,966,700.35 ",444 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4664,FA4664  452 MSG PK,NO REGION IDENTIFIED,USA,AFRC,ORG-2838,AFRC,~9700~9700~AFRC~~~~~,~ORG-1144~ORG-2252~ORG-2838~~~~~,MA25,,,,,,,,,,,,,"($3,599,761.34)",78 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4686,FA4686  9 CONS LGC,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,AC02,,,,,,,,,,,,,"$79,058,508.58 ",442 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4690,FA4690  28 CONS PKC,NO REGION IDENTIFIED,USA,AFGSC,ORG-4383,AFGSC,~9700~9700~AFGSC~~~~~,~ORG-1144~ORG-2252~ORG-4383~~~~~,AC10,,,,,,,,,,,,,"$26,475,119.01 ",448 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4800,FA4800  633 CONS PKP,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,BASE-ACC,,,,,,,,,,,,,"$196,843,941.77 ","1,281 "
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4801,FA4801  49 CONS PK,NO REGION IDENTIFIED,USA,AETC,ORG-2843,AETC,~9700~9700~AETC~~~~~,~ORG-1144~ORG-2252~ORG-2843~~~~~,AC17,,,,,,,,,,,,,"$47,029,039.07 ",433 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4803,FA4803  20 CONS LGCA,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,AC38,,,,,,,,,,,,,"$112,456,483.03 ",434 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4803,FA4803  20 CONS LGCA,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,,,,,,,,,,,,,,"$327,527.14 ",1 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4809,FA4809  4TH CONS SQ CC,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,,,,,,,,,,,,,,"$29,076,468.20 ",780 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4814,FA4814 6 CONS PK,NO REGION IDENTIFIED,USA,AMC,ORG-2844,AMC,~9700~9700~AMC~~~~~,~ORG-1144~ORG-2252~ORG-2844~~~~~,QA29,,,,,,,,,,,,,"$146,730,288.93 ",845 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4819,FA4819 325 CONS PKP,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,JA36,,,,,,,,,,,,,"$223,685,756.01 ",682 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4830,FA4830  23 CONS CC,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,AC27,,,,,,,,,,,,,"$37,434,926.94 ",505 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4855,FA4855  27 SOCONS LGC,NO REGION IDENTIFIED,USA,AFSOC,ORG-2842,AFSOC,~9700~9700~AFSOC~~~~~,~ORG-1144~ORG-2252~ORG-2842~~~~~,AC04,,,,,,,,,,,,,"$43,389,346.98 ",425 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4861,FA4861  99 CONS LGC,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,AC30,,,,,,,,,,,,,"$273,021,028.90 ","1,399 "
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4877,FA4877  355 CONS PK,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,AC07,,,,,,,,,,,,,"$81,372,956.98 ",829 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4885,FA4885  HQ USMTM LGC,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,,,,,,,,,,,,,,"$1,751,373.05 ",21 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4887,FA4887  56 CONS CC,NO REGION IDENTIFIED,USA,AETC,ORG-2843,AETC,~9700~9700~AETC~~~~~,~ORG-1144~ORG-2252~ORG-2843~~~~~,JA23,,,,,,,,,,,,,"$71,296,594.65 ",620 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4890,FA4890  HQ ACC AMIC,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~AMIC~~~~,~ORG-1144~ORG-2252~ORG-2835~ORG-5140~~~~,,AMIC,ORG-5140,AMIC,,,,,,,,,,"$1,288,064,963.31 ","1,099 "
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4897,FA4897  366 FAS PKP,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~~~~~,~ORG-1144~ORG-2252~ORG-2835~~~~~,AC28,,,,,,,,,,,,,"$46,148,353.63 ",428 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA4911,FA4911  378 ECONS,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~USAFCENT~~~~,~ORG-1144~ORG-2252~ORG-2835~ORG-4550~~~~,,USAFCENT,ORG-4550,US AIR FORCES CENTRAL,,,,,,,,,,"$54,181,614.55 ",321 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5000,FA5000  673 CONS LGC,NO REGION IDENTIFIED,USA,PACAF,ORG-2836,PACAF,~9700~9700~PACAF~~~~~,~ORG-1144~ORG-2252~ORG-2836~~~~~,RD03,,,,,,,,,,,,,"$164,879,107.44 ",859 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5004,FA5004  354 CONS PK,NO REGION IDENTIFIED,USA,PACAF,ORG-2836,PACAF,~9700~9700~PACAF~~~~~,~ORG-1144~ORG-2252~ORG-2836~~~~~,RD04,,,,,,,,,,,,,"$77,381,882.22 ",551 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5205,FA5205  35 CONS PK,NO REGION IDENTIFIED,USA,PACAF,ORG-2836,PACAF,~9700~9700~PACAF~~~~~,~ORG-1144~ORG-2252~ORG-2836~~~~~,RB04,,,,,,,,,,,,,"$72,959,306.06 ",490 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5209,FA5209  374 CONS PK,NO REGION IDENTIFIED,USA,PACAF,ORG-2836,PACAF,~9700~9700~PACAF~~~~~,~ORG-1144~ORG-2252~ORG-2836~~~~~,RB02,,,,,,,,,,,,,"$237,679,275.89 ","1,746 "
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5215,FA5215  766 ESS PKP,NO REGION IDENTIFIED,USA,PACAF,ORG-2836,PACAF,~9700~9700~PACAF~~~~~,~ORG-1144~ORG-2252~ORG-2836~~~~~,RA03,,,,,,,,,,,,,"$151,268,885.36 ",507 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5236,FA5236  JUSMAGTHAI RESOURCE MGT,NO REGION IDENTIFIED,USA,PACAF,ORG-2836,PACAF,~9700~9700~PACAF~~~~~,~ORG-1144~ORG-2252~ORG-2836~~~~~,,,,,,,,,,,,,,"$21,119.83 ",1 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5236,FA5236  JUSMAGTHAI RESOURCE MGT,NO REGION IDENTIFIED,USA,,,,~9700~9700~~~~~~,~ORG-1144~ORG-2252~~~~~~,,,,,,,,,,,,,,"$4,281,835.67 ",100 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5240,FA5240  36 CONS LGC,NO REGION IDENTIFIED,USA,PACAF,ORG-2836,PACAF,~9700~9700~PACAF~~~~~,~ORG-1144~ORG-2252~ORG-2836~~~~~,RC03,,,,,,,,,,,,,"$10,733,668.65 ",235 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5270,FA5270  18 CONS PK,NO REGION IDENTIFIED,USA,PACAF,ORG-2836,PACAF,~9700~9700~PACAF~~~~~,~ORG-1144~ORG-2252~ORG-2836~~~~~,RB03,,,,,,,,,,,,,"$77,057,382.44 ",718 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5422,FA5422  435 AEW CONS,NO REGION IDENTIFIED,USA,USAFE,ORG-2837,USAFE,~9700~9700~USAFE~~~~~,~ORG-1144~ORG-2252~ORG-2837~~~~~,,,,,,,,,,,,,,"$26,903,677.82 ",253 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5531,FA5531  425 ABS DA LGC,NO REGION IDENTIFIED,USA,USAFE,ORG-2837,USAFE,~9700~9700~USAFE~~~~~,~ORG-1144~ORG-2252~ORG-2837~~~~~,DA05,,,,,,,,,,,,,"$304,354.75 ",12 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5570,FA5570  501 CSW RCO,NO REGION IDENTIFIED,USA,USAFE,ORG-2837,USAFE,~9700~9700~USAFE~~~~~,~ORG-1144~ORG-2252~ORG-2837~~~~~,,,,,,,,,,,,,,"$13,114,498.92 ",153 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5575,FA5575  496 ABS PK,NO REGION IDENTIFIED,USA,USAFE,ORG-2837,USAFE,~9700~9700~USAFE~~~~~,~ORG-1144~ORG-2252~ORG-2837~~~~~,DA29,,,,,,,,,,,,,"$6,094,978.58 ",79 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5587,FA5587  48 CONS,NO REGION IDENTIFIED,USA,USAFE,ORG-2837,USAFE,~9700~9700~USAFE~~~~~,~ORG-1144~ORG-2252~ORG-2837~~~~~,,,,,,,,,,,,,,"$81,430,701.06 ",731 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5606,FA5606  52 CONS DA LGC,NO REGION IDENTIFIED,USA,USAFE,ORG-2837,USAFE,~9700~9700~USAFE~~~~~,~ORG-1144~ORG-2252~ORG-2837~~~~~,,,,,,,,,,,,,,"$31,026,740.59 ",306 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5613,FA5613  700 CONS PK,NO REGION IDENTIFIED,DEU,USAFE,ORG-2837,USAFE,~9700~9700~USAFE~~~~~,~ORG-1144~ORG-2252~ORG-2837~~~~~,,,,,,,,,,,,,,"$32,189,141.64 ",445 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5613,FA5613  700 CONS PK,NO REGION IDENTIFIED,USA,USAFE,ORG-2837,USAFE,~9700~9700~USAFE~~~~~,~ORG-1144~ORG-2252~ORG-2837~~~~~,,,,,,,,,,,,,,"$67,032,550.26 ",728 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5641,FA5641  764 ESS PK,NO REGION IDENTIFIED,USA,USAFE,ORG-2837,USAFE,~9700~9700~USAFE~~~~~,~ORG-1144~ORG-2252~ORG-2837~~~~~,,,,,,,,,,,,,,"$185,397,173.27 ",240 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5682,FA5682  31 CONS DA LGC,NO REGION IDENTIFIED,USA,USAFE,ORG-2837,USAFE,~9700~9700~USAFE~~~~~,~ORG-1144~ORG-2252~ORG-2837~~~~~,DA21,,,,,,,,,,,,,"$33,282,010.09 ",505 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5685,FA5685  39 CONS LGC,NO REGION IDENTIFIED,USA,USAFE,ORG-2837,USAFE,~9700~9700~USAFE~~~~~,~ORG-1144~ORG-2252~ORG-2837~~~~~,DA19,,,,,,,,,,,,,"$20,917,985.24 ",449 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5702,FA5702  379 ECONS,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~USAFCENT~~~~,~ORG-1144~ORG-2252~ORG-2835~ORG-4550~~~~,,USAFCENT,ORG-4550,US AIR FORCES CENTRAL,,,,,,,,,,"$63,483,625.71 ",502 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5703,FA5703  386 ECONS LGC,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~USAFCENT~~~~,~ORG-1144~ORG-2252~ORG-2835~ORG-4550~~~~,,USAFCENT,ORG-4550,US AIR FORCES CENTRAL,,,,,,,,,,"$35,323,541.45 ",274 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5706,FA5706  380 ECONS,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~USAFCENT~~~~,~ORG-1144~ORG-2252~ORG-2835~ORG-4550~~~~,,USAFCENT,ORG-4550,US AIR FORCES CENTRAL,,,,,,,,,,"$17,281,301.17 ",184 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5710,FA5710  1 ERHG CONS,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~USAFCENT~~~~,~ORG-1144~ORG-2252~ORG-2835~ORG-4550~~~~,,USAFCENT,ORG-4550,US AIR FORCES CENTRAL,,,,,,,,,,"$5,947,022.93 ",92 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5808,FA5808  332 AEW ECONS CONS,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~USAFCENT~~~~,~ORG-1144~ORG-2252~ORG-2835~ORG-4550~~~~,,USAFCENT,ORG-4550,US AIR FORCES CENTRAL,,,,,,,,,,"$13,416,426.36 ",163 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA5819,FA5819  407 AEG ECONS ECONS,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~USAFCENT~~~~,~ORG-1144~ORG-2252~ORG-2835~ORG-4550~~~~,,USAFCENT,ORG-4550,US AIR FORCES CENTRAL,,,,,,,,,,"$299,174.00 ",17 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA6606,FA6606  439 CONF PK,NO REGION IDENTIFIED,USA,AFRC,ORG-2838,AFRC,~9700~9700~AFRC~~~~~,~ORG-1144~ORG-2252~ORG-2838~~~~~,,,,,,,,,,,,,,"$21,681,621.55 ",93 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA6633,FA6633  934 AW PK,NO REGION IDENTIFIED,USA,AFRC,ORG-2838,AFRC,~9700~9700~AFRC~~~~~,~ORG-1144~ORG-2252~ORG-2838~~~~~,MA14,,,,,,,,,,,,,"$2,073,122.30 ",66 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA6643,FA6643  AF RESERVE CMD HQ AFRC PK,NO REGION IDENTIFIED,USA,AFRC,ORG-2838,AFRC,~9700~9700~AFRC~~~~~,~ORG-1144~ORG-2252~ORG-2838~~~~~,BASE-AFRC,,,,,,,,,,,,,"$100,124,677.57 ",178 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA6648,FA6648  482 LSS LGC,NO REGION IDENTIFIED,USA,AFRC,ORG-2838,AFRC,~9700~9700~AFRC~~~~~,~ORG-1144~ORG-2252~ORG-2838~~~~~,MA27,,,,,,,,,,,,,"$12,249,964.23 ",104 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA6656,FA6656  910 AW LGC  YNGSTN WRN ARPT,NO REGION IDENTIFIED,USA,AFRC,ORG-2838,AFRC,~9700~9700~AFRC~~~~~,~ORG-1144~ORG-2252~ORG-2838~~~~~,,,,,,,,,,,,,,"$6,374,665.76 ",92 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA6670,FA6670  914 AW LGC,NO REGION IDENTIFIED,USA,AFRC,ORG-2838,AFRC,~9700~9700~AFRC~~~~~,~ORG-1144~ORG-2252~ORG-2838~~~~~,MA22,,,,,,,,,,,,,"$10,790,744.24 ",72 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA6675,FA6675  301 CONF PK,NO REGION IDENTIFIED,USA,AFRC,ORG-2838,AFRC,~9700~9700~AFRC~~~~~,~ORG-1144~ORG-2252~ORG-2838~~~~~,,,,,,,,,,,,,,"$8,393,553.71 ",125 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA6703,FA6703  94TH CONTRACTING FLIGHT PK,NO REGION IDENTIFIED,USA,AFRC,ORG-2838,AFRC,~9700~9700~AFRC~~~~~,~ORG-1144~ORG-2252~ORG-2838~~~~~,MA09,,,,,,,,,,,,,"$26,574,083.21 ",168 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA6712,FA6712  911 AW LGC,NO REGION IDENTIFIED,USA,AFRC,ORG-2838,AFRC,~9700~9700~AFRC~~~~~,~ORG-1144~ORG-2252~ORG-2838~~~~~,MA07,,,,,,,,,,,,,"$6,048,745.44 ",103 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA6800,FA6800 AFICA 767 SCONF,NO REGION IDENTIFIED,USA,AFGSC,ORG-4383,AFGSC,~9700~9700~AFGSC~~~~~,~ORG-1144~ORG-2252~ORG-4383~~~~~,,,,,,,,,,,,,,"$40,052,214.79 ",59 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA7000,FA7000  10 CONS LGC,NO REGION IDENTIFIED,USA,USAFA,ORG-2839,USAFA,~9700~9700~USAFA~~~~~,~ORG-1144~ORG-2252~ORG-2839~~~~~,BA05,,,,,,,,,,,,,"$175,860,874.76 ",906 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA7013,FA7013 AFX VNTURES CON OFC SAF AQCR,NO REGION IDENTIFIED,USA,AFDW,ORG-2845,AFDW,~9700~9700~AFDW~AFWERX~~~~,~ORG-1144~ORG-2252~ORG-2845~ORG-6274~~~~,,AFWERX,ORG-6274,AFWERX,,,,,,,,,,"$5,483,420.00 ",18 
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA7014,FA7014  AFDW PK,NO REGION IDENTIFIED,USA,AFDW,ORG-2845,AFDW,~9700~9700~AFDW~~~~~,~ORG-1144~ORG-2252~ORG-2845~~~~~,,,,,,,,,,,,,,"$815,347,745.47 ","1,082 "
2020,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA7022,FA7022  AMIC DET 2 OL PATRICK PKA,NO REGION IDENTIFIED,USA,ACC,ORG-2835,ACC,~9700~9700~ACC~AMIC~AMICDET2~~~,~ORG-1144~ORG-2252~ORG-2835~ORG-5140~ORG-5141~~~,,AMIC,ORG-5140,AMIC,AMICDET2,ORG-5141,AMICDET2,,,,,,,"$158,607,336.55 ",322 
