"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency ID","Contracting Agency Name","Dollars Obligated","Number of Actions","Number of Records","Base and All Options Value (Total Contract Value)","Base and Exercised Options Value"
"2006","9508","NATIONAL TRANSPORTATION SAFETY BOARD","9508","NATIONAL TRANSPORTATION SAFETY BOARD","$7,159,803.39","295","295","$11,121,234.16","$6,651,353.86"
"2006","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","1226","FOREST SERVICE","$971,230.54","8","8","$390,979.89","$390,522.81"
"2006","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","$3,214,695.90","94","94","$2,461,491.12","$3,256,145.90"
"2006","9518","COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","9518","COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","$264,263.76","7","7","$1,373,841.04","$1,358,860.66"
"2006","9524","NATIONAL MEDIATION BOARD","9524","NATIONAL MEDIATION BOARD","$351,456.38","25","25","$351,456.38","$351,456.38"
"2006","9540","FEDERAL HOUSING FINANCE BOARD","9540","FEDERAL HOUSING FINANCE BOARD","$4,215,353.81","42","42","$31,311,727.96","$4,215,353.81"
"2006","9543","MILLENNIUM CHALLENGE CORPORATION","9543","MILLENNIUM CHALLENGE CORPORATION","$69,566,111.86","460","460","$5,046,707,108.07","$167,310,808.10"
"2006","9568","UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG","9568","UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG","$97,557,829.55","3,744","3,739","$141,086,644.82","$40,240,540.96"
"2006","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","$48,148,560.13","1,035","1,035","$157,845,627.53","$71,038,579.34"
"2006","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","$8,301,832.60","111","111","$16,666,844.70","$8,331,372.60"
"2006","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","959P","PRETRIAL SERVICES AGENCY","$7,395,724.88","573","389","$6,463,032.89","$7,479,728.41"
"2006","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$74,958,772,879.92","297,434","286,268","$204,975,497,132,783.00","$51,767,137,568.56"
"2006","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$101,537,933,757.73","395,636","345,880","$376,431,995,122.17","$253,228,386,171.97"
"2006","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$63,138,320,417.54","176,828","132,088","$116,120,487,065.76","$85,917,947,051.67"
"2006","9700","DEPT OF DEFENSE","9760","TRICARE MANAGEMENT ACTIVITY (TMA)","$8,034,190,258.16","584","584","$266,813,253.07","$265,795,213.84"
"2006","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$855,914,056.90","1,542","1,542","$553,241,953.91","$285,826,633.85"
"2006","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$198,220,333.06","1,086","1,086","$147,069,839.60","$138,861,943.80"
"2006","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$339,364,608.59","286","286","$257,577,459.80","$254,764,194.59"
"2006","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$36,262,692.00","54","54","$0.00","$0.00"
"2006","9700","DEPT OF DEFENSE","97AB","NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA)","$1,396,874,029.00","2,227","2,227","$4,800,000.00","$0.00"
"2006","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$389,807,918.00","583","583","$189,965,539.32","$19,150,669.00"
"2006","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$3,856,158,573.24","15,436","15,385","$2,308,461,419.33","$1,554,502,265.82"
"2006","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$32,598,901,893.37","546,523","543,756","$73,035,795,971.88","$3,802,602,946.80"
"2006","9700","DEPT OF DEFENSE","97AT","DEFENSE SECURITY COOPERATION AGENCY","$13,174,758.92","200","200","$10,688,753.61","$4,852,746.31"
"2006","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$5,534,968,501.77","1,892,424","13,696","$1,122,926,003.67","$84,661,328.86"
"2006","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$322,520,447.37","1,948","1,948","$37,286,806.80","$36,059,459.80"
"2006","9700","DEPT OF DEFENSE","97DL","DEFENSE INTELLIGENCE AGENCY","$1,162,245,413.00","2,206","2,206","$0.00","$0.00"
"2006","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$13,474,772.57","318","318","$6,502,194.09","$5,676,448.09"
"2006","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA CENTER (DMC)","$27,309,441.05","995","995","$43,785,911.01","$18,424,929.53"
"2006","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$151,682,884.71","3,131","3,117","$3,905,138,517.22","$829,694,822.87"
"2006","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$482,323,676.37","1,680","1,679","$119,997,045.30","$92,031,539.69"
"2006","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$32,438,236.90","818","818","$33,691,115.73","$15,890,615.73"
"2006","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$3,492,627,142.43","1,513","1,512","$5,408,289,047.68","$518,052,775.18"
"2006","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$1,985,198,969.44","9,682","9,681","$116,763,788.04","$83,580,728.04"
"2007","0300","LIBRARY OF CONGRESS","0300","LIBRARY OF CONGRESS","$0.00","5","5","$5,000,000.00","$0.00"
"2007","0500","GOVERNMENT ACCOUNTABILITY OFFICE","0559","GAO, EXCEPT COMPTROLLER GENERAL","$665,275.00","4","4","$665,275.00","$663,275.00"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","1100","EXECUTIVE OFFICE OF THE PRESIDENT","$38,435,348.05","875","873","$49,627,491.76","$42,432,079.89"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","1141","AFRICAN DEVELOPMENT FOUNDATION","$1,597,420.17","21","21","$3,665,360.97","$2,080,528.97"
"2007","1145","PEACE CORPS","1145","PEACE CORPS","$88,421,736.11","844","844","$81,311,701.32","$27,539,692.71"
"2007","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","$9,790,166.99","160","154","$9,790,166.99","$9,790,166.99"
"2007","1200","AGRICULTURE, DEPARTMENT OF","1204","OFFICE OF INSPECTOR GENERAL","$2,984,265.58","172","170","$2,985,455.13","$2,985,455.13"
"2007","1200","AGRICULTURE, DEPARTMENT OF","1205","USDA, DEPARTMENTAL ADMINISTRATION","$378,370,608.22","3,507","3,500","$1,007,644,481.92","$379,427,838.48"
"2007","1200","AGRICULTURE, DEPARTMENT OF","12B0","USDA, ASSISTANT SECRETARY FOR ADMINISTRATION","$631,402.64","7","7","$631,402.64","$0.00"
"2007","1200","AGRICULTURE, DEPARTMENT OF","12C2","FOREST SERVICE","$1,246,162,699.76","32,531","31,601","$1,381,404,189.65","$1,178,334,461.25"
"2007","1200","AGRICULTURE, DEPARTMENT OF","12C3","NATURAL RESOURCES CONSERVATION SERVICE","$123,512,335.24","1,902","1,902","$365,292,523.87","$161,495,834.46"
"2007","1200","AGRICULTURE, DEPARTMENT OF","12D2","FARM SERVICE AGENCY","$1,320,567,246.04","2,932","2,831","$1,495,254,606.24","$1,291,918,055.56"
"2007","1200","AGRICULTURE, DEPARTMENT OF","12D3","FOREIGN AGRICULTURAL SERVICE","$0.00","2","2","$0.00","$0.00"
"2007","1200","AGRICULTURE, DEPARTMENT OF","12E2","RURAL UTILITIES SERVICE","$351,318.96","9","9","$351,318.96","$351,318.96"
"2007","1200","AGRICULTURE, DEPARTMENT OF","12E3","RURAL HOUSING SERVICE","$37,597,765.11","8,122","8,112","$42,031,691.48","$35,457,708.89"
"2007","1200","AGRICULTURE, DEPARTMENT OF","12F2","FOOD AND NUTRITION SERVICE","$53,819,879.85","387","387","$45,592,665.06","$51,808,983.42"
"2007","1200","AGRICULTURE, DEPARTMENT OF","12G2","FOOD SAFETY AND INSPECTION SERVICE","$51,162,628.26","967","967","$58,184,942.68","$50,129,019.42"
"2007","1200","AGRICULTURE, DEPARTMENT OF","12H2","AGRICULTURAL RESEARCH SERVICE","$256,161,664.66","7,133","7,098","$501,162,742.80","$258,805,389.05"
"2007","1200","AGRICULTURE, DEPARTMENT OF","12K2","AGRICULTURAL MARKETING SERVICE","$985,223,363.72","1,857","1,857","$988,276,888.56","$985,839,575.91"
"2007","1200","AGRICULTURE, DEPARTMENT OF","12K3","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","$166,060,081.23","4,876","4,876","$292,026,321.32","$152,136,888.06"
"2007","1300","COMMERCE, DEPARTMENT OF","1300","COMMERCE, DEPARTMENT OF","$342,588.09","17","17","$389,556.28","$650,664.31"
"2007","1300","COMMERCE, DEPARTMENT OF","1301","OFFICE OF THE SECRETARY","$113,628,356.48","1,041","1,040","$207,523,502,581.49","$79,318,909,619.60"
"2007","1300","COMMERCE, DEPARTMENT OF","1323","US CENSUS BUREAU","$351,488,957.07","1,776","1,776","$516,003,304.33","$332,220,467.40"
"2007","1300","COMMERCE, DEPARTMENT OF","1330","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","$1,095,535,421.45","15,375","15,366","$2,021,098,803.23","$1,305,864,568.20"
"2007","1300","COMMERCE, DEPARTMENT OF","1341","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","$179,156,889.68","4,085","4,080","$282,307,850.85","$195,942,567.58"
"2007","1300","COMMERCE, DEPARTMENT OF","1344","PATENT AND TRADEMARK OFFICE","$523,112,785.06","1,911","1,904","$944,501,049.85","$470,728,789.33"
"2007","1300","COMMERCE, DEPARTMENT OF","1344","US PATENT AND TRADEMARK OFFICE","$23,498,601.00","138","138","$130,813,289.22","$114,742,006.18"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1406","DEPARTMENTAL OFFICES","$657,014,778.17","3,777","3,768","$599,267,197.20","$645,602,593.21"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1406","OFFICE OF POLICY, BUDGET AND ADMINISTRATION","$824,973,532.50","6,081","6,081","$1,646,845,544.18","$726,354,843.93"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1406","OFFICE OF POLICY, MANAGEMENT, AND BUDGET","$189,664,118.63","1,271","1,271","$202,552,078.66","$218,408,647.35"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1422","BUREAU OF LAND MANAGEMENT","$414,903,791.88","13,328","13,317","$899,062,076.71","$418,595,829.16"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1425","BUREAU OF RECLAMATION","$383,535,166.83","7,382","7,371","$426,214,260.69","$395,647,893.87"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1434","GEOLOGICAL SURVEY","$218,183,281.11","8,790","8,760","$1,219,854,072.84","$197,236,455.86"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1434","US GEOLOGICAL SURVEY","$27,674,080.99","802","801","$34,621,970.89","$29,053,563.12"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1435","BUREAU OF OCEAN ENERGY MANAGEMENT","$71,351,638.48","925","923","$57,334,679.93","$87,560,784.79"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1438","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","$27,661,888.95","928","928","$26,036,116.34","$27,662,459.70"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1443","NATIONAL PARK SERVICE","$650,191,562.70","18,356","18,299","$1,237,196,284.74","$774,081,783.47"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1448","U.S. FISH AND WILDLIFE SERVICE","$289,695,883.85","16,030","16,007","$414,051,201.10","$292,513,323.96"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1450","BUREAU OF INDIAN AFFAIRS","$331,985,136.75","6,715","6,703","$362,837,962.45","$333,403,927.30"
"2007","1400","INTERIOR, DEPARTMENT OF THE","1450","BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","$6,744,051.17","40","40","$6,790,121.17","$6,790,121.17"
"2007","1500","JUSTICE, DEPARTMENT OF","1501","OFFICES, BOARDS AND DIVISIONS","$1,868,665,467.06","5,603","5,603","$2,436,003,084.95","$1,767,622,450.44"
"2007","1500","JUSTICE, DEPARTMENT OF","1524","DRUG ENFORCEMENT ADMINISTRATION","$349,363,211.13","18,434","18,416","$979,919,179.18","$383,304,358.54"
"2007","1500","JUSTICE, DEPARTMENT OF","1540","FEDERAL PRISON SYSTEM","$3,056,367,054.07","71,562","70,396","$7,504,200,990.66","$4,094,370,504.51"
"2007","1500","JUSTICE, DEPARTMENT OF","1540","FEDERAL PRISON SYSTEM / BUREAU OF PRISONS","$151,189,266.76","963","963","$452,877,611.15","$156,243,133.05"
"2007","1500","JUSTICE, DEPARTMENT OF","1544","U.S. MARSHALS SERVICE","$453,821,514.33","2,013","2,012","$5,123,009,287.17","$4,975,112,260.31"
"2007","1500","JUSTICE, DEPARTMENT OF","1549","FEDERAL BUREAU OF INVESTIGATION","$876,788,100.86","1,999","1,999","$8,137,083,138.89","$1,775,762,206.27"
"2007","1500","JUSTICE, DEPARTMENT OF","1550","OFFICE OF JUSTICE PROGRAMS","$80,504,665.64","665","665","$107,200,765.22","$89,552,285.28"
"2007","1500","JUSTICE, DEPARTMENT OF","1560","ATF ACQUISITION AND PROPERTY MGMT DIV","$198,749,192.12","2,540","2,533","$261,302,278.36","$205,107,840.49"
"2007","1600","LABOR, DEPARTMENT OF","1604","OFFICE OF INSPECTOR GENERAL","$6,877,228.98","130","130","$9,567,068.02","$13,700,787.89"
"2007","1600","LABOR, DEPARTMENT OF","1605","OFFICE OF THE ASSISTANT SECRETARY FOR ADMIN AND MANAGEMENT","$395,965,800.42","4,907","4,905","$4,114,256,100.08","$563,043,865.88"
"2007","1600","LABOR, DEPARTMENT OF","1605","OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT","$167,125,836.91","1,062","1,061","$434,943,686.15","$321,906,877.95"
"2007","1600","LABOR, DEPARTMENT OF","1608","OFFICE OF INFORMATION AND PUBLIC AFFAIRS","$0.00","1","1","$300,000.00","$0.00"
"2007","1600","LABOR, DEPARTMENT OF","1625","BUREAU OF LABOR STATISTICS","$58,802,909.26","978","976","$25,146,854.65","$61,266,033.98"
"2007","1600","LABOR, DEPARTMENT OF","1630","EMPLOYMENT AND TRAINING ADMINISTRATION","$1,175,791,420.93","1,777","1,777","$1,641,804,451.91","$1,546,572,930.12"
"2007","1600","LABOR, DEPARTMENT OF","1631","OFFICE OF JOB CORPS","$13,598,155.76","2","2","$13,598,166.76","$13,598,155.76"
"2007","1600","LABOR, DEPARTMENT OF","1645","MINE SAFETY AND HEALTH ADMINISTRATION","$39,660,563.60","1,100","1,098","$111,379,684.55","$63,544,406.29"
"2007","1665","PENSION BENEFIT GUARANTY CORPORATION","1665","PENSION BENEFIT GUARANTY CORPORATION","$101,254,951.09","724","724","$391,126,847.23","$166,676,323.59"
"2007","1900","STATE, DEPARTMENT OF","1900","STATE, DEPARTMENT OF","$5,995,486,266.81","199,225","54,615","$24,257,848,013.26","$9,594,683,952.32"
"2007","1900","STATE, DEPARTMENT OF","19BM","INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO","$0.00","2","2","$0.00","$0.00"
"2007","2000","TREASURY, DEPARTMENT OF THE","2000","TREASURY, DEPARTMENT OF THE","$1,691,611.00","7","7","$1,692,611.00","$1,692,611.00"
"2007","2000","TREASURY, DEPARTMENT OF THE","2001","DEPARTMENTAL OFFICES","$181,472,194.95","1,145","1,145","$295,073,140.70","$174,479,702.96"
"2007","2000","TREASURY, DEPARTMENT OF THE","2022","ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","$4,138,660.85","1","1","$27,866,735.50","$4,138,660.85"
"2007","2000","TREASURY, DEPARTMENT OF THE","2033","FINANCIAL MANAGEMENT SERVICE","$116,381,628.74","1,175","1,171","$211,176,131.44","$186,196,367.58"
"2007","2000","TREASURY, DEPARTMENT OF THE","2036","BUREAU OF THE FISCAL SERVICE","$396,965,473.65","15,793","15,776","$407,095,658.83","$396,793,760.36"
"2007","2000","TREASURY, DEPARTMENT OF THE","2041","BUREAU OF ENGRAVING AND PRINTING","$110,902,851.39","1,849","1,730","$190,393,351.70","$164,808,953.46"
"2007","2000","TREASURY, DEPARTMENT OF THE","2044","UNITED STATES MINT","$1,602,031,268.17","3,095","3,093","$2,260,478,653.95","$1,547,591,480.90"
"2007","2000","TREASURY, DEPARTMENT OF THE","2046","OFFICE OF THE COMPTROLLER OF THE CURRENCY","$135,384,044.54","765","765","$237,832,368.81","$134,788,263.52"
"2007","2000","TREASURY, DEPARTMENT OF THE","2047","OFFICE OF THRIFT SUPERVISION","$20,589,936.61","618","618","$25,460,486.17","$22,095,251.92"
"2007","2000","TREASURY, DEPARTMENT OF THE","2050","INTERNAL REVENUE SERVICE","$1,569,962,011.86","15,947","15,936","$8,651,049,883.95","$7,036,788,151.79"
"2007","2400","OFFICE OF PERSONNEL MANAGEMENT","2400","OFFICE OF PERSONNEL MANAGEMENT","$709,604,649.49","9,354","9,352","$11,726,660,961.39","$663,887,692.02"
"2007","2700","FEDERAL COMMUNICATIONS COMMISSION","2700","FEDERAL COMMUNICATIONS COMMISSION","$93,828,672.37","1,429","1,429","$200,132,195.51","$102,682,284.47"
"2007","2800","SOCIAL SECURITY ADMINISTRATION","2800","SOCIAL SECURITY ADMINISTRATION","$821,133,802.08","9,428","9,424","$1,048,809,685.20","$642,245,724.59"
"2007","2900","FEDERAL TRADE COMMISSION","2900","FEDERAL TRADE COMMISSION","$31,570,904.85","583","583","$100,400,340.22","$45,449,819.89"
"2007","3100","NUCLEAR REGULATORY COMMISSION","3100","NUCLEAR REGULATORY COMMISSION","$166,932,488.36","2,186","2,183","$773,816,671.13","$534,221,902.39"
"2007","3300","SMITHSONIAN INSTITUTION","3300","SMITHSONIAN INSTITUTION","$224,866,249.58","3,504","3,498","$209,746,628.39","$204,931,189.39"
"2007","3352","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","3352","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","$21,379,492.56","175","175","$20,515,547.03","$20,253,037.32"
"2007","3355","NATIONAL GALLERY OF ART","3355","NATIONAL GALLERY OF ART","$24,174,326.07","210","210","$27,067,902.82","$24,873,170.21"
"2007","3400","INTERNATIONAL TRADE COMMISSION","3400","INTERNATIONAL TRADE COMMISSION","$603,296.80","21","21","$765,552.80","$603,296.80"
"2007","3400","INTERNATIONAL TRADE COMMISSION, UNITED STATES (DUNS # 02-1877998)","3400","INTERNATIONAL TRADE COMMISSION","$373,466.55","10","10","$373,466.55","$373,466.55"
"2007","3600","VETERANS AFFAIRS, DEPARTMENT OF","3600","VETERANS AFFAIRS, DEPARTMENT OF","$12,697,310,433.63","3,982,519","1,123,762","$51,907,755,659.80","$13,392,363,094.90"
"2007","4100","MERIT SYSTEMS PROTECTION BOARD","4100","MERIT SYSTEMS PROTECTION BOARD","$5,087,284.87","256","252","$5,317,338.37","$5,317,338.37"
"2007","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","$54,166,962.57","3,803","3,803","$59,647,141.89","$54,093,445.11"
"2007","4700","GENERAL SERVICES ADMINISTRATION","4704","OFFICE OF INSPECTOR GENERAL","$3,546,496.25","93","93","$3,562,699.25","$3,319,919.22"
"2007","4700","GENERAL SERVICES ADMINISTRATION","4705","OFFICE OF THE ADMINISTRATOR(ACMD)","$0.00","1","1","$0.00","$0.00"
"2007","4700","GENERAL SERVICES ADMINISTRATION","4708","OFFICE OF PUBLIC AFFAIRS","$60,845.35","2","2","$60,845.35","$60,845.35"
"2007","4700","GENERAL SERVICES ADMINISTRATION","4730","FEDERAL ACQUISITION SERVICE","$2,215,510,607.70","672,941","672,941","$60,554,315,966.06","$2,215,789,604.73"
"2007","4700","GENERAL SERVICES ADMINISTRATION","4732","FEDERAL ACQUISITION SERVICE","$138,950.54","2","2","$7,348.11","$138,950.54"
"2007","4700","GENERAL SERVICES ADMINISTRATION","4735","FEDERAL ACQUISITION SERVICE","$3,285,430,778.05","14,248","14,217","$7,507,908,643.05","$2,645,663,998.71"
"2007","4700","GENERAL SERVICES ADMINISTRATION","4740","PUBLIC BUILDINGS SERVICE","$7,557,674,220.68","149,481","149,454","$120,285,836,311.90","$7,381,535,907.79"
"2007","4700","GENERAL SERVICES ADMINISTRATION","4745","OFFICE OF GOVERNMENT WIDE POLICY","$83,529,274.70","337","335","$827,381,414.37","$85,564,217.79"
"2007","4900","NATIONAL SCIENCE FOUNDATION","4900","NATIONAL SCIENCE FOUNDATION","$381,946,813.06","1,104","1,104","$468,570,329.96","$364,572,662.29"
"2007","5000","SECURITIES AND EXCHANGE COMMISSION","5000","SECURITIES AND EXCHANGE COMMISSION","$134,193,094.48","869","869","$217,924,801.33","$138,270,189.16"
"2007","5300","THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES","5300","THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES","$914,848.74","41","41","$3,806,346.96","$569,871.26"
"2007","5800","FEDERAL EMERGENCY MANAGEMENT AGENCY","5800","FEDERAL EMERGENCY MANAGEMENT AGENCY","$0.00","13","13","$0.00","$0.00"
"2007","5920","NATIONAL ENDOWMENT FOR THE ARTS","5920","NATIONAL ENDOWMENT FOR THE ARTS","$760,163.51","25","25","$760,163.51","$760,163.51"
"2007","5940","NATIONAL ENDOWMENT FOR THE HUMANITIES","5940","NATIONAL ENDOWMENT FOR THE HUMANITIES","$5,890,253.61","104","104","$6,279,251.61","$6,099,251.61"
"2007","6000","RAILROAD RETIREMENT BOARD","6000","RAILROAD RETIREMENT BOARD","$13,224,769.09","474","474","$13,224,769.09","$13,224,769.09"
"2007","6100","CONSUMER PRODUCT SAFETY COMMISSION","6100","CONSUMER PRODUCT SAFETY COMMISSION","$9,598,215.41","909","909","$6,903,402.73","$9,665,762.03"
"2007","6201","OFFICE OF SPECIAL COUNSEL","6201","OFFICE OF SPECIAL COUNSEL","$467,738.32","29","29","$467,738.32","$467,738.32"
"2007","6300","NATIONAL LABOR RELATIONS BOARD","6300","NATIONAL LABOR RELATIONS BOARD","$12,897,254.70","309","287","$17,977,444.08","$17,319,971.58"
"2007","6500","FEDERAL MARITIME COMMISSION","6500","FEDERAL MARITIME COMMISSION","$775,627.44","92","92","$775,627.44","$775,627.44"
"2007","6800","ENVIRONMENTAL PROTECTION AGENCY","6800","ENVIRONMENTAL PROTECTION AGENCY","$1,394,174,690.06","25,303","25,297","$4,520,981,005.25","$1,531,133,141.37"
"2007","6900","TRANSPORTATION, DEPARTMENT OF","6901","OFFICE OF THE SECRETARY","$287,501,024.09","2,074","2,073","$314,365,434.83","$249,016,647.01"
"2007","6900","TRANSPORTATION, DEPARTMENT OF","6920","FEDERAL AVIATION ADMINISTRATION","$3,532,595,939.07","6,690","6,690","$133,289,342,684.88","$3,630,684,511.01"
"2007","6900","TRANSPORTATION, DEPARTMENT OF","6925","FEDERAL HIGHWAY ADMINISTRATION","$557,957,150.55","3,084","3,061","$1,662,286,210.72","$545,236,155.31"
"2007","6900","TRANSPORTATION, DEPARTMENT OF","6930","FEDERAL RAILROAD ADMINISTRATION","$41,097,242.59","1,457","1,457","$165,788,308.82","$40,061,158.07"
"2007","6900","TRANSPORTATION, DEPARTMENT OF","6938","MARITIME ADMINISTRATION","$347,686,717.23","2,600","2,600","$758,834,200.88","$317,626,997.56"
"2007","6900","TRANSPORTATION, DEPARTMENT OF","6940","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","$128,188,966.00","1,039","1,039","$144,231,726.22","$116,175,912.67"
"2007","6900","TRANSPORTATION, DEPARTMENT OF","6947","SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","$3,180,670.49","502","502","$3,395,158.61","$3,180,670.49"
"2007","6900","TRANSPORTATION, DEPARTMENT OF","6953","FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION","$57,836,197.92","392","392","$119,397,807.69","$60,992,644.86"
"2007","6900","TRANSPORTATION, DEPARTMENT OF","6955","FEDERAL TRANSIT ADMINISTRATION","$89,498,549.42","241","241","$116,078,811.92","$114,368,836.87"
"2007","6900","TRANSPORTATION, DEPARTMENT OF","6957","PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","$21,102,726.23","234","234","$94,632,981.98","$25,485,877.47"
"2007","7000","HOMELAND SECURITY, DEPARTMENT OF","7001","OFFICE OF PROCUREMENT OPERATIONS","$1,359,726,620.91","2,883","2,883","$2,702,746,310.07","$1,213,783,292.21"
"2007","7000","HOMELAND SECURITY, DEPARTMENT OF","7003","U.S. CITIZENSHIP AND IMMIGRATION SERVICES","$523,752,997.64","2,454","2,454","$793,228,246.88","$521,764,624.98"
"2007","7000","HOMELAND SECURITY, DEPARTMENT OF","7008","U.S. COAST GUARD","$2,647,992,996.25","40,306","40,295","$14,249,598,659.17","$8,313,909,758.27"
"2007","7000","HOMELAND SECURITY, DEPARTMENT OF","7009","U.S. SECRET SERVICE","$106,843,619.41","2,434","2,416","$183,990,251.04","$106,146,114.11"
"2007","7000","HOMELAND SECURITY, DEPARTMENT OF","7012","U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","$1,822,727,094.52","10,182","10,119","$2,604,779,055.75","$2,072,375,734.22"
"2007","7000","HOMELAND SECURITY, DEPARTMENT OF","7013","TRANSPORTATION SECURITY ADMINISTRATION","$1,821,239,012.76","2,926","2,926","$11,140,078,921.52","$4,322,126,091.05"
"2007","7000","HOMELAND SECURITY, DEPARTMENT OF","7014","U.S. CUSTOMS AND BORDER PROTECTION","$2,367,719,376.49","8,198","8,167","$5,117,265,994.92","$3,697,418,234.59"
"2007","7000","HOMELAND SECURITY, DEPARTMENT OF","7015","FEDERAL LAW ENFORCEMENT TRAINING CENTER","$223,587,293.62","3,962","3,944","$229,970,435.05","$232,456,860.64"
"2007","7000","HOMELAND SECURITY, DEPARTMENT OF","7022","FEDERAL EMERGENCY MANAGEMENT AGENCY","$1,592,944,031.72","10,832","10,635","$17,903,051,825.47","$5,170,680,504.64"
"2007","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","$4,165,048,204.50","9,938","9,932","$156,975,630,623.34","$57,096,125,367.48"
"2007","7300","SMALL BUSINESS ADMINISTRATION","7300","SMALL BUSINESS ADMINISTRATION","$90,643,368.08","1,038","1,038","$98,048,389.80","$93,117,827.79"
