fiscal_year	Customer	SubCustomer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2015	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	480	480	1444	9806393.0200
2015	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	82	82	269	1743275.1400
2015	Defense	Navy	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	29	34	172	5991622.8100
2015	Defense	Navy	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	92	108	2080	184332501.8300
2015	Defense	Navy	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	8	14	125	294497.1500
2015	Defense	Navy	N	Sometimes Small Vendor	PID	1	0	0	0	1	4	4	17	-29397.6100
2015	Defense	Navy	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	435	435	1	168499.2031
2015	Defense	Navy	S	Always Small Vendor	Duns	1	0	0	0	1	65	65	90	366902.7006
2015	Defense	Navy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	12	12	0	0.0000
2015	Defense	Navy	S	Always Small Vendor	PDuns-1	1	1	0	1	1	137	137	482	10890986.7400
2015	Defense	Navy	S	Always Small Vendor	PDuns-2	NULL	NULL	1	1	1	13	14	0	0.0000
2015	Defense	Navy	S	Always Small Vendor	PDuns-2	1	1	1	1	1	10	13	223	53284676.2100
2015	Defense	Navy	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	1	0	0.0000
2015	Defense	Navy	S	Always Small Vendor	PID	1	0	1	1	1	45	45	1133	471939062.9322
2015	Defense	Navy	S	Always Small Vendor	PID	1	1	1	1	1	5	5	65	18199175.7753
2015	Defense	Other DoD	NULL	NULL	Duns	NULL	NULL	NULL	NULL	NULL	138	138	200473	53583721.6601
2015	Defense	Other DoD	J	Large: Big 5 JV	PID	1	0	1	1	1	2	2	8	-8123430.0100
2015	Defense	Other DoD	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	66	-34982249.2180
2015	Defense	Other DoD	L	Large Vendor	PID	1	0	1	1	1	30	30	277604	777000683.7839
2015	Defense	Other DoD	M	Medium Vendor	Duns	1	0	0	0	1	2	2	5	10036.6001
2015	Defense	Other DoD	M	Medium Vendor	PDuns-1	1	0	1	1	1	150	150	625	191346193.6900
2015	Defense	Other DoD	M	Medium Vendor	PDuns-2	1	0	0	0	0	2	2	2	-6510.0000
2015	Defense	Other DoD	M	Medium Vendor	PDuns-2	1	0	0	1	1	30	29	85	2276255.1400
2015	Defense	Other DoD	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	1	0	0.0000
2015	Defense	Other DoD	N	Sometimes Small Vendor	Duns	1	0	1	1	1	110	110	330	153936420.2934
2015	Defense	Other DoD	N	Sometimes Small Vendor	Duns	1	1	1	1	1	64	64	175	120542123.5610
2015	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	0	0.0000
2015	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	70	70	160	779922.1300
2015	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	50	52	156	3162950.3800
2015	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	54	56	1407	57076245.0500
2015	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	14	16	35	901806.5000
2015	Defense	Other DoD	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	1	5	99705.9900
2015	Defense	Other DoD	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	3	3	0	0.0000
2015	Defense	Other DoD	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	4	4	NULL	0.0000
2015	Defense	Other DoD	S	Always Small Vendor	PDuns-1	1	0	0	1	1	640	640	1308	40932846.0300
2015	Defense	Other DoD	S	Always Small Vendor	PDuns-1	1	1	0	1	1	20	20	44	4760397.6400
2015	Defense	Other DoD	S	Always Small Vendor	PID	1	0	0	0	0	1	1	1	-2501.0000
2016	Defense	Air Force	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	23	23	1595	419341584.4876
2016	Defense	Air Force	L	Large Vendor	PID	1	0	1	1	1	28	28	788	707652807.7468
2016	Defense	Air Force	M	Medium Vendor	Duns	NULL	NULL	NULL	0	0	1	1	0	0.0000
2016	Defense	Air Force	M	Medium Vendor	Duns	NULL	NULL	0	0	0	1	1	0	0.0000
2016	Defense	Air Force	M	Medium Vendor	Duns	0	NULL	NULL	0	1	1	1	1	8560.0000
2016	Defense	Air Force	M	Medium Vendor	Duns	1	0	0	0	1	8	8	12	208333.0000
2016	Defense	Air Force	M	Medium Vendor	PDuns-1	1	0	0	1	1	218	218	641	18494149.6678
2016	Defense	Air Force	M	Medium Vendor	PDuns-1	1	1	0	0	0	9	9	35	46.6799
2016	Defense	Air Force	M	Medium Vendor	PDuns-1	1	1	0	1	1	410	410	1676	44450958.9892
2016	Defense	Air Force	M	Medium Vendor	PDuns-1	1	1	1	1	1	209	209	5857	607613123.2137
2016	Defense	Air Force	M	Medium Vendor	PDuns-2	NULL	NULL	0	1	1	3	3	0	0.0000
2016	Defense	Air Force	M	Medium Vendor	PDuns-3+	1	0	0	1	1	13	17	40	712104.5299
2016	Defense	Air Force	M	Medium Vendor	PDuns-3+	1	1	0	0	0	1	1	3	-15499.5503
2016	Defense	Air Force	M	Medium Vendor	PDuns-3+	1	1	0	1	1	17	27	96	4517527.2296
2016	Defense	Air Force	M	Medium Vendor	PID	1	0	0	1	1	5	5	13	180465.8602
2016	Defense	Air Force	M	Medium Vendor	PID	1	1	0	1	1	1	1	1	0.0000
2016	Defense	Air Force	N	Sometimes Small Vendor	Duns	1	0	1	1	1	150	150	1158	425867293.8097
2016	Defense	Air Force	N	Sometimes Small Vendor	Duns	1	1	0	1	1	30	30	146	2542928.0074
2016	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	3	3	0	0.0000
2016	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	158	158	265	2397891.5987
2016	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	31	31	56	538925.3789
2016	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	28	28	39	323850.2205
2016	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2	1	1	0	0	1	4	4	29	256598.4482
2016	Defense	Air Force	N	Sometimes Small Vendor	PID	1	0	1	1	1	144	144	3489	1818141588.4147
2016	Defense	Air Force	N	Sometimes Small Vendor	PID	1	1	0	1	1	3	3	12	138576.7494
2016	Defense	Air Force	S	Always Small Vendor	Duns	0	NULL	NULL	1	1	47	47	396	89555752.6748
2016	Defense	Air Force	S	Always Small Vendor	Duns	1	NULL	NULL	0	1	1	1	1	2796.0000
2016	Defense	Air Force	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	86	86	0	0.0000
2016	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1581	1581	2463	23091845.1282
2016	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	1	0	1	1	126	126	512	12995911.8562
2016	Defense	Air Force	S	Always Small Vendor	PDuns-2	NULL	NULL	1	1	1	2	2	0	0.0000
2016	Defense	Air Force	S	Always Small Vendor	PDuns-2	1	0	0	0	1	65	65	108	935019.2539
2016	Defense	Air Force	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	31	45	497	67848610.3166
2016	Defense	Air Force	S	Always Small Vendor	PID	1	0	1	1	1	27	27	133	48401455.1247
2016	Defense	Air Force	S	Always Small Vendor	PID	1	1	1	1	1	3	3	24	6240442.0158
2016	Defense	Air Force	U	Unlabeled Vendor	Name	1	1	0	1	1	1	1	4	82293.3400
2016	Defense	Army	J	Large: Big 5 JV	PID	1	0	1	1	1	4	4	354	528611861.5767
2016	Defense	Army	L	Large Vendor	PID	1	0	1	1	1	61	61	2461	1934539740.5943
2016	Defense	Army	L	Large Vendor	PID	1	1	0	1	1	1	1	1	16357.0000
2016	Defense	Army	M	Medium Vendor	Duns	NULL	NULL	NULL	1	1	7	7	0	0.0000
2016	Defense	Army	M	Medium Vendor	Duns	NULL	NULL	1	1	1	3	3	6	36388.0000
2016	Defense	Army	M	Medium Vendor	Duns	0	NULL	NULL	0	1	2	2	3	14703.6001
2016	Defense	Army	M	Medium Vendor	Duns	1	NULL	NULL	0	1	1	1	1	4024.0300
2016	Defense	Army	M	Medium Vendor	Duns	1	0	1	1	1	68	68	241	147175705.0965
2016	Defense	Army	M	Medium Vendor	Duns	1	1	1	1	1	70	70	448	51403480.7674
2016	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	19	19	3	636.0000
2016	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	48	48	6	108984.5903
2016	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	45	45	0	0.0000
2016	Defense	Army	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	0	2	2	0	0.0000
2016	Defense	Army	M	Medium Vendor	PDuns-2	1	0	1	1	1	142	156	1458	421236051.9267
2016	Defense	Army	M	Medium Vendor	PDuns-3+	1	1	1	1	1	78	142	1226	415024830.2454
2016	Defense	Army	M	Medium Vendor	PID	1	1	0	1	1	2	2	39	791061.9005
2016	Defense	Army	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1334	1334	14860	2828104909.6670
2016	Defense	Army	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	586	586	9981	1098113220.2216
2016	Defense	Army	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	1	1	1	1	1	0	0.0000
2016	Defense	Army	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	59	61	156	1184760.9573
2016	Defense	Army	N	Sometimes Small Vendor	PDuns-2	1	1	0	0	1	5	5	9	101972.9994
2016	Defense	Army	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	42	53	93	659899.1696
2016	Defense	Army	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	2	2	3	-24699.3999
2016	Defense	Army	N	Sometimes Small Vendor	PID	1	0	0	0	1	2	2	3	-36635.2303
2016	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	0	0	1	1	1	1	-22481.5391
2016	Defense	Army	S	Always Small Vendor	Duns	1	0	0	0	1	78	78	103	1901621.6572
2016	Defense	Army	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	37	37	0	0.0000
2016	Defense	Army	S	Always Small Vendor	PDuns-1	1	0	0	0	0	405	405	696	-397649.0956
2016	Defense	Army	S	Always Small Vendor	PDuns-1	1	0	0	1	1	5394	5394	17632	514908037.1057
2016	Defense	Army	S	Always Small Vendor	PDuns-1	1	0	1	1	1	4978	4978	35863	7953445525.0312
2016	Defense	Army	S	Always Small Vendor	PDuns-1	1	1	0	0	0	11	11	21	10049.7500
2016	Defense	Army	S	Always Small Vendor	PDuns-1	1	1	1	1	1	208	208	1838	599055105.8363
2016	Defense	Army	S	Always Small Vendor	PDuns-2	NULL	NULL	1	1	1	7	7	0	0.0000
2016	Defense	DLA	NULL	NULL	Duns	NULL	NULL	NULL	NULL	NULL	689	689	37965	238498740.1928
2016	Defense	DLA	M	Medium Vendor	Duns	NULL	NULL	1	1	1	3	3	5	651013.9472
2016	Defense	DLA	M	Medium Vendor	Duns	0	NULL	NULL	0	0	1	1	544	172815.9000
2016	Defense	DLA	M	Medium Vendor	Duns	0	NULL	NULL	1	1	3	3	444	995917.5160
2016	Defense	DLA	M	Medium Vendor	Duns	1	NULL	NULL	1	1	3	3	158	1256399.3657
2016	Defense	DLA	M	Medium Vendor	Duns	1	0	0	0	1	20	20	252	250364.5311
2016	Defense	DLA	M	Medium Vendor	Duns	1	0	1	1	1	33	33	483	46121589.1980
2016	Defense	DLA	M	Medium Vendor	Duns	1	1	1	1	1	33	33	940	5100639.6123
2016	Defense	DLA	M	Medium Vendor	PDuns-1	1	0	0	0	0	59	59	3108	1380247.5101
2016	Defense	DLA	M	Medium Vendor	PDuns-3+	1	1	0	0	1	1	2	5	19088.9700
2016	Defense	DLA	M	Medium Vendor	PDuns-3+	1	1	1	1	1	33	47	3317	68937816.4632
2016	Defense	DLA	M	Medium Vendor	PID	1	0	1	1	1	36	36	3022	631817006.6651
2016	Defense	DLA	M	Medium Vendor	PID	1	1	0	1	1	4	4	253	4214745.6039
2016	Defense	DLA	N	Sometimes Small Vendor	Duns	1	0	0	0	0	3	3	6	5511.0400
2016	Defense	DLA	N	Sometimes Small Vendor	Duns	1	0	0	1	1	296	296	14247	12363590.6377
2016	Defense	DLA	N	Sometimes Small Vendor	Duns	1	1	0	0	0	1	1	4	1260.0400
2016	Defense	DLA	N	Sometimes Small Vendor	Duns	1	1	0	1	1	51	51	334	1790033.3507
2016	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	0	0.0000
2016	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	297	297	25721	37429621.8046
2016	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	52	52	1248	2238606.6369
2016	Defense	DLA	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	118	130	9786	66811398.9063
2016	Defense	DLA	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	16	20	452	3154641.6682
2016	Defense	DLA	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	100	159	19706	83983609.3827
2016	Defense	DLA	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	228	546	129719	905899493.4240
2016	Defense	DLA	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	29	58	11443	18490760.7900
2016	Defense	DLA	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	215	654	115540	966052200.8331
2016	Defense	DLA	N	Sometimes Small Vendor	PID	1	0	0	0	1	2	2	8	62339.1100
2016	Defense	DLA	N	Sometimes Small Vendor	PID	1	1	1	1	1	98	98	52462	1714670551.4934
2016	Defense	DLA	S	Always Small Vendor	Duns	0	NULL	NULL	0	1	4	4	3029	1319414.4303
2016	Defense	DLA	S	Always Small Vendor	Duns	1	0	1	1	1	380	380	5489	134006073.3008
2016	Defense	DLA	S	Always Small Vendor	Duns	1	1	0	1	1	17	17	41	38273.0488
2016	Defense	DLA	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1167	1167	134000	1698947924.6081
2016	Defense	DLA	S	Always Small Vendor	PDuns-1	1	1	1	1	1	64	64	2684	69370594.6098
2016	Defense	DLA	S	Always Small Vendor	PDuns-2	1	0	0	0	1	102	109	8414	12254196.5703
2016	Defense	DLA	S	Always Small Vendor	PDuns-2	1	1	0	0	1	4	5	159	330401.4603
2016	Defense	DLA	S	Always Small Vendor	PDuns-3+	1	1	0	0	1	2	3	38	121506.1202
2016	Defense	DLA	S	Always Small Vendor	PID	1	0	0	0	1	3	3	10	31928.9201
2016	Defense	MDA	NULL	NULL	Duns	NULL	NULL	NULL	NULL	NULL	1	1	3	6019274.0000
2016	Defense	MDA	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	1	1	4100.0000
2016	Defense	MDA	M	Medium Vendor	PDuns-2	1	1	1	1	1	2	2	7	197391.0000
2016	Defense	MDA	M	Medium Vendor	PDuns-3+	1	0	1	1	1	5	6	20	180754.2900
2016	Defense	MDA	N	Sometimes Small Vendor	Duns	1	1	1	1	1	2	2	2	10723.1597
2016	Defense	MDA	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	1	1	1	20762.5996
2016	Defense	MDA	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	2	2	47	35306917.7895
2016	Defense	MDA	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	1	1	1	7111.6001
2016	Defense	MDA	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	1	1	10000.0000
2016	Defense	MDA	N	Sometimes Small Vendor	PID	1	0	1	1	1	13	13	240	105386975.8018
2016	Defense	MDA	N	Sometimes Small Vendor	PID	1	1	1	1	1	9	9	267	295340048.2308
2016	Defense	MDA	S	Always Small Vendor	PDuns-2	1	0	1	1	1	5	5	5	997153.0400
2016	Defense	MDA	S	Always Small Vendor	PID	1	0	1	1	1	6	6	33	-38600.6181
2016	Defense	MilitaryHealth	NULL	NULL	Duns	NULL	NULL	NULL	NULL	NULL	45	45	86	10267121.3762
2016	Defense	MilitaryHealth	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	7	7	267	21429225.4516
2016	Defense	MilitaryHealth	M	Medium Vendor	Duns	0	NULL	NULL	1	1	1	1	1	23119.0000
2016	Defense	MilitaryHealth	M	Medium Vendor	Duns	1	0	0	1	1	2	2	1	149565.0000
2016	Defense	MilitaryHealth	M	Medium Vendor	PDuns-1	1	0	0	1	1	20	20	32	1133227.8179
2016	Defense	MilitaryHealth	M	Medium Vendor	PDuns-3+	1	1	1	1	1	4	4	7	3908248.8182
2016	Defense	MilitaryHealth	N	Sometimes Small Vendor	Duns	1	0	0	0	1	1	1	0	0.0000
2016	Defense	MilitaryHealth	N	Sometimes Small Vendor	Duns	1	0	1	1	1	17	17	26	5122059.3208
2016	Defense	MilitaryHealth	N	Sometimes Small Vendor	Duns	1	1	0	1	1	1	1	0	0.0000
2016	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	130	130	574	188794967.1254
2016	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	75	75	275	88682684.2609
2016	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	2	2	2	14248.0596
2016	Defense	MilitaryHealth	S	Always Small Vendor	Duns	1	0	1	1	1	21	21	40	29008095.7814
2016	Defense	MilitaryHealth	S	Always Small Vendor	PDuns-1	1	0	0	0	1	56	56	73	737091.4003
2016	Defense	MilitaryHealth	S	Always Small Vendor	PDuns-2	1	0	0	1	1	6	6	17	1862649.3174
2016	Defense	Navy	NULL	NULL	Duns	NULL	NULL	NULL	NULL	NULL	678	678	1591	112990427.5731
2016	Defense	Navy	M	Medium Vendor	Duns	1	NULL	NULL	0	1	1	1	1	-453.0700
2016	Defense	Navy	M	Medium Vendor	Duns	1	0	0	0	1	6	6	5	58399.9700
2016	Defense	Navy	M	Medium Vendor	Duns	1	0	1	1	1	36	36	56	38452986.8766
2016	Defense	Navy	M	Medium Vendor	Duns	1	1	1	1	1	42	42	142	11580601.2433
2016	Defense	Navy	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	9	9	0	0.0000
2016	Defense	Navy	M	Medium Vendor	PDuns-1	1	0	0	0	0	40	40	79	-123478.3593
2016	Defense	Navy	M	Medium Vendor	PDuns-1	1	0	0	1	1	340	340	1207	42850930.2569
2016	Defense	Navy	M	Medium Vendor	PDuns-1	1	0	1	1	1	326	326	3426	1434835464.8023
2016	Defense	Navy	M	Medium Vendor	PDuns-1	1	1	0	0	0	69	69	115	-117494.1175
2016	Defense	Navy	M	Medium Vendor	PDuns-2	NULL	NULL	1	1	1	6	6	1	1149759.0000
2016	Defense	Navy	M	Medium Vendor	PDuns-2	1	0	0	0	0	10	10	14	-5629.1399
2016	Defense	Navy	M	Medium Vendor	PDuns-3+	1	0	0	0	1	10	13	48	490230.7893
2016	Defense	Navy	M	Medium Vendor	PID	1	0	0	0	0	1	1	1	-4769.6499
2016	Defense	Navy	M	Medium Vendor	PID	1	0	0	1	1	19	19	30	1059837.1529
2016	Defense	Navy	M	Medium Vendor	PID	1	1	0	1	1	2	2	6	139191.0000
2016	Defense	Navy	N	Sometimes Small Vendor	Duns	1	0	0	0	1	17	17	45	334346.9103
2016	Defense	Navy	N	Sometimes Small Vendor	Duns	1	1	0	1	1	49	49	78	3604993.1854
2016	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	12	12	61	28317.4497
2016	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	944	944	4405	93728528.3666
2016	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	1	1	3	2197.2700
2016	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	326	326	2914	55581413.5791
2016	Defense	Navy	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	165	179	1399	23899107.4195
2016	Defense	Navy	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	39	40	175	5763636.6113
2016	Defense	Navy	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	353	666	7017	1048877978.2656
2016	Defense	Navy	N	Sometimes Small Vendor	PID	1	0	0	1	1	29	29	216	7039649.6602
2016	Defense	Navy	N	Sometimes Small Vendor	PID	1	1	0	1	1	6	6	64	930958.6644
2016	Defense	Navy	S	Always Small Vendor	Duns	NULL	NULL	NULL	1	1	439	439	0	0.0000
2016	Defense	Navy	S	Always Small Vendor	Duns	0	NULL	NULL	0	0	8	8	9	-41391.1500
2016	Defense	Navy	S	Always Small Vendor	Duns	1	0	0	0	1	109	109	110	1252444.6985
2016	Defense	Navy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	10	10	0	0.0000
2016	Defense	Navy	S	Always Small Vendor	PDuns-1	1	0	1	1	1	3448	3448	30586	5959687423.8052
2016	Defense	Navy	S	Always Small Vendor	PDuns-1	1	1	1	1	1	188	188	1793	335860886.9976
2016	Defense	Navy	S	Always Small Vendor	PDuns-2	1	1	0	1	1	10	12	79	2446492.1886
2016	Defense	Navy	S	Always Small Vendor	PDuns-3+	1	0	0	0	1	14	17	53	282288.2896
2016	Defense	Navy	S	Always Small Vendor	PDuns-3+	1	1	0	0	1	2	3	15	61231.2992
2016	Defense	Navy	S	Always Small Vendor	PID	1	0	0	0	0	1	1	2	0.0000
2016	Defense	Other DoD	B	Big Five	PID	1	1	1	1	1	5	5	18454	2829499976.7324
2016	Defense	Other DoD	J	Large: Big 5 JV	PID	1	0	1	1	1	3	3	24	34459261.8750
2016	Defense	Other DoD	L	Large Vendor	PID	1	0	0	0	1	1	1	6	2059.2601
2016	Defense	Other DoD	M	Medium Vendor	Duns	0	NULL	NULL	1	1	3	3	12	-275604.1566
2016	Defense	Other DoD	M	Medium Vendor	Duns	1	0	0	0	0	1	1	0	0.0000
2016	Defense	Other DoD	M	Medium Vendor	Duns	1	0	0	1	1	7	7	134	43469.6009
2016	Defense	Other DoD	M	Medium Vendor	Duns	1	0	1	1	1	9	9	69	14098608.9283
2016	Defense	Other DoD	M	Medium Vendor	Duns	1	1	1	1	1	17	17	17	2134309.5347
2016	Defense	Other DoD	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	8	8	0	0.0000
2016	Defense	Other DoD	M	Medium Vendor	PDuns-1	1	0	0	0	1	89	89	144	682699.5180
2016	Defense	Other DoD	M	Medium Vendor	PDuns-1	1	1	0	0	1	18	18	25	160606.5790
2016	Defense	Other DoD	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	0	2	2	0	0.0000
2016	Defense	Other DoD	M	Medium Vendor	PDuns-2	NULL	NULL	0	1	1	4	4	0	0.0000
2016	Defense	Other DoD	M	Medium Vendor	PDuns-3+	1	0	0	0	1	2	2	2	0.0000
2016	Defense	Other DoD	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	2	2	0	0.0000
2016	Defense	Other DoD	N	Sometimes Small Vendor	Duns	0	NULL	NULL	1	1	1	1	3	206684.8750
2016	Defense	Other DoD	N	Sometimes Small Vendor	Duns	1	0	0	0	1	5	5	36	999762.9766
2016	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	2	2	2	4293.0100
2016	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	226	226	1038	17263344.8665
2016	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	99	105	802	212609433.7714
2016	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	3	3	4	-352.5600
2016	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	1	1	1	0.0000
2016	Defense	Other DoD	S	Always Small Vendor	Duns	0	NULL	NULL	1	1	10	10	38	3899124.0635
2016	Defense	Other DoD	S	Always Small Vendor	Duns	1	0	0	0	0	8	8	4	104632.4014
2016	Defense	Other DoD	S	Always Small Vendor	Duns	1	0	1	1	1	169	169	295	101457905.4510
2016	Defense	Other DoD	S	Always Small Vendor	PDuns-1	1	0	0	0	1	330	330	481	3580864.3105
2016	Defense	Other DoD	S	Always Small Vendor	PDuns-1	1	1	0	0	0	1	1	1	0.0000
2016	Defense	Other DoD	S	Always Small Vendor	PDuns-1	1	1	0	1	1	21	21	46	1207909.7753
2016	Defense	Other DoD	S	Always Small Vendor	PDuns-2	1	0	0	0	0	1	1	1	-2501.0000
2016	Defense	Other DoD	S	Always Small Vendor	PDuns-2	1	0	0	1	1	36	36	68	897403.6120
2016	Defense	Other DoD	S	Always Small Vendor	PDuns-2	1	1	0	1	1	1	1	1	0.0000
2016	Defense	Other DoD	S	Always Small Vendor	PDuns-2	1	1	1	1	1	4	5	38	2449674.7616
2016	Defense	Other DoD	S	Always Small Vendor	PDuns-3+	1	0	0	0	1	2	2	2	17933.5503
2016	Defense	Other DoD	S	Always Small Vendor	PDuns-3+	1	1	0	0	1	1	1	4	-79006.1700
2016	Defense	Other DoD	S	Always Small Vendor	PID	1	0	0	1	1	8	8	12	-253690.3144
2016	Defense	Other DoD	S	Always Small Vendor	PID	1	0	1	1	1	17	17	69	23584139.2157
2016	Defense	Other DoD	S	Always Small Vendor	PID	1	1	1	1	1	5	5	60	7400522.9595
2017	Defense	Air Force	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	11	11	232	186207611.5759
2017	Defense	Air Force	M	Medium Vendor	Duns	1	1	0	0	1	1	1	0	0.0000
2017	Defense	Air Force	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	3	3	0	0.0000
2017	Defense	Air Force	M	Medium Vendor	PDuns-1	1	0	0	0	1	147	147	268	2177926.2349
2017	Defense	Air Force	M	Medium Vendor	PDuns-1	1	1	0	0	1	117	117	234	1424396.6320
2017	Defense	Air Force	M	Medium Vendor	PDuns-2	NULL	NULL	1	1	1	1	2	0	0.0000
2017	Defense	Air Force	M	Medium Vendor	PDuns-2	1	0	0	0	1	3	3	6	51079.0000
2017	Defense	Air Force	N	Sometimes Small Vendor	Duns	1	1	1	1	1	8	8	651	36046692.5824
2017	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	2	2	3	5558.7000
2017	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	513	513	1529	41848316.9130
2017	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	1	1	5	8246.5300
2017	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	1	1	1	1	1	0	0.0000
2017	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	2	3	5	20383.6001
2017	Defense	Air Force	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	2	2	3	8732.0000
2017	Defense	Air Force	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	1	1	2	-96.0600
2017	Defense	Air Force	S	Always Small Vendor	Duns	1	0	0	1	1	4	4	5	53985.1099
