fiscal_year,Customer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2003,VA,U,Unlabeled Vendor,Name,1,1,1,1,1,1,2,818594.0000
2004,NULL,NULL,NULL,PID,NULL,NULL,NULL,NULL,1,1,1,13128.0000
2004,NULL,B,Big Five,PID,1,1,1,1,1,1,4,1180175.2500
2004,NULL,L,Large Vendor,PID,1,1,1,1,1,1,3,4726468.7500
2004,NULL,M,Medium Vendor,Duns,1,0,1,1,4,4,7,595555.0000
2004,NULL,M,Medium Vendor,Duns,1,1,1,1,1,1,1,168000.0000
2004,NULL,N,Sometimes Small Vendor,PID,1,1,1,1,1,1,10,2984963.0000
2004,NULL,S,Always Small Vendor,Duns,NULL,0,1,1,1,1,0,54747.0000
2004,NULL,S,Always Small Vendor,Duns,1,0,0,1,3,3,5,14900.0000
2004,NULL,S,Always Small Vendor,Duns,1,0,1,1,3,3,7,153652.1099
2004,NULL,S,Always Small Vendor,Duns,1,1,1,1,3,3,10,2217558.0000
2004,Defense,NULL,NULL,PID,NULL,NULL,NULL,NULL,37,37,4748,1539125710.3236
2004,Defense,B,Big Five,PID,1,1,1,1,5,5,39080,70154721570.5372
2004,Defense,J,Large: Big 5 JV,PID,1,1,1,1,9,9,307,2963011384.0000
2004,Defense,L,Large Vendor,Duns,1,1,1,1,1,1,11570,200407795.0000
2004,Defense,L,Large Vendor,PID,1,0,0,0,1,1,2,1350.0000
2004,Defense,L,Large Vendor,PID,1,0,0,1,3,3,4,28324.0000
2004,Defense,L,Large Vendor,PID,1,0,1,1,12,12,210,5646314.0000
2004,Defense,L,Large Vendor,PID,1,1,1,1,217,217,152743,71354005039.7084
2004,Defense,M,Medium Vendor,Duns,1,0,0,0,2,2,2,-22311.0000
2004,Defense,M,Medium Vendor,Duns,1,0,0,1,3,3,4,3410.0000
2004,Defense,M,Medium Vendor,Duns,1,0,1,1,15,15,93,3707721.0000
2004,Defense,M,Medium Vendor,Duns,1,1,1,1,37,37,406,66919701.2813
2004,Defense,M,Medium Vendor,PDuns,NULL,0,0,0,120,122,126,33942485.0000
2004,Defense,M,Medium Vendor,PDuns,NULL,0,0,1,6,6,23,6201181.7705
2004,Defense,M,Medium Vendor,PDuns,NULL,0,1,1,27,27,0,0.0000
2004,Defense,M,Medium Vendor,PDuns,NULL,1,1,1,4,4,0,0.0000
2004,Defense,M,Medium Vendor,PDuns,1,0,0,0,1058,1059,2444,-5624944.3798
2004,Defense,M,Medium Vendor,PDuns,1,0,0,1,4019,4047,10138,91031448.9110
2004,Defense,M,Medium Vendor,PDuns,1,0,1,1,4625,4726,25257,1305599818.9761
2004,Defense,M,Medium Vendor,PDuns,1,1,1,1,2049,2201,32951,10725376926.0081
2004,Defense,M,Medium Vendor,PID,NULL,0,0,0,1,1,0,0.0000
2004,Defense,M,Medium Vendor,PID,1,0,0,0,4,4,6,-24818.0000
2004,Defense,M,Medium Vendor,PID,1,0,0,1,26,26,65,416887.0000
2004,Defense,M,Medium Vendor,PID,1,0,1,1,84,84,2725,138456642.9299
2004,Defense,M,Medium Vendor,PID,1,1,1,1,247,247,12837,9904746920.7432
2004,Defense,N,Sometimes Small Vendor,Duns,1,0,0,1,1,1,6,103346.3204
2004,Defense,N,Sometimes Small Vendor,Duns,1,1,1,1,6,5,34115,2167273283.5381
2004,Defense,N,Sometimes Small Vendor,Name,1,0,0,0,1,1,4,4629.8400
2004,Defense,N,Sometimes Small Vendor,Name,1,1,1,1,1,1,20,2034784.0000
2004,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,0,5,5,0,0.0000
2004,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,2,2,0,0.0000
2004,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,3,3,9,2207017.0000
2004,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,0,60,60,218,100467.0000
2004,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,1,1676,1786,6877,45124587.6582
2004,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,1,3364,4344,45682,1466965518.0167
2004,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,1,2511,4915,98920,15192756160.8701
2004,Defense,N,Sometimes Small Vendor,PID,1,0,0,0,1,1,1,1038.0000
2004,Defense,N,Sometimes Small Vendor,PID,1,0,0,1,20,20,76,638804.0000
2004,Defense,N,Sometimes Small Vendor,PID,1,0,1,1,172,172,3618,105378142.7942
2004,Defense,N,Sometimes Small Vendor,PID,1,1,1,1,715,715,89490,23577017643.2251
2004,Defense,S,Always Small Vendor,Duns,NULL,0,0,0,2,2,0,0.0000
2004,Defense,S,Always Small Vendor,Duns,1,0,0,0,7,7,12,-26534.5600
2004,Defense,S,Always Small Vendor,Duns,1,0,0,1,23,19,172,533865.9802
2004,Defense,S,Always Small Vendor,Duns,1,0,1,1,46,46,317,7810651.1562
2004,Defense,S,Always Small Vendor,Duns,1,1,1,1,72,72,447,182059684.0000
2004,Defense,S,Always Small Vendor,Name,1,0,0,0,14,1,32,33142.8596
2004,Defense,S,Always Small Vendor,Name,1,0,0,1,5,1,10,166989.6830
2004,Defense,S,Always Small Vendor,Name,1,0,1,1,4,1,8,568775.8984
2004,Defense,S,Always Small Vendor,Name,1,1,1,1,1,1,2,1919810.2500
2004,Defense,S,Always Small Vendor,PDuns,NULL,0,0,0,487,488,143,16067819.0000
2004,Defense,S,Always Small Vendor,PDuns,NULL,0,0,1,21,21,4,57387.6799
2004,Defense,S,Always Small Vendor,PDuns,NULL,0,1,1,44,44,3,193880.0000
2004,Defense,S,Always Small Vendor,PDuns,NULL,1,1,1,36,37,343,42603383.0000
2004,Defense,S,Always Small Vendor,PDuns,1,0,0,0,2842,2843,6595,7561238.3105
2004,Defense,S,Always Small Vendor,PDuns,1,0,0,1,20761,20822,46555,384210017.2727
2004,Defense,S,Always Small Vendor,PDuns,1,0,1,1,16140,16280,86022,3785969751.0876
2004,Defense,S,Always Small Vendor,PDuns,1,1,1,1,5293,5410,63950,13571288372.8587
2004,Defense,S,Always Small Vendor,PID,NULL,0,0,0,1,1,0,0.0000
2004,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,1,0,0.0000
2004,Defense,S,Always Small Vendor,PID,1,0,0,0,3,3,5,-67984.0000
2004,Defense,S,Always Small Vendor,PID,1,0,0,1,43,43,125,893109.0000
2004,Defense,S,Always Small Vendor,PID,1,0,1,1,122,122,692,44494086.0078
2004,Defense,S,Always Small Vendor,PID,1,1,1,1,194,194,4968,2167029641.1145
2004,Defense,U,Unlabeled Vendor,Duns,1,0,0,0,2,1,4,7222.3400
2004,Defense,U,Unlabeled Vendor,Duns,1,0,0,1,6,1,12,133134.6796
2004,Defense,U,Unlabeled Vendor,Duns,1,0,1,1,2,1,12,583366.0000
2004,Defense,U,Unlabeled Vendor,Duns,1,1,1,1,5,1,26,1058356.5488
2004,Defense,U,Unlabeled Vendor,Name,1,0,0,0,3,1,8,9442.9798
2004,Defense,U,Unlabeled Vendor,Name,1,0,0,1,9,1,20,226573.7788
2004,Defense,U,Unlabeled Vendor,Name,1,0,1,1,3,1,6,432160.0626
2004,Defense,U,Unlabeled Vendor,Name,1,1,1,1,4,1,16,632499.1600
2004,DHS,NULL,NULL,PID,NULL,NULL,NULL,NULL,11,11,78,6461360.7099
2004,DHS,B,Big Five,PID,1,1,1,1,5,5,920,833851206.1220
2004,DHS,J,Large: Big 5 JV,PID,1,1,1,1,1,1,119,1059993411.0313
2004,DHS,L,Large Vendor,PID,1,1,1,1,109,109,4375,2452583939.4372
2004,DHS,M,Medium Vendor,Duns,1,1,1,1,7,7,28,4118751.3907
2004,DHS,M,Medium Vendor,PDuns,NULL,0,0,0,13,13,10,5235.6001
2004,DHS,M,Medium Vendor,PDuns,NULL,0,0,1,13,13,19,1588888.2490
2004,DHS,M,Medium Vendor,PDuns,NULL,0,1,1,7,7,7,850668.0000
2004,DHS,M,Medium Vendor,PDuns,NULL,1,1,1,3,3,0,7806475.0000
2004,DHS,M,Medium Vendor,PDuns,1,0,0,0,14,14,23,66792.0000
2004,DHS,M,Medium Vendor,PDuns,1,0,0,1,74,74,120,772597.0194
2004,DHS,M,Medium Vendor,PDuns,1,0,1,1,167,167,388,24368122.1879
2004,DHS,M,Medium Vendor,PDuns,1,1,1,1,102,103,740,190337742.3075
2004,DHS,M,Medium Vendor,PID,1,0,0,0,1,1,2,0.0000
2004,DHS,M,Medium Vendor,PID,1,0,0,1,1,1,0,0.0000
2004,DHS,M,Medium Vendor,PID,1,0,1,1,7,7,15,246374.1602
2004,DHS,M,Medium Vendor,PID,1,1,1,1,35,35,263,299205430.2717
2004,DHS,N,Sometimes Small Vendor,Duns,1,0,0,0,1,1,12,0.0000
2004,DHS,N,Sometimes Small Vendor,Duns,1,1,1,1,7,5,260,27297999.1823
2004,DHS,N,Sometimes Small Vendor,PDuns,NULL,0,0,0,1,1,0,2.0000
2004,DHS,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,1,0,1.0000
2004,DHS,N,Sometimes Small Vendor,PDuns,1,0,0,0,4,4,10,2500.0000
2004,DHS,N,Sometimes Small Vendor,PDuns,1,0,0,1,70,71,134,1264825.9203
2004,DHS,N,Sometimes Small Vendor,PDuns,1,0,1,1,386,405,1108,40984128.9230
2004,DHS,N,Sometimes Small Vendor,PDuns,1,1,1,1,592,660,3861,583172351.7806
2004,DHS,N,Sometimes Small Vendor,PID,1,0,1,1,29,29,97,3213032.3166
2004,DHS,N,Sometimes Small Vendor,PID,1,1,1,1,273,273,3234,1597843630.1008
2004,DHS,S,Always Small Vendor,Duns,1,0,0,0,28,1,56,4059.8600
2004,DHS,S,Always Small Vendor,Duns,1,0,0,1,20,1,40,49998.0000
2004,DHS,S,Always Small Vendor,Duns,1,0,1,1,9,7,22,553116.4502
2004,DHS,S,Always Small Vendor,Name,1,0,0,0,37,1,104,19526.7000
2004,DHS,S,Always Small Vendor,Name,1,0,0,1,39,2,90,202645.6016
2004,DHS,S,Always Small Vendor,Name,1,0,1,1,7,2,20,343153.1782
2004,DHS,S,Always Small Vendor,PDuns,NULL,0,0,0,57,57,35,38590.2900
2004,DHS,S,Always Small Vendor,PDuns,NULL,0,0,1,51,51,40,464265.7598
2004,DHS,S,Always Small Vendor,PDuns,NULL,0,1,1,23,23,12,1858080.7212
2004,DHS,S,Always Small Vendor,PDuns,NULL,1,1,1,10,10,8,3674910.3633
2004,DHS,S,Always Small Vendor,PDuns,1,0,0,0,66,66,144,11905225.2469
2004,DHS,S,Always Small Vendor,PDuns,1,0,0,1,345,345,679,8238801.8666
2004,DHS,S,Always Small Vendor,PDuns,1,0,1,1,900,900,2500,119370166.9697
2004,DHS,S,Always Small Vendor,PDuns,1,1,1,1,486,487,2641,445380321.8346
2004,DHS,S,Always Small Vendor,PID,1,0,0,0,1,1,1,2400.0200
2004,DHS,S,Always Small Vendor,PID,1,0,0,1,5,5,7,81065.8799
2004,DHS,S,Always Small Vendor,PID,1,0,1,1,10,10,16,604535.3600
2004,DHS,S,Always Small Vendor,PID,1,1,1,1,27,27,176,149567995.0151
2004,DHS,U,Unlabeled Vendor,Duns,1,0,0,0,12,1,24,3834.4800
2004,DHS,U,Unlabeled Vendor,Duns,1,0,0,1,7,1,14,0.0000
2004,DHS,U,Unlabeled Vendor,Duns,1,0,1,1,7,2,24,989432.0000
2004,DHS,U,Unlabeled Vendor,Duns,1,1,1,1,3,1,14,1500680.0000
2004,DHS,U,Unlabeled Vendor,Name,1,0,0,0,32,1,68,21445.0400
2004,DHS,U,Unlabeled Vendor,Name,1,0,0,1,37,1,84,65315.9190
2004,DHS,U,Unlabeled Vendor,Name,1,0,1,1,10,2,40,2018202.4630
2004,DHS,U,Unlabeled Vendor,Name,1,1,1,1,1,1,12,1126556.7814
2004,Energy,NULL,NULL,PID,NULL,NULL,NULL,NULL,8,8,145,2157069226.1953
2004,Energy,B,Big Five,PID,1,1,1,1,5,5,122,2839438221.3102
2004,Energy,L,Large Vendor,PID,1,1,1,1,84,84,1832,14695629615.5459
2004,Energy,M,Medium Vendor,Duns,1,1,1,1,1,1,5,4000000.0000
2004,Energy,M,Medium Vendor,PDuns,NULL,0,0,0,6,6,51,5730269.0000
2004,Energy,M,Medium Vendor,PDuns,NULL,0,0,1,1,1,3,2936.0000
2004,Energy,M,Medium Vendor,PDuns,NULL,0,1,1,1,1,0,0.0000
2004,Energy,M,Medium Vendor,PDuns,NULL,1,1,1,3,3,3,12220000.0000
2004,Energy,M,Medium Vendor,PDuns,1,0,0,0,13,13,18,-2666364.0000
2004,Energy,M,Medium Vendor,PDuns,1,0,0,1,22,22,25,94585.0000
2004,Energy,M,Medium Vendor,PDuns,1,0,1,1,73,73,142,7432685.8401
2004,Energy,M,Medium Vendor,PDuns,1,1,1,1,78,81,429,216576616.7241
2004,Energy,M,Medium Vendor,PID,1,0,0,0,1,1,1,0.0000
2004,Energy,M,Medium Vendor,PID,1,0,1,1,1,1,1,0.0000
2004,Energy,M,Medium Vendor,PID,1,1,1,1,27,27,182,1028857950.5337
2004,Energy,N,Sometimes Small Vendor,Duns,1,1,1,1,3,2,5,-478282.0000
2004,Energy,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,1,0,0.0000
2004,Energy,N,Sometimes Small Vendor,PDuns,1,0,0,1,19,19,25,122632.0000
2004,Energy,N,Sometimes Small Vendor,PDuns,1,0,1,1,97,99,166,6938906.8023
2004,Energy,N,Sometimes Small Vendor,PDuns,1,1,1,1,208,224,1108,345212400.2616
2004,Energy,N,Sometimes Small Vendor,PID,1,0,0,1,1,1,1,0.0000
2004,Energy,N,Sometimes Small Vendor,PID,1,0,1,1,8,8,18,461995.0000
2004,Energy,N,Sometimes Small Vendor,PID,1,1,1,1,138,138,1035,957874205.7730
2004,Energy,S,Always Small Vendor,Duns,1,0,0,0,2,1,4,490.0000
2004,Energy,S,Always Small Vendor,Duns,1,1,1,1,1,1,1,68189.0000
2004,Energy,S,Always Small Vendor,Name,1,0,0,0,1,1,2,-6100.0000
2004,Energy,S,Always Small Vendor,PDuns,NULL,0,0,0,5,5,0,0.0000
2004,Energy,S,Always Small Vendor,PDuns,NULL,0,0,1,2,2,1,41900.0000
2004,Energy,S,Always Small Vendor,PDuns,NULL,0,1,1,2,2,1,104227.0000
2004,Energy,S,Always Small Vendor,PDuns,NULL,1,1,1,3,3,2,2109964.0000
2004,Energy,S,Always Small Vendor,PDuns,1,0,0,0,22,22,29,-250505.5700
2004,Energy,S,Always Small Vendor,PDuns,1,0,0,1,140,140,193,2019920.2702
2004,Energy,S,Always Small Vendor,PDuns,1,0,1,1,297,297,659,28324234.5863
2004,Energy,S,Always Small Vendor,PDuns,1,1,1,1,272,272,1496,451263418.4558
2004,Energy,S,Always Small Vendor,PID,1,0,0,0,1,1,2,-265625.0000
2004,Energy,S,Always Small Vendor,PID,1,0,0,1,1,1,1,5988.0000
2004,Energy,S,Always Small Vendor,PID,1,0,1,1,3,3,6,141115.0000
2004,Energy,S,Always Small Vendor,PID,1,1,1,1,10,10,58,12289390.0000
2004,Energy,U,Unlabeled Vendor,Duns,1,0,0,0,2,1,0,0.0000
2004,Energy,U,Unlabeled Vendor,Name,1,0,0,0,3,1,10,-76.0000
2004,GSA,NULL,NULL,PID,NULL,NULL,NULL,NULL,17,17,1606,122499054.2584
2004,GSA,B,Big Five,PID,1,1,1,1,5,5,4072,1203029534.4960
2004,GSA,L,Large Vendor,PID,NULL,1,1,1,1,1,0,0.0000
2004,GSA,L,Large Vendor,PID,1,0,0,1,2,2,42,233003.6404
2004,GSA,L,Large Vendor,PID,1,0,1,1,2,2,4,73984.8809
2004,GSA,L,Large Vendor,PID,1,1,1,1,124,124,67833,4301429978.5235
2004,GSA,M,Medium Vendor,Duns,1,0,1,1,7,7,2495,2456188.7739
2004,GSA,M,Medium Vendor,Duns,1,1,1,1,9,9,68,30843487.6950
2004,GSA,M,Medium Vendor,PDuns,NULL,0,0,0,36,36,51,367582.9455
2004,GSA,M,Medium Vendor,PDuns,NULL,0,0,1,29,29,320,16917046.9508
2004,GSA,M,Medium Vendor,PDuns,NULL,0,1,1,169,169,15,1658896.3990
2004,GSA,M,Medium Vendor,PDuns,NULL,1,1,1,282,282,0,33099591.2533
2004,GSA,M,Medium Vendor,PDuns,1,0,0,0,358,358,2838,2455126.6420
2004,GSA,M,Medium Vendor,PDuns,1,0,0,1,701,706,9036,57456819.3212
2004,GSA,M,Medium Vendor,PDuns,1,0,1,1,695,706,27574,349522909.4701
2004,GSA,M,Medium Vendor,PDuns,1,1,1,1,1065,1106,12149,1396528187.5752
2004,GSA,M,Medium Vendor,PID,NULL,0,0,1,1,1,0,0.0000
2004,GSA,M,Medium Vendor,PID,NULL,1,1,1,5,5,0,0.0000
2004,GSA,M,Medium Vendor,PID,1,0,0,0,4,4,17,3430.3200
2004,GSA,M,Medium Vendor,PID,1,0,0,1,9,9,36,262464.8573
2004,GSA,M,Medium Vendor,PID,1,0,1,1,24,24,236,4054767.0122
2004,GSA,M,Medium Vendor,PID,1,1,1,1,89,89,846,163856028.1600
2004,GSA,N,Sometimes Small Vendor,Duns,1,1,1,1,5,4,473,10592342.8432
2004,GSA,N,Sometimes Small Vendor,PDuns,NULL,0,0,0,2,2,0,0.0000
2004,GSA,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,2,2,29,55214.9000
2004,GSA,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,11,11,147,403822.6698
2004,GSA,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,42,43,5,11698035.5897
2004,GSA,N,Sometimes Small Vendor,PDuns,1,0,0,0,33,34,290,156937.4601
2004,GSA,N,Sometimes Small Vendor,PDuns,1,0,0,1,380,386,15785,16131318.1462
2004,GSA,N,Sometimes Small Vendor,PDuns,1,0,1,1,1056,1125,137553,312769426.0294
2004,GSA,N,Sometimes Small Vendor,PDuns,1,1,1,1,1868,2293,180829,2842055093.4638
2004,GSA,N,Sometimes Small Vendor,PID,NULL,1,1,1,1,1,0,0.0000
2004,GSA,N,Sometimes Small Vendor,PID,1,0,0,0,1,1,4,0.0000
2004,GSA,N,Sometimes Small Vendor,PID,1,0,0,1,10,10,76,519149.6522
2004,GSA,N,Sometimes Small Vendor,PID,1,0,1,1,71,71,2741,23152020.1493
2004,GSA,N,Sometimes Small Vendor,PID,1,1,1,1,490,490,35647,2462471971.9183
2004,GSA,S,Always Small Vendor,Duns,NULL,0,0,0,1,1,0,0.0000
2004,GSA,S,Always Small Vendor,Duns,NULL,0,1,1,2,2,0,0.0000
2004,GSA,S,Always Small Vendor,Duns,NULL,1,1,1,1,1,0,0.0000
2004,GSA,S,Always Small Vendor,Duns,1,0,0,0,6,2,41,48310.9200
2004,GSA,S,Always Small Vendor,Duns,1,0,0,1,6,3,78,403936.7114
2004,GSA,S,Always Small Vendor,Duns,1,0,1,1,14,14,887,4338578.3339
2004,GSA,S,Always Small Vendor,Duns,1,1,1,1,6,6,154,2049108.8168
2004,GSA,S,Always Small Vendor,Name,1,0,0,0,1,1,2,624.0000
2004,GSA,S,Always Small Vendor,Name,1,0,0,1,2,1,26,128510.0776
2004,GSA,S,Always Small Vendor,Name,1,0,1,1,1,1,2,651000.0000
2004,GSA,S,Always Small Vendor,PDuns,NULL,0,0,0,261,262,10354,758631.9601
2004,GSA,S,Always Small Vendor,PDuns,NULL,0,0,1,214,214,5032,4542899.1890
2004,GSA,S,Always Small Vendor,PDuns,NULL,0,1,1,1197,1197,2378,2984793.9894
2004,GSA,S,Always Small Vendor,PDuns,NULL,1,1,1,976,977,35,31792124.5726
2004,GSA,S,Always Small Vendor,PDuns,1,0,0,0,1033,1033,13352,13141015.5427
2004,GSA,S,Always Small Vendor,PDuns,1,0,0,1,2986,2991,51427,201228016.7518
2004,GSA,S,Always Small Vendor,PDuns,1,0,1,1,2832,2842,123494,580905778.4054
2004,GSA,S,Always Small Vendor,PDuns,1,1,1,1,3645,3664,56911,2217863021.1926
2004,GSA,S,Always Small Vendor,PID,NULL,0,0,0,2,2,0,0.0000
2004,GSA,S,Always Small Vendor,PID,NULL,1,1,1,3,3,0,166049.6612
2004,GSA,S,Always Small Vendor,PID,1,0,0,0,8,8,33,15257.7100
2004,GSA,S,Always Small Vendor,PID,1,0,0,1,13,13,38,378351.0341
2004,GSA,S,Always Small Vendor,PID,1,0,1,1,34,34,153,9500063.8848
2004,GSA,S,Always Small Vendor,PID,1,1,1,1,82,82,1512,162828730.7286
2004,GSA,U,Unlabeled Vendor,Duns,1,0,0,0,2,1,4,2074.8000
2004,GSA,U,Unlabeled Vendor,Name,1,0,0,0,3,1,38,66082.5576
2004,HHS,NULL,NULL,PID,NULL,NULL,NULL,NULL,13,13,129,16382820.7636
2004,HHS,B,Big Five,PID,1,1,1,1,5,5,956,403074772.7560
2004,HHS,L,Large Vendor,PID,1,0,0,1,1,1,1,360.0000
2004,HHS,L,Large Vendor,PID,1,0,1,1,3,3,20,108373.6300
2004,HHS,L,Large Vendor,PID,1,1,1,1,100,100,5319,1681775392.4855
2004,HHS,M,Medium Vendor,Duns,NULL,1,1,1,3,3,4,373521.0000
2004,HHS,M,Medium Vendor,Duns,1,0,1,1,1,1,1,20000.0000
2004,HHS,M,Medium Vendor,Duns,1,1,1,1,13,13,52,32652124.3693
2004,HHS,M,Medium Vendor,PDuns,NULL,0,0,0,32,32,19,165032.5800
2004,HHS,M,Medium Vendor,PDuns,NULL,0,0,1,27,27,47,456229.7998
2004,HHS,M,Medium Vendor,PDuns,NULL,0,1,1,20,20,1,808270.3000
2004,HHS,M,Medium Vendor,PDuns,NULL,1,1,1,24,24,28,28956451.6769
2004,HHS,M,Medium Vendor,PDuns,1,0,0,0,143,143,266,190771.1501
2004,HHS,M,Medium Vendor,PDuns,1,0,0,1,387,387,653,6126819.1925
2004,HHS,M,Medium Vendor,PDuns,1,0,1,1,480,480,1029,41505887.4909
2004,HHS,M,Medium Vendor,PDuns,1,1,1,1,502,524,3456,1008597761.7784
2004,HHS,M,Medium Vendor,PID,NULL,0,0,0,1,1,0,0.0000
2004,HHS,M,Medium Vendor,PID,NULL,1,1,1,2,2,0,549651.0000
2004,HHS,M,Medium Vendor,PID,1,0,0,1,1,1,2,8985.0000
2004,HHS,M,Medium Vendor,PID,1,0,1,1,13,13,24,663511.4202
2004,HHS,M,Medium Vendor,PID,1,1,1,1,46,46,531,553360424.0735
2004,HHS,N,Sometimes Small Vendor,Duns,1,1,1,1,4,3,688,23968354.0652
2004,HHS,N,Sometimes Small Vendor,PDuns,NULL,0,0,0,6,6,17,4357.5900
2004,HHS,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,4,4,6,42698.0000
2004,HHS,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,3,3,13,127967.0001
2004,HHS,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,2,2,2,890909.0000
2004,HHS,N,Sometimes Small Vendor,PDuns,1,0,0,0,19,19,44,25760.1001
2004,HHS,N,Sometimes Small Vendor,PDuns,1,0,0,1,279,283,649,4495860.3954
2004,HHS,N,Sometimes Small Vendor,PDuns,1,0,1,1,614,643,2491,58005784.0300
2004,HHS,N,Sometimes Small Vendor,PDuns,1,1,1,1,752,1021,7704,1522566992.5536
2004,HHS,N,Sometimes Small Vendor,PID,NULL,1,1,1,1,1,0,17479792.7500
2004,HHS,N,Sometimes Small Vendor,PID,1,0,0,1,3,3,7,28330.6399
2004,HHS,N,Sometimes Small Vendor,PID,1,0,1,1,38,38,228,7009235.6416
2004,HHS,N,Sometimes Small Vendor,PID,1,1,1,1,267,267,5331,1796150135.9736
2004,HHS,S,Always Small Vendor,Duns,1,0,0,0,1,1,0,0.0000
2004,HHS,S,Always Small Vendor,Duns,1,0,0,1,2,2,3,19400.0000
2004,HHS,S,Always Small Vendor,Duns,1,0,1,1,10,4,54,2378310.2774
2004,HHS,S,Always Small Vendor,Duns,1,1,1,1,11,9,63,12602819.3691
2004,HHS,S,Always Small Vendor,Name,1,0,0,1,4,2,22,133732.0000
2004,HHS,S,Always Small Vendor,Name,1,0,1,1,8,2,48,1886526.0802
2004,HHS,S,Always Small Vendor,PDuns,NULL,0,0,0,186,186,71,491374.5001
2004,HHS,S,Always Small Vendor,PDuns,NULL,0,0,1,141,141,103,1350074.7807
2004,HHS,S,Always Small Vendor,PDuns,NULL,0,1,1,38,38,8,1600464.9825
2004,HHS,S,Always Small Vendor,PDuns,NULL,1,1,1,17,17,69,13728064.5802
2004,HHS,S,Always Small Vendor,PDuns,1,0,0,0,140,140,215,-85075.0803
2004,HHS,S,Always Small Vendor,PDuns,1,0,0,1,455,457,784,12843325.8893
2004,HHS,S,Always Small Vendor,PDuns,1,0,1,1,914,915,2181,98786068.3984
2004,HHS,S,Always Small Vendor,PDuns,1,1,1,1,488,488,2749,612551618.0564
2004,HHS,S,Always Small Vendor,PID,NULL,1,1,1,1,1,0,100000.0000
2004,HHS,S,Always Small Vendor,PID,1,0,0,0,1,1,3,0.0000
2004,HHS,S,Always Small Vendor,PID,1,0,0,1,3,3,4,60718.0598
2004,HHS,S,Always Small Vendor,PID,1,0,1,1,19,19,42,2700516.0000
2004,HHS,S,Always Small Vendor,PID,1,1,1,1,31,31,276,168760387.0500
2004,HHS,U,Unlabeled Vendor,Duns,1,0,0,1,1,1,2,11380.0000
2004,HHS,U,Unlabeled Vendor,Duns,1,0,1,1,2,2,10,291142.0000
2004,HHS,U,Unlabeled Vendor,Name,1,0,0,1,5,2,14,128074.0000
2004,HHS,U,Unlabeled Vendor,Name,1,0,1,1,4,2,20,819400.0000
2004,HHS,U,Unlabeled Vendor,Name,1,1,1,1,1,1,2,1078540.0000
2004,NASA,NULL,NULL,PID,NULL,NULL,NULL,NULL,12,12,163,92194762.7496
2004,NASA,B,Big Five,PID,1,1,1,1,5,5,1515,3644616297.5186
2004,NASA,L,Large Vendor,PID,1,0,1,1,2,2,37,222597.8506
2004,NASA,L,Large Vendor,PID,1,1,1,1,94,94,3119,2830355861.9105
2004,NASA,M,Medium Vendor,Duns,1,0,1,1,2,2,3,202794.0000
2004,NASA,M,Medium Vendor,Duns,1,1,1,1,2,2,4,2541174.3501
2004,NASA,M,Medium Vendor,PDuns,NULL,0,0,1,8,8,11,70212.7701
2004,NASA,M,Medium Vendor,PDuns,NULL,0,1,1,1,1,0,0.0000
2004,NASA,M,Medium Vendor,PDuns,NULL,1,1,1,2,2,0,587921.0000
2004,NASA,M,Medium Vendor,PDuns,1,0,0,0,17,17,21,18143.6191
2004,NASA,M,Medium Vendor,PDuns,1,0,0,1,217,219,301,3060895.4689
2004,NASA,M,Medium Vendor,PDuns,1,0,1,1,137,144,353,12659952.0311
2004,NASA,M,Medium Vendor,PDuns,1,1,1,1,127,134,448,151043918.8955
2004,NASA,M,Medium Vendor,PID,1,0,0,1,1,1,1,8173.0000
2004,NASA,M,Medium Vendor,PID,1,0,1,1,5,5,15,490621.1508
2004,NASA,M,Medium Vendor,PID,1,1,1,1,28,28,105,448443089.6606
2004,NASA,N,Sometimes Small Vendor,Duns,1,0,0,1,1,1,2,7650.0000
2004,NASA,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,1,5,1361707.0000
2004,NASA,N,Sometimes Small Vendor,PDuns,1,0,0,0,1,1,3,3731.0000
2004,NASA,N,Sometimes Small Vendor,PDuns,1,0,0,1,180,183,400,3204087.6498
2004,NASA,N,Sometimes Small Vendor,PDuns,1,0,1,1,419,459,1451,28228881.3564
