fiscal_year	Customer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2001	Defense	Space Systems	L	Large Vendor	PID	1	1	1	1	1	19	19	245	330309371.0000
2001	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	0	0	0	0	1	1	1	3800000.0000
2001	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	0	0	1	1	4	4	6	466783.0000
2001	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	0	1	1	1	7	7	19	14859126.0000
2001	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	1	2	60302.0000
2001	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	1	1	90620.0000
2001	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	1	1	234234.0000
2001	Defense	Space Systems	M	Medium Vendor	PDuns-2	1	0	1	1	1	2	2	2	1452400.0000
2001	Defense	Space Systems	M	Medium Vendor	PDuns-2	1	1	1	1	1	2	2	2	9579734.0000
2001	Defense	Space Systems	M	Medium Vendor	PDuns-3+	1	0	1	1	1	1	1	4	2487329.0000
2001	Defense	Space Systems	M	Medium Vendor	PID	1	0	0	1	1	1	1	1	74747.0000
2001	Defense	Space Systems	M	Medium Vendor	PID	1	0	1	1	1	7	7	40	20130912.0000
2001	Defense	Space Systems	M	Medium Vendor	PID	1	1	1	1	1	1	1	1	911000.0000
2001	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	1	1	51710.0000
2001	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	10	10	42	17903815.0000
2001	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	3	3	8	4254231.0000
2001	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	15	20	108	36434871.0000
2001	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	4	4	20	2188596.0000
2001	Defense	Space Systems	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	1	1	49000.0000
2001	Defense	Space Systems	N	Sometimes Small Vendor	PID	1	0	1	1	1	21	21	105	481297359.0000
2001	Defense	Space Systems	N	Sometimes Small Vendor	PID	1	1	1	1	1	2	2	7	2259890.0000
2001	Defense	Space Systems	S	Always Small Vendor	Duns	1	0	1	1	1	1	1	9	1477443.0000
2001	Defense	Space Systems	S	Always Small Vendor	PDuns-1	1	0	0	0	1	2	2	2	-103477.0000
2001	Defense	Space Systems	S	Always Small Vendor	PDuns-1	1	0	0	1	1	37	37	44	5718750.0000
2001	Defense	Space Systems	S	Always Small Vendor	PDuns-1	1	0	1	1	1	75	75	168	68984969.0000
2001	Defense	Space Systems	S	Always Small Vendor	PDuns-2	1	0	1	1	1	5	5	33	10007189.0000
2001	Defense	Space Systems	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	3	3	17	2864176.0000
2001	Defense	Space Systems	S	Always Small Vendor	PID	1	0	1	1	1	16	16	82	15690352.0000
2002	Defense	NULL	B	Big Five	PID	1	1	1	1	1	4	4	44	17219147.3089
2002	Defense	NULL	L	Large Vendor	PID	1	0	1	1	1	2	2	2	26118956.0000
2002	Defense	NULL	L	Large Vendor	PID	1	1	1	1	1	20	20	65	5408097.0246
2002	Defense	NULL	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	5	5	5	3770.0000
2002	Defense	NULL	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	6	6	7	58953.4199
2002	Defense	NULL	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	1	1	4420.0000
2002	Defense	NULL	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	1	3	1016.0000
2002	Defense	NULL	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	1	1	447960.0000
2002	Defense	NULL	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	1	0	0.0000
2002	Defense	NULL	M	Medium Vendor	PDuns-2	1	0	0	1	1	1	1	1	8000.0000
2002	Defense	NULL	M	Medium Vendor	PDuns-2	1	0	1	1	1	2	2	2	9000.0000
2002	Defense	NULL	M	Medium Vendor	PDuns-3+	1	0	1	1	1	1	1	1	0.0000
2002	Defense	NULL	M	Medium Vendor	PID	1	0	1	1	1	4	4	7	2045137.0000
2002	Defense	NULL	N	Sometimes Small Vendor	Duns	1	1	1	1	1	2	2	4	5000.0000
2002	Defense	NULL	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	1	1	1	0.0000
2002	Defense	NULL	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	1	0	0.0000
2002	Defense	NULL	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	4	4	4	61793.6000
2002	Defense	NULL	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	9	9	18	2271034.1473
2002	Defense	NULL	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	1	1	0.0000
2002	Defense	NULL	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	2	2	3	-118053.2344
2002	Defense	NULL	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	1	1	2	17000.0000
2002	Defense	NULL	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	1	1	1	99824.0000
2002	Defense	NULL	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	3	3	7	3807443.0000
2002	Defense	NULL	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	4	4	3	353385.0000
2002	Defense	NULL	N	Sometimes Small Vendor	PID	1	0	0	1	1	2	2	2	5870.0000
2002	Defense	NULL	N	Sometimes Small Vendor	PID	1	0	1	1	1	11	11	17	11326578.5304
2002	Defense	NULL	N	Sometimes Small Vendor	PID	1	1	1	1	1	6	6	36	14938183.3201
2002	Defense	NULL	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	1	1	0	0.0000
2002	Defense	NULL	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	2	2	2	42188.8496
2002	Defense	NULL	S	Always Small Vendor	PDuns-1	1	0	0	0	0	1	1	1	0.0000
2002	Defense	NULL	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	1	1	612.0000
2002	Defense	NULL	S	Always Small Vendor	PDuns-1	1	0	0	1	1	7	7	14	423864.1993
2002	Defense	NULL	S	Always Small Vendor	PDuns-1	1	0	1	1	1	7	7	5	61699.0000
2002	Defense	NULL	S	Always Small Vendor	PDuns-2	1	0	0	0	1	1	1	1	5046.0000
2002	Defense	NULL	S	Always Small Vendor	PID	1	0	1	1	1	2	2	2	0.0000
2002	Defense	Aircraft	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	13	13	117	21701714.0000
2002	Defense	Aircraft	B	Big Five	PID	1	1	1	1	1	5	5	8172	22852810924.7736
2002	Defense	Aircraft	J	Large: Big 5 JV	PID	1	0	1	1	1	4	4	57	873056435.0000
2002	Defense	Aircraft	L	Large Vendor	PID	1	0	0	1	1	2	2	7	287019.0000
2002	Defense	Aircraft	L	Large Vendor	PID	1	0	1	1	1	13	13	1275	804746448.0000
2002	Defense	Aircraft	L	Large Vendor	PID	1	1	1	1	1	57	57	10251	8691329870.0342
2002	Defense	Aircraft	M	Medium Vendor	Duns	1	0	1	1	1	1	1	13	5425896.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	2	2	0	0.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	0	0	0	0	2	2	4	0.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	0	0	0	1	11	11	12	-81887.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	0	0	1	1	91	91	157	11933751.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	0	1	1	1	56	56	241	215241832.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	1	0	0	1	5	5	7	119958.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	1	0	1	1	66	66	174	14536491.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	1	1	1	1	36	36	180	163070718.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	0	2	2	0	0.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-2	1	0	0	0	1	3	3	4	43630.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-2	1	0	0	1	1	12	12	33	4726513.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-2	1	0	1	1	1	8	9	37	7870131.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-2	1	1	0	0	1	1	1	1	26998.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-2	1	1	0	1	1	11	11	37	2434456.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-2	1	1	1	1	1	9	9	77	76455143.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-3+	1	0	0	0	1	1	1	1	1302.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-3+	1	0	0	1	1	1	1	1	1395.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-3+	1	0	1	1	1	8	8	19	7364317.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-3+	1	1	0	1	1	3	3	6	700782.0000
2002	Defense	Aircraft	M	Medium Vendor	PDuns-3+	1	1	1	1	1	1	1	11	1381006.0000
2002	Defense	Aircraft	M	Medium Vendor	PID	1	0	0	1	1	4	4	24	2471822.0000
2002	Defense	Aircraft	M	Medium Vendor	PID	1	0	1	1	1	28	28	391	494324854.0000
2002	Defense	Aircraft	M	Medium Vendor	PID	1	1	0	1	1	1	1	1	57558.0000
2002	Defense	Aircraft	M	Medium Vendor	PID	1	1	1	1	1	5	5	104	22628701.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	Name	1	1	1	1	1	1	1	6	1057700.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	3	3	4	88424.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	270	270	1520	104833110.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	204	204	2510	496712544.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	14	14	42	2840464.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	13	13	96	35842776.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	0	1	1	1	1	0	0.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	35	39	186	14795747.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	48	52	661	101470062.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	2	3	6	228694.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	12	15	162	62572648.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	24	34	116	9105233.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	108	255	2148	421943401.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	4	4	7	279433.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	48	149	2094	662044383.5400
2002	Defense	Aircraft	N	Sometimes Small Vendor	PID	1	0	0	1	1	18	18	99	7713843.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PID	1	0	1	1	1	118	118	2248	1028614753.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PID	1	1	0	1	1	3	3	8	390514.0000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PID	1	1	1	1	1	34	34	607	267586033.4375
2002	Defense	Aircraft	S	Always Small Vendor	Duns	1	0	1	1	1	4	4	8	1599368.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	21	21	0	0.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	0	0.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	3	3	0	0.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	0	0.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	0	0	0	15	15	22	-252309.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	0	0	1	183	183	226	4259875.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1298	1298	3624	256168222.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	1	1	1	512	512	3009	671504280.3800
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	1	1	74975.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	1	1	1	1	3	3	8	822901.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-2	NULL	NULL	1	1	1	1	1	0	0.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-2	1	0	0	0	1	6	6	5	87217.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-2	1	0	0	1	1	53	56	153	13208617.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-2	1	0	1	1	1	31	33	286	62001448.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-3+	1	0	0	0	1	1	1	1	28262.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-3+	1	0	0	1	1	8	10	29	2414008.0000
2002	Defense	Aircraft	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	13	19	113	43558051.0000
2002	Defense	Aircraft	S	Always Small Vendor	PID	1	0	0	1	1	20	20	42	2418569.0000
2002	Defense	Aircraft	S	Always Small Vendor	PID	1	0	1	1	1	27	27	262	66930141.0000
2002	Defense	Electronics, Comms, & Sensors	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	23	23	896	311807325.0000
2002	Defense	Electronics, Comms, & Sensors	B	Big Five	PID	1	1	1	1	1	5	5	10515	8741230750.2789
2002	Defense	Electronics, Comms, & Sensors	L	Large Vendor	PID	1	0	0	1	1	6	6	58	1969436.5801
2002	Defense	Electronics, Comms, & Sensors	L	Large Vendor	PID	1	0	1	1	1	28	28	1366	531824696.0000
2002	Defense	Electronics, Comms, & Sensors	L	Large Vendor	PID	1	1	0	1	1	1	1	3	29290.0000
2002	Defense	Electronics, Comms, & Sensors	L	Large Vendor	PID	1	1	1	1	1	73	73	29398	7373482859.3948
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	NULL	NULL	0	0	0	1	1	0	0.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	1	0	0	1	1	2	2	3	210498.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	1	0	1	1	1	3	3	4	1475157.2500
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	1	1	1	1	1	1	1	0	0.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	1	1	0	0.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	0	0	0	0	15	15	36	-1349.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	0	0	0	1	152	152	248	2261624.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	0	0	1	1	280	280	865	50749127.5938
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	0	1	1	1	124	124	1011	362390440.4546
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	1	0	0	0	9	9	16	-19939.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	1	0	0	1	75	75	103	1714017.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	1	0	1	1	263	263	515	36989178.7500
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	1	1	1	1	77	77	299	222251179.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2	1	0	0	0	0	1	1	2	-274.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2	1	0	0	0	1	13	14	21	290368.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2	1	0	0	1	1	37	38	182	12694864.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2	1	0	1	1	1	25	25	245	59317823.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2	1	1	0	0	1	5	5	6	113450.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2	1	1	0	1	1	22	23	37	2375030.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2	1	1	1	1	1	9	9	74	20788606.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-3+	1	0	0	0	1	1	1	1	22940.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-3+	1	0	0	1	1	7	8	10	287752.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-3+	1	0	1	1	1	20	29	128	16915778.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-3+	1	1	0	1	1	4	6	27	913654.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-3+	1	1	1	1	1	5	9	61	10991541.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	1	0	0	0	1	6	6	10	147746.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	1	0	0	1	1	23	23	109	7918458.1992
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	1	0	1	1	1	45	45	688	276652270.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	1	1	0	1	1	2	2	2	233497.0000
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	1	1	1	1	1	10	10	106	63507053.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	Duns	1	0	1	1	1	4	4	18	8619632.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	1	9	800103.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	Name	1	1	1	1	1	1	1	24	4126572.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	2	2	9	2263.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	93	93	265	2223054.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	556	556	3551	162612389.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	389	389	4561	822655874.5234
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	1	6	27259.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	40	40	392	16977207.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	44	44	875	177567211.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	8	8	11	89685.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	99	112	582	21794333.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	80	95	806	107604484.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	6	9	57	3950999.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	17	20	113	6527429.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	5	11	20	147475.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	72	128	426	17312383.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	180	440	3137	533867325.3126
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	9	11	64	1633658.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	68	252	2637	358386396.2000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	1	1	5839.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	0	0	1	1	50	50	624	26345350.0200
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	0	1	1	1	257	257	8568	2225060266.8841
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	1	0	1	1	8	8	159	8077850.0000
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	1	1	1	1	73	73	7753	1434086626.8301
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	Duns	1	0	0	1	1	1	1	1	2639.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	Duns	1	0	1	1	1	5	5	18	2325042.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	5	5	0	0.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	7518.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	0	0	0	0	126	126	222	-514110.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1424	1424	2049	21891679.2000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	0	0	1	1	2838	2838	7421	446003626.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1007	1007	5471	1159378745.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	1	0	1	1	7	7	183	9559147.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	1	1	1	1	9	9	66	6767726.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2	NULL	NULL	1	1	1	1	1	0	0.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2	1	0	0	0	0	3	4	13	8674.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2	1	0	0	0	1	64	65	140	1106939.2793
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2	1	0	0	1	1	138	151	644	32691047.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2	1	0	1	1	1	59	68	405	59001888.3438
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2	1	1	0	1	1	1	1	1	29900.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2	1	1	1	1	1	2	2	31	3551858.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-3+	1	0	0	0	1	3	4	6	56211.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-3+	1	0	0	1	1	15	20	62	2547182.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	21	29	110	45276654.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	0	0	0	0	1	1	1	-48517.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	0	0	0	1	8	8	23	183010.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	0	0	1	1	48	48	196	12398660.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	0	1	1	1	75	75	740	173519619.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	1	1	1	1	2	2	78	38800813.0000
2002	Defense	Electronics, Comms, & Sensors	U	Unlabeled Vendor	Duns	NULL	NULL	1	1	1	1	1	4	913661.0000
2002	Defense	Facilities and Construction	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	16	16	524	75485658.0000
2002	Defense	Facilities and Construction	B	Big Five	PID	1	1	1	1	1	5	5	1077	509136173.3984
2002	Defense	Facilities and Construction	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	1	13161119.0000
2002	Defense	Facilities and Construction	L	Large Vendor	Duns	1	1	1	1	1	1	1	153	125687663.0000
2002	Defense	Facilities and Construction	L	Large Vendor	PID	1	0	0	0	1	1	1	2	60359.0000
2002	Defense	Facilities and Construction	L	Large Vendor	PID	1	0	0	1	1	6	6	79	975021.0000
2002	Defense	Facilities and Construction	L	Large Vendor	PID	1	0	1	1	1	48	48	3208	1062658669.5400
2002	Defense	Facilities and Construction	L	Large Vendor	PID	1	1	0	1	1	1	1	3	681338.0000
2002	Defense	Facilities and Construction	L	Large Vendor	PID	1	1	1	1	1	83	83	8952	2460465614.5095
2002	Defense	Facilities and Construction	M	Medium Vendor	Duns	1	0	0	0	1	1	1	0	0.0000
2002	Defense	Facilities and Construction	M	Medium Vendor	Duns	1	0	0	1	1	2	2	14	638930.0000
2002	Defense	Facilities and Construction	M	Medium Vendor	Duns	1	0	1	1	1	4	4	9	17885798.0000
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	16	16	0	0.0000
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	3	3	4	38441.0000
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	2	2	1	9072.0000
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	0	0.0000
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	0	0	0	80	80	197	-1198208.0000
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	0	0	1	401	401	662	6286825.0000
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	0	1	1	789	789	3079	187336170.1699
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	1	1	1	594	594	6372	2695701590.3321
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	1	0	0	0	52	52	262	-3345603.0000
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	1	0	0	1	271	271	933	6939879.5300
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	1	0	1	1	1260	1260	5558	282809835.2074
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	1	1	1	1	376	376	5856	1160889831.7500
