"PlatformPortfolio","Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Electronics, Comms, & Sensors","AAG",2192,,,,,,,,,,,,,,,,,,,49993.5781,,,,,
"Electronics, Comms, & Sensors","ABH",1882,,,2700071,,-53226,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ABMS",2255,,,,,,,,,,,,,,,,,,,,,19102290,8781328,32355638.25,15703463
"Electronics, Comms, & Sensors","ACD",1886,,,1504862,2614065,2753184,2834057,1350429,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ACS",1365,,,2199730,2425152,2678324,2424300,296054,9358852,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ADS",1379,,,,,,,,,,,,618776,,,,,392141,,,,,,,
"Electronics, Comms, & Sensors","ADV WIDEBAND",699,,,,,1176507,-123589,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AEC",1890,,307190,22931690,29479402,29508495,6362017,5097184,6476548.9082,5686913.7031,356339,0,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AF INT COM CTRL SYS",1728,2792716,124177,81098,158042176,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AFN",2052,11759902,15407476,5972866,5283849,324920,-11920,,0,,,,,0,,,,,,,,,,,
"Electronics, Comms, & Sensors","AFSATCOMM",1734,11137708,5952107,-10071845,3067901,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AFSCN",1745,60990944,57025847,18793169,8018962,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/AFQ-137",1605,-1391723,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALE-40 COUNTERMEASURES",1621,18469720,6296031,13170099,13359902,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALE-50",968,163446277,60942021,36147590,30897816,,,,,-53802.6494,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALQ-101 ECM",1624,27000,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALQ-119",1619,8167850,2978604,-657403,357377,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALQ-122 ECM SYS",1609,4494039,9482687,1002221,99000,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALQ-131",1612,68413260,27016527,12510057,17701749,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALQ-135",1608,27016588,15564575,7374998,7022216,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALQ-155",1610,1180501,538988,1078191,485794,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALR-31 ELEC COUNTERMEA",1617,,,2538,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALR-46",1611,,,,33600,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALR-56 WARNING RECVR",1654,38113282,20662868,10722083,30716034,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALR-62 COUNTERMEASURES",1616,1043183,3016491,-741692,107000,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ALR-69",1677,763998,-6548249,1296920,6304939,,,,,-4390.77,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/APN-159 BOMB NAV & FR",1666,33716,0,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/APN-169 STATION KEEPIN",1667,33023,34200,29400,30570,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/APN-221 DOPPLER",1680,,,84247,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/APR-38",1656,,,,556746,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ARC-164 (V)",1700,,,3021718,-556580,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/ARC-186 RADIO",1695,,,,29872,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/BSY-1",646,,,,,,,,,90110,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/FPQ-16",1704,1131804,4089507,0,89337,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/FSD JOINT STARS",1676,440598490,201230217,225651948,229437727,,,,,0,-447943.6563,,0,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/GRC-171",1689,,,94500,14792705,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/GRC-206",1698,,,75540,106164,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/GRC-212",1696,-98506,21720,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/PRC-90 RADIO",1694,15711417,57087,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/TPS-43",1702,,,,1224601,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AN/TRC-170 RADIO",1691,,,,3174080,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ANTENNA TEST STATION",1764,,,2073244,53715,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","AOC-WS",1363,,,,,3734633,4451133,27195509.5938,44958244.9855,77891630.4527,62654181.2362,40700674.8486,47441653.6169,103901820.3018,103638430.9919,95533365.5795,81757178.299,55456663.8451,26677343.754,2061807.3696,,-3120142.1195,-342299.625,-101188.4399,
"Electronics, Comms, & Sensors","ATARS",1867,,,,,,,,,4138599,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ATIRCMS/CMWS",630,,,,,,,,81160000,19840000,2247087.4922,4479577.8594,8702087.7344,1388494.5625,1446949.35,-224811.29,-189887.8672,-615685,,,,,,,
"Electronics, Comms, & Sensors","ATS",2058,,,,,,,1644,19477353.8279,23956195.7187,12926265.2194,1397419.084,1820654.4077,394149.6978,482729.58,17365.94,-1090,,,3400,,,,,
"Electronics, Comms, & Sensors","AUJ",2059,,,,3413195,,,1326413,,0,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","Advanced Pilot Training (APT)",2232,,,,,,,,,,,,,,,,,,,,,,881365.3125,0,90777.793
"Electronics, Comms, & Sensors","Air Force Integrated Personnel and Pay System Increment 1 (AFIPPS Inc 1)",2253,,,,,,,,,,,,,,,,,,,,266762,347373.1406,0,,
"Electronics, Comms, & Sensors","B1-CMUP COMPUTER UPGRADE",669,,,,,,,,104682,,,,-506,,,,,,,,,,,,
"Electronics, Comms, & Sensors","BSM",1972,,,,,,8972,84603,,0,110040.9766,,,,9910.82,69687.27,5283.2402,,,,,,,,
"Electronics, Comms, & Sensors","CCIC2S",1989,,,,,,,,,,,,7708.2202,34944.3906,39801.21,33795.74,-1999.25,,,,,,,,
"Electronics, Comms, & Sensors","CEC",1843,,,,,,5000,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","CGS",1816,,,,,,34484701,46818314.75,60837332.6719,79844213.1524,86076146.276,53344302.3488,25338619.7795,31178880.3824,22465356.06,9696398.6298,82207.4901999999,139825.8701,-139825.8701,0,-177630.3125,,,-50155.9587,
"Electronics, Comms, & Sensors","CHEYENNE MOUNTAIN UPGRADE",1649,29250,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","CITS",1993,,,,,,,,,16663972.2735,21665863.0469,50024033.3439,7768510.5859,5089520.4531,0,,-138439.21,,,,-1425737.6876,,,,
"Electronics, Comms, & Sensors","CNN",2067,,,,15203862,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","COBRA JUDY",1739,4349991,12519518,15560738,13077147,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DCAPES",1995,,,,,,,,1960180.7734,12511208,9484061.9766,-639819.242,0,1113971.6134,1377516.97,2457180.03,624638.65,,,,,,,,
"Electronics, Comms, & Sensors","DCGS ARMY",1381,,,,,,,,,,,,,,,,,0,,,,,,,
"Electronics, Comms, & Sensors","DEAMS",1996,,,,,,,,,461373.9375,32001.6699,70233.7969,18255.7598,0,200346.37,,,,,,,,,,
"Electronics, Comms, & Sensors","DEAMS Inc 1",2101,,,,,,,,,,,,,,,,184004.8477,144235.5469,,5299364.5938,7970241.9687,9101348.9168,25480244.396,27127956.6501,35392510.9466
"Electronics, Comms, & Sensors","DEF METEOR SAT PROG",1517,,67107,3255013,1297136,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","DMS",1960,,,,,,42363958,21124884,38367221.6952,18756975.769,22341338.0728,22675671.6966,18283410.8486,17628245.6655,10410475.1501,10387129.9909,-63291.7107,-99793.1891,-15484.59,,,,0,,
"Electronics, Comms, & Sensors","DTS",1970,,,,,,,,5909799.375,30887203.3555,36292699.3965,56504075.7813,42267123.3125,16562500.9844,0,,-757453.4142,-11490.3604,,,,,,,
"Electronics, Comms, & Sensors","Distributed Common Ground System - Army Increment 2 (DCGS-A Inc 2)",2239,,,,,,,,,,,,,,,,,,,,256617,0,,-1943.12,
"Electronics, Comms, & Sensors","FAAD C2I(ATCCS)",1841,,,,,,,,,0,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","FAB-T",88,,,,,,,,,,,,,,,,,,,79921.5,10602160,90026766.7109,121479621.5157,81260620.8818,87510957.75
"Electronics, Comms, & Sensors","GAE",2081,2156604,,,-69003,,242764,,,,,,,,-26708,,,,,,,,,,
"Electronics, Comms, & Sensors","GAJ",1937,1030720,,1011152,-36567,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GAV",2082,,,,2496759,,,,4e+05,292305,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GBSD",2187,,,,,,,,,,,,,,,,,,,4155000,,7093286,,38103.6016,
"Electronics, Comms, & Sensors","GCCS-AF",1997,,,,,,,,51028020.0953,61767866.2949,61569708.5153,60373317.2974,67397102.4773,65872171.1856,83415115.63,57830931.02,4117268.9751,3278246.9805,1403584.9805,,,0,-64491.3399,-64975.697,16136.7598
"Electronics, Comms, & Sensors","GCCS-J",1949,,,,,,,,,,,1559067.6621,454858.2031,5673694.4571,293421.98,0,,,,,,,,,
"Electronics, Comms, & Sensors","GCI",1941,,,,11393109,3692168,1326162,22274,,,,,,,,0,0,,,,,,,,
"Electronics, Comms, & Sensors","GCSS-AF",1346,,,,,84000,83035159,141360939.25,142404724.7883,145469517.2884,136266950.7057,141778690.0329,127706571.9436,109517811.5931,99469478.1569,105439486.1088,51918069.6728,27309402.8079,19449267.129,5970720.3173,2274841.9463,-275708.9571,0,-378754.9814,
"Electronics, Comms, & Sensors","GCSS-CC/JTF",1998,,,,,,,,,,,,,,,,15547,,,,,,,,
"Electronics, Comms, & Sensors","GIGBE",1981,,,,,,,,4173786,1646692.1563,0,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GNP",2092,299250,37320,,164856,-133368,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GNW",2093,,,,980037,,,,980037,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GSSI GRND SUP SYS INTEG",1618,,,,38520,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GTN",1964,,,,,17841132,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","GYY",1948,,,81305982,64147054,25706098,20077854,18624637,7804529,2848505,734937,626001,0,,,,,,,,,,,,0
"Electronics, Comms, & Sensors","HELMET SYSTEM HGU-51/PCD",1773,3318000,6635500,3672498,5067473,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","HPCM",1349,,,,,,795758,438517,16191.0996,9829339,4594952.1708,459787.7969,299623.4766,260596.0704,4993896.42,282665.12,10341030.9805,961644,-2026.5601,,-41451.5508,,,,
"Electronics, Comms, & Sensors","IDECM",1803,,,,,,,,,,,,,,,,,5819339.7305,588350.125,577410.2813,702232.4688,82955.9707,,,
"Electronics, Comms, & Sensors","ILS-S",1973,,,,,,,,,0,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","IMDS",1974,,,,,,,,,,3134373.75,,15408.4004,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ISPAN",1963,,,,,,,,,,,,,,341039,466510,-51145,,,-14640.9698,,,,,
"Electronics, Comms, & Sensors","Integrated Strategic Planning and Analysis Network Increment 4 (ISPAN Inc 4)",2235,,,,,,,,,,,,,,,,,,,,4e+05,0,,,449890.5938
"Electronics, Comms, & Sensors","JADC2",2254,,,,,,,,,,,,,,,,,,,,,,199120,,
"Electronics, Comms, & Sensors","JMPS",1988,,,,,,,,,,,,11819175.632,9960095,7484014.91,8189906.5,8162672.6906,8395013.875,7493612.4648,7050062.418,6107304.5,7844256.4106,1238794.168,99621.803,-132438.3906
"Electronics, Comms, & Sensors","JOINT TAC INFO DIST SYS/T",1646,23232015,36253442,18583161,3413655,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","JOINT TACTCL INF DSPLY SY",1643,1794265,1171652,1558092,2392912,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","JPALS",649,,,,,5462635,520000,8871,26860,225065,,,,,,,,,,,50150.5391,,,,
"Electronics, Comms, & Sensors","JSIMS",1337,,,,,,861217,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","JTIDY (AIR FORCE)",68,,,,,,,,8419496,,0,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","JTRS AMF",1374,,,,,,,,,,8692.4004,4745.25,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","JTRS CLUSTER 5",1378,,,,,,,,,,,,,,,,1222000,-3840,1696186,,171749.8594,,,,
"Electronics, Comms, & Sensors","JTRS WAVEFORM",689,,,,,54009328,54860040,53171457,,,,,,,16809076,11179595,1387741.8,402380,,,-95148,,,,
"Electronics, Comms, & Sensors","Key Management Infrastructure Increment 3 (KMI Inc 3)",2245,,,,,,,,,,,,,,,,,,,,,,,125695.8594,
"Electronics, Comms, & Sensors","LAND WARRIOR",692,,,,,,,,,,,5505.7598,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","LANTIRN",1627,37761357,30634094,40785509,28269705,,,,,,,,-63264,,,,,,,,,,,,
"Electronics, Comms, & Sensors","LANTRIN",82,,,,,,,,3632435.6035,1083366,-170116,125300,0,,2285937,698163.1,-393820,,,,,,,,
"Electronics, Comms, & Sensors","M89",2098,,,,,,,,,,,,,,,,50792.3281,,,,,,,,
"Electronics, Comms, & Sensors","MAC C3 SUPPORT",1776,3808440,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MCS (ATCCS)",1854,,,,,,,,,,,,,,,,,,,,,,,190002.0781,
"Electronics, Comms, & Sensors","MIDS-LVT",1831,,,,,11681599,815879,,,,,89147,87276,,,49500,622116,2130646,346331,,773688.8594,76830,200937.4375,107455,111820
"Electronics, Comms, & Sensors","MLS",670,,,,,,,,37500,41527.7,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MODERNIZATION",1778,308241,,31826,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MOTIF",1705,7903500,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","MP RTIP",697,,,,,39366996,868000,-4663274,0,1368399,1374623,718012,,1159217,117600,,,,,,,,,,
"Electronics, Comms, & Sensors","MQ-9 Reaper",1805,,,,,,,30265000,90946493,62947593,24601278,99215794,64568011,-21284,,0,,,3334989.5938,13898060.3594,40891591.1901,65366835.5894,66892801.7532,56006244.5396,104997881.9063
"Electronics, Comms, & Sensors","N WARNING SYS PROG/EX DEW",1743,280000,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","N78",2100,,,,,,,,,,,,,,,,29128.3594,44000,,,,,,,
"Electronics, Comms, & Sensors","NAS",1823,,,,,,2575073,2698834,9382738.4757,14719408.1453,4900513,2329895,0,0,,38758.02,27567,5848,1347624,0,,,,,
"Electronics, Comms, & Sensors","NCES",664,,,,,,,,-403530,4003549,5214626.0892,773067.2667,32864.1992,139026,149669.11,151492.7,-19622.4004,,,,,,,2682218.125,4452236.5
"Electronics, Comms, & Sensors","NEMAIS",2004,,,,,,,,,,1533240,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","NGEN INC 1",2200,,,,,,,,,,,,,,,,,,9964550.0274,15108133.7032,3624024.76,,,,
"Electronics, Comms, & Sensors","OPTION GRND COMM NETWORK",1642,,20381709,11678190,5587886,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","Other UAS",2258,,,,,,,,,,,,,,,,,,,27247099,32404235.2383,38110053.6016,14701695.7109,,
"Electronics, Comms, & Sensors","PACER SPEAK",1780,126008,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","PEACE HAWK",1629,,,,84667,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","PEACE SHIELD PROGRAM",1631,1394566,-99306,,2740945,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","PKI",1979,,,,,,,,,,,,,1184500,,,,,,,,,,,
"Electronics, Comms, & Sensors","SHELTER GENERAL PURPOSE",1783,419885,744320,,1477274,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","SIGNAL GENERATOR 2.0-18.0",1784,-73476,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","SINCGARS",2112,,,,,,,,0,,,,79900,,,,,,,,,,,,
"Electronics, Comms, & Sensors","SMART-T",1837,,,,,,,,5350,,,3486.3501,,98700,,,,,,,,,,,
"Electronics, Comms, & Sensors","SPACE FENCE INC 1",2179,,,,,,,,,,,,,,,,,,46749.6094,67131.0391,-41699.3594,,,61913,1138087
"Electronics, Comms, & Sensors","SPECTRUM ANALYZER",1785,,873400,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","SPS",1961,,,,,,,,,10402.6699,9692.8999,50593.4883,137661.27,149048.0003,,,,,,,,,,,
"Electronics, Comms, & Sensors","STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,,,229766.1602,362134.7891,129624.5469,
"Electronics, Comms, & Sensors","T-33 SHOOTING STAR",790,,,,499252,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","TBMCS",1971,,,,,,12987854,16910511,25772445.1533,48020142.1971,25972823.4464,39734460.804,27358463.1329,15751595.787,21300151.787,16327491.5359,8374971,3998792,3967354.4531,0,,,,-990094.633,6583658
"Electronics, Comms, & Sensors","TCAIMS II",1957,,,,,,,,,,,,,,15694.09,,,,,,,,,,
"Electronics, Comms, & Sensors","TDC",2005,,,,,,,,,6441,,16310926.3125,18995760,33526558,11310576.07,2208495,,,,,,,,,
"Electronics, Comms, & Sensors","TEST SET AIR DATA COMPUTE",1787,251220,,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","WCS",2195,,,,,,,,,,,,,,,,,,,,,19901.0195,15431.4199,391466.3658,0
"Electronics, Comms, & Sensors","WIN-T",700,,,,,,,,,,,55432.0508,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ZBL",2015,,,,,,,,,,,,,40393372,11933874,19259165,0,-2589910,,,,,,,
"Electronics, Comms, & Sensors",,,5218689538.6992,5673448014.3674,6322729333.4434,7338692793.449,9220166210.0749,9524250085.4215,9617696862.9132,11032506491.8697,10122549535.5442,10287114262.4085,9394391011.588,9310335439.656,10106900021.8748,8013542303.6798,8630186744.2499,8303373809.31,9701209831.3327,10749470149.6977,11981495445.1967,12722315560.2328,12156432539.6841,11828976306.7384,13156032532.3821,7586445380.0543
"Facilities and Construction","716",1852,,,,,,,,,,,,,,,0,,,,,,,,,
"Facilities and Construction","AF INT COM CTRL SYS",1728,,,,2997431,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","ATS",2058,,,,,,,,-750,196560,,295418.3047,1258075,63420,28846.2,,,,,,,,,,
"Facilities and Construction","Air Force Integrated Personnel and Pay System Increment 1 (AFIPPS Inc 1)",2253,,,,,,,,,,,,,,,,,,,,,68643.3906,,0,
"Facilities and Construction","BASE REALIGN & CLOS (BRAC",610,42354917,41471532,37583821,31265944,131770,,,,,49170,,,,,,,,,,,,,,
"Facilities and Construction","BRAC ACTIVITIES",2014,,,458444,372120,37387464,22009036,45448227,50445322.2578,78178117.4063,100178233.128,89246098.7295,113011846.9821,62367195.2786,111888350.34,91489330.68,44439177.0956,35021713.5421,9987340,8133452.9942,9656301.9511,4630924.1094,26330815.334,9445452.539,11383273.9063
"Facilities and Construction","CBDP",1344,,,,,10342,5084,,,,,,,,,,,,,,,,,,
"Facilities and Construction","DEAMS Inc 1",2101,,,,,,,,,,,,,,,,,,,,614313.75,791692.9902,51419.1517,,
"Facilities and Construction","DEF ENVIR & RESTORA PRG (",611,190820729,143693675,224429266,235252400,778453,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","DERP",2016,11889409,11533738,6231799,45695122,193704539,54408922,41010095,61630953.1203,43558261.7451,89192497.6516,109434017.831,134158364.0215,183586032.2749,123019277.825,142150984.72,80273776.9011,121669535.868,76518890.2301,68779283.3439,40904212.4369,13836869.2924,11782066.1377,8632315.2745,3029559
"Facilities and Construction","DPPS",1950,,,,,,,,27958,,,,,,,,,,,,,,,,
"Facilities and Construction","Department of Defense Healthcare Management System Modernization (DHMSM)",2237,,,,,,,,,,,,,,,,,,,,,,,7179,
"Facilities and Construction","EASTERN TEST RANGE",1733,980341,431333,,-1573599,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","EPA SUPERFUND",2021,,,,,,13490,11237,,683462,,,,10842,0,,,,,,,,,,
"Facilities and Construction","GBSD",2187,,,,,,,,,,,,,,,,,,,3696090,1879678.3125,,,,
"Facilities and Construction","HANGER AIRCRAFT",1771,,411077,,,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","HEATER H-1",1772,473849,,,,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","HURRICANE KATRINA",2017,,,,,,101291050,63446025,8629866.6875,780528.7452,51628.2896,6109.9101,191904.1609,202980.4375,28815,31617.77,33182,,-22865.8008,,,,,,
"Facilities and Construction","HURRICANE RITA",2018,,,,,,1344862,584484,,,5270,,,,,,,,,,,,,,
"Facilities and Construction","HUSH HOUSE",1758,4173999,,,390968,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","JADC2",2254,,,,,,,,,,,,,,,,,,,,,1389801.5,,,
"Facilities and Construction","JCALS",1954,,,,,12872,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","KMI",2001,,,,,,,,,284442,,,,,,,,,,,,4000,603336.2656,0,
"Facilities and Construction","LOADER A/C 25K",1580,2947654,,55293,,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","MQ-1C Gray Eagle",2036,,,,,,,,,,,,,,,,95483.8032,-8299.75,,,,,,,
"Facilities and Construction","MQ-9 Reaper",1805,,,,,,,,,,,,,,,,,5584995,5542692,5715388,5776942,2644611,1746716.25,,
"Facilities and Construction","NCES",664,,,,,,,,,,171400.9297,0,-2700,,,,,,,,,,,,
"Facilities and Construction","OTHER ENVIRONMENTAL PROGR",2115,97052716,98272690,130986637,241323410,974072927,789441325,508294460.75,516137541.0502,453957799.5039,309263372.9343,295372607.8804,237470671.6272,260693141.5572,200563636.2031,231965482.11,596821264.7395,307623622.3144,517050183.9114,266561298.429,293399508.0304,206942837.5649,120054383.0495,64072312.5763,-3017853.2378
"Facilities and Construction","RSA DINING FACILITY",2020,,,,,,,,,,,21379255.5687,41578337.1129,24357455.8018,44987243.05,9114166.1,33295899.4823,10951035.8454,7646276.707,17483487.5258,9805954.3281,58906943.0595,59858905.9463,29726647.7159,62779677.3475
"Facilities and Construction","SPS",1961,,,,,4585,,,,487415.9515,70668.25,140201.01,47134.8,278559.5898,8951,-136.6,,,,,,,,,
"Facilities and Construction","STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,,,1132881.9922,12042098.7461,6782697.7268,4131101.254
"Facilities and Construction","TOW FLIGHTLINE",1565,,1883573,,,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","WAREHOUSING SYSTEM AUTOMA",1790,,,,543051,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction",,,3755241926.28,3638565065.5313,4096671242.6259,5805508651.2084,5362754956.0027,6177405088.3836,7096798472.7422,7125611881.1872,6892302028.1625,7749457514.4364,6856087894.1387,6252341897.8473,5517033795.0716,4310383823.5955,5431812762.5907,4754022684.8898,5009908059.6339,4717044671.7587,5010380852.5226,5555641711.258,6064068218.9998,6236186597.0343,7517931404.853,3390042517.7976
"Land Vehicles","AIRCRAFT TOW MB-2",1563,1899997,4643681,2108253,1603924,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","BRADLEY FVS",27,,,,,,,,,619953.0625,,,,,,,,,,,,,,,
"Land Vehicles","FCS",1310,,,,,168760,22840,,66705,,,,,348111.2813,0,,,,,,,,,,
"Land Vehicles","FMTV",1857,,,,,,,,,,,,4272.25,,,,,,,,,,,,
"Land Vehicles","GCSS-A INC 2",2188,,,,,,,,,,,,,,,,,,,,,3364822,3027031.9941,,
"Land Vehicles","LOADER A/C 40K",1568,,97369,27444,186930,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","SEDAN 4 DR 4X2",1558,1069408,2063929,,,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","SPS",1961,,,,,,,,,,,,4995.5498,,,,,,,,,,,,
"Land Vehicles","STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,,,238484.7735,,,
"Land Vehicles","STRYKER (IAV)",703,,,,,,,,,,,6357.8301,,,,,,,,,,,,,
"Land Vehicles","TANK FUEL R-9 5000 GAL",1572,4134875,4343950,6855697,675042,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","TOW FLIGHTLINE",1565,486690,,,,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","ZBL",2015,,,,,,,,,,,,,,,48135208.8672,70621982.625,272209.4541,0,,,67300,,,
"Land Vehicles",,,230526064,166635148.4609,187257990.8096,217401478,225646226.8999,288988699.3101,240105396.1779,285395237.8499,160340464.0858,134836446.7276,123901123.6448,147976679.8321,144391610.6766,534486156.364,106832117.2926,148352533.4261,251063250.8947,292834585.9922,927642698.9539,961638642.1627,745333757.2368,816016973.0783,726402205.4638,1099434405.8717
"Missile Defense","AEGIS",11,,,,,,,,222677,,,,,,,,,,,,,,,,
"Missile Defense","AIM-7 SPARROW",831,62581,116450,126203,106990,,,,,,,,,,,,,,,,,,,,
"Missile Defense","AMDR",2033,,,,,,,,,,,,,,,,66046.5234,,,,,,,,
"Missile Defense","AN/APN-59 WEATHER RADAR",1674,236271,133964,120655,35460,,,,,,,,,,,,,,,,,,,,
"Missile Defense","AN/FPS-108 PHASED ARRAY R",1653,78192,1921846,453812,956641,,,,,,,,,,,,,,,,,,,,
"Missile Defense","AN/FPS-117 RADAR SEEK IGL",1682,9424770,1222403,29485564,16362727,,,,,,0,,,,,,,,,,,,,,
"Missile Defense","AN/MPS-T1 RADAR CONTROL V",1655,434125,,1865509,578654,,,,,,,,,,,,,,,,,,,,
"Missile Defense","APS",20,,,,,,,,,,,,,,,,,,4900000,71675934,174905038.3906,188119137.8672,93421044.25,96711367.8722,13051979.0625
"Missile Defense","BALLISTIC MISSILE DEFENSE",137,77469788,47442497,65224978,138578790,368864,,,,-53449.0796,-56731.6993,-14088.9404,,,,,,,,,,,,,
