AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,CDC_Name,CDC_Street,CDC_City,CDC_State,CDC_Zip,ThirdPartyLender_Name,ThirdPartyLender_City,ThirdPartyLender_State,ThirdPartyDollars,GrossApproval_Then_Year,ApprovalDate,ApprovalFiscalYear,FirstDisbursementDate,DeliveryMethod,subpgmdesc,TermInMonths,NaicsCode,NaicsDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidInFullDate,ChargeOffDate,GrossChargeOffAmount,JobsSupported,GrossApproval_OMB24_GDP22,AnyTag,CriticalTech
20230930,504,"DEVNET, INC.",2254 OAKLAND DRIVE,SYCAMORE,IL,60178,Small Business Growth Corporat,2401 West White Oaks Drive,Springfield,IL,62704,NA,NA,NA,NA,219000,2003-09-17,2003,01/14/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,DEKALB,IL,SPRINGFIELD BRANCH OFFICE,14,CORPORATION,NA,PIF,12/31/2013,NA,0,7,333720.5955126082,TRUE,Computing
20230930,504,"DIGITEC, INC.","METROPARK ONE #210212, METRO",ORLANDO,FL,32835,Florida Business Development C,1715 North Westshore Blvd,Tampa,FL,33607,NA,NA,NA,NA,335000,2003-09-18,2003,06/16/2004,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,ORANGE,FL,NORTH FLORIDA DISTRICT OFFICE,10,CORPORATION,NA,PIF,11/30/2014,NA,0,12,510485.84245079337,TRUE,Computing
20230930,504,"PANTHER SYSTEMS NORTHWEST, INC","5408 NE 88TH STREET, BLDG. D",VANCOUVER,WA,98665,Evergreen Business Capital,13925 Interurban Ave. S,Seattle,WA,98168,NA,NA,NA,NA,891000,2003-09-19,2003,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334513,"Instruments and Related Products Manufacturing for Measuring, Displayi",NA,NA,CLARK,WA,PORTLAND DISTRICT OFFICE,03,CORPORATION,NA,CANCLD,NA,NA,0,10,1357739.9570855428,TRUE,High Technology
20230930,504,"INTEGRINET SOLUTIONS, INC.","10020 FAIRVIEW AVE, UNIT 4",BOISE,ID,83704,"Capital Matrix, Inc.",6429 West Interchange Lane,Boise,ID,83709,NA,NA,NA,NA,60000,2003-09-23,2003,01/14/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,ADA,ID,BOISE DISTRICT OFFICE,02,CORPORATION,NA,PIF,06/30/2016,NA,0,9,91430.3001404406,TRUE,Computing
20230930,504,INTEGRIUM,14351 MYFORD ROAD,TUSTIN,CA,92780,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,NA,NA,NA,NA,1300000,2003-09-25,2003,03/17/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541710,"Research and Development in the Physical, Engineering, and Life Scienc",NA,NA,ORANGE,CA,SANTA ANA DISTRICT OFFICE,45,CORPORATION,NA,PIF,11/30/2017,NA,0,30,1980989.836376213,TRUE,High Technology
20230930,504,"United Medical Instruments, In",1914 PLUMOUTH,MOUNTAIN VIEW,CA,94643,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,NA,NA,NA,NA,681000,2003-09-26,2003,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE,NA,CORPORATION,NA,CANCLD,NA,NA,0,25,1037733.9065940009,TRUE,Computing
20230930,504,IMMUNALYSIS CORPORATION,821 TOWNE CENTER DRIVE,POMONA,CA,91767,California Statewide Certified,426 D Street,Davis,CA,95616,NA,NA,NA,NA,255000,2003-10-17,2004,01/14/2004,PCLP,Sec. 504 - Premier Certified Lender Program,240,325412,Pharmaceutical Preparation Manufacturing,NA,NA,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE,27,CORPORATION,NA,PIF,06/30/2012,NA,0,9,379307.2288148546,TRUE,Biotechnology
20230930,504,CYBORTRONICS INCORPORATED,13845 C ALTON PARKWAY,IRVINE,CA,92618,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,NA,NA,NA,NA,346000,2003-10-17,2004,03/17/2004,PCLP,Sec. 504 - Premier Certified Lender Program,240,334516,Analytical Laboratory Instrument Manufacturing,NA,NA,ORANGE,CA,SANTA ANA DISTRICT OFFICE,45,CORPORATION,NA,PIF,08/31/2014,NA,0,10,514667.84772525367,TRUE,High Technology
20230930,504,MAGNEBIT HOLDING CORPORATION,9590 CHESAPEAKE DRIVE,SAN DIEGO,CA,92123,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,NA,NA,NA,NA,1200000,2003-10-20,2004,02/11/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334119,Other Computer Peripheral Equipment Manufacturing,NA,NA,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE,52,CORPORATION,NA,PIF,01/31/2013,NA,0,40,1784975.194422845,TRUE,Computing
20230930,504,UNITEK INFORMATION SYSTEMS INC,4670 AUTO MALL,FREMONT,CA,94538,"Capital Access Group, Inc.",150 California Street,San Francisco,CA,94111,NA,NA,NA,NA,1300000,2003-10-22,2004,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,ALAMEDA,CA,SAN FRANCISCO DISTRICT OFFICE,15,CORPORATION,NA,CANCLD,NA,NA,0,20,1933723.1272914156,TRUE,Computing
20230930,504,TNT CABLE INDUSTRIES,350 MULBERRY DRIVE,SAN MARCOS,CA,92078,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,NA,NA,NA,NA,280000,2003-10-22,2004,08/11/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334220,Radio and Television Broadcasting and Wireless Communications Equipmen,NA,NA,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE,49,PARTNERSHIP,NA,PIF,07/31/2016,NA,0,15,416494.2120319972,TRUE,Modern Telecom
20230930,504,TYONEK FABRICATION CORPORATION,229 PALMER ROAD,MADISON,AL,35758,Alabama Community Development,117 Southcrest Drive,Birmingham,AL,35209,NA,NA,NA,NA,1081000,2003-10-30,2004,10/13/2004,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Sy",NA,NA,NA,AK,ALABAMA DISTRICT OFFICE,05,CORPORATION,NA,PIF,03/31/2006,NA,0,12,1607965.1543092462,TRUE,SensorCyber
20230930,504,ADVANCED POINT CORP.,1885 LUNDY AVENUE,SAN JOSE,CA,95131,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,NA,NA,NA,NA,1300000,2003-11-04,2004,12/17/2003,PCLP,Sec. 504 - Premier Certified Lender Program,240,334419,Other Electronic Component Manufacturing,NA,NA,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE,17,CORPORATION,NA,PIF,11/30/2013,NA,0,12,1933723.1272914156,TRUE,Microelectronics
20230930,504,"SIGMA SPACE CORPORATION, INC.",4801 FORBES BLVD,LANHAM,MD,20706,Prince George's County Financi,1801 McCormick Drive,Largo,MD,20774,NA,NA,NA,NA,568000,2003-11-17,2004,03/16/2005,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,04,CORPORATION,NA,PIF,08/31/2015,NA,0,80,844888.25869348,TRUE,Computing
20230930,504,"BENCHMARK BIOLABS, INC.",800 WESTGATE BLVD.,LINCOLN,NE,68501,Nebraska Economic Development,4445 S 86th Street,Lincoln,NE,68526,NA,NA,NA,NA,484000,2003-11-18,2004,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541380,Testing Laboratories,NA,NA,LANCASTER,NE,NEBRASKA DISTRICT OFFICE,01,CORPORATION,NA,CANCLD,NA,NA,0,52,719939.9950838808,TRUE,High Technology
20230930,504,TECHNOLOGY INTEGRATION GROUP,13700 STOWE DRIVE,POWAY,CA,92064,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,NA,NA,NA,NA,594000,2003-11-19,2004,03/17/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE,50,CORPORATION,NA,PIF,02/29/2008,NA,0,375,883562.7212393084,TRUE,Computing
20230930,504,"LEERSCO, Inc",6911 O'BYRNES FERRY ROAD,JAMESTOWN,CA,95327,Success Capital Expansion & De,1301 L Street,Modesto,CA,95354,NA,NA,NA,NA,928000,2003-11-19,2004,08/11/2004,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334419,Other Electronic Component Manufacturing,NA,NA,TUOLUMNE,CA,FRESNO DISTRICT OFFICE,04,CORPORATION,NA,CHGOFF,NA,01/29/2013,778270,16,1380380.8170203336,TRUE,Microelectronics
20230930,504,ADVANCED CHEMICAL TECHNOLOGY,8728 UTICA AVENUE,RANCHO CUCAMONGA,CA,91730,Southland Economic  Developmen,400 N. Tustin Ave,Santa Ana,CA,92705,NA,NA,NA,NA,483000,2003-11-21,2004,11/17/2004,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541380,Testing Laboratories,NA,NA,SAN BERNARDINO,CA,SANTA ANA DISTRICT OFFICE,31,CORPORATION,NA,PIF,03/31/2020,NA,0,10,718452.5157551952,TRUE,High Technology
20230930,504,PITTSBURGH MINERAL & ENVIRONME,700 FIFTH AVENUE,NEW BRIGHTON,PA,15066,Regional Development Funding C,3816 South Water Street,Pittsburgh,PA,15203,NA,NA,NA,NA,162000,2003-11-21,2004,02/11/2004,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541710,"Research and Development in the Physical, Engineering, and Life Scienc",NA,NA,BEAVER,PA,PITTSBURGH DISTRICT OFFICE,17,CORPORATION,NA,PIF,01/31/2018,NA,0,19,240971.65124708408,TRUE,High Technology
20230930,504,CLEAN EARTH TECHNOLOGIES LLC,13378 LAKEFRONT DRIVE,MARYLAND HEIGHTS,MO,63045,STL Partnership CDC,7733 Forsyth Boulevard,St. Louis,MO,63105,NA,NA,NA,NA,1000000,2003-11-24,2004,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541710,"Research and Development in the Physical, Engineering, and Life Scienc",NA,NA,SAINT LOUIS,MO,ST. LOUIS DISTRICT OFFICE,01,CORPORATION,NA,CANCLD,NA,NA,0,70,1487479.3286857042,TRUE,High Technology
20230930,504,"Alyn Industries, Inc DBA Elect",16032 ARMINTA ST.,LOS ANGELES,CA,91406,California Statewide Certified,426 D Street,Davis,CA,95616,NA,NA,NA,NA,535000,2003-11-25,2004,09/15/2004,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334412,Bare Printed Circuit Board Manufacturing,NA,NA,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE,29,CORPORATION,NA,PIF,08/31/2012,NA,0,100,795801.4408468518,TRUE,Microelectronics
20230930,504,ROYAL 4 SYSTEMS A CALIFORNIA C,3799 EAST BURNETT STREET,LONG BEACH,CA,90815,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,NA,NA,NA,NA,953000,2003-11-26,2004,NA,PCLP,Sec. 504 - Premier Certified Lender Program,240,541511,Custom Computer Programming Services,NA,NA,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE,47,CORPORATION,NA,CANCLD,NA,NA,0,32,1417567.8002374761,TRUE,Computing
20230930,504,COOPER TESTING LABS INC.,937 COMMERCIAL STREET,PALO ALTO,CA,94303,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,NA,NA,NA,NA,414000,2003-11-26,2004,06/15/2005,PCLP,Sec. 504 - Premier Certified Lender Program,240,541380,Testing Laboratories,NA,NA,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE,14,CORPORATION,NA,PIF,05/31/2015,NA,0,1,615816.4420758815,TRUE,High Technology
20230930,504,"PLATINUM INTERACTIVE, INC.",3600 CENTRAL AVENUE,SAINT PETERSBURG,FL,33711,Sunshine State Economic Develo,"14141 46th St., N.",Clearwater,FL,33762,NA,NA,NA,NA,111000,2003-12-01,2004,07/14/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,PINELLAS,FL,SOUTH FLORIDA DISTRICT OFFICE,13,CORPORATION,NA,PIF,12/31/2006,NA,0,3,165110.20548411316,TRUE,Computing
20230930,504,VALWEST TECHNOLOGIES INC,430 N 47TH AVENUE,PHOENIX,AZ,85043,Arizona Capital Source,333 N. Wilmot Road,Tucson,AZ,85711,NA,NA,NA,NA,1300000,2003-12-01,2004,11/17/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Sy",NA,NA,MARICOPA,AZ,ARIZONA DISTRICT OFFICE,03,CORPORATION,NA,PIF,10/31/2007,NA,0,14,1933723.1272914156,TRUE,SensorCyber
20230930,504,R & K ENTERPRISES,14259 DANIELSON ST.,POWAY,CA,92064,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,NA,NA,NA,NA,291000,2003-12-02,2004,09/15/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE,50,INDIVIDUAL,NA,PIF,08/31/2008,NA,0,7,432856.4846475399,TRUE,Computing
20230930,504,POLARITY INC,11294 SUNRISE PARK DR,RANCHO CORDOVA (MILLS),CA,95742,Greater Sacramento Certified D,5428 Watt Avenue,North Highlands,CA,95660,NA,NA,NA,NA,284000,2003-12-04,2004,03/17/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334516,Analytical Laboratory Instrument Manufacturing,NA,NA,SACRAMENTO,CA,SACRAMENTO DISTRICT OFFICE,07,CORPORATION,NA,PIF,11/30/2018,NA,0,3,422444.12934674,TRUE,High Technology
20230930,504,MASS DESIGN INC.,41 SIMON STREET,NASHUA,NH,03063,Granite State Economic Develop,One Cate Street,Portsmouth,NH,03802,NA,NA,NA,NA,843000,2003-12-08,2004,06/16/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334412,Bare Printed Circuit Board Manufacturing,NA,NA,HILLSBOROUGH,NH,NEW HAMPSHIRE DISTRICT OFFICE,01,CORPORATION,NA,PIF,05/31/2013,NA,0,12,1253945.0740820486,TRUE,Microelectronics
20230930,504,DOLPHIN SOLUTIONS INC & ENTENS,2295 S. HIAWASSEE ROAD,ORLANDO,FL,32835,Florida First Capital Finance,1351 N. Gadsden Street,Tallahassee,FL,32303,NA,NA,NA,NA,235000,2003-12-09,2004,10/12/2005,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,ORANGE,FL,NORTH FLORIDA DISTRICT OFFICE,10,CORPORATION,NA,CHGOFF,NA,10/21/2010,205367,10,349557.6422411405,TRUE,Computing
20230930,504,"HUBERT ASSOCIATES, INC.",1314 EDGEWOOD DR.,JEFFERSON CITY,MO,65109,"Rural Missouri, Inc.",3324 Emerald Lane,Jefferson City,MO,65109,NA,NA,NA,NA,730000,2003-12-10,2004,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,COLE,MO,ST. LOUIS DISTRICT OFFICE,03,CORPORATION,NA,CANCLD,NA,NA,0,10,1085859.909940564,TRUE,Computing
20230930,504,"OPTICAL AIR DATA SYSTEMS, L.P.",MANASSAS REGIONAL AIRPORT,MANASSAS,VA,20110,"Business Finance Group, Inc.",3930 Pender Drive,Fairfax,VA,22030,NA,NA,NA,NA,341000,2003-12-12,2004,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,517910,Other Telecommunications,NA,NA,MANASSAS CITY,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,NA,CANCLD,NA,NA,0,20,507230.45108182513,TRUE,Modern Telecom
20230930,504,"OPTICAL AIR DATA SYSTEMS, L.P.",CANNON BRANCH STIE/GATEWAY B,MANASSAS,VA,20110,"Business Finance Group, Inc.",3930 Pender Drive,Fairfax,VA,22030,NA,NA,NA,NA,959000,2003-12-12,2004,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,517910,Other Telecommunications,NA,NA,MANASSAS CITY,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,NA,CANCLD,NA,NA,0,20,1426492.6762095904,TRUE,Modern Telecom
20230930,504,"VERITE, INC.",608 WEST 9320 SOUTH,SANDY,UT,84070,Utah Certified Development Com,5333 South Adams Ave.,Ogden,UT,84405,NA,NA,NA,NA,302000,2003-12-17,2004,04/14/2004,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,SALT LAKE,UT,UTAH DISTRICT OFFICE,03,CORPORATION,NA,PIF,09/30/2016,NA,0,6,449218.75726308266,TRUE,Computing
20230930,504,"RAINTREE SYSTEMS, INC.",1120 SYCAMORE AVENUE #1-A,VISTA,CA,92083,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,NA,NA,NA,NA,1300000,2003-12-17,2004,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE,49,CORPORATION,NA,CANCLD,NA,NA,0,175,1933723.1272914156,TRUE,Computing
20230930,504,EVOLVE TECHNOLOGY GROUP,233 TECHNOLOGY WAY UNIT A-4,ROCKLIN,CA,95765,SBA - EDF Enforcement Action,SBA Denver Finance Center,Denver,CO,80202,NA,NA,NA,NA,381000,2003-12-17,2004,09/15/2004,PCLP,Sec. 504 - Premier Certified Lender Program,240,541519,Other Computer Related Services,NA,NA,SACRAMENTO,CA,SACRAMENTO DISTRICT OFFICE,04,CORPORATION,NA,PIF,08/31/2013,NA,0,2,566729.6242292533,TRUE,Computing
20230930,504,FEDERAL RESOURCES CORPORATION,"10875 MAIN STREET,UNITS 211",FAIRFAX,VA,22030,"Business Finance Group, Inc.",3930 Pender Drive,Fairfax,VA,22030,NA,NA,NA,NA,136000,2003-12-19,2004,03/17/2004,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,FAIRFAX CITY,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,NA,PIF,02/28/2018,NA,0,10,202297.18870125577,TRUE,Computing
20230930,504,RADIATION SAFETY & CONTROL SER,91 PORTSMOUTH AVENUE,STRATHAM,NH,03885,Granite State Economic Develop,One Cate Street,Portsmouth,NH,03802,NA,NA,NA,NA,206000,2003-12-22,2004,09/15/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541690,Other Scientific and Technical Consulting Services,NA,NA,ROCKINGHAM,NH,NEW HAMPSHIRE DISTRICT OFFICE,01,CORPORATION,NA,PIF,05/31/2018,NA,0,10,306420.7417092551,TRUE,High Technology
20230930,504,COMPETITIVE ADVANTAGE SYSTEMS,740 ALFRED NOBEL DRIVE,HERCULES,CA,94547,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,NA,NA,NA,NA,257000,2003-12-23,2004,04/14/2004,PCLP,Sec. 504 - Premier Certified Lender Program,240,541511,Custom Computer Programming Services,NA,NA,CONTRA COSTA,CA,SAN FRANCISCO DISTRICT OFFICE,05,CORPORATION,NA,PIF,09/30/2017,NA,0,1,382282.187472226,TRUE,Computing
20230930,504,"PACIFIC POWER SOURCE, INC.",17692 FITCH,IRVINE,CA,92614,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,NA,NA,NA,NA,135000,2003-12-30,2004,11/17/2004,504,Sec. 504 - Loan Guarantees - Private Sector Financed,120,334419,Other Electronic Component Manufacturing,NA,NA,ORANGE,CA,SANTA ANA DISTRICT OFFICE,45,CORPORATION,NA,PIF,10/31/2014,NA,0,10,200809.70937257007,TRUE,Microelectronics
20230930,504,CONVERGENT COMMUNICATIONS OF,18330 EDISON AVE.,CHESTERFIELD,MO,63005,STL Partnership CDC,7733 Forsyth Boulevard,St. Louis,MO,63105,NA,NA,NA,NA,444000,2004-01-07,2004,05/12/2004,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,SAINT LOUIS,MO,ST. LOUIS DISTRICT OFFICE,02,CORPORATION,NA,PIF,10/31/2011,NA,0,27,660440.8219364526,TRUE,Computing
20230930,504,"MO BIO LABORATORIES,INC.",5431 AVENIDA ENCINAS #J,CARLSBAD,CA,92008,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,NA,NA,NA,NA,659000,2004-01-12,2004,01/12/2005,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541380,Testing Laboratories,NA,NA,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE,49,CORPORATION,NA,PIF,12/31/2017,NA,0,17,980248.8776038791,TRUE,High Technology
20230930,504,"PAN PROBE BIOTECH, INC.",8515 ARJONS DRIVE #A,SAN DIEGO,CA,92126,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,NA,NA,NA,NA,296000,2004-01-20,2004,05/12/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,325413,In-Vitro Diagnostic Substance Manufacturing,NA,NA,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE,52,CORPORATION,NA,PIF,09/30/2019,NA,0,18,440293.88129096845,TRUE,Biotechnology
20230930,504,MRM CONSTRUCTION SERVICES LLC,4802 S. 16 ST.,PHOENIX,AZ,85040,Arizona Capital Source,333 N. Wilmot Road,Tucson,AZ,85711,NA,NA,NA,NA,246000,2004-01-22,2004,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541380,Testing Laboratories,NA,NA,MARICOPA,AZ,ARIZONA DISTRICT OFFICE,07,CORPORATION,NA,CANCLD,NA,NA,0,1,365919.91485668323,TRUE,High Technology
20230930,504,"ANTELECOM, INC.",104 E. AVENUE K,LANCASTER,CA,93535,Mid State Development Corporat,1631 17th Street,Bakersfield,CA,93301,NA,NA,NA,NA,629720,2004-01-28,2004,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE,08,CORPORATION,NA,CANCLD,NA,NA,0,23,936695.4828599617,TRUE,Computing
20230930,504,"GREAT RIVER ELECTRONICS, INC.",3056 E 65TH ST,INVER GROVE HEIGHTS,MN,55076,Amplio Economic Development Co,3900 Northwoods Drive,Arden Hills,MN,55112,NA,NA,NA,NA,155000,2004-01-29,2004,06/16/2004,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334290,Other Communications Equipment Manufacturing,NA,NA,DAKOTA,MN,MINNESOTA DISTRICT OFFICE,02,CORPORATION,NA,PIF,05/31/2014,NA,0,10,230559.29594628417,TRUE,Modern Telecom
20230930,504,PORTSMOUTH COMPUTER GROUP INC,30 MIRONA ROAD,PORTSMOUTH,NH,03801,Granite State Economic Develop,One Cate Street,Portsmouth,NH,03802,NA,NA,NA,NA,295000,2004-02-03,2004,02/16/2005,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,ROCKINGHAM,NH,NEW HAMPSHIRE DISTRICT OFFICE,01,CORPORATION,NA,PIF,08/31/2013,NA,0,6,438806.4019622828,TRUE,Computing
20230930,504,ACCESS SOFTEK INC.,727 ALLSTON WY,BERKELEY,CA,84710,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,NA,NA,NA,NA,611000,2004-02-09,2004,10/12/2005,PCLP,Sec. 504 - Premier Certified Lender Program,240,541511,Custom Computer Programming Services,NA,NA,ALAMEDA,CA,SAN FRANCISCO DISTRICT OFFICE,02,CORPORATION,NA,PIF,12/31/2017,NA,0,10,908849.8698269653,TRUE,Computing
20230930,504,"GAUGE WORKS, L.L.C.","43671 TRADE CENTER PL,STE 15",STERLING,VA,20166,"Business Finance Group, Inc.",3930 Pender Drive,Fairfax,VA,22030,NA,NA,NA,NA,190000,2004-02-10,2004,07/13/2005,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334514,Totalizing Fluid Meter and Counting Device Manufacturing,NA,NA,LOUDOUN,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,NA,PIF,06/30/2017,NA,0,4,282621.0724502838,TRUE,High Technology
20230930,504,"Biologics International, Inc.",8054-8056 PRODUCTION AVENUE,FLORENCE,KY,41042,Community Ventures Corporation,1450 North Broadway,Lexington,KY,40505,NA,NA,NA,NA,331000,2004-02-17,2004,06/16/2004,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,325412,Pharmaceutical Preparation Manufacturing,NA,NA,BOONE,KY,KENTUCKY DISTRICT OFFICE,04,CORPORATION,NA,PIF,07/31/2020,NA,0,7,492355.6577949681,TRUE,Biotechnology
20230930,504,CUSTOM ANALYTICAL SERVICES INC,50 NORTHWESTERN DRIVE,SALEM,NH,03079,Granite State Economic Develop,One Cate Street,Portsmouth,NH,03802,NA,NA,NA,NA,134000,2004-02-18,2004,04/14/2004,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541710,"Research and Development in the Physical, Engineering, and Life Scienc",NA,NA,ROCKINGHAM,NH,NEW HAMPSHIRE DISTRICT OFFICE,02,CORPORATION,NA,PIF,09/30/2014,NA,0,3,199322.23004388437,TRUE,High Technology
20230930,504,THE RIDGE PROPERTY GROUP,1842 S FOOTHILLS HWY,BOULDER,CO,80303,B:Side Capital,3550 Brighton Blvd,Denver,CO,80216,NA,NA,NA,NA,485000,2004-02-18,2004,NA,PCLP,Sec. 504 - Premier Certified Lender Program,240,541710,"Research and Development in the Physical, Engineering, and Life Scienc",NA,NA,BOULDER,CO,COLORADO DISTRICT OFFICE,02,CORPORATION,NA,CANCLD,NA,NA,0,20,721427.4744125665,TRUE,High Technology
20230930,504,HELIO SOLUTIONS INC.,3000 LAKESIDE DRIVE,SANTA CLARA,CA,95054,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,NA,NA,NA,NA,994000,2004-02-18,2004,05/12/2004,PCLP,Sec. 504 - Premier Certified Lender Program,240,541519,Other Computer Related Services,NA,NA,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE,17,CORPORATION,NA,PIF,10/31/2007,NA,0,2,1478554.45271359,TRUE,Computing
20230930,504,"HURD I/T COMMUNICATIONS, INC.",210I6-A GALLOWS ROAD,VIENNA,VA,22182,"Business Finance Group, Inc.",3930 Pender Drive,Fairfax,VA,22030,NA,NA,NA,NA,225000,2004-02-18,2004,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,NA,CANCLD,NA,NA,0,6,334682.84895428346,TRUE,Computing
