"","productorservicecode","ProductOrServiceCodeText","BioRelated","Action_Obligation_OMB20_GDP20"
"634","AG77","R&D- ENERGY: SOLAR/PHOTOVOLTAIC (COMMERCIALIZED)",NA,12766.5007021575
"635","AG81","CONSERVATION OF ENERGY (BASIC)",NA,15133219.829807
"636","AG82","R&D- ENERGY: CONSERVATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,10292665.2156491
"637","AG83","CONSERVATION OF ENERGY (ADVANCED)",NA,8728065.49738048
"638","AG84","R&D- ENERGY: CONSERVATION (ENGINEERING DEVELOPMENT)",NA,2084498.75193709
"639","AG86","R&D-CONSERV OF ENERGY-MGMT SUP",NA,54186.9536078606
"640","AG91","OTHER ENERGY (BASIC)",NA,96057769.482299
"641","AG92","OTHER ENERGY (APPLIED/EXPLORATORY)",NA,113520397.314402
"642","AG93","OTHER ENERGY (ADVANCED)",NA,492888936.18041
"643","AG94","OTHER ENERGY (ENGINEERING)",NA,63037569.6037541
"644","AG95","OTHER ENERGY (OPERATIONAL)",NA,17930763.4637758
"645","AG96","OTHER ENERGY (MANAGEMENT/SUPPORT)",NA,8761417.89917648
"646","AG97","R&D- ENERGY: OTHER (COMMERCIALIZED)",NA,237902.913147714
"647","AH11","R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (BASIC RESEARCH)",NA,319663381.980572
"648","AH12","R&D- ENVIRON PROTECTION: POLLUTION CONTROL/ABATEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,13243652.1436416
"649","AH13","R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (ADVANCED DEVELOPMENT)",NA,84392057.5135238
"650","AH14","R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (ENGINEERING DEVELOPMENT)",NA,640922.956501154
"651","AH21","AIR POLLUTION (BASIC)",NA,13799092.7620161
"652","AH22","AIR POLLUTION (APPLIED/EXPLORATORY)",NA,4941768.07643282
"653","AH23","AIR POLLUTION (ADVANCED)",NA,5388591.24935203
"654","AH24","AIR POLLUTION (ENGINEERING)",NA,391420.820862277
"655","AH26","AIR POLLUTION (MANAGEMENT/SUPPORT)",NA,175291.906465196
"656","AH27","R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (COMMERCIALIZED)",NA,20732.4174134562
"657","AH31","R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (BASIC RESEARCH)",NA,11214955.2909699
"658","AH32","R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,14709708.3598284
"659","AH33","R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (ADVANCED DEVELOPMENT)",NA,11687614.6000977
"660","AH34","WATER POLLUTION (ENGINEERING)",NA,982707.390609474
"661","AH35","R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,602655.959554284
"662","AH36","R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (MANAGEMENT/SUPPORT)",NA,41409.8360655738
"663","AH41","NOISE POLLUTION (BASIC)",NA,6080432.15079492
"664","AH42","R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,1532475.27133611
"665","AH43","R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (ADVANCED DEVELOPMENT)",NA,1119851.8233164
"666","AH45","NOISE POLLUTION (OPERATIONAL)",NA,318233.531152628
"667","AH47","R&D-NOISE POLLUTION-COMERCLIZ",NA,326180.563758584
"668","AH91","R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH)",NA,991598529.245354
"669","AH92","R&D- ENVIRONMENTAL PROTECTION: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,206816942.290921
"670","AH93","R&D- ENVIRONMENTAL PROTECTION: OTHER (ADVANCED DEVELOPMENT)",NA,45837858.1905948
"671","AH94","R&D- ENVIRONMENTAL PROTECTION: OTHER (ENGINEERING DEVELOPMENT)",NA,104846641.948888
"672","AH95","R&D- ENVIRONMENTAL PROTECTION: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,2332197.50896516
"673","AH96","R&D- ENVIRONMENTAL PROTECTION: OTHER (MANAGEMENT/SUPPORT)",NA,231843614.66821
"674","AH97","R&D- ENVIRONMENTAL PROTECTION: OTHER (COMMERCIALIZED)",NA,4225621.61827777
"675","AJ11","PHYSICAL SCIENCES (BASIC)",NA,2049135193.37091
"676","AJ12","R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,2735249016.29182
"677","AJ13","PHYSICAL SCIENCES (ADVANCED)",NA,890588676.540123
"678","AJ14","PHYSICAL SCIENCES (ENGINEERING)",NA,819825969.600478
"679","AJ15","PHYSICAL SCIENCES (OPERATIONAL)",NA,42026055.8968641
"680","AJ16","R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (MANAGEMENT/SUPPORT)",NA,608575363.861936
"681","AJ17","R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (COMMERCIALIZED)",NA,36331713.2720569
"682","AJ21","R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (BASIC RESEARCH)",NA,223586591.02391
"683","AJ22","R&D- GENERAL SCI/TECH: MATHEMATICAL/COMPUTER SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,282652045.447284
"684","AJ23","R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (ADVANCED DEVELOPMENT)",NA,401616183.107997
"685","AJ24","R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (ENGINEERING DEVELOPMENT)",NA,52284947.8567001
"686","AJ25","R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,21965067.0424952
"687","AJ26","R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (MANAGEMENT/SUPPORT)",NA,2326550.83188631
"688","AJ27","R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (COMMERCIALIZED)",NA,3977215.78825393
"689","AJ31","ENVIRONMENTAL SCIENCES (BASIC)","Environmental Sciences",2387685204.22615
"690","AJ32","R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Environmental Sciences",241811798.548958
"691","AJ33","ENVIRONMENTAL SCIENCES (ADVANCED)","Environmental Sciences",247928451.109577
"692","AJ34","R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES  (ENGINEERING DEVELOPMENT)","Environmental Sciences",69344981.7427293
"693","AJ35","R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)","Environmental Sciences",9411886.1987595
"694","AJ36","R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (MANAGEMENT/SUPPORT)","Environmental Sciences",122701581.040993
"695","AJ41","ENGINEERING (BASIC)",NA,1468600960.0042
"696","AJ42","ENGINEERING (APPLIED/EXPLORATORY)",NA,717744526.94347
"697","AJ43","ENGINEERING (ADVANCED)",NA,2658846409.50527
"698","AJ44","ENGINEERING (ENGINEERING)",NA,1630632394.42472
"699","AJ45","ENGINEERING (OPERATIONAL)",NA,91362291.4350118
"700","AJ46","ENGINEERING (MANAGEMENT/SUPPORT)",NA,454005184.212378
"701","AJ47","R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (COMMERCIALIZED)",NA,44562094.3453504
"702","AJ51","LIFE SCIENCES (BASIC)","Life Sciences",513262992.388923
"703","AJ52","LIFE SCIENCES (APPLIED/EXPLORATORY)","Life Sciences",360039167.328788
"704","AJ53","LIFE SCIENCES (ADVANCED)","Life Sciences",280632153.431
"705","AJ54","LIFE SCIENCES (ENGINEERING)","Life Sciences",131941467.708293
"706","AJ55","LIFE SCIENCES (OPERATIONAL)","Life Sciences",23098397.5318424
"707","AJ56","LIFE SCIENCES (MANAGEMENT/SUPPORT)","Life Sciences",24697030.0836004
"708","AJ57","R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (COMMERCIALIZED)","Life Sciences",743910.419282601
"709","AJ61","PSYCHOLOGICAL SCIENCES (BASIC)",NA,4804766.52858106
"710","AJ62","R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,15066416.963096
"711","AJ63","PSYCHOLOGICAL SCIENCES (ADVANCED)",NA,19245362.4131158
"712","AJ64","R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (ENGINEERING DEVELOPMENT)",NA,1001739.08263308
"713","AJ65","R&D-PSYCHOLOGICAL SCI-OPSY DEV",NA,38516.8521906596
"714","AJ66","R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (MANAGEMENT/SUPPORT)",NA,3569315.36003534
"715","AJ67","R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (COMMERCIALIZED)",NA,679857.25985726
"716","AJ71","R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (BASIC RESEARCH)",NA,30878347.2397357
"717","AJ72","R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,10078618.8847311
"718","AJ73","R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (ADVANCED DEVELOPMENT)",NA,3340709.36338011
"719","AJ74","SOCIAL SCIENCES (ENGINEERING)",NA,316867.233916825
"720","AJ75","R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,2378196.80478816
"721","AJ91","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (BASIC RESEARCH)",NA,263135391.129339
"722","AJ92","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,169958137.355865
"723","AJ93","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (ADVANCED DEVELOPMENT)",NA,132261098.917401
"724","AJ94","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (ENGINEERING DEVELOPMENT)",NA,313318885.016062
"725","AJ95","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,68761297.5928506
"726","AJ96","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (MANAGEMENT/SUPPORT)",NA,214664049.14288
"727","AJ97","RDTE/Other Sciences - Operational System Develop",NA,1353482.26262651
"728","AK12","HOUSING (APPLIED/EXPLORATORY)",NA,224869.591678095
"729","AK16","HOUSING (MANAGEMENT/SUPPORT)",NA,970937.576294604
"730","AK17","R&D-HOUSING-COMERCLIZ",NA,60879.0941190795
"731","AL11","EMPLOYMENT (BASIC)",NA,511061.05408309
"732","AL16","EMPLOYMENT (MANAGEMENT/SUPPORT)",NA,16259.4755809618
"733","AL95","OTHER INCOME SECURITY (OPERATIONAL)",NA,1040635.99366984
"734","AM11","R&D- INTERNATIONAL AFFAIRS AND COOPERATION (BASIC RESEARCH)",NA,38520381.8983476
"735","AM12","R&D-INTERNATIONAL AFFAIRS-A RES/EXP",NA,2431215.3986
"736","AM13","R&D- INTERNATIONAL AFFAIRS AND COOPERATION (ADVANCED DEVELOPMENT)",NA,-5991.93660503267
"737","AM15","R&D-INTERNATIONAL AFFAIRS-OPSY DEV",NA,889753.927429445
"738","AN10","R&D-BIOMEDICAL","Bioeconomy",0
"739","AN11","BIOMEDICAL (BASIC)","Bioeconomy",7890320324.01684
"740","AN12","BIOMEDICAL (APPLIED/EXPLORATORY)","Bioeconomy",6451930118.38869
"741","AN13","BIOMEDICAL (ADVANCED)","Bioeconomy",1418165308.11832
"742","AN14","BIOMEDICAL (ENGINEERING)","Bioeconomy",53761460.0162915
"743","AN15","BIOMEDICAL (OPERATIONAL)","Bioeconomy",237977344.333127
"744","AN16","BIOMEDICAL (MANAGEMENT/SUPPORT)","Bioeconomy",425310359.821902
"745","AN17","R&D- MEDICAL: BIOMEDICAL (COMMERCIALIZED)","Bioeconomy",157996850.234272
"746","AN22","R&D- MEDICAL: DRUG DEPENDENCY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Medical",233280218.239171
"747","AN26","R&D- MEDICAL: DRUG DEPENDENCY (MANAGEMENT/SUPPORT)","Medical",24539503.6705105
"748","AN31","ALCOHOL DEPENDENCY (BASIC)","Medical",10728228.8934121
"749","AN36","R&D-ALCOHOL DEPENDENCY-MGMT SUP","Medical",93484.8266935136
"750","AN37","R&D-ALCOHOL DEPENDENCY-COMERCLIZ","Medical",10264.4180720383
"751","AN41","HEALTH SERVICES (BASIC)","Medical",198616228.402543
"752","AN42","R&D- MEDICAL: HEALTH SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Medical",530201303.028973
"753","AN43","HEALTH SERVICES (ADVANCED)","Medical",4200884.92389537
"754","AN44","HEALTH SERVICES (ENGINEERING)","Medical",319101.542938999
"755","AN45","HEALTH SERVICES (OPERATIONAL)","Medical",2114145.61402762
"756","AN46","R&D- MEDICAL: HEALTH SERVICES (MANAGEMENT/SUPPORT)","Medical",9422335.52304077
"757","AN47","R&D- MEDICAL: HEALTH SERVICES (COMMERCIALIZED)","Medical",1628267.53443985
"758","AN51","MENTAL HEALTH (BASIC)","Medical",33186876.6083117
"759","AN52","MENTAL HEALTH (APPLIED/EXPLORATORY)","Medical",3718592.55490566
"760","AN53","MENTAL HEALTH (ADVANCED)","Medical",988810.058752677
"761","AN55","MENTAL HEALTH (OPERATIONAL)","Medical",2046012.83820649
"762","AN56","MENTAL HEALTH (MANAGEMENT/SUPPORT)","Medical",8377909.15741232
"763","AN61","R&D- MEDICAL: REHABILITATIVE ENGINEERING (BASIC RESEARCH)","Medical",8166773.41035527
"764","AN62","R&D- MEDICAL: REHABILITATIVE ENGINEERING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Medical",380705.42727191
"765","AN63","R&D- MEDICAL: REHABILITATIVE ENGINEERING (ADVANCED DEVELOPMENT)","Medical",10960306.4505347
"766","AN64","R&D- MEDICAL: REHABILITATIVE ENGINEERING (ENGINEERING DEVELOPMENT)","Medical",697082.426478321
"767","AN65","R&D-MED REHAB ENGINEERING-OPSY DEV","Medical",42282.1062126508
"768","AN66","R&D- MEDICAL: REHABILITATIVE ENGINEERING (MANAGEMENT/SUPPORT)","Medical",568791.097234209
"769","AN71","R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (BASIC RESEARCH)","Medical",25948177.8011564
"770","AN72","R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Medical",15450784.6752533
"771","AN73","R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (ADVANCED DEVELOPMENT)","Medical",57702837.1123015
"772","AN74","R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (ENGINEERING DEVELOPMENT)","Medical",17492444.8145119
"773","AN75","R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT)","Medical",16633239.5029055
"774","AN76","R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (MANAGEMENT/SUPPORT)","Medical",35974307.7909319
"775","AN77","R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (COMMERCIALIZED)","Medical",63730374.0376599
"776","AN81","AIDS RESEARCH (BASIC)","Medical",1535796349.79782
"777","AN82","AIDS RESEARCH (APPLIED/EXPLORATORY)","Medical",775295008.686562
"778","AN83","AIDS RESEARCH (ADVANCED)","Medical",153086030.621049
"779","AN84","AIDS RESEARCH (ENGINEERING)","Medical",193998.4344283
"780","AN85","AIDS RESEARCH (OPERATIONAL)","Medical",6216887.53380052
"781","AN86","AIDS RESEARCH (MANAGEMENT/SUPPORT)","Medical",465442368.082356
"782","AN91","OTHER MEDICAL (BASIC)","Medical",1542694545.54006
"783","AN92","OTHER MEDICAL (APPLIED/EXPLORATORY)","Medical",301518563.749909
"784","AN93","OTHER MEDICAL (ADVANCED)","Medical",247542395.089249
"785","AN94","OTHER MEDICAL (ENGINEERING)","Medical",58609386.093089
"786","AN95","OTHER MEDICAL (OPERATIONAL)","Medical",166939271.345844
"787","AN96","OTHER MEDICAL (MANAGEMENT/SUPPORT)","Medical",31222930.3595746
"788","AN97","R&D- MEDICAL: OTHER (COMMERCIALIZED)","Medical",29572222.9852618
"789","AP17","R&D-NAT RESOURCE-AQUACUL-COMERCLIZ",NA,1800.82495017966
"790","AP21","LAND (BASIC)",NA,17999188.1430691
"791","AP22","LAND (APPLIED/EXPLORATORY)",NA,16849074.283825
"792","AP23","LAND (ADVANCED)",NA,15810.2766798419
"793","AP26","LAND (MANAGEMENT/SUPPORT)",NA,18864.2604302833
"794","AP31","MINERAL (BASIC)",NA,407047.660754517
"795","AP32","MINERAL (APPLIED/EXPLORATORY)",NA,144532.273122266
"796","AP44","RECREATION (ENGINEERING)",NA,50048.7276664862
"797","AP51","MARINE AND OCEANOGRAPHIC (BASIC)",NA,13841054.1073311
"798","AP52","R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,26349123.2501076
"799","AP53","MARINE AND OCEANOGRAPHIC (ADVANCED)",NA,3760548.75583142
"800","AP54","R&D-NAT RES-MARINE & OCEAN-ENG DEV",NA,194398.026391116
"801","AP55","R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,26964.0601676427
"802","AP56","R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (MANAGEMENT/SUPPORT)",NA,257229.882249024
"803","AP57","R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (COMMERCIALIZED)",NA,21253.8753014123
"804","AP61","MARINE FISHERIES (BASIC)",NA,7518841.00409445
"805","AP62","R&D- NATURAL RESOURCE: MARINE FISHERIES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,1605011.48297931
"806","AP63","MARINE FISHERIES (ADVANCED)",NA,813600.357211209
"807","AP64","MARINE FISHERIES (ENGINEERING)",NA,135758.89220744
"808","AP65","MARINE FISHERIES (OPERATIONAL)",NA,149760.14976015
"809","AP66","R&D- NATURAL RESOURCE: MARINE FISHERIES (MANAGEMENT/SUPPORT)",NA,4461264.89606245
"810","AP71","ATMOSPHERIC (BASIC)",NA,1383650.41036617
"811","AP72","ATMOSPHERIC (APPLIED/EXPLORATORY)",NA,18639460.0907956
"812","AP73","ATMOSPHERIC (ADVANCED)",NA,41257850.448906
"813","AP74","ATMOSPHERIC (ENGINEERING)",NA,1504410.17908673
"814","AP75","ATMOSPHERIC (OPERATIONAL)",NA,11275.2283233735
"815","AP76","ATMOSPHERIC (MANAGEMENT/SUPPORT)",NA,155303.71251251
"816","AP91","OTHER NATURAL RESOURCES (BASIC)",NA,110267499.455126
"817","AP92","R&D- NATURAL RESOURCE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,14493653.9582473
"818","AP93","OTHER NATURAL RESOURCES (ADVANCED)",NA,313689.46497646
"819","AP94","R&D-OTHER NAT RESOURCE-ENG DEV",NA,2501484.70714531
"820","AP95","R&D: Other Natural Resources-Operational System Development",NA,215770.213677286
"821","AP96","R&D- NATURAL RESOURCE: OTHER (MANAGEMENT/SUPPORT)",NA,17260.3600153198
"822","AP97","R&D-OTHER NAT RESOURCE-COMERCLIZ",NA,2585.94987811778
"823","AQ11","R&D-SOCIAL SVCS-GERIATRIC-B RES",NA,131948.102994502
"824","AQ12","R&D- SOCIAL SERVICES: GERIATRIC OTHER THAN MEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,31392708.9327542
"825","AQ14","R&D-SOCIAL SVCS-GERIATRIC-ENG DEV",NA,643439.812823505
"826","AQ91","OTHER SOCIAL SERVICES (BASIC)",NA,48529.0307395074
"827","AQ92","R&D- SOCIAL SERVICES: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,58989.4936456381
"828","AQ93","OTHER SOCIAL SERVICES (ADVANCED)",NA,118912.797281993
"829","AQ94","OTHER SOCIAL SERVICES (ENGINEERING)",NA,85219.7735297699
"830","AQ95","OTHER SOCIAL SERVICES (OPERATIONAL)",NA,7710486.32706266
"831","AR10","R&D-AERO & SPACE TECH",NA,466300302.054083
"832","AR11","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH)",NA,6528742836.72446
"833","AR12","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,2067607075.75213
"834","AR13","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT)",NA,544356775.821929
"835","AR14","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ENGINEERING DEVELOPMENT)",NA,1295704771.6973
"836","AR15","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,275324018.108938
"837","AR16","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (MANAGEMENT/SUPPORT)",NA,884025039.936104
"838","AR17","R&D-AERO & SPACE TECH-COMERCLIZ",NA,59998761.2975356
"839","AR21","R&D- SPACE: SCIENCE/APPLICATIONS (BASIC RESEARCH)",NA,4469326007.29389
"840","AR22","R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,40281652405.0756
"841","AR23","R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT)",NA,1795999347.81262
"842","AR24","R&D- SPACE: SCIENCE/APPLICATIONS (ENGINEERING DEVELOPMENT)",NA,1104117292.23582
"843","AR25","R&D- SPACE: SCIENCE/APPLICATIONS (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,16313662468.297
"844","AR26","R&D- SPACE: SCIENCE/APPLICATIONS (MANAGEMENT/SUPPORT)",NA,55266556.6030228
"845","AR31","R&D- SPACE: FLIGHT (BASIC RESEARCH)",NA,527207693.677284
"846","AR32","R&D- SPACE: FLIGHT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,814924615.707465
"847","AR33","R&D- SPACE: FLIGHT (ADVANCED DEVELOPMENT)",NA,14719470507.2358
"848","AR34","R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT)",NA,82022752.492846
"849","AR35","R&D- SPACE: FLIGHT (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,916561438.429971
"850","AR36","R&D- SPACE: FLIGHT (MANAGEMENT/SUPPORT)",NA,1947040180.32746
"851","AR37","R&D- SPACE: FLIGHT (COMMERCIALIZED)",NA,31994443.6909483
"852","AR41","R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (BASIC RESEARCH)",NA,50889434.8967022
"853","AR42","R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,36482589.1351838
"854","AR43","R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (ADVANCED DEVELOPMENT)",NA,113107121.581575
"855","AR44","R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (ENGINEERING DEVELOPMENT)",NA,780152.597055497
"856","AR45","R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,3362154734.89727
"857","AR46","R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (MANAGEMENT/SUPPORT)",NA,19540524.854644
"858","AR52","RDTE/SP+TERRESTRIAL APP-APPLIED RES",NA,89018.4453227932
"859","AR61","R&D-SPACE STATION-B RES",NA,14762181.2271663
"860","AR62","R&D- SPACE: STATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,394452550.624033
"861","AR63","R&D- SPACE: STATION (ADVANCED DEVELOPMENT)",NA,13022489.0133934
"862","AR64","R&D- SPACE: STATION (ENGINEERING DEVELOPMENT)",NA,32756004.446875
"863","AR65","R&D-SPACE STATION-OPSY DEV",NA,37383924.065087
"864","AR66","R&D-SPACE STATION-MGMT SUP",NA,79644271.8822551
"865","AR67","R&D- SPACE: STATION (COMMERCIALIZED)",NA,48144142.5361207
"866","AR71","R&D- SPACE: COMMERCIAL PROGRAMS (BASIC RESEARCH)",NA,60553830.3415579
"867","AR72","R&D- SPACE: COMMERCIAL PROGRAMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,13917839.7139473
"868","AR73","R&D- SPACE: COMMERCIAL PROGRAMS (ADVANCED DEVELOPMENT)",NA,5974433.51223155
"869","AR74","R&D- SPACE: COMMERCIAL PROGRAMS (ENGINEERING DEVELOPMENT)",NA,10249811.6630404
"870","AR75","R&D-COMMERCIAL PROGRAMS-OPSY DEV",NA,5506895.32414903
"871","AR76","R&D-COMMERCIAL PROGRAMS-MGMT SUP",NA,264651.744282883
"872","AR91","R&D- SPACE: OTHER (BASIC RESEARCH)",NA,1664412411.14405
"873","AR92","R&D- SPACE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,12029494728.9471
"874","AR93","R&D- SPACE: OTHER (ADVANCED DEVELOPMENT)",NA,22512667.9644315
"875","AR94","R&D- SPACE: OTHER (ENGINEERING DEVELOPMENT)",NA,29626223.0196348
"876","AR95","R&D- SPACE: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,436742144.719558
"877","AR96","R&D- SPACE: OTHER (MANAGEMENT/SUPPORT)",NA,2063360.90585544
"878","AR97","R&D- SPACE: OTHER (COMMERCIALIZED)",NA,7580138.11646163
"879","AS11","AIR TRANSPORTATION (BASIC)",NA,65161361.6747763
"880","AS12","R&D- MODAL TRANSPORTATION: AIR (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,63185208.4754361
"881","AS13","AIR TRANSPORTATION (ADVANCED)",NA,3909519.77645248
"882","AS14","AIR TRANSPORTATION (ENGINEERING)",NA,5869105.02431307
"883","AS15","AIR TRANSPORTATION (OPERATIONAL)",NA,3111906.7537459
"884","AS21","R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (BASIC RESEARCH)",NA,10878677.2375021
"885","AS22","R&D-TRANS- MOTOR VEH-A RES/EXPL DEV",NA,3037227.66744542
"886","AS23","R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (ADVANCED DEVELOPMENT)",NA,6131999.96978361
"887","AS24","R&D-TRANS- MOTOR VEH-ENG DEV",NA,854219.067996907
"888","AS25","R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,353051.920034517
"889","AS26","R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (MANAGEMENT/SUPPORT)",NA,4657337.55205181
