"ProductOrServiceCode","ProductOrServiceCodeText","ProductServiceOrRnDarea","ProductServiceOrRnDarea.sum","Action_Obligation_OMB20_GDP20"
"V222","PASSENGER MOTOR CHARTER SERVICE","PAMS","Services (Non-R&D)",5858299.93008791
"V231","LODGING - HOTEL/MOTEL","PAMS","Services (Non-R&D)",1367603.71807523
"V251","CIVILIAN PERSONNEL RECRUITMENT","PAMS","Services (Non-R&D)",9360.00936000936
"V301","RELOCATION SERVICES","PAMS","Services (Non-R&D)",289447.107461759
"V999","OTHER TRAVEL SVCS","PAMS","Services (Non-R&D)",1406510.78768661
"W023","LEASE OR RENTAL OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES","ERS","Services (Non-R&D)",64850.9309593815
"W025","LEASE OR RENTAL OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS","ERS","Services (Non-R&D)",42735.9171882523
"W036","LEASE OR RENTAL OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY","ERS","Services (Non-R&D)",26642.9512516469
"W041","LEASE OR RENTAL OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","ERS","Services (Non-R&D)",49592.0408364215
"W048","LEASE OR RENTAL OF EQUIPMENT- VALVES","ERS","Services (Non-R&D)",156813.548690607
"W053","LEASE OR RENTAL OF EQUIPMENT- HARDWARE AND ABRASIVES","ERS","Services (Non-R&D)",-5968.37944664032
"W058","LEASE OR RENTAL OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT","ICT","Services (Non-R&D)",2279548145.45708
"W059","LEASE OR RENTAL OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS","ERS","Services (Non-R&D)",1950068.10128186
"W060","LEASE OR RENTAL OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES","ICT","Services (Non-R&D)",18687.5236895105
"W062","LEASE OR RENTAL OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS","ERS","Services (Non-R&D)",241147.440337251
"W063","LEASE OR RENTAL OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","ERS","Services (Non-R&D)",1672.5699
"W067","LEASE OR RENTAL OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT","ERS","Services (Non-R&D)",296207.65
"W070","LEASE OR RENTAL OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT","ICT","Services (Non-R&D)",21558731.1900615
"W071","LEASE OR RENTAL OF EQUIPMENT- FURNITURE","ERS","Services (Non-R&D)",1654618.33077739
"W074","LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT","ERS","Services (Non-R&D)",1925255.08575343
"W078","LEASE OR RENTAL OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT","ERS","Services (Non-R&D)",4706.1701873732
"W099","LEASE OR RENTAL OF EQUIPMENT- MISCELLANEOUS","ERS","Services (Non-R&D)",30317.904733804
"X111","LEASE/RENTAL OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",3590.73359073359
"X112","LEASE-RENT OF CONF SPACE & FAC","FRS&C","Services (Non-R&D)",624703.345719911
"X174","LEASE-RENT OF OPEN STORAGE FAC","FRS&C","Services (Non-R&D)",10164.4352539256
"X179","LEASE-RENT OF OTHER WAREHOUSE BLDGS","FRS&C","Services (Non-R&D)",732527.905192057
"X1AB","LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES","FRS&C","Services (Non-R&D)",765993.013128288
"X1AZ","LEASE/RENTAL OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS","FRS&C","Services (Non-R&D)",1946234.1382251
"X1NZ","LEASE/RENTAL OF OTHER UTILITIES","FRS&C","Services (Non-R&D)",29609.668976719
"X292","LEASE-RENT OF EXHIBIT (NON-BLDG)","FRS&C","Services (Non-R&D)",10462.4505928854
"X299","LEASE-RENT OF ALL OTH NON-BLDG FACS","FRS&C","Services (Non-R&D)",5818.18181818182
"X300","LEASE-RENT OF RESTORATION","FRS&C","Services (Non-R&D)",23544.6646755362
"Y111","CONSTRUCTION OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",1121288.84174616
"Y127","CONSTRUCT/ELCT & COMM SYSTEM FAC","FRS&C","Services (Non-R&D)",21676257.4725427
"Y152","CONSTRUCT/MAINT BLDGS","FRS&C","Services (Non-R&D)",10640.8783352483
"Y164","CONSTRUCTION OF DINING FACILITIES","FRS&C","Services (Non-R&D)",15761.685057086
"Y169","CONSTRUCT/OTHER RESIDENTIAL BLDGS","FRS&C","Services (Non-R&D)",430598.773859361
"Y199","CONSTRUCT/MISC BLDGS","FRS&C","Services (Non-R&D)",294460.764336172
"Y1AA","CONSTRUCTION OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",500581.556321047
"Y1JZ","CONSTRUCTION OF MISCELLANEOUS BUILDINGS","FRS&C","Services (Non-R&D)",73244.9190492594
"Y1NB","CONSTRUCTION OF HEATING AND COOLING PLANTS","FRS&C","Services (Non-R&D)",2912367.73454661
"Y224","CONSTRUCT/PARKING FACILITIES","FRS&C","Services (Non-R&D)",128050.08270147
"Y231","CONSTRUCT/EPG - COAL","FRS&C","Services (Non-R&D)",395317.369839192
"Y249","CONSTRUCTION OF OTHER UTILITIES","FRS&C","Services (Non-R&D)",2883851.02311203
"Y292","CONSTRUCT/EXHIBIT (NON-BLDG)","FRS&C","Services (Non-R&D)",184183.8481594
"Y299","CONTRUCT/ALL OTHER NON-BLDG FACS","FRS&C","Services (Non-R&D)",276774.580265688
"Z111","MAINT-REP-ALT/OFFICE BLDGS","FRS&C","Services (Non-R&D)",4642254.15256247
"Z112","MAINT-REP-ALT/CONF SPACE & FAC","FRS&C","Services (Non-R&D)",7859.02503293808
"Z127","MAINT-REP-ALT/ELCT & COMM SYS FAC","FRS&C","Services (Non-R&D)",506313.782469977
"Z169","MAINT-REP-ALT/OTHER RESIDENTIAL BLD","FRS&C","Services (Non-R&D)",7118.98794605562
"Z179","MAINT-REP-ALT/OTHER WAREHOUSE BLDGS","FRS&C","Services (Non-R&D)",2512.88265009493
"Z199","MAINT-REP-ALT/MISC BLDGS","FRS&C","Services (Non-R&D)",606726.762826832
"Z1AA","MAINTENANCE OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",3110188.59823613
"Z1BG","MAINTENANCE OF ELECTRONIC AND COMMUNICATIONS FACILITIES","FRS&C","Services (Non-R&D)",467144.244678621
"Z1NB","MAINTENANCE OF HEATING AND COOLING PLANTS","FRS&C","Services (Non-R&D)",303822.536127028
"Z299","MAINT, REP/ALTER/ALL OTHER","FRS&C","Services (Non-R&D)",35625.2282966029
"Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",1271192.06555969
"Z2AB","REPAIR OR ALTERATION OF CONFERENCE SPACE AND FACILITIES","FRS&C","Services (Non-R&D)",381994.005103659
"Z2BG","REPAIR OR ALTERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES","FRS&C","Services (Non-R&D)",21518.2124273033
"Z2GZ","REPAIR OR ALTERATION OF OTHER WAREHOUSE BUILDINGS","FRS&C","Services (Non-R&D)",32437.7081180388
"Z2JZ","REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS","FRS&C","Services (Non-R&D)",97444.5046020574
"Z300","MAINT, REP-ALT/RESTORATION","FRS&C","Services (Non-R&D)",30724.6707011709
NA,NA,"Unlabeled","Unlabeled",0
