"NAICS_Code","naics_text","mismatch","exclude","obl","US_rcp","US_pay","EMP","minyear","maxyear","NAICS.display.label"
"33149","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",NA,"No",239006371.5634,205575795000,16552240000,288895,2007,2016,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying"
"33151","Ferrous Metal Foundries",NA,"No",67422510.7095,1.91534e+11,37142450000,781925,2007,2016,"Ferrous metal foundries"
"33152","Nonferrous Metal Foundries",NA,"No",43801317.766,133093845000,26711850000,621590,2007,2016,"Nonferrous metal foundries"
"33211","Forging and Stamping",NA,"No",373934489.3221,339753595000,56224420000,1191370,2007,2016,"Forging and stamping"
"33221","Cutlery and Handtool Manufacturing",NA,"No",1775672193.1611,104158965000,19909900000,428780,2007,2016,"Cutlery and handtool manufacturing"
"33231","Plate Work and Fabricated Structural Product Manufacturing",NA,"No",4045629615.2712,434868830000,75587590000,1642930,2007,2016,"Plate work and fabricated structural product manufacturing"
"33232","Ornamental and Architectural Metal Products Manufacturing",NA,"No",299345376.1559,400931610000,83427605000,2084405,2007,2016,"Ornamental and architectural metal products manufacturing"
"33241","Power Boiler and Heat Exchanger Manufacturing",NA,"No",13123851710.1298,64007255000,13017455000,233425,2007,2016,"Power boiler and heat exchanger manufacturing"
"33242","Metal Tank (Heavy Gauge) Manufacturing",NA,"No",1990655640.009,90213070000,17645230000,363475,2007,2016,"Metal tank (heavy gauge) manufacturing"
"33243","Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing",NA,"No",1623400437.7042,179795840000,16356355000,309365,2007,2016,"Metal can, box, and other metal container (light gauge) manufacturing"
"33251","Hardware Manufacturing",NA,"No",2827673852.3447,85071445000,14263740000,327570,2007,2016,"Hardware manufacturing"
"33261","Spring and Wire Product Manufacturing",NA,"No",402395609.4333,91353905000,17658975000,440745,2007,2016,"Spring and wire product manufacturing"
"33271","Machine Shops",NA,"No",671532459.7198,376728520000,114240360000,2553960,2007,2016,"Machine shops"
"33272","Turned Product and Screw, Nut, and Bolt Manufacturing",NA,"No",3602829639.6209,262717715000,65647450000,1399970,2007,2016,"Turned product and screw, nut, and bolt manufacturing"
"33281","Coating, Engraving, Heat Treating, and Allied Activities",NA,"No",161609106.1811,267722770000,53354395000,1324770,2007,2016,"Coating, engraving, heat treating, and allied activities"
"33291","Metal Valve Manufacturing",NA,"No",2440338943.2489,305938480000,50850930000,994725,2007,2016,"Metal valve manufacturing"
"33299","All Other Fabricated Metal Product Manufacturing",NA,"No",51974362902.5399,422206350000,78874020000,1707140,2007,2016,"All other fabricated metal product manufacturing"
"33311","Agricultural Implement Manufacturing",NA,"No",295979885.757,361345920000,34625355000,771220,2007,2016,"Agricultural implement manufacturing"
"33312","Construction Machinery Manufacturing",NA,"No",4408282318.6127,398261240000,34203930000,673845,2007,2016,"Construction machinery manufacturing"
"33313","Mining and Oil and Gas Field Machinery Manufacturing",NA,"No",64466792.8134,268810700000,39051985000,657450,2007,2016,"Mining and oil and gas field machinery manufacturing"
"33321",NA,NA,"No",17844445.183,7687354000,1924991000,39832,2007,2015,"Sawmill and woodworking machinery manufacturing"
"33322",NA,NA,"No",18824230.5488,34252885000,7670680000,151695,2007,2016,"Plastics and rubber industry machinery manufacturing"
"33324","Industrial Machinery Manufacturing","New in 2012: Missing from Economy Stats","Not in sample",127127871.1,NA,NA,NA,2012,2016,NA
"33329",NA,NA,"No",976623207.3375,317100650000,62175100000,978560,2007,2016,"Other industrial machinery manufacturing"
"33331","Commercial and Service Industry Machinery Manufacturing",NA,"No",20674741549.6306,239533135000,44328210000,839870,2007,2016,"Commercial and service industry machinery manufacturing"
"33341","Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",NA,"No",2256597667.9451,411646610000,59229965000,1392175,2007,2016,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing"
"33342",NA,"Not tracked: Bad Label","Not in stats",4104,NA,NA,NA,2013,2013,NA
"33351","Metalworking Machinery Manufacturing",NA,"No",1406680665.1008,292229810000,81773560000,1553970,2007,2016,"Metalworking machinery manufacturing"
"33361","Engine, Turbine, and Power Transmission Equipment Manufacturing",NA,"No",7579748314.8839,480773295000,56441995000,1037255,2007,2016,"Engine, turbine, and power transmission equipment manufacturing"
"33391","Pump and Compressor Manufacturing",NA,"No",2809413536.8368,249622525000,35840855000,625705,2007,2016,"Pump and compressor manufacturing"
"33392","Material Handling Equipment Manufacturing",NA,"No",3340567951.6457,294396770000,43381940000,874515,2007,2016,"Material handling equipment manufacturing"
"33399","All Other General Purpose Machinery Manufacturing",NA,"No",3685654000.7688,406236040000,79219120000,1440070,2007,2016,"All other general purpose machinery manufacturing"
"33411","Computer and Peripheral Equipment Manufacturing",NA,"No",22489996075.1836,477312915000,47433965000,734215,2007,2016,"Computer and peripheral equipment manufacturing"
"33421","Telephone Apparatus Manufacturing",NA,"No",7035756557.0356,139835505000,17162345000,256295,2007,2016,"Telephone apparatus manufacturing"
"33422","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing",NA,"No",43775857711.0043,355432190000,66429270000,841630,2007,2016,"Radio and television broadcasting and wireless communications equipment manufacturing"
"33429","Other Communications Equipment Manufacturing",NA,"No",19245808993.3575,49882905000,9067940000,162625,2007,2016,"Other communications equipment manufacturing"
"33431","Audio and Video Equipment Manufacturing",NA,"No",955848103.9934,52949545000,6432920000,131560,2007,2016,"Audio and video equipment manufacturing"
"33441","Semiconductor and Other Electronic Component Manufacturing",NA,"No",22710674617.7024,1065809770000,186741660000,3243330,2007,2016,"Semiconductor and other electronic component manufacturing"
"33451","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",NA,"No",106423817850.901,1359667625000,300880365000,3989880,2007,2016,"Navigational, measuring, electromedical, and control instruments manufacturing"
"33461","Manufacturing and Reproducing Magnetic and Optical Media",NA,"No",488094263.4895,46529400000,10511015000,231475,2007,2016,"Manufacturing and reproducing magnetic and optical media"
"33511","Electric Lamp Bulb and Part Manufacturing",NA,"No",108536013.8599,20497315000,4153995000,79325,2007,2016,"Electric lamp bulb and part manufacturing"
"33512","Lighting Fixture Manufacturing",NA,"No",530125696.4263,108174035000,18336780000,430845,2007,2016,"Lighting fixture manufacturing"
"33521","Small Electrical Appliance Manufacturing",NA,"No",23972152.0866,37985570000,4597870000,111140,2007,2016,"Small electrical appliance manufacturing"
"33522","Major Appliance Manufacturing",NA,"No",204337753.6205,176133120000,16926765000,424625,2007,2016,"Major appliance manufacturing"
"33531","Electrical Equipment Manufacturing",NA,"No",6794895844.1787,404398030000,65124210000,1306475,2007,2016,"Electrical equipment manufacturing"
"33591","Battery Manufacturing",NA,"No",1694352780.3373,98179480000,12806965000,271565,2007,2016,"Battery manufacturing"
"33592","Communication and Energy Wire and Cable Manufacturing",NA,"No",993989153.6122,157114135000,15450390000,321875,2007,2016,"Communication and energy wire and cable manufacturing"
"33593","Wiring Device Manufacturing",NA,"No",955621846.314,129440855000,20528085000,451355,2007,2016,"Wiring device manufacturing"
"33599","All Other Electrical Equipment and Component Manufacturing",NA,"No",6263257982.086,132061600000,24035610000,415945,2007,2016,"All other electrical equipment and component manufacturing"
"33611","Automobile and Light Duty Motor Vehicle Manufacturing",NA,"No",12840512686.6877,2348601625000,108062385000,1390920,2007,2016,"Automobile and light duty motor vehicle manufacturing"
"33612","Heavy Duty Truck Manufacturing",NA,"No",1997406741.6288,245003280000,14667465000,291975,2007,2016,"Heavy duty truck manufacturing"
"33621","Motor Vehicle Body and Trailer Manufacturing",NA,"No",30281239170.2142,341096735000,51930025000,1298195,2007,2016,"Motor vehicle body and trailer manufacturing"
"33631","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing",NA,"No",806124986.7735,285880785000,31493225000,552260,2007,2016,"Motor vehicle gasoline engine and engine parts manufacturing"
"33632","Motor Vehicle Electrical and Electronic Equipment Manufacturing",NA,"No",1287039914.8227,200411285000,29353910000,613820,2007,2016,"Motor vehicle electrical and electronic equipment manufacturing"
"33633","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing",NA,"No",375817323.1708,113128550000,15499420000,325690,2007,2016,"Motor vehicle steering and suspension components (except spring) manufacturing"
"33634","Motor Vehicle Brake System Manufacturing",NA,"No",136395748.2642,110593530000,11173530000,267820,2007,2016,"Motor vehicle brake system manufacturing"
"33635","Motor Vehicle Transmission and Power Train Parts Manufacturing",NA,"No",743370529.58,353572750000,42335105000,676965,2007,2016,"Motor vehicle transmission and power train parts manufacturing"
"33636","Motor Vehicle Seating and Interior Trim Manufacturing",NA,"No",175371127.6164,217872555000,21647655000,524140,2007,2016,"Motor vehicle seating and interior trim manufacturing"
"33637","Motor Vehicle Metal Stamping",NA,"No",65001640.1951,294000975000,48082090000,916915,2007,2016,"Motor vehicle metal stamping"
"33639","Other Motor Vehicle Parts Manufacturing",NA,"No",3499948355.478,534360525000,58664355000,1374895,2007,2016,"Other motor vehicle parts manufacturing"
"33641","Aerospace Product and Parts Manufacturing",NA,"No",667795769713.187,1936037585000,322757725000,4331550,2007,2016,"Aerospace product and parts manufacturing"
"33651","Railroad Rolling Stock Manufacturing",NA,"No",92734785.0436,151884950000,16461330000,287970,2007,2016,"Railroad rolling stock manufacturing"
"33661","Ship and Boat Building",NA,"No",147551979021.039,306417110000,70726795000,1425045,2007,2016,"Ship and boat building"
"33699","Other Transportation Equipment Manufacturing",NA,"No",79968416684.4028,219304660000,20375395000,405215,2007,2016,"Other transportation equipment manufacturing"
"33711","Wood Kitchen Cabinet and Countertop Manufacturing",NA,"No",3508431.601,147112250000,35693035000,1090210,2007,2016,"Wood kitchen cabinet and countertop manufacturing"
"33712","Household and Institutional Furniture Manufacturing",NA,"No",2220515376.0451,260638665000,51918460000,1599625,2007,2016,"Household and institutional furniture manufacturing"
"33721","Office Furniture (including Fixtures) Manufacturing",NA,"No",4244242112.5765,252188035000,51836610000,1233230,2007,2016,"Office furniture (including fixtures) manufacturing"
"33791","Mattress Manufacturing",NA,"No",108325147.8304,77421330000,8240345000,213560,2007,2016,"Mattress manufacturing"
"33792","Blind and Shade Manufacturing",NA,"No",9255745.0467,22948650000,5111300000,153025,2007,2016,"Blind and shade manufacturing"
"33911","Medical Equipment and Supplies Manufacturing",NA,"No",8990132319.5481,848600860000,1.61039e+11,3026340,2007,2016,"Medical equipment and supplies manufacturing"
"33991","Jewelry and Silverware Manufacturing",NA,"No",31920428.7448,85886675000,12163595000,317125,2007,2016,"Jewelry and silverware manufacturing"
"33992","Sporting and Athletic Goods Manufacturing",NA,"No",711815089.0607,114006735000,17861480000,428415,2007,2016,"Sporting and athletic goods manufacturing"
"33993","Doll, Toy, and Game Manufacturing",NA,"No",26051623.7207,22703470000,3602865000,93070,2007,2016,"Doll, toy, and game manufacturing"
"33994","Office Supplies (except Paper) Manufacturing",NA,"No",287201135.3932,32308940000,5478975000,133160,2007,2016,"Office supplies (except paper) manufacturing"
"33995","Sign Manufacturing",NA,"No",132369662.6278,118717690000,32406830000,776135,2007,2016,"Sign manufacturing"
"33999","All Other Miscellaneous Manufacturing",NA,"No",9889549940.7809,268122310000,52208260000,1282515,2007,2016,"All other miscellaneous manufacturing"
"42111",NA,"Reassigned in 2002","Not in sample",-4721842,NA,NA,NA,2007,2010,NA
"42112",NA,"Reassigned in 2002","Not in sample",43838,NA,NA,NA,2007,2009,NA
"42121",NA,"Reassigned in 2002","Not in sample",159723.3009,NA,NA,NA,2007,2013,NA
"42132",NA,"Reassigned in 2002","Not in sample",-293,NA,NA,NA,2007,2007,NA
"42133",NA,"Reassigned in 2002","Not in sample",845818,NA,NA,NA,2007,2008,NA
"42139",NA,"Reassigned in 2002","Not in sample",8418,NA,NA,NA,2008,2008,NA
"42141",NA,"Reassigned in 2002","Not in sample",-262187.9375,NA,NA,NA,2007,2008,NA
"42142",NA,"Reassigned in 2002","Not in sample",58918.62,NA,NA,NA,2007,2010,NA
"42143",NA,"Reassigned in 2002","Not in sample",61344862.9566,NA,NA,NA,2007,2016,NA
"42144",NA,"Reassigned in 2002","Not in sample",12342,NA,NA,NA,2008,2008,NA
"42145",NA,"Reassigned in 2002","Not in sample",313491.241,NA,NA,NA,2007,2012,NA
"42149",NA,"Reassigned in 2002","Not in sample",2069.4,NA,NA,NA,2008,2010,NA
"42161",NA,"Reassigned in 2002","Not in sample",121294.43,NA,NA,NA,2007,2010,NA
"42162",NA,"Reassigned in 2002","Not in sample",126764,NA,NA,NA,2007,2009,NA
"42169",NA,"Reassigned in 2002","Not in sample",-215617.1304,NA,NA,NA,2007,2011,NA
"42172",NA,"Reassigned in 2002","Not in sample",87330.0801,NA,NA,NA,2008,2009,NA
"42173",NA,"Reassigned in 2002","Not in sample",51690,NA,NA,NA,2008,2008,NA
"42183",NA,"Reassigned in 2002","Not in sample",264833.72,NA,NA,NA,2007,2013,NA
"42184",NA,"Reassigned in 2002","Not in sample",528613,NA,NA,NA,2007,2008,NA
"42185",NA,"Reassigned in 2002","Not in sample",3e+05,NA,NA,NA,2007,2007,NA
"42186",NA,"Reassigned in 2002","Not in sample",14448,NA,NA,NA,2008,2008,NA
"42191",NA,"Reassigned in 2002","Not in sample",840182.9105,NA,NA,NA,2007,2011,NA
"42194",NA,"Reassigned in 2002","Not in sample",5578.2698,NA,NA,NA,2008,2014,NA
"42199",NA,"Reassigned in 2002","Not in sample",411064,NA,NA,NA,2007,2008,NA
"42211",NA,"Reassigned in 2002","Not in sample",24907.4102,NA,NA,NA,2008,2008,NA
"42212",NA,"Reassigned in 2002","Not in sample",23691709.7812,NA,NA,NA,2007,2013,NA
"42221",NA,"Reassigned in 2002","Not in sample",1078210,NA,NA,NA,2007,2007,NA
"42241",NA,"Reassigned in 2002","Not in sample",-1656043.749,NA,NA,NA,2007,2012,NA
"42269",NA,"Reassigned in 2002","Not in sample",177632.52,NA,NA,NA,2007,2009,NA
"42271",NA,"Reassigned in 2002","Not in sample",11872570.9791,NA,NA,NA,2007,2016,NA
"42292",NA,"Reassigned in 2002","Not in sample",9958790.4934,NA,NA,NA,2007,2016,NA
"42294",NA,"Reassigned in 2002","Not in sample",209803.84,NA,NA,NA,2007,2007,NA
"42311","Automobile and Other Motor Vehicle Merchant Wholesalers",NA,"No",1308674185.1525,5091484125000,69207235000,1239790,2007,2016,"Automobile and other motor vehicle merchant wholesalers"
"42312","Motor Vehicle Supplies and New Parts Merchant Wholesalers",NA,"No",335297841.1824,1531112825000,89880915000,2070675,2007,2016,"Motor vehicle supplies and new parts merchant wholesalers"
"42313","Tire and Tube Merchant Wholesalers",NA,"No",8412726.1677,296526830000,15290170000,340940,2007,2016,"Tire and tube merchant wholesalers"
"42314","Motor Vehicle Parts (Used) Merchant Wholesalers",NA,"No",6193352.6015,40357880000,5653080000,173435,2007,2016,"Motor vehicle parts (used) merchant wholesalers"
"42321","Furniture Merchant Wholesalers",NA,"No",428582052.8966,388638950000,34939710000,695650,2007,2016,"Furniture merchant wholesalers"
"42322","Home Furnishing Merchant Wholesalers",NA,"No",21471203.5808,509139280000,43941285000,910310,2007,2016,"Home furnishing merchant wholesalers"
"42331","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",NA,"No",381334222.5226,817382810000,59223445000,1266305,2007,2016,"Lumber, plywood, millwork, and wood panel merchant wholesalers"
"42332","Brick, Stone, and Related Construction Material Merchant Wholesalers",NA,"No",297093303.6291,255297400000,16520810000,356955,2007,2016,"Brick, stone, and related construction material merchant wholesalers"
"42333","Roofing, Siding, and Insulation Material Merchant Wholesalers",NA,"No",13147949.6196,276892930000,17871295000,332075,2007,2016,"Roofing, siding, and insulation material merchant wholesalers"
"42339","Other Construction Material Merchant Wholesalers",NA,"No",1423562288.3526,185674575000,18443835000,396890,2007,2016,"Other construction material merchant wholesalers"
"42341","Photographic Equipment and Supplies Merchant Wholesalers",NA,"No",262565053.4188,161751170000,11056365000,160905,2007,2016,"Photographic equipment and supplies merchant wholesalers"
"42342","Office Equipment Merchant Wholesalers",NA,"No",131617513.5946,384333730000,71031555000,1328565,2007,2016,"Office equipment merchant wholesalers"
"42343","Computer and Computer Peripheral Equipment and Software Merchant Wholesalers",NA,"No",3730996859.6506,2429977795000,240142845000,2650040,2007,2016,"Computer and computer peripheral equipment and software merchant wholesalers"
"42344","Other Commercial Equipment Merchant Wholesalers",NA,"No",187963765.9003,204428125000,23649830000,490845,2007,2016,"Other commercial equipment merchant wholesalers"
"42345","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",NA,"No",8860908318.147,1448618085000,163777345000,1921090,2007,2016,"Medical, dental, and hospital equipment and supplies merchant wholesalers"
"42346","Ophthalmic Goods Merchant Wholesalers",NA,"No",45742469.6148,96059040000,10152185000,233535,2007,2016,"Ophthalmic goods merchant wholesalers"
"42349","Other Professional Equipment and Supplies Merchant Wholesalers",NA,"No",464571232.7005,189719350000,19979165000,326155,2007,2016,"Other professional equipment and supplies merchant wholesalers"
"42351","Metal Service Centers and Other Metal Merchant Wholesalers",NA,"No",84976974.6716,2132589140000,88329080000,1549550,2007,2016,"Metal service centers and other metal merchant wholesalers"
"42352","Coal and Other Mineral and Ore Merchant Wholesalers",NA,"No",297302735.5682,225040055000,3687355000,38580,2007,2016,"Coal and other mineral and ore merchant wholesalers"
"42361","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",NA,"No",2635786743.0837,1294922805000,118218125000,1866195,2007,2016,"Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers"
"42362","Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",NA,"No",172565431.4402,894510310000,27822105000,457865,2007,2016,"Electrical and electronic appliance, television, and radio set merchant wholesalers"
"42369","Other Electronic Parts and Equipment Merchant Wholesalers",NA,"No",927290418.0707,2772198335000,2.71461e+11,2849070,2007,2016,"Other electronic parts and equipment merchant wholesalers"
"42371","Hardware Merchant Wholesalers",NA,"No",137395374.8018,464359425000,43282390000,877735,2007,2016,"Hardware merchant wholesalers"
"42372","Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers",NA,"No",45069395.7681,474990590000,42651710000,795055,2007,2016,"Plumbing and heating equipment and supplies (hydronics) merchant wholesalers"
"42373","Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers",NA,"No",46045648.0917,366518180000,33981690000,587860,2007,2016,"Warm air heating and air-conditioning equipment and supplies merchant wholesalers"
"42374","Refrigeration Equipment and Supplies Merchant Wholesalers",NA,"No",70510224.1575,61116960000,6739025000,130940,2007,2016,"Refrigeration equipment and supplies merchant wholesalers"
"42381","Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers",NA,"No",115033990.5887,764636485000,56751835000,951350,2007,2016,"Construction and mining (except oil well) machinery and equipment merchant wholesalers"
"42382","Farm and Garden Machinery and Equipment Merchant Wholesalers",NA,"No",17390491.283,750708005000,45064115000,1022990,2007,2016,"Farm and garden machinery and equipment merchant wholesalers"
"42383","Industrial Machinery and Equipment Merchant Wholesalers",NA,"No",623106863.0802,1982537395000,210678990000,3561300,2007,2016,"Industrial machinery and equipment merchant wholesalers"
"42384","Industrial Supplies Merchant Wholesalers",NA,"No",276136696.1123,640386110000,50922025000,923715,2007,2016,"Industrial supplies merchant wholesalers"
"42385","Service Establishment Equipment and Supplies Merchant Wholesalers",NA,"No",6531626834.2401,194676255000,22684620000,507285,2007,2016,"Service establishment equipment and supplies merchant wholesalers"
"42386","Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers",NA,"No",200076107.538,421224735000,23289685000,376915,2007,2016,"Transportation equipment and supplies (except motor vehicle) merchant wholesalers"
"42391","Sporting and Recreational Goods and Supplies Merchant Wholesalers",NA,"No",324428102.9776,355025975000,28250475000,580475,2007,2016,"Sporting and recreational goods and supplies merchant wholesalers"
"42392","Toy and Hobby Goods and Supplies Merchant Wholesalers",NA,"No",2264417.562,260286335000,19259830000,345490,2007,2016,"Toy and hobby goods and supplies merchant wholesalers"
"42393","Recyclable Material Merchant Wholesalers",NA,"No",16563748.4982,879575850000,46757240000,1112155,2007,2016,"Recyclable material merchant wholesalers"
"42394","Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",NA,"No",18163082.6092,528764295000,25079640000,530365,2007,2016,"Jewelry, watch, precious stone, and precious metal merchant wholesalers"
"42399","Other Miscellaneous Durable Goods Merchant Wholesalers",NA,"No",5121067394.4322,479696890000,42293110000,910005,2007,2016,"Other miscellaneous durable goods merchant wholesalers"
"42411","Printing and Writing Paper Merchant Wholesalers",NA,"No",10838352.2464,293752275000,10866790000,169505,2007,2016,"Printing and writing paper merchant wholesalers"
"42412","Stationery and Office Supplies Merchant Wholesalers",NA,"No",188472767.0472,407254880000,34295025000,813880,2007,2016,"Stationery and office supplies merchant wholesalers"
"42413","Industrial and Personal Service Paper Merchant Wholesalers",NA,"No",13640764.5681,685806555000,38379135000,673990,2007,2016,"Industrial and personal service paper merchant wholesalers"
"42421","Drugs and Druggists' Sundries Merchant Wholesalers",NA,"No",24241512651.4639,6234412565000,241147995000,2787350,2007,2016,"Drugs and druggists' sundries merchant wholesalers"
"42431","Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",NA,"No",4912447.5605,154824825000,13154985000,280280,2007,2016,"Piece goods, notions, and other dry goods merchant wholesalers"
"42432","Men's and Boys' Clothing and Furnishings Merchant Wholesalers",NA,"No",106036809.2284,424925435000,29889320000,612685,2007,2016,"Men's and boys' clothing and furnishings merchant wholesalers"
"42433","Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",NA,"No",611736.3698,566212174000,44937972000,875709,2007,2016,"Women's, children's, and infants' clothing and accessories merchant wholesalers"
"42434","Footwear Merchant Wholesalers",NA,"No",11288375.6872,298837215000,19771245000,286195,2007,2016,"Footwear merchant wholesalers"
"42441","General Line Grocery Merchant Wholesalers",NA,"No",6850142910.2922,1419847935000,66121035000,1306720,2007,2016,"General line grocery merchant wholesalers"
"42442","Packaged Frozen Food Merchant Wholesalers",NA,"No",1585065.2284,912383235000,39277090000,816570,2007,2016,"Packaged frozen food merchant wholesalers"
"42443","Dairy Product (except Dried or Canned) Merchant Wholesalers",NA,"No",3714379.9928,534171523000,20891493000,421604,2007,2015,"Dairy product (except dried or canned) merchant wholesalers"
"42444","Poultry and Poultry Product Merchant Wholesalers",NA,"No",3362949.0763,106485936000,3319762000,84838,2007,2015,"Poultry and poultry product merchant wholesalers"
"42445","Confectionery Merchant Wholesalers",NA,"No",5889663.8384,407233930000,26032105000,550050,2007,2016,"Confectionery merchant wholesalers"
"42446","Fish and Seafood Merchant Wholesalers",NA,"No",379022.6603,134857180000,7924730000,204780,2007,2016,"Fish and seafood merchant wholesalers"
"42447","Meat and Meat Product Merchant Wholesalers",NA,"No",668802.6428,365112723000,14970081000,355641,2007,2014,"Meat and meat product merchant wholesalers"
"42448","Fresh Fruit and Vegetable Merchant Wholesalers",NA,"No",781507366.2602,689348415000,43185135000,1052280,2007,2016,"Fresh fruit and vegetable merchant wholesalers"
"42449","Other Grocery and Related Products Merchant Wholesalers",NA,"No",18785872760.0609,2593970140000,131358595000,2783145,2007,2016,"Other grocery and related products merchant wholesalers"
"42451","Grain and Field Bean Merchant Wholesalers",NA,"No",127890.5593,1428467960000,18780148000,388708,2008,2016,"Grain and field bean merchant wholesalers"
"42452","Livestock Merchant Wholesalers",NA,"No",1491293.2508,73512225000,1344430000,62260,2007,2016,"Livestock merchant wholesalers"
"42459","Other Farm Product Raw Material Merchant Wholesalers",NA,"No",151560.3006,63584155000,1683730000,31985,2007,2011,"Other farm product raw material merchant wholesalers"
"42461","Plastics Materials and Basic Forms and Shapes Merchant Wholesalers",NA,"No",11709424.902,455043475000,20763320000,347890,2007,2016,"Plastics materials and basic forms and shapes merchant wholesalers"
"42469","Other Chemical and Allied Products Merchant Wholesalers",NA,"No",199118045.7842,1524143500000,78877635000,1168805,2007,2016,"Other chemical and allied products merchant wholesalers"
"42471","Petroleum Bulk Stations and Terminals",NA,"No",367102683.4131,NA,42782730000,727040,2007,2016,"Petroleum bulk stations and terminals"
"42472","Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)",NA,"No",23026891439.7497,NA,24263900000,308295,2007,2016,"Petroleum and petroleum products merchant wholesalers (except bulk stations and terminals)"
"42481","Beer and Ale Merchant Wholesalers",NA,"No",493217.6188,330660309000,30283275000,637953,2007,2016,"Beer and ale merchant wholesalers"
"42482","Wine and Distilled Alcoholic Beverage Merchant Wholesalers",NA,"No",954083.2211,631860411000,42976192000,696623,2007,2015,"Wine and distilled alcoholic beverage merchant wholesalers"
"42491","Farm Supplies Merchant Wholesalers",NA,"No",5297506.7359,1042721830000,43771910000,871335,2007,2016,"Farm supplies merchant wholesalers"
"42492","Book, Periodical, and Newspaper Merchant Wholesalers",NA,"No",72332643.6734,265191110000,21166390000,531510,2007,2016,"Book, periodical, and newspaper merchant wholesalers"
"42493","Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",NA,"No",1525280.8559,107540875000,16173705000,524855,2007,2016,"Flower, nursery stock, and florists' supplies merchant wholesalers"
"42494","Tobacco and Tobacco Product Merchant Wholesalers",NA,"No",50059.0098,639254946000,12898635000,307590,2007,2016,"Tobacco and tobacco product merchant wholesalers"
"42495","Paint, Varnish, and Supplies Merchant Wholesalers",NA,"No",110014193.6184,134218690000,9874590000,191170,2007,2016,"Paint, varnish, and supplies merchant wholesalers"
"42499","Other Miscellaneous Nondurable Goods Merchant Wholesalers",NA,"No",139539064.9579,386282420000,34359460000,852070,2007,2016,"Other miscellaneous nondurable goods merchant wholesalers"
"42511","Business to Business Electronic Markets",NA,"No",9678495.83,NA,NA,NA,2007,2016,"Business to business electronic markets"
"42512","Wholesale Trade Agents and Brokers",NA,"No",38400028.8545,6290621805000,133982500000,2847735,2007,2016,"Wholesale trade agents and brokers"
"44111","New Car Dealers",NA,"No",24035574.2284,6801285670000,488360565000,10560575,2007,2016,"New car dealers"
"44112","Used Car Dealers",NA,"No",9133903.7846,666281905000,43010970000,1270195,2007,2016,"Used car dealers"
"44121","Recreational Vehicle Dealers",NA,"No",54854638.515,166508390000,15018250000,372630,2007,2016,"Recreational vehicle dealers"
"44122","Motorcycle, Boat, and Other Motor Vehicle Dealers",NA,"No",199675882.0878,394370595000,38560990000,1111570,2007,2016,"Motorcycle, boat, and other motor vehicle dealers"
"44131","Automotive Parts and Accessories Stores",NA,"No",324649946.5623,456124395000,72811285000,3079040,2007,2016,"Automotive parts and accessories stores"
"44132","Tire Dealers",NA,"No",5047425.7272,314639135000,57087225000,1728310,2007,2016,"Tire dealers"
"44211","Furniture Stores",NA,"No",362916018.9882,534782340000,71646150000,2287615,2007,2016,"Furniture stores"
"44221","Floor Covering Stores",NA,"No",33037644.3545,179589020000,26900095000,749190,2007,2016,"Floor covering stores"
"44229","Other Home Furnishings Stores",NA,"No",50249074.7675,272016610000,33293990000,1873835,2007,2016,"Other home furnishings stores"
"44311",NA,NA,"No",160357836.112,785461925000,79632540000,3431080,2007,2016,"Appliance, television, and other electronics stores"
"44312",NA,NA,"No",5793714141.7378,230789025000,22584515000,963500,2007,2016,"Computer and software stores"
"44313",NA,NA,"No",19728038.9814,33054710000,3665680000,116180,2007,2016,"Camera and photographic supplies stores"
"44314","Electronics and Appliance Stores","New in 2012: Missing from Economy Stats","Not in sample",7045255.1072,NA,NA,NA,2012,2016,NA
"44411","Home Centers",NA,"No",67910528.8871,NA,NA,NA,2007,2016,"Home centers"
"44412","Paint and Wallpaper Stores",NA,"No",33010082.1523,NA,NA,NA,2007,2013,"Paint and wallpaper stores"
