"","NAICS_Code","NAICS_DESCRIPTION","Mismatch","Action.Obligation","Obligation.2016","RCPTOT","minyear","maxyear","NAICS.display.label"
"241","315110","Hosiery and Sock Mills",NA,39763437.3582,39582675.5508364,0,2013,2018,NA
"242","315111",NA,NA,52632,58669.2355800767,620089,2007,2015,"Sheer hosiery mills"
"243","315119",NA,NA,42645236.8483,45993783.3039548,2152009,2007,2016,"Other hosiery and sock mills"
"244","315190","Other Apparel Knitting Mills",NA,10686388.4481,10696267.9127618,0,2013,2017,NA
"245","315191",NA,NA,26960642.3538,28728213.4701507,1354107,2007,2018,"Outerwear knitting mills"
"246","315192",NA,NA,3263359.87,3527263.39932354,297933,2007,2012,"Underwear and nightwear knitting mills"
"247","315210","Cut and Sew Apparel Contractors","New in 2012: Missing from Economy Stats",1485509719.2404,1480845129.84877,0,2012,2018,NA
"248","315211",NA,NA,4557095394.3356,4904870297.84945,1786722,2007,2018,"Men's and boys' cut and sew apparel contractors"
"249","315212",NA,NA,183749465.0844,201314860.086896,5506195,2007,2015,"Women's, girls', and infants' cut and sew apparel contractors"
"250","315220","MenÆs and BoysÆ Cut and Sew Apparel Manufacturing","New in 2012: Missing from Economy Stats",896420494.9563,895311025.623453,0,2012,2018,NA
"251","315221",NA,NA,109853421.7181,113672840.112267,214468,2007,2017,"Men's and boys' cut and sew underwear and nightwear manufacturing"
"252","315222",NA,NA,308314439.0229,334742373.694772,1196027,2007,2017,"Men's and boys' cut and sew suit, coat, and overcoat manufacturing"
"253","315223",NA,NA,62058973.8223,69099620.4374218,961678,2007,2014,"Men's and boys' cut and sew shirt (except work shirt) manufacturing"
"254","315224",NA,NA,21278082.0067,23940171.4537098,352328,2007,2016,"Men's and boys' cut and sew trouser, slack, and jean manufacturing"
"255","315225",NA,NA,123484713.1356,130896478.888239,1311253,2007,2017,"Men's and boys' cut and sew work clothing manufacturing"
"256","315228",NA,NA,1349094223.8512,1455296785.33824,778575,2007,2017,"Men's and boys' cut and sew other outerwear manufacturing"
"257","315231",NA,NA,-14963,-17327.8875751121,631276,2007,2008,"Women's and girls' cut and sew lingerie, loungewear, and nightwear manufacturing"
"258","315232",NA,NA,13392717.1196,13903406.5561121,1832088,2009,2017,"Women's and girls' cut and sew blouse and shirt manufacturing"
"259","315233",NA,NA,2150.6001,2384.5216764608,0,2008,2008,NA
"260","315234",NA,NA,12798509.6753,14123418.0319771,676229,2007,2017,"Women's and girls' cut and sew suit, coat, tailored jacket, and skirt manufacturing"
"261","315239",NA,NA,97374604.3063,105973473.437954,4164811,2007,2017,"Women's and girls' cut and sew other outerwear manufacturing"
"262","315240","WomenÆs, GirlsÆ, and InfantsÆ Cut and Sew Apparel Manufacturing",NA,115928220.0993,115494948.048929,0,2013,2018,NA
"263","315280","Other Cut and Sew Apparel Manufacturing","New in 2012: Missing from Economy Stats",147765616.65,147934857.955952,0,2012,2018,NA
"264","315291",NA,NA,77945.6968,78182.3421876216,62179,2007,2016,"Infants' cut and sew apparel manufacturing"
"265","315292",NA,NA,118094.4912,126476.245545828,205554,2007,2014,"Fur and leather apparel manufacturing"
"266","315299",NA,NA,1746327973.4513,1896542288.57335,2117917,2007,2018,"All other cut and sew apparel manufacturing"
"267","315990","Apparel Accessories and Other Apparel Manufacturing","New in 2012: Missing from Economy Stats",1291904190.4635,1289283530.58545,0,2012,2018,NA
"268","315991",NA,NA,99630068.2906,110340167.005341,594111,2007,2017,"Hat, cap, and millinery manufacturing"
"269","315992",NA,NA,92389235.3373,101265819.9382,257797,2007,2017,"Glove and mitten manufacturing"
"270","315993",NA,NA,165899.6699,188822.323429365,299857,2007,2010,"Men's and boys' neckwear manufacturing"
"271","315999",NA,NA,8617734183.3297,9401430027.40266,1101047,2007,2018,"Other apparel accessories and other apparel manufacturing"
"272","316110","Leather and Hide Tanning and Finishing",NA,1231172.8197,1307354.60396165,2955676,2007,2018,"Leather and hide tanning and finishing"
"273","316210","Footwear Manufacturing","New in 2012: Missing from Economy Stats",410658744.7971,410731850.059493,0,2012,2018,NA
"274","316211",NA,NA,111999129.1322,124832969.335574,1005773,2007,2018,"Rubber and plastics footwear manufacturing"
"275","316212",NA,"Reassigned in 2012: Footware Consolidation",118794.5005,129267.258056747,0,2007,2013,NA
"276","316213",NA,NA,1052726789.7636,1128349733.56257,1914475,2007,2017,"Men's footwear (except athletic) manufacturing"
"277","316214",NA,NA,49504512.3741,52666798.6516621,701088,2007,2018,"Women's footwear (except athletic) manufacturing"
"278","316219",NA,NA,14557020.1351,16060430.8804838,145826,2007,2017,"Other footwear manufacturing"
"279","316991",NA,NA,59793970.9528,65117516.6646465,895851,2007,2016,"Luggage manufacturing"
"280","316992","Women's Handbag and Purse Manufacturing",NA,280119.8696,303628.391392354,302011,2010,2013,"Women's handbag and purse manufacturing"
"281","316993",NA,NA,1856059.4603,2070642.5684852,556637,2007,2013,"Personal leather good (except women's handbag and purse) manufacturing"
"282","316998","All Other Leather Good and Allied Product Manufacturing","New in 2012: Missing from Economy Stats",34740043.5931,34759289.8078543,0,2012,2018,NA
"283","316999",NA,NA,149908197.0632,162258039.480867,1296991,2007,2017,"All other leather good and allied product manufacturing"
"284","321113","Sawmills",NA,28412839.2312,29294228.313061,40861233,2007,2018,"Sawmills"
"285","321114","Wood Preservation",NA,2906515.7832,3064552.60302824,10120833,2007,2017,"Wood preservation"
"286","321211","Hardwood Veneer and Plywood Manufacturing",NA,14387183.2679,14886876.2403892,5859935,2007,2018,"Hardwood veneer and plywood manufacturing"
"287","321212","Softwood Veneer and Plywood Manufacturing",NA,207328686.3853,225509972.439679,8424593,2007,2018,"Softwood veneer and plywood manufacturing"
"288","321213","Engineered Wood Member (except Truss) Manufacturing",NA,2190809.8116,2295069.70705593,3290628,2007,2017,"Engineered wood member (except truss) manufacturing"
"289","321214","Truss Manufacturing",NA,759476.2985,796164.75822994,8467544,2007,2017,"Truss manufacturing"
"290","321219","Reconstituted Wood Product Manufacturing",NA,2322320.9333,2423554.22773475,13086655,2007,2018,"Reconstituted wood product manufacturing"
"291","321911","Wood Window and Door Manufacturing",NA,12622548.5005,13764342.952971,23358140,2007,2018,"Wood window and door manufacturing"
"292","321912","Cut Stock, Resawing Lumber, and Planing",NA,31237857.6653,32629436.416867,12519754,2007,2018,"Cut stock, resawing lumber, and planing"
"293","321918","Other Millwork (including Flooring)",NA,8833132.3172,9170181.08233716,12478111,2007,2018,"Other millwork (including flooring)"
"294","321920","Wood Container and Pallet Manufacturing",NA,472723464.0848,499075891.075736,14122672,2007,2018,"Wood container and pallet manufacturing"
"295","321991","Manufactured Home (Mobile Home) Manufacturing",NA,109018077.7889,117404744.859727,9578961,2007,2018,"Manufactured home (mobile home) manufacturing"
"296","321992","Prefabricated Wood Building Manufacturing",NA,95590688.5328,103149661.826971,6538280,2007,2018,"Prefabricated wood building manufacturing"
"297","321999","All Other Miscellaneous Wood Product Manufacturing",NA,45066079.6064,47676133.41453,10843539,2007,2018,"All other miscellaneous wood product manufacturing"
"298","322110","Pulp Mills",NA,182803.6675,189210.369424844,5985071,2010,2016,"Pulp mills"
"299","322121","Paper (except Newsprint) Mills",NA,56146005.0373,59685353.8447656,90751794,2007,2018,"Paper (except newsprint) mills"
"300","322122","Newsprint Mills",NA,1100084.5182,1132328.94000352,6160671,2007,2017,"Newsprint mills"
"301","322130","Paperboard Mills",NA,2895768.3711,3007687.09909677,53798927,2007,2017,"Paperboard mills"
"302","322211","Corrugated and Solid Fiber Box Manufacturing",NA,129168933.448,135389116.430912,66720634,2007,2018,"Corrugated and solid fiber box manufacturing"
"303","322212","Folding Paperboard Box Manufacturing",NA,7467841.7682,8032839.9934719,23905242,2007,2018,"Folding paperboard box manufacturing"
"304","322213",NA,NA,44159489.1481,47260314.7100501,1353878,2007,2017,"Setup paperboard box manufacturing"
"305","322214",NA,NA,22939267.2699,24259067.0928076,4594788,2007,2017,"Fiber can, tube, drum, and similar products manufacturing"
"306","322215",NA,NA,2309306.091,2474831.77084114,8165543,2007,2015,"Nonfolding sanitary food container manufacturing"
"307","322219","Other Paperboard Container Manufacturing",NA,7243070.2098,7269001.50053325,0,2013,2018,NA
"308","322220","Paper Bag and Coated and Treated Paper Manufacturing","New in 2012: Missing from Economy Stats",16050744.274,16095194.5164211,0,2012,2018,NA
"309","322221",NA,NA,116459760.7319,122511258.619691,4219042,2007,2018,"Coated and laminated packaging paper manufacturing"
"310","322222",NA,NA,17748994.7,19240021.4803601,26702726,2007,2018,"Coated and laminated paper manufacturing"
"311","322223",NA,NA,14807966.3636,16046685.5064753,1873071,2007,2017,"Coated paper bag and pouch manufacturing"
"312","322224",NA,NA,8159382.9775,8922274.83897659,4928309,2007,2014,"Uncoated paper and multiwall bag manufacturing"
"313","322225",NA,NA,238227.5201,265118.451183304,3132478,2007,2013,"Laminated aluminum foil manufacturing for flexible packaging uses"
"314","322226",NA,NA,598503.8036,661640.232055307,2134734,2007,2016,"Surface-coated paperboard manufacturing"
"315","322230","Stationery Product Manufacturing","New in 2012: Missing from Economy Stats",11636651.7081,11610664.029003,0,2012,2018,NA
"316","322231",NA,NA,4211254.9625,4464674.99727976,6536012,2007,2018,"Die-cut paper and paperboard office supplies manufacturing"
"317","322232",NA,NA,3543747.6741,3794580.45208654,6476816,2007,2017,"Envelope manufacturing"
"318","322233",NA,NA,5504133.7363,6014552.94508378,2060538,2007,2015,"Stationery, tablet, and related product manufacturing"
"319","322291","Sanitary Paper Product Manufacturing",NA,4332799.1155,4468423.7251021,22643117,2007,2017,"Sanitary paper product manufacturing"
"320","322299","All Other Converted Paper Product Manufacturing",NA,232494694.615,233510103.479559,10127564,2007,2018,"All other converted paper product manufacturing"
"321","323110",NA,NA,7715809.7528,8393117.75548417,92945112,2007,2015,"Commercial lithographic printing"
"322","323111","Commercial Printing (except Screen and Books)",NA,20574704.8495,20936022.9621529,7025343,2007,2018,"Commercial gravure printing"
"323","323112",NA,NA,827152.672,915738.859790837,16121550,2007,2015,"Commercial flexographic printing"
"324","323113","Commercial Screen Printing",NA,28934529.2901,30015706.8772639,16111655,2007,2018,"Commercial screen printing"
"325","323114",NA,NA,73506325.0142,78146433.9497448,5111873,2007,2018,"Quick printing"
"326","323115",NA,NA,18013254.8915,19615084.4490768,14637315,2007,2018,"Digital printing"
"327","323116",NA,NA,1168281.8661,1268679.96985252,8841904,2007,2013,"Manifold business forms printing"
"328","323117","Books Printing",NA,89175835.622,94058230.5305979,9404420,2007,2018,"Books printing"
"329","323118",NA,NA,617532.8876,674787.725288095,2787251,2007,2014,"Blankbook, looseleaf binders, and devices manufacturing"
"330","323119",NA,NA,20131126.6583,21699045.2839425,3597753,2007,2017,"Other commercial printing"
"331","323120","Support Activities for Printing",NA,2367717.5837,2362332.54902561,0,2013,2017,NA
"332","323121",NA,NA,707624.1521,772746.285137635,3671697,2007,2017,"Tradebinding and related work"
"333","323122",NA,NA,130627.2597,142427.900977619,5215687,2007,2013,"Prepress services"
"334","324110","Petroleum Refineries",NA,115497328020.037,122272844744.338,1381924468,2007,2018,"Petroleum refineries"
"335","324121","Asphalt Paving Mixture and Block Manufacturing",NA,100226798.0478,105375441.675282,25653489,2007,2018,"Asphalt paving mixture and block manufacturing"
"336","324122","Asphalt Shingle and Coating Materials Manufacturing",NA,38837502.0884,42639486.4451455,19385604,2007,2017,"Asphalt shingle and coating materials manufacturing"
"337","324191","Petroleum Lubricating Oil and Grease Manufacturing",NA,461783147.0621,492285916.646778,31284731,2007,2018,"Petroleum lubricating oil and grease manufacturing"
"338","324199","All Other Petroleum and Coal Products Manufacturing",NA,25004431.9929,27567560.6698366,8371510,2007,2018,"All other petroleum and coal products manufacturing"
"339","325110","Petrochemical Manufacturing",NA,4947812.3475,5249706.66625329,160237558,2007,2018,"Petrochemical manufacturing"
"340","325120","Industrial Gas Manufacturing",NA,737500001.9843,783444749.031379,16676503,2007,2018,"Industrial gas manufacturing"
"341","325130","Synthetic Dye and Pigment Manufacturing",NA,5679343.4174,5684530.62687983,0,2013,2017,NA
"342","325131",NA,NA,1357351.29,1427805.96386107,12309678,2007,2014,"Inorganic dye and pigment manufacturing"
"343","325132",NA,NA,20535258.5308,22336162.9669782,4772925,2007,2016,"Synthetic organic dye and pigment manufacturing"
"344","325180","Other Basic Inorganic Chemical Manufacturing",NA,87588748.7781,87641322.931575,0,2013,2018,NA
"345","325181",NA,NA,10419083.6699,11280907.0371082,14571808,2007,2018,"Alkalies and chlorine manufacturing"
"346","325182",NA,NA,93059.8301,102728.091500043,3855909,2007,2012,"Carbon black manufacturing"
"347","325188",NA,NA,115257554.7359,125752426.40256,45859973,2007,2018,"All other basic inorganic chemical manufacturing"
"348","325191",NA,NA,1743551.9632,1858183.32236582,3550301,2007,2012,"Gum and wood chemical manufacturing"
"349","325192",NA,NA,353866.7903,389239.35034668,13957885,2007,2013,"Cyclic crude and intermediate manufacturing"
"350","325193","Ethyl Alcohol Manufacturing",NA,466762.6992,498488.118049213,56543838,2007,2017,"Ethyl alcohol manufacturing"
"351","325194","Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",NA,413749.3703,419945.72417711,0,2013,2017,NA
"352","325199","All Other Basic Organic Chemical Manufacturing",NA,92167671.6194,96338423.2225593,169767963,2007,2018,"All other basic organic chemical manufacturing"
"353","325211","Plastics Material and Resin Manufacturing",NA,180121855.1103,194845993.129651,176390513,2007,2018,"Plastics material and resin manufacturing"
"354","325212","Synthetic Rubber Manufacturing",NA,29420705.8529,31904596.2626644,17188408,2007,2018,"Synthetic rubber manufacturing"
"355","325220","Artificial and Synthetic Fibers and Filaments Manufacturing",NA,710284.4025,717026.324078466,0,2013,2017,NA
"356","325221",NA,NA,1602907.0619,1767310.78107271,2680590,2007,2012,"Cellulosic organic fiber manufacturing"
"357","325222",NA,NA,7256473.8854,7921833.63764258,14117680,2007,2013,"Noncellulosic organic fiber manufacturing"
"358","325311","Nitrogenous Fertilizer Manufacturing",NA,32871159.573,34240228.8934262,15651006,2007,2017,"Nitrogenous fertilizer manufacturing"
"359","325312","Phosphatic Fertilizer Manufacturing",NA,557349.5552,588528.104834562,7580071,2007,2017,"Phosphatic fertilizer manufacturing"
"360","325314","Fertilizer (Mixing Only) Manufacturing",NA,923485.8286,979150.138520993,9192648,2007,2018,"Fertilizer (mixing only) manufacturing"
"361","325320","Pesticide and Other Agricultural Chemical Manufacturing",NA,24610790.197,26714572.3747272,26547715,2007,2018,"Pesticide and other agricultural chemical manufacturing"
"362","325411","Medicinal and Botanical Manufacturing",NA,13109903838.711,13177771768.9391,23900246,2007,2018,"Medicinal and botanical manufacturing"
"363","325412","Pharmaceutical Preparation Manufacturing",NA,955520569.8239,997253415.204655,279329303,2007,2018,"Pharmaceutical preparation manufacturing"
"364","325413","In-Vitro Diagnostic Substance Manufacturing",NA,509867686.7708,534094431.380956,25315646,2007,2018,"In-vitro diagnostic substance manufacturing"
"365","325414","Biological Product (except Diagnostic) Manufacturing",NA,132119274.8091,143399825.468541,48890297,2007,2018,"Biological product (except diagnostic) manufacturing"
"366","325510","Paint and Coating Manufacturing",NA,352111725.3564,365503682.498218,47654202,2007,2018,"Paint and coating manufacturing"
"367","325520","Adhesive Manufacturing",NA,155394137.2463,157513373.667616,22597688,2007,2018,"Adhesive manufacturing"
"368","325611","Soap and Other Detergent Manufacturing",NA,47451236.1986,50928477.2253835,53641057,2007,2018,"Soap and other detergent manufacturing"
"369","325612","Polish and Other Sanitation Good Manufacturing",NA,49243736.5454,51553061.6338582,20411941,2007,2018,"Polish and other sanitation good manufacturing"
"370","325613","Surface Active Agent Manufacturing",NA,1484792.3009,1612873.34801328,20650024,2007,2017,"Surface active agent manufacturing"
"371","325620","Toilet Preparation Manufacturing",NA,5837183.7548,6138605.84939681,83448324,2007,2018,"Toilet preparation manufacturing"
"372","325910","Printing Ink Manufacturing",NA,10121680.3163,10692360.0182189,9949494,2007,2018,"Printing ink manufacturing"
"373","325920","Explosives Manufacturing",NA,4275768155.0441,4524076018.36195,3878204,2007,2018,"Explosives manufacturing"
"374","325991","Custom Compounding of Purchased Resins",NA,13297006.5393,14807825.9443165,19171125,2007,2018,"Custom compounding of purchased resins"
"375","325992","Photographic Film, Paper, Plate, and Chemical Manufacturing",NA,111912491.2495,118067392.224202,21965585,2007,2018,"Photographic film, paper, plate, and chemical manufacturing"
"376","325998","All Other Miscellaneous Chemical Product and Preparation Manufacturing",NA,2731175271.1768,2904800417.9709,37551282,2007,2018,"All other miscellaneous chemical product and preparation manufacturing"
"377","326111","Plastics Bag and Pouch Manufacturing",NA,48988221.9046,50282906.6824948,18852019,2007,2018,"Plastics bag and pouch manufacturing"
"378","326112","Plastics Packaging Film and Sheet (including Laminated) Manufacturing",NA,18866968.2161,19866904.778587,22493254,2007,2018,"Plastics packaging film and sheet (including laminated) manufacturing"
"379","326113","Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing",NA,43372919.9404,45673761.3276763,33041977,2007,2018,"Unlaminated plastics film and sheet (except packaging) manufacturing"
"380","326121","Unlaminated Plastics Profile Shape Manufacturing",NA,15041553.3528,15853053.016088,11251819,2007,2018,"Unlaminated plastics profile shape manufacturing"
"381","326122","Plastics Pipe and Pipe Fitting Manufacturing",NA,307368309.8333,331068024.598131,18097120,2007,2018,"Plastics pipe and pipe fitting manufacturing"
"382","326130","Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",NA,61017262.3439,65480740.0492394,7242882,2007,2018,"Laminated plastics plate, sheet (except packaging), and shape manufacturing"
"383","326140","Polystyrene Foam Product Manufacturing",NA,31909193.7012,33000657.4109154,16784612,2007,2018,"Polystyrene foam product manufacturing"
"384","326150","Urethane and Other Foam Product (except Polystyrene) Manufacturing",NA,62873968.5055,67462664.7782495,19277848,2007,2018,"Urethane and other foam product (except polystyrene) manufacturing"
"385","326160","Plastics Bottle Manufacturing",NA,11955082.5805,12443216.5406323,24013132,2007,2018,"Plastics bottle manufacturing"
"386","326191","Plastics Plumbing Fixture Manufacturing",NA,26455283.9685,27508820.6553133,7107864,2007,2018,"Plastics plumbing fixture manufacturing"
"387","326192",NA,NA,8741001.8244,9542180.77751617,3549496,2007,2017,"Resilient floor covering manufacturing"
"388","326199","All Other Plastics Product Manufacturing",NA,451776543.8327,481344392.625472,161838128,2007,2018,"All other plastics product manufacturing"
"389","326211","Tire Manufacturing (except Retreading)",NA,1954181150.3446,2042898200.86015,36925999,2007,2018,"Tire manufacturing (except retreading)"
"390","326212","Tire Retreading",NA,3862359.7211,4193580.64244556,3153280,2007,2017,"Tire retreading"
"391","326220","Rubber and Plastics Hoses and Belting Manufacturing",NA,351364315.8709,363982020.338619,9721115,2007,2018,"Rubber and plastics hoses and belting manufacturing"
"392","326291","Rubber Product Manufacturing for Mechanical Use",NA,117059233.5396,125682859.823323,14890538,2007,2018,"Rubber product manufacturing for mechanical use"
"393","326299","All Other Rubber Product Manufacturing",NA,453871058.9817,480773612.048635,19665872,2007,2018,"All other rubber product manufacturing"
"394","327110","Pottery, Ceramics, and Plumbing Fixture Manufacturing",NA,4157672.9666,4143209.14629056,0,2013,2018,NA
"395","327111",NA,NA,6598473.0639,7187597.74471298,1518742,2007,2017,"Vitreous china plumbing fixture and china and earthenware bathroom accessories manufacturing"
"396","327112",NA,NA,57936347.1601,63880071.3948369,1325708,2007,2014,"Vitreous china, fine earthenware, and other pottery product manufacturing"
"397","327113",NA,NA,1571584.2164,1739539.34282542,1755031,2007,2014,"Porcelain electrical supply manufacturing"
"398","327120","Clay Building Material and Refractories Manufacturing",NA,3595922.7588,3630325.3691069,0,2013,2018,NA
"399","327121",NA,NA,231945.2905,250017.369377181,3069070,2007,2013,"Brick and structural clay tile manufacturing"
"400","327122",NA,NA,3801386.5226,4114924.25736825,2087101,2007,2017,"Ceramic wall and floor tile manufacturing"
"401","327123",NA,NA,258846.2075,278935.630387742,385687,2007,2013,"Other structural clay product manufacturing"
"402","327124",NA,NA,11447977.6315,12569366.7480529,2340642,2007,2015,"Clay refractory manufacturing"
"403","327125",NA,NA,6894664.1167,7595809.69618966,3466692,2007,2016,"Nonclay refractory manufacturing"
"404","327211","Flat Glass Manufacturing",NA,194042611.252,212244700.241351,6437820,2007,2018,"Flat glass manufacturing"
"405","327212","Other Pressed and Blown Glass and Glassware Manufacturing",NA,28828303.9913,32121621.20206,8546811,2007,2018,"Other pressed and blown glass and glassware manufacturing"
"406","327213","Glass Container Manufacturing",NA,6565775.4112,6743083.10624535,9863741,2007,2018,"Glass container manufacturing"
"407","327215","Glass Product Manufacturing Made of Purchased Glass",NA,99911264.1835,105171537.46363,21707461,2007,2018,"Glass product manufacturing made of purchased glass"
"408","327310","Cement Manufacturing",NA,13679167.1562,14739555.9462695,16406192,2007,2018,"Cement manufacturing"
"409","327320","Ready-Mix Concrete Manufacturing",NA,59600702.4947,62755926.3833899,55311394,2007,2018,"Ready-mix concrete manufacturing"
"410","327331","Concrete Block and Brick Manufacturing",NA,26089840.4696,27643620.6702752,10233857,2007,2017,"Concrete block and brick manufacturing"
"411","327332","Concrete Pipe Manufacturing",NA,4241217.1404,4488175.95461917,5422257,2007,2017,"Concrete pipe manufacturing"
"412","327390","Other Concrete Product Manufacturing",NA,374255853.4163,397068686.164151,20906850,2007,2018,"Other concrete product manufacturing"
"413","327410","Lime Manufacturing",NA,7747856.1833,8171546.40405987,4221427,2007,2018,"Lime manufacturing"
"414","327420","Gypsum Product Manufacturing",NA,1355297.2281,1435419.5618096,9421665,2007,2017,"Gypsum product manufacturing"
"415","327910","Abrasive Product Manufacturing",NA,423213681.8499,474436910.151071,9930335,2007,2018,"Abrasive product manufacturing"
"416","327991","Cut Stone and Stone Product Manufacturing",NA,27472609.6576,29042069.5900734,7750413,2007,2018,"Cut stone and stone product manufacturing"
"417","327992","Ground or Treated Mineral and Earth Manufacturing",NA,38541149.0126,40348445.2059664,6615350,2007,2018,"Ground or treated mineral and earth manufacturing"
"418","327993","Mineral Wool Manufacturing",NA,11092999.9842,11539160.9573219,10844749,2007,2018,"Mineral wool manufacturing"
"419","327999","All Other Miscellaneous Nonmetallic Mineral Product Manufacturing",NA,137498305.8815,146628934.341964,7451849,2007,2018,"All other miscellaneous nonmetallic mineral product manufacturing"
"420","331110","Iron and Steel Mills and Ferroalloy Manufacturing","New in 2012: Missing from Economy Stats",61643693.9809,61401834.6699557,0,2012,2018,NA
"421","331111",NA,NA,429679622.2943,477077963.76402,210280613,2007,2017,"Iron and steel mills"
"422","331112",NA,NA,1709685.481,1879031.03822251,3922395,2007,2013,"Electrometallurgical ferroalloy product manufacturing"
"423","331210","Iron and Steel Pipe and Tube Manufacturing from Purchased Steel",NA,231114064.878,248412318.051669,24968095,2007,2018,"Iron and steel pipe and tube manufacturing from purchased steel"
"424","331221","Rolled Steel Shape Manufacturing",NA,163166793.72,175857239.204014,12575327,2007,2018,"Rolled steel shape manufacturing"
"425","331222","Steel Wire Drawing",NA,49242093.6667,50792700.6183243,11311011,2007,2018,"Steel wire drawing"
"426","331311",NA,NA,260205.6764,278753.29242848,2748355,2007,2012,"Alumina refining"
"427","331312",NA,NA,11103612.7259,12306517.0129705,11603383,2007,2017,"Primary aluminum production"
"428","331313","Alumina Refining and Primary Aluminum Production",NA,3525513.2702,3531035.92501405,0,2013,2018,NA
"429","331314","Secondary Smelting and Alloying of Aluminum",NA,24432064.914,25682154.289295,13615609,2007,2017,"Secondary smelting and alloying of aluminum"
"430","331315","Aluminum Sheet, Plate, and Foil Manufacturing",NA,1018971895.6173,1110748480.75615,33402529,2007,2018,"Aluminum sheet, plate, and foil manufacturing"
"431","331316",NA,NA,19332508.7088,21307566.3058744,15555410,2007,2016,"Aluminum extruded product manufacturing"
"432","331318","Other Aluminum Rolling, Drawing, and Extruding",NA,42417908.2321,42668678.326285,0,2013,2018,NA
"433","331319",NA,NA,41782218.9109,44979676.4281738,2534737,2007,2018,"Other aluminum rolling and drawing"
"434","331410","Nonferrous Metal (except Aluminum) Smelting and Refining",NA,6475969.9643,6450153.02656538,0,2013,2018,NA
"435","331411",NA,NA,3063466.0796,3431270.82429553,13709574,2007,2012,"Primary smelting and refining of copper"
"436","331419",NA,NA,15674139.3991,17284041.0833704,15142784,2007,2017,"Primary smelting and refining of nonferrous metal (except copper and aluminum)"
"437","331420","Copper Rolling, Drawing, Extruding, and Alloying",NA,34519193.8687,34590699.9350157,0,2013,2018,NA
"438","331421",NA,NA,10098962.4904,11012848.9690826,31141259,2007,2017,"Copper rolling, drawing, and extruding"
"439","331422",NA,NA,22232893.4661,24213549.6553742,15261984,2007,2017,"Copper wire (except mechanical) drawing"
"440","331423",NA,NA,5032172.1557,5435976.06519555,2576854,2007,2015,"Secondary smelting, refining, and alloying of copper"
"441","331491","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",NA,236989286.3244,251381964.226507,17785230,2007,2018,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying"
"442","331492","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",NA,18568507.8493,19613499.0290189,23329929,2007,2018,"Secondary smelting, refining, and alloying of nonferrous metal (except copper and aluminum)"
"443","331511","Iron Foundries",NA,6150375.1626,6459242.735094,22698549,2007,2018,"Iron foundries"
"444","331512","Steel Investment Foundries",NA,15949346.0191,16209551.8198703,7187903,2007,2018,"Steel investment foundries"
"445","331513","Steel Foundries (except Investment)",NA,52081762.4012,56832535.3100486,8420348,2007,2018,"Steel foundries (except investment)"
"446","331521",NA,NA,1327160.7704,1427488.3501577,11720164,2007,2016,"Aluminum die-casting foundries"
"447","331522",NA,NA,5758600.4489,6224768.71346103,3322063,2007,2015,"Nonferrous (except aluminum) die-casting foundries"
"448","331523","Nonferrous Metal Die-Casting Foundries","New in 2012: Missing from Economy Stats",5589179.4789,5680916.46318233,0,2012,2018,NA
"449","331524","Aluminum Foundries (except Die-Casting)",NA,4084059.1568,4301137.30462701,6763698,2007,2018,"Aluminum foundries (except die-casting)"
"450","331525",NA,NA,7616115.2519,8160995.46515479,2968207,2007,2013,"Copper foundries (except die-casting)"
"451","331528",NA,NA,5245046.7313,5618406.73211071,1844637,2007,2015,"Other nonferrous foundries (except die-casting)"
"452","331529","Other Nonferrous Metal Foundries (except Die-Casting)",NA,21138986.4478,21082941.5730654,0,2013,2018,NA
"453","332111","Iron and Steel Forging",NA,187916342.3579,199140200.232213,16896582,2007,2018,"Iron and steel forging"
"454","332112","Nonferrous Forging",NA,136922032.4386,142914250.166874,5962635,2007,2018,"Nonferrous forging"
"455","332114","Custom Roll Forming",NA,4562618.1801,4878344.02992599,16464428,2007,2017,"Custom roll forming"
"456","332115",NA,NA,467073.319,499810.475540754,2591195,2007,2012,"Crown and closure manufacturing"
"457","332116",NA,NA,21160355.1742,23317499.8206258,22177992,2007,2016,"Metal stamping"
"458","332117","Powder Metallurgy Part Manufacturing",NA,40880790.9877,42948328.9697999,3857887,2007,2018,"Powder metallurgy part manufacturing"
"459","332119","Metal Crown, Closure, and Other Metal Stamping (except Automotive)",NA,14961055.2757,14912966.5045972,0,2013,2018,NA
"460","332211",NA,NA,58452233.9844,63124973.2705939,4396832,2007,2017,"Cutlery and flatware (except precious) manufacturing"
"461","332212",NA,NA,1485320840.9536,1626561329.08202,11842606,2007,2018,"Hand and edge tool manufacturing"
"462","332213",NA,NA,16043201.2385,16675321.6788725,2432436,2007,2017,"Saw blade and handsaw manufacturing"
"463","332214",NA,NA,5970002.5372,6544358.23305453,2159919,2007,2017,"Kitchen utensil, pot, and pan manufacturing"
"464","332215","Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",NA,27717059.7037,27628193.3983872,0,2013,2018,NA
