fiscal_year,parentid,ObligatedAmount,NumberOfActions,FreqCount
2008,GOLDBELT,83090341.6691,7887,846
2008,GOMEZ & ASSOCIATE,766190.4004,4463,16
2008,GOODRICH,335963991.4086,11329,1708
2008,GOODWILL INDUS,18579255.7337,6504,87
2008,GOOGLE,15880,1702,3
2008,GORDON N STOWE & ASSOCIATES,107044.4697,2973,7
2008,GOVERNMENT ACQUISITIONS,633593.5265,4991,34
2008,GOVERNMENT OF CANADA,261579,3837,7
2008,GOVPLACE,2629282.7085,6784,117
2008,GP STRATEGIES,15247217.1584,5434,125
2008,GPC CONSOLIDATED REPORTING,262881561.898,6480,479
2008,GRACON,2615199.6443,3293,92
2008,GRANITE CONSTRUCTION COMPANY,292263100.0601,4695,80
2008,GRANT THORNTON,19954681.9987,1677,55
2008,GRAY RESEARCH,25505529,2993,80
2008,GRAYBAR,92149551.6855,10560,4391
2008,GREAT LAKES DREDGE DOCK,324661891.3197,171,121
2008,GREENLAND CONTRACTORS I/S,82061943.011,2356,46
2008,GRIMCOM,127333682,5095,120
2008,GRINNELL,40625.0703,1101,2
2008,GRUNLEY CONSTRUCTION CO,4977970,143,12
2008,GRUNLEY WALSH JOINT VENTURE [Grunley Construction/William V. Walsh Construction],6873097,2743,9
2008,GS CALTEX [Joint Venture Chevron/GS Group],141741376,2,2
2008,GSX CHEMI,-181573,2135,4
2008,GT MACHINING & FABRICATING,160619,2472,6
2008,GTE [VERIZON],754056.3002,3719,58
2008,GTS DURATEK,15717903.5158,202,121
2008,GTSI,273200896.8581,13978,1083
2008,GULFSTREAM HOLDINGS,11598782.7656,1016,19
2008,GVI,32217,2,1
2008,"GYROCAM SYSTEMS, LLC , UNIVERSAL SYSTEMS & TECHNOLOGY",198535563.5938,3702,37
2008,GZA GEOENVIRONMENTAL TECHNOLOGIES,45e3,2,1
2008,"HAAS TCM, INC , KEMFAST AEROSPACE GROUP",5658133,1249,222
2008,HAGLER BAILLY SERVICES,36236,1704,4
2008,HALIFAX,90883,6812,15
2008,HAMILTON PRODUCTS,3337750.0571,16006,370
2008,HAMILTON SUNDSTRAND,1376346,5909,25
2008,HAMPDEN ENGINE,494059.5001,3284,20
2008,HANSON GROUP,1444058.44,3756,43
2008,HARCOURT GENERAL,-61443,3360,10
2008,HARDIGG INDUSTRIES,1269930,1888,34
2008,HARDING SECURITY ASSOCIATES,38034492.2813,6587,14
2008,HARPER CONSTRUCTION COMPANY,237611417,2244,52
2008,HARPER INDUSTRIES,73041196.16139999,4066,207
2008,HARRIS,1908770517.5444999,15851,2628
2008,HARRIS ACOUSTIC PRODUCTS,816397.5115,741,29
2008,HARSCO,313611.1948,3406,8
2008,HART CROWSER,0,2,1
2008,HARTMAN WALSH,169142,1702,4
2008,HARZA ENGINEERING,1094786.9132,848,18
2008,HASKELL COMPANY,36790656,649,17
2008,HATAKEYAMA,40710,3,11
2008,HAWAIIAN ELECT,48500,1101,2
2008,HAYES SEAY MATTERN & MATTERN,8467002.253899999,4466,63
2008,HDR,35210930.136,3987,255
2008,HEALTH NET,2438349120.3576,2877,239
2008,HEICO,3898530,2728,41
2008,HELLFIRE SYSTEMS,413398263.7534,202,114
2008,HELLMUTH OBATA & KASSABAUM,7700,2,1
2008,HENSEL PHELPS CONSTRUCTION,1267383250.5,2691,243
2008,HERCULES,1039473,1704,4
2008,HERLEY INDUSTRIES,9395993.7544,3456,82
2008,HERMAN MILLER,50908601.8372,20872,1509
2008,HEROUX DEVTEK,879912,4176,10
2008,HERSTAL GROUP,316037828.8499,2709,308
2008,HESCO BASTION,105212630,2181,200
2008,HESS,39558927.3068,3632,43
2008,HEWLETT PACKARD,278389067.3473,18704,3615
2008,HIGHLAND ACQUISITION,1106115,415,23
2008,HIGHMARK,300802791.1777,282,19
2008,HILLENBRAND IND,2637948.9147,7851,89
2008,HILLER INVESTMENTS,1480993.9702,9441,118
2008,HISPANIC ASSOC OF COLLEGES &,77350,3839,8
2008,HITACHI,7449154.6277,4409,42
2008,HITACHI ZOSEN,800994.2422,2743,6
2008,HMD,4262738,2,2
2008,HNTB,7272154,2027,52
2008,HOCHTIEF AG,118497722,2744,61
2008,HOFMANN MONDIAL,327096,1104,12
2008,HOLLYFRONTIER,18348557.9648,2472,7
2008,HOLMAN CONSTRUCTION & GENERAL,10137092.3595,1703,35
2008,HOLMES TUCKER INTERNATIONAL,2112895.3456,1653,31
2008,HOMESTEAD VILLAGE,114255,2743,7
2008,HONCAD,3800,1103,3
2008,HONEYWELL,1706167214.9034,21228,8020
2008,HR STAFF MANAGEMENT,2079212.6563000001,743,20
2008,HSU DEVELOPMENT COMPANY,25254756.7031,2474,8
2008,HUGHES,3172974.5298,7623,17
2008,HUMANA,2954014904.0172997,7455,437
2008,HUNT COMPANIES,85514763,4525,74
2008,HYDROGEOLOGIC,51680936.8891,5740,144
2008,Hydroid,9741932.3799,2525,63
2008,HYPERION SOFTWARE,1772190.6226,414,15
2008,HYUNDAI,32559232,2,2
2008,I&S ACQUISITION CORPORATION,20962058,2,2
2008,I2,4535397.3116,11363,110
2008,IAP WORLDWIDE SERVICES,218842674.7073,805,190
2008,IBM,459147814.5985,25396,1894
2008,ICARO INTERNATIONAL SERVICES SA,6697982.375,706,156
2008,ICF INTERNATIONAL,2297437.3164999997,3363,21
2008,ICF KAISER INTERNATIONAL,8062959.1953,6921,68
2008,ICG COMMUNICATIONS,404600,2135,4
2008,ICMA,0,1,2
2008,"ICON SYSTEMS, INC , SM CONSULTING",21657059.3276,8255,186
2008,ICX TECHNOLOGIES,85e3,2,1
2008,IDEDGE,27551.3999,6,3
2008,IDX SYSTEMS,296115.6406,3161,11
2008,iGOV,84275580.0297,11583,248
2008,IHI,0,2744,8
2008,IKON,1376679.1202,12271,96
2008,IL KWANG INDUSTRIAL,14581323.9647,1888,39
2008,ILC INDUSTRIES,41054332.5109,7961,119
2008,ILEX ENGINEERING,29868.8398,1702,3
2008,ILLINOIS AMERICAN,536059,1101,2
2008,ILLINOIS TOOL WORKS,458774.5166,5334,45
2008,IMMIXGROUP,92465764.97389999,20202,1183
2008,IMO INDUSTRIES,7035608.0234,3836,333
2008,IMT DEFENSE,8474858.6875,1702,6
2008,IN Q TEL,5263158.125,9039,21
2008,"INDUSTRIAL ECONOMICS, INC.",5077,1702,3
2008,INDYNE,161662638.7863,3244,85
2008,INFOPRO,6521867.8348,6907,53
2008,INFORMATION HANDLING SERVICES,18991456.9294,5229,214
2008,INFORMATION MA,69881,1101,2
2008,INGENESIS,1608816.0259,3515,31
2008,INNOVATIVE LOGISTICS TECHNIQUES,21390083.861700002,6786,135
2008,Innovative Technical Solutions [Gilbane Building Company],302401678.24120003,6839,361
2008,INSIGHT ENTERPRISES,2754141.1953000003,14718,161
2008,INSIGHT TECHNOLOGY,177976872.06989998,10905,297
2008,INSITUFORM TEC,127197,1702,3
2008,INSTITUTE FOR DEFENSE ANALYSES,144950112.1797,1542,27
2008,INSTITUTE OF INTERNATIONAL EDU,321e4,2137,5
2008,INSTRUMENTARIUM,4001320.7051,8104,96
2008,INTEGRA LIFE SC,1453994.5919,7818,96
2008,INTEGRAL SYSTEMS,41347356.7353,7959,73
2008,INTEGRAL TECHN,80033,2803,5
2008,INTEGRATED ELECTRICAL SERVICES,15173,2,1
2008,INTEGRATED RESOURCES,1163570.0469,141,11
2008,INTEGRATED TECHNOLOGIES,441.76,1101,2
2008,INTEL,8449.3301,2973,7
2008,INTELLIGENCE ENTERPRISE SOLUTI,7772621.2291,10115,72
2008,INTELLIGENT DECISIONS,23731195.194,14395,224
2008,INTELLIGENT SOFTWARE,55479963.1094,5218,70
2008,INTERAD,0,2,1
2008,INTERFACE,689728.8849,5022,25
2008,INTERGRAPH [HEXAGON AB],54832900.9405,4977,376
2008,INTERGRATED SOLUTIONS,375e3,4,2
2008,INTERMAGNETICS GENERAL,3378581,3404,6
2008,INTERNATIONAL DATA GROUP,8e3,2,1
2008,INTERNATIONAL OIL TRADING,456802656,2,1
2008,INTERNATIONAL PAPER COMPANY,612724.7409,5145,23
2008,INTERNATIONAL SHIPHOLDING,13276029,2357,57
2008,INTERNATIONAL SOS,6461561.9102,4620,83
2008,INTERNATIONAL SYSTEMS MARKETING,879989.6192,7853,44
2008,INTERNATIONAL TECHNOLOGY,18637829.5579,2473,50
2008,INTERPUBLIC GROUP OF COMPANIES,512266422.1342,5708,537
2008,INTEST,8770,2,1
2008,INTUITIVE,48728742.5731,4254,171
2008,INVISION TECHNOLOGIES [GENERAL ELECTRIC],327422.6016,5716,13
2008,IOWA STATE UNIVERSITY,2756423.217,5115,43
2008,IPSEN INTERNATIONAL,357543,5215,11
2008,IRIDIUM COMMUNICATIONS,80141587.75,414,14
2008,IROBOT,102013696.4681,5650,99
2008,IRON MOUNTAIN,1690004.459,4521,74
2008,ISO,503821.5602,6652,39
2008,ISRAEL AIRCRAFT INDUSTRIES,10552083.9883,6276,33
2008,ISYS,8646447.9613,5424,42
2008,IT GROUP,9075529,1168,23
2008,IT RESEARCH INSTITUTE,49686774.4063,3511,206
2008,ITEL SOLUTIONS,28543101.89,1745,31
2008,ITOCHU,0,2,1
2008,ITT,4226591754.8917,17231,3444
2008,IVEY MECHANICA,118990,4,3
2008,J & J WORLDWIDE SERVICES,242725909.724,5214,782
2008,J.E. DUNN CONSTRUCTION GROUP,127326859,1016,22
2008,JA JONES CONSTRUCTION [PHILLIP HOLZMANN AG],15844786.706300002,3330,177
2008,JACOBS ENGINEERING GROUP,950603379.3731999,13474,2319
2008,JAMES W SEWALL,279999,1702,3
2008,JAPAN MINISTRY OF DEFENSE,124868719.9375,2135,4
2008,JAVELIN [LOCKHEED MARTIN/TEXAS INSTRUMENTS/RAYTHEON],456174922.6755,2266,145
2008,JAY HENGES ENTERPRISES,527648.5136,3985,20
2008,JBL TYPEWRITER,5650,1101,2
2008,JBT HOLDING,-13635,4,2
2008,JCAHO,493549.0202,1383,24
2008,JEANNE BUSSARD,875208.4994999999,6324,17
2008,JEOL,1680309.1583,4320,78
2008,JJMA,123642780.8458,212,1190
2008,JJMA HOLDINGS,62370375.6274,2418,49
2008,JOHN MILNER ASSOCIATS,17498,1101,2
2008,JOHN Q HAMMONS HOTELS,34453.0819,1101,2
2008,JOHNS HOPKINS UNIVERSITY,740001724.4469,15599,1174
2008,JOHNSON CONTROLS,730402342.0326,13713,1595
2008,JOINT VENTURE [Boeing/UTC],34512414.5,1703,30
2008,JOINT VENTURE [ITT/NORTHROP],14274613,541,14
2008,JOINT VENTURE [THALES/RAYTHEON],278463678.8066,3367,177
2008,JOINT VENTURE [URS/BERGER],12978722.875,848,20
2008,JOINT VENTURE [URS/KLEINFELDER],3865409.6563,141,13
2008,JOINT VENTURE [UT-BATTELLE],0,1101,2
2008,JONES & STOKES ASSOCIATES,566793.96,790,28
2008,JONES LANG LASALLE,31646833.8281,3591,78
2008,JORGE SCIENTIFIC,90800827.3691,4232,91
2008,JVYS [YULISTA/SES],326363145.547,793,165
2008,JW CHILDS EQUITY PARTNERS,74240,2135,5
2008,K TECHNOLOGY,99977,2805,6
2008,KADIX SYSTEMS,11751569.346299998,3256,101
2008,KAISER AEROPSACE & ELECTRONICS,28476078.4644,7891,95
2008,KAISER HILL,17370,1101,2
2008,KALITTA CHARTERS,8438467.25,2745,10
2008,KAMAN,37321378.9033,12352,248
2008,KANE COMPANY,688270.2701,1307,25
2008,KAWASAKI HEAVY INDUSTRIES,313269,1843,14
2008,KCI HOLDINGS,111303,1101,2
2008,KCI KONECRANES,238698.9907,3902,24
2008,KEA,0,2,1
2008,KEANE,82282884.7171,10771,277
2008,KEDDEG,246276,1102,21
2008,KELLOGG BROWN & ROOT,5979528555.2368,5141,651
2008,"KELLY AEROSPACE, INC [BUSINESS]; LIMCO PIEDMONT, INC [BUSINESS]",1120339.04,1384,28
2008,KELLY AVIATION CENTER [Joint Venture Lockheed Martin/Rolls Royce],475962064.8124,2863,74
2008,KELLY SERVICES,54122.0899,1705,14
2008,KEMYONG FARM,155017,741,18
2008,KENNETH SUDOL & ASSOCIATES,50512,3161,8
2008,KFORCE,22724673.7073,11453,64
2008,KIEWET,349911869,1235,27
2008,KIEWIT,222430604.625,592,149
2008,KILOHANA,648780.5625,2135,8
2008,KIMBALL,24504866.625499997,13516,619
2008,KIPPER TOOL COMPANY,288728534.538,10835,650
2008,KIRBYORAT,1265389.0572,1237,23
2008,KLA TENCOR,59067,2474,6
2008,KLEINFELDER,97266.8594,5,15
2008,KNIGHT PROTECTIVE SERVICES,96681,2,1
2008,KNOLL,38312079.631,11364,745
2008,KNOWLEDGE ANALYSIS TECHNOLOGIE,189528,2135,4
2008,KNOWLEDGE SHARING SYSTEMS,2018004.5,2803,5
2008,KOC HOLDING,27212531.25,1101,4
2008,KOMATSU,1826904.1846,4167,156
2008,KONE HOLDINGS,2063917.6524,4131,100
2008,KONGSBERG GRUPPEN,548442635.0004,8408,149
2008,KONIAG DEVELOPMENT,-2072865.8737,3974,55
2008,KONTRON AG,180631,3239,27
2008,KOR ELECTRONICS,9741169.4258,2338,44
2008,KOREA ELECTRIC POWER,43469096,2693,84
2008,KORNFERRYINTERNATIONAL,65e3,2,1
2008,KPMG,60845948.4401,12345,142
2008,KQ SERVICES,252898,1101,6
2008,KRAFT FOODS,344893675.8025,1763,46
2008,KRATOS DEFENSE & SECURITY,947143.6578,741,16
2008,KRIMA CONSTRUCTION,50102643.4187,979,198
2008,KROLL GOVENRMENT SERVICES INCORPORATED [VERITAS],6958701.5,2472,5
2008,KUK BRS ALASKA VENTURE,-75042.3704,1745,31
2008,KUWAIT PETROLEUM,327769957.5,1101,3
2008,KWAJALEIN RANGE SERVICES [Joint Venture - Bechtel/Lockheed/Chugach],152127619,1235,22
2008,L3 COMMUNICATIONS,7002726176.8238,16090,14356
2008,LABEL MASTER,12319,1103,3
2008,LADISH,75262,1101,2
2008,LAKESHORE TOLTEST,159789060.6466,4631,400
2008,LANDSTAR CARRIER GROUP,72600,1703,19
2008,LAPI,23527105.0508,2136,41
2008,LARSON DAVIS I,27922,1702,3
2008,LASON,152321.4024,8436,18
2008,LAW ENGINEERING & ENVIRONMENTAL SERVICES,95652.25,2135,4
2008,LB & B ASSOCIATES,82952493.9999,12932,977
2008,LB FOSTER COMPANY,3849977.8694,2091,39
2008,LDS TEST & MEASUREMENT,1261613,2754,27
2008,LEADING TECHNOLOGY COMPOSITES,154351,2743,6
2008,LEARNING TREE INTERNATIONAL,331572,1845,15
2008,LECHMOTOREN GMBH,2165455.3514,2082,44
2008,LECROY,120457.6019,1513,16
2008,LEGEND TECHNIC,34780,1101,2
2008,LENDEN J LEWIS JR,19464.5391,2,1
2008,LEWIS COMPANIES,-1074.97,2,1
2008,LEWIS WILLIAMS CON & LOGIS,475588,1702,3
2008,LEXMARK INTERNATIONAL,4355821.0034,3989,73
2008,LFC HOLDINGS,398892.9902,5496,50
2008,LGL LIMITED ENVIRONMENTAL RESE,43800,2,1
2008,LHI,90906160.3579,216,133
2008,LIEBERT,1284932.9425,10057,118
2008,LIFE CYCLE ENGINEERING,31966128.2353,1427,128
2008,LINEAR INDUSTRIES,38972,1704,4
2008,LIRBY,47438,2135,4
2008,LISTING DOUGLAS J,11141908.6443,4226,43
2008,LITTON [NORTHROP GRUMMAN],2275443,944,21
2008,LJB,125141.6074,2135,5
2008,LL BUILDERS,175620.6699,2743,8
2008,LM&O,64922297.0039,1542,29
2008,LOCKHEED MARTIN,28725874678.9211,27756,19429
2008,LOGIAN,880145.0898,2472,5
2008,LOGICON [NORTHROP GRUMMAN],1805523.3691,5069,53
2008,LOGIS TECH,12309930.6758,2253,51
2008,LOGISTICS MANAGEMENT INSTITUTE,57535550.6405,18068,341
2008,LONG FENCE COMPANY,279379,3165,10
2008,LONGBOW [LOCKHEED MARTIN/NORTHROP GRUMMAN],84462853.4157,18,101
2008,LORAL SPACE,0,1101,2
2008,LSI,2736.75,4,2
2008,LUCENT TECHNOLOGIES,45268557.3438,8704,170
2008,LUKE & ASSOCIATES,15058645.7734,774,167
2008,LUSTER NATIONA,208321,2743,7
2008,LYKES LINES,72261,2,74
2008,LYNDEN,130752349.2892,345,143
2008,M.C. DEAN,96694151.0314,8917,434
2008,MA MORTENSON COMPANY,379576438.8,3202,199
2008,MACAULAY BROWN,38195346.3456,4435,232
2008,MACQUARIE GROUP [TAURUS AEROSPACE GROUP],6717.5898,2,2
2008,MACRO INTERNATIONAL,3455384.4912,2946,18
2008,MACTEC,32907794.0177,7394,169
2008,MAGELLAN AEROSPACE,610557,4111,40
2008,MAGNETO INDUCTIVE SYSTEMS,17262695,4262,15
2008,MAGNOLIA PLUMBING,83500,4,2
2008,MAIN ELECTRIC,5170,2,1
2008,MANAGEMENT ANALYSIS COMPANY,6814593.2344,1851,33
2008,MANAGEMENT CONCEPTS,2693089.0449,10655,55
2008,"MANAGEMENT CONSULTING, INC.",85634467.7658,5724,1719
2008,MANITOWOC COMPANY,136698749.9297,5061,39
2008,Mansfield Oil,35665119.6754,2530,71
2008,MANSON CONSTRUCTION,92347673.7506,2911,90
2008,MANTECH INTL A,596797785.478,15116,821
2008,MAPCO INC,64804736.9478,1204,310
2008,MARCONI,5662674.9216,4480,58
2008,MARGARET MEITZLER,2500,2,1
2008,MARITIME HELICOPTER SUPPORT [Lockheed Martin/Sikorsky Joint Venture],199408055,3161,13
2008,MARRIOTT,12246344.047600001,13165,293
2008,MARSH & MCLENNAN COMPANIES,25425,4,2
2008,MARTEK POWER,201385,2412,27
2008,MARTIN'S POINT HEALTH CARE,191375147.7656,412,13
2008,MASON & HANGER,26747910.652400002,4745,103
2008,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,690979861.871,2949,169
2008,MASTER SOLUTIONS,99933,2,1
2008,MATCOM,1311249.6914,282,14
2008,MAXIMUS,6493503.7728,5900,29
2008,MBB OF AMERICA,22259016.1875,4347,86
2008,MC VAC ENVIRONMENTAL,156315,1307,25
2008,MCBRIDE & ASSOCIATED,-70730.2207,1103,3
2008,MCC DEVELOPMEN,17084225.6876,4448,51
2008,MCDERMOTT INTERNATIONAL,385187.7305,143,15
2008,MCGRAW HILL COMPANIES,8744,1702,3
2008,MCI/WORLDCOM [VERIZON],6247852.5285,3498,62
2008,MCKESSON,903791641.984,6584,8348
2008,MCLANE ADVANCED TECHNOLOGIES,45237602.0518,1976,36
2008,MCMUA,45e3,1101,2
2008,MCMUNN ASSOCIATES,2340493.3751,6472,14
2008,MCNEIL TECHNOLOGIES,32345640.9471,7471,60
2008,MCR FEDERAL,16428613.5913,7979,97
2008,MDA,4875292,4262,10
2008,MDU RESOURCES,35530,1101,2
2008,MEDAPHIS,729956,2,1
2008,MEDICINE,8653358.7159,3014,66
2008,Medimmune,22626211,2893,666
2008,MEDQUEST,203879.3994,1513,15
2008,MEGGITT CORP USA,68311982.3161,6871,771
2008,MEI TECHNOLOGIES,3160776.625,2804,35
2008,MERCK,143281.3999,5560,13
2008,MERCURY AIR GROUP,40943056.7825,2258,66
2008,MERCURY COMPUTER SYSTEMS,4373614.5216,7387,51
2008,MERISTAR HOSPITALITY,594744.8400999999,4252,25
2008,MERLIN PETROLEUM COMPANY,3824168.1751,651,19
2008,MERRITT TOOL COMPANY,-99509,1103,3
2008,"METALMARK CAPITAL, LLC [HUNTER DEFENSE TECHNOLOGIES]",56145453.5337,4931,118
2008,METHODE ELECTRONICS,0,2,1
2008,METRO MACHINE [General Dynamics],98398407.9902,3457,96
2008,METROPOLITAN SECURITY SERVICE,45367052.3521,2416,53
2008,MEYERINCK GROUP GMBH,307889.6836,2474,6
2008,MHF LOGISTICAL SOLUTIONS,70951.4609,1702,3
2008,MICHAEL BAKER,52542974.171000004,3500,218
2008,MICHEAL BAKER,540478.5938,2743,9
2008,MICRO NETWORKS,114070,2202,4
2008,MICROCOSM,3437256,2806,15
2008,MICRON,43176391.450500004,8331,635
2008,MICRONETICS,614174.99,2745,19
2008,MICROS SYSTEMS,325776.8026,3962,31
2008,MICROSAT SYSTEMS,10525697,4178,40
2008,MICROSEMI,56769.2392,3906,8
2008,MICROSOFT,46273164.805700004,15068,226
2008,MICROTECHNOLOGIES,19486052.8815,5060,283
2008,MICROVISION,4697282,6,3
2008,MIDCO CONSTRUC,686,1702,3
2008,MIDWEST EXPRESS HOLDINGS,0,1,3
2008,MIDWEST RESEARCH INSTITUTE,11830026.4041,10159,51
2008,MILCOM,128363544.6639,1485,1288
2008,MILITARY PERSONNEL SERVICES CORPORATION,57835256.4336,5920,348
2008,MILITARY PRODUCE GROUP,200072810.25,1378,57
2008,MILLENNIUM DATA SYSTEMS,-188378,1702,3
2008,MILLER INDUSTRIES,26738,1702,3
2008,MILLINGTON TELEPHONE,306684.28130000003,2202,4
2008,MINE SAFETY APPLIANCES COMPANY,66477546.8096,10443,256
2008,MISSION ESSENTIAL PERSONNEL,204708799.9532,3397,94
2008,MISSION SYSTEMS,1369087.665,6310,13
2008,MITA INDUSTRIA,1488613.5012,10600,147
2008,MITSUBISHI (EXCLUDING MHI),583356.0762,7648,17
2008,MITSUBISHI HEAVY INDUSTRIES,1287288.5504,4600,72
2008,MO state government,7926,2,1
2008,MOBIL OIL,8836037,2,2
2008,MOFFATT & NICHOL ENGINEERS,2014536.9922,3213,26
2008,MOHAWK INDUSTRIES,285122.5274,3578,18
2008,MOOG CLASS A,113227346.8946,10721,1022
2008,MORAN TOWING,11429674,2744,64
2008,MORAN TRANSPORTATION COMPANY,6931,2,1
2008,MORGAN MEMORIA,3014474.1954,3989,31
2008,MORGAN STANLEY DEAN WITT CORPER,61e5,1101,2
2008,MORRISON KNUDSEN,7566147,1437,29
2008,MOTOR OILCORINTH REFINERIES SA,724853522.7309,3161,12
2008,MOTOR TECHNOLOGY,950862,4878,10
2008,MOTOROLA,201194447.5876,12948,1417
2008,Motorola Joint Venture [AIEE],39e5,2,2
2008,MRO SOFTWARE,1093006.2813,6584,15
2008,MSE,3484472.25,3573,8
2008,MTA,1854257.1529,1168,23
2008,MTC TECHNOLOGIES,2281902.8266,6366,48
2008,MTS3,5858152.3007,1934,35
2008,MUSCOGEE NATION BUSINESS ENTER,8089640.1134,2416,50
2008,MWH GLOBAL,79894117.4261,4569,327
2008,MYRIAD GENETICS,422183,7147,20
2008,MYTHICS,19592589.1457,11240,99
2008,NAME EDGE TECHNOLOGIES,2017191,2743,6
2008,NAMMO,71450402.7286,5674,126
2008,NAN INC,67817210.0422,2338,158
2008,NANA DEVELOPMENT,106472736.5387,20839,557
2008,NANA REGIONAL,61048548.299499996,8367,551
2008,NASATKA BARRIER,377818,6580,13
2008,NATHAN ASSOCIATES,2500,2,1
2008,NATIONAL ACADEMY OF PUBLIC,2e4,2,1
2008,NATIONAL ACADEMY OF SCIENCES,18913518.7258,11711,181
2008,National Agricultural Cooperative Federation,385590,2638,57
2008,NATIONAL AIR CARGO,190272.1402,2646,40
2008,NATIONAL CONTRACT MGMT ASSOC,41383.62,5712,13
2008,NATIONAL DAIRY,1111907.1115,2444,12
2008,NATIONAL FUEL,60308940,3161,10
2008,NATIONAL INDUSTRIES FOR THE BLIND,111544828.9341,6422,366
2008,NATIONAL INTEREST SECURITY [IBM],18239100.2031,5539,21
2008,NATIONAL SEMICONDUCTOR,6704500,2472,8
2008,NATIONAL SERVICE INDUSTRIES,586369.1559,2916,66
2008,NAVIGANT INTERNATIONAL,8829896.7877,4400,58
2008,Navistar International,4777846880.3117,4966,688
2008,NAVMAR APPLIED SCIENCES,40884358.4903,1764,112
2008,NCI INFORMATION SYSTEMS,235263326.3737,8146,583
2008,NCR,4705603.5568,10536,115
2008,NCS HOLDING COMPANY,-6259,2,1
2008,NDI ENGINEERING COMPANY,11677079.1241,815,171
2008,NESTLE,97511761.5152,2638,72
2008,NETFIRES,246050918,2497,51
2008,NETIQ,444011.4233,5367,14
2008,NETSTAR 1,546084.3916,6565,14
2008,NETWORK APPLIANCE,451761.9595,5546,22
2008,NETWORK EQUIPMENT TECHNOLOGIES,25546636.202,5827,196
2008,NETWORK IMAGINING,68316079.646,4315,196
2008,NETWORK INNOVATIONS,9526.1499,1101,2
2008,NEW ENGLAND EL,4212,2,1
2008,NEW HORIZONS COMPUTER LNG CTR,139999.0938,2,1
2008,NEW WORLD ASSOCIATES,1476091.375,1103,3
2008,NEXTIRA FEDERAL,49740174.6232,2763,158
2008,NI INDUSTRIES,64401035.5172,1433,26
2008,NIAGARA MOHAWK POWER,4780767.2698,1655,30
2008,NIBS,3027939,2645,50
2008,NIKA TECHNOLOGI,1049098,2472,6
2008,NIPPI KOSAN,23876944.4745,3537,847
2008,NIPPON SANSO,3117390.8373000002,1275,122
2008,NISHIMATSU CONSTRUCTION,535067.1411,741,16
2008,NIVISYS INDUSTRIES,7399077.6206,1496,29
2008,NMC GROUP,5221209.7569,2807,51
2008,NOBLESTAR SYSTEMS,1894.08,2,1
2008,NOBLIS,35565457.3593,5502,202
2008,NONPUBLIC EDUC,5799436.8124,2720,64
2008,NORAM ENERGY,3104026.7252,3151,23
2008,NORDIC CAMP SUPPLY APS,143813040.875,1101,5
2008,"NORTEL ENTERPRISE SOLUTIONS, NORTEL GOVERNMENT SOLUTIONS",15918.4102,1101,2
2008,NORTH AMERICAN CATASTROPHE SERVICES,1499990,2,1
2008,NORTHERN STATES POWER,5159067,3358,9
2008,NORTHROP GRUMMAN,20232782626.7749,32091,18732
2008,NORTHWEST AIRLINES,11316553.9922,2499,52
2008,NORTHWESTERN,35332.85,2973,7
2008,NORTON ARTS,41984.8984,1101,2
2008,NOVA SCIENTIFIC,4833166,2481,26
2008,NOVARTIS DIAGNOSTICS,5753816.5195,2876,23
2008,NOVELL,259182.5,3577,9
2008,NSTAR,3282071,5633,13
2008,NTS TECHNICAL SYSTEMS,1280934,6378,41
2008,OAK RIDGE ASSOCIATED UNIVERSITIES,1435837.7783,3360,10
2008,OBERON ASSOCIATES,20328834.9375,2550,31
2008,OCE USAHOLDINGCO,2595363.7501,12679,149
2008,OCEAN SHIPHOLDINGS,50078765,1016,19
2008,OCEANEERING INTERNATIONAL,36493203.2901,1094,200
2008,OCEUSAHOLDING,43070.921,2472,5
2008,OCTAGON SERVICES,368105.21290000004,2805,6
2008,ODOM HYDROGRAPHIC SYSTEMS,602889.9251,651,16
2008,OERLIKON SPACE AG,94397,3573,7
2008,OFFSHORE,783181,2676,22
2008,OFFSHORE LOGISTICS,37218.649900000004,3236,6
2008,OFS/STYLINE IND,1687307.4144000001,5735,116
2008,OGDEN,0,1101,2
2008,OGE ENERGY,2876457.5313,3161,10
2008,OGILVY PUBLIC RELATIONS WORLDW,274324.5313,2,1
2008,OHIO STATE UNI,4510165.5474,9252,55
2008,OI ANALYTICAL CMS FIELD PROD,2887019.6895,5680,55
2008,OKLAND CONSTRUCTION,920772.5195,1433,25
2008,OLESKA ENTERPRISES,1492,1101,2
2008,OLIN,57175279.6128,4524,64
2008,OMEGA TRAINING GROUP,6332949.7113,2445,52
2008,OMNI HOTELS MANAGEMENT,967799.301,6380,28
2008,OMNICOM,4302967.875,4262,10
2008,OMV MEDICAL,38765677.717,6771,305
2008,ONYX NORTH AMERICA,1183274,2135,4
2008,OPEN TEXT,2727329.6355,10743,58
2008,OPTICAL CABLE,2018073,3358,13
2008,OPTICS 1,3096678,3163,10
2008,ORACLE,114674057.7735,22107,452
2008,ORBITAL SCIENCES,153588836.542,8387,217
2008,OREGON FREEZE DRY,1065715,1103,5
2008,OREGON IRON WORKS,29199806,5296,12
2008,OSHKOSH,1641837378.2482998,5062,2520
2008,OSI,11779113.3826,6754,36
2008,OSSI SAFENET SECURITY SERVICES,934063.7761,6956,29
2008,OST ENTERPRISES,1052904,2973,7
2008,OUTDOOR VENTURE,21647072.5938,3583,52
