"","StartFY","Ceil.Simple","Dur.Simple","X50","X75","X80","X90","X95","X99","ContractCount","Action_Obligation_OMB20_GDP18","metric"
"213",2013,"10m+",NA,0,0,0,0,0.0174026963933359,0.205230971594572,72,10364359136.1125,"Early Results for All Contracts"
"214",2014,"0k - <100k","<~1 year",0,0,0,0,0,0,236378,5742608834.46402,"Early Results for All Contracts"
"215",2014,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,0.050211185303479,30879,921107088.671997,"Early Results for All Contracts"
"216",2014,"0k - <100k","(~2 years+]",0,0,0,0,0.00328431579791835,0.861211169566716,6929,369627927.725075,"Early Results for All Contracts"
"217",2014,"0k - <100k",NA,0,0,0,0,0,0,421167,6515592859.30989,"Early Results for All Contracts"
"218",2014,"100k - <10m","<~1 year",0,0,0,0,0,0.288985918858542,49944,35572788366.5732,"Early Results for All Contracts"
"219",2014,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0.0136859353074029,0.393388820667716,20428,25781198919.8075,"Early Results for All Contracts"
"220",2014,"100k - <10m","(~2 years+]",0,0,0,0,0.013287889417502,0.715420292267928,4390,7971928459.22676,"Early Results for All Contracts"
"221",2014,"100k - <10m",NA,0,0,0,0,0,0,25849,12625016191.2647,"Early Results for All Contracts"
"222",2014,"10m+","<~1 year",0,0,0,0.0336924283209062,0.162956617730411,0.632554427077202,726,36599609837.6837,"Early Results for All Contracts"
"223",2014,"10m+","(~1 year,~2 years]",0,0,0,0.0302432285596714,0.10432019745548,0.898904383952517,959,38559275547.5875,"Early Results for All Contracts"
"224",2014,"10m+","(~2 years+]",0,0,0.00289799265157669,0.0449285209260177,0.167296997114761,0.584016661466936,658,54480612003.5006,"Early Results for All Contracts"
"225",2014,"10m+",NA,0,0,0,0,0,0,311,6041835958.90839,"Early Results for All Contracts"
"226",2015,"0k - <100k","<~1 year",0,0,0,0,0,0,476607,5196190747.58637,"Early Results for All Contracts"
"227",2015,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,0.00742822475481702,41452,1269128234.37946,"Early Results for All Contracts"
"228",2015,"0k - <100k","(~2 years+]",0,0,0,0.860755491546797,0.9945585431814,1.28096836996724,5974,225832317.426573,"Early Results for All Contracts"
"229",2015,"0k - <100k",NA,0,0,0,0,0,0,2012974,7296416198.5246,"Early Results for All Contracts"
"230",2015,"100k - <10m","<~1 year",0,0,0,0,0,0.300270861515221,44394,30864328784.8332,"Early Results for All Contracts"
"231",2015,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0.00568453563257513,0.335922582853872,23208,32090274924.8491,"Early Results for All Contracts"
"232",2015,"100k - <10m","(~2 years+]",0,0,0,0,0.0273711417039847,1.09308950021284,4416,8157067348.0533,"Early Results for All Contracts"
"233",2015,"100k - <10m",NA,0,0,0,0,0,0,24421,12451780134.7722,"Early Results for All Contracts"
"234",2015,"10m+","<~1 year",0,0,0,0.0123056485245015,0.0967743103779778,0.490601587524892,624,31697927269.4014,"Early Results for All Contracts"
"235",2015,"10m+","(~1 year,~2 years]",0,0,0,0.0190131060036263,0.0852933114085362,0.601159118412178,1192,39811355379.6946,"Early Results for All Contracts"
"236",2015,"10m+","(~2 years+]",0,0,0.00295747128203118,0.0379288734502488,0.163970518374657,0.665810966193648,626,48408140189.3905,"Early Results for All Contracts"
"237",2015,"10m+",NA,0,0,0,0,0,0,256,6252405983.49929,"Early Results for All Contracts"
"238",2016,"0k - <100k","<~1 year",0,0,0,0,0,0,450237,5263729931.64881,"Early Results for All Contracts"
"239",2016,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,2.8,47865,1268230995.17446,"Early Results for All Contracts"
"240",2016,"0k - <100k","(~2 years+]",0,0,0,0,0,0.0475274270899975,4866,148039858.952565,"Early Results for All Contracts"
"241",2016,"0k - <100k",NA,0,0,0,0,0,0,2487174,8254734362.17965,"Early Results for All Contracts"
"242",2016,"100k - <10m","<~1 year",0,0,0,0,0,0.25550130569321,46600,33555551449.5284,"Early Results for All Contracts"
"243",2016,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0.00269786992144876,0.459303451795335,21761,28015932155.3755,"Early Results for All Contracts"
"244",2016,"100k - <10m","(~2 years+]",0,0,0,0,0.000113713932813541,0.424750119654246,4044,7711433603.49547,"Early Results for All Contracts"
"245",2016,"100k - <10m",NA,0,0,0,0,0,0.0205232004335309,25806,11079693204.667,"Early Results for All Contracts"
"246",2016,"10m+","<~1 year",0,0,0,0.0169779958054198,0.117245535090528,0.488820766166439,793,22425978231.6051,"Early Results for All Contracts"
"247",2016,"10m+","(~1 year,~2 years]",0,0,0,0.0180850916035707,0.0840523182237052,0.2579917288299,1260,43160164693.7965,"Early Results for All Contracts"
"248",2016,"10m+","(~2 years+]",0,0,0,0.0171014457247241,0.0668806064857994,0.406796467772972,733,63834661052.5123,"Early Results for All Contracts"
"249",2016,"10m+",NA,0,0,0,0,0,0.0926709493408739,161,3307528093.47426,"Early Results for All Contracts"
"250",2017,"0k - <100k","<~1 year",0,0,0,0,0,0,465469,5246435513.98499,"Early Results for All Contracts"
"251",2017,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,0,38153,945561281.134772,"Early Results for All Contracts"
"252",2017,"0k - <100k","(~2 years+]",0,0,0,0,0,0.0379271615605378,6098,156783760.274454,"Early Results for All Contracts"
"253",2017,"0k - <100k",NA,0,0,0,0,0,0,2454066,8095491351.54539,"Early Results for All Contracts"
"254",2017,"100k - <10m","<~1 year",0,0,0,0,0,0.217326924859716,47770,30530821511.3885,"Early Results for All Contracts"
"255",2017,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0,0.238481660758897,20941,23405659388.7248,"Early Results for All Contracts"
"256",2017,"100k - <10m","(~2 years+]",0,0,0,0,0,0.196115534069805,4782,6947247847.78492,"Early Results for All Contracts"
"257",2017,"100k - <10m",NA,0,0,0,0,0,0.0205105553684666,27636,12794455815.5946,"Early Results for All Contracts"
"258",2017,"10m+","<~1 year",0,0,0,0,0.048143890435662,0.521887320774534,791,19812917799.8473,"Early Results for All Contracts"
"259",2017,"10m+","(~1 year,~2 years]",0,0,0,0.00283939431453432,0.026293594603102,0.321487893586762,1192,40525474209.6113,"Early Results for All Contracts"
"260",2017,"10m+","(~2 years+]",0,0,0,6.54250580778299e-06,0.0160684821689361,0.28419741070348,749,48254874778.5708,"Early Results for All Contracts"
"261",2017,"10m+",NA,0,0,0,0,0,0.0393849114066813,214,3829302724.66738,"Early Results for All Contracts"
