fiscal_year	fiscal_quarter_YTD	contractingofficeagencyid	ProductOrServiceCode	PlatformPortfolio	ProjectID	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	anycommercial	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	EntityID	parentid	IsEntityTraditional	SumOfobligatedAmount	SumOfNumberOfActions	NumberOfRecords
2007	NULL	5700	AC25	Space Systems	72	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	1581500.0000	1	1
2007	NULL	5700	AC26	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	NM	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	565500.0000	3	3
2007	NULL	5700	AC26	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5	X	USA	TX	USA	TX	USA	C	683750	BOEING	1	0.0000	3	3
2007	NULL	5700	AC26	Space Systems	NULL	DCA	Limited Competition with multiple offers	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	7901384.0000	4	4
2007	NULL	5700	AC26	Space Systems	NULL	DCA	No Competition (Other Exception)	No competition	N	Other CB	Large: Big 5 (Small Subsidiary)	X	USA	NM	USA	NM	USA	C	665531	NORTHROP GRUMMAN	1	27220.0000	1	1
2007	NULL	5700	AC26	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	A	665531	NORTHROP GRUMMAN	1	1455737.0000	2	2
2007	NULL	5700	AC26	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	9482186.0000	41	41
2007	NULL	5700	AC26	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	15534.0703	12	12
2007	NULL	5700	AC61	Space Systems	62	SINGLE AWARD IDC	No Competition (Other Exception)	No competition	N	Other CB	Large: Big 5	X	USA	WA	USA	WA	USA	A	683750	BOEING	1	734529.0000	1	1
2007	NULL	5700	AD95	Space Systems	622	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	1100000.0000	1	1
2007	NULL	5700	AR23	Space Systems	NULL	DCA	Limited Competition with multiple offers	Two Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	1413854.0000	6	6
2007	NULL	5700	AR23	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	UCA	Large: Big 5	X	USA	CA	USA	CA	USA	A	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2007	NULL	5700	AR23	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	UCA	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	68505000.0000	22	22
2007	NULL	5700	AR23	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	UCA	Large: Big 5	X	USA	CA	USA	CA	USA	D	665531	NORTHROP GRUMMAN	1	495000.0000	1	1
2007	NULL	5700	AR33	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Follow on to competed action)	No competition	Y	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	D	683750	BOEING	1	6552468.0000	1	1
2007	NULL	5700	AR55	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	482787636.5500	9	9
2007	NULL	5700	AR71	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	6000000.0000	2	2
2007	NULL	5700	AR71	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	6000000.0000	1	1
2007	NULL	5700	AR71	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	D	665531	NORTHROP GRUMMAN	1	2400000.0000	1	1
2007	NULL	5700	AR71	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	D	683750	BOEING	1	2399960.0000	1	1
2007	NULL	5700	J018	Space Systems	72	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	D	683750	BOEING	1	74480409.0400	11	11
2007	NULL	5700	J066	Space Systems	62	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	USA	UT	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	415881.0000	1	1
2007	NULL	5700	R414	Space Systems	1325	GWAC	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	VA	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	2	2
2007	NULL	5700	R425	Space Systems	1829	FSS	Competition with single offer (Overrode blank Fair Opportunity)	One Offer	N	T&M/LH/FPLOE	Large: Big 5	X	USA	VA	USA	MA	USA	A	665531	NORTHROP GRUMMAN	1	-101681.0000	1	1
2007	NULL	7001	AC24	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA		665531	NORTHROP GRUMMAN	1	0.0000	1	1
2007	NULL	8000	1810	Space Systems	NULL	DCA	Limited Competition with multiple offers	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA		665531	NORTHROP GRUMMAN	1	-3004292.0000	2	2
2007	NULL	8000	1810	Space Systems	NULL	DCA	Limited Competition with multiple offers	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA		665531	NORTHROP GRUMMAN	1	-500000.0000	1	1
2007	NULL	8000	1810	Space Systems	NULL	PO	Unlabeled: No competition; multiple offers	Unlabeled: No competition; multiple offers	N	Other FP	Large: Big 5	X	USA	CA	USA	CA	USA		683750	BOEING	1	0.0000	1	1
2007	NULL	8000	1840	Space Systems	NULL	PO	Full Competition (Multiple Offers)	Two Offers	Y	FFP	Large: Big 5	X	USA	WA	USA	WA	USA	D	683750	BOEING	1	724548.0000	4	4
2007	NULL	8000	AR11	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	AL	USA	AL	USA	C	683750	BOEING	1	8000000.0000	2	2
2007	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	10-24 Offers	N	Incentive	Large: Big 5	X	USA	WA	USA	IL	USA		683750	BOEING	1	30332.0000	3	3
2007	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	100+ Offers	N	Incentive	Large: Big 5	X	USA	CA	USA	CA	USA		665531	NORTHROP GRUMMAN	NULL	281209.8800	2	2
2007	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Incentive	Large: Big 5	X	USA	CA	USA	CA	USA		683750	BOEING	1	50650.8200	1	1
2007	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA		683750	BOEING	1	-3717599.0000	1	1
2007	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5	X	USA	MO	USA	MO	USA		683750	BOEING	1	660973.0000	1	1
2007	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5	X	USA	PA	USA	PA	USA	D	683750	BOEING	1	430680.0000	1	1
2007	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	N	Other CB	Large: Big 5 (Small Subsidiary)	X	USA	VA	NULL	MD	USA		665531	NORTHROP GRUMMAN	0	0.0000	1	1
2007	NULL	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Large: Big 5	X	USA	MO	USA	MO	USA	C	683750	BOEING	1	550000.0000	1	1
2007	NULL	8000	AR11	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	USA	CA	USA	CA	USA		683750	BOEING	1	188837.0000	4	4
2007	NULL	8000	AR11	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	WA	USA	WA	USA		683750	BOEING	1	1054701.0000	4	4
2007	NULL	8000	AR11	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	WA	USA	WA	USA		683750	BOEING	1	299847.0000	3	3
2007	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Competition with single offer (Overrode blank Fair Opportunity)	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	1431937.0000	1	1
2007	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	NULL	/ 	USA	CA	NULL		683750	BOEING	1	0.0000	NULL	1
2007	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	NULL		683750	BOEING	1	-206956.0000	4	4
2007	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	1000000.0000	1	1
2007	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	D	665531	NORTHROP GRUMMAN	1	695328.0000	4	4
2007	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	D	683750	BOEING	1	198229.0000	1	1
2007	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	WA	USA	WA	USA		683750	BOEING	1	171000.0000	3	3
2007	NULL	8000	AR12	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	100+ Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	-330507.0000	3	3
2007	NULL	8000	AR12	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	941831.0000	1	1
2007	NULL	8000	AR12	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	D	683750	BOEING	1	1584997.0000	1	1
2007	NULL	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	USA	MO	USA	MO	NULL		683750	BOEING	1	41823.0000	3	3
2007	NULL	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	NULL	/ 	USA	MO	NULL		683750	BOEING	1	0.0000	NULL	2
2007	NULL	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	MO	USA	MO	NULL		683750	BOEING	1	48116.0000	1	1
2007	NULL	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	MO	USA	MO	NULL	D	683750	BOEING	1	459872.0000	2	2
2007	NULL	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	MO	USA	MO	USA	C	683750	BOEING	1	65084.0000	1	1
2007	NULL	8000	AR14	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5	X	USA	WA	USA	WA	USA		683750	BOEING	1	7717.2100	1	1
2007	NULL	8000	AR14	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	30060000.0000	17	17
2007	NULL	8000	AR14	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	Incentive	Large: Big 5	X	USA	CA	USA	CA	USA	D	683750	BOEING	1	-135912.8200	1	1
2007	NULL	8000	AR14	Space Systems	NULL	PO	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5	X	USA	FL	USA	FL	USA		683750	BOEING	1	149822.0000	2	2
2007	NULL	8000	AR14	Space Systems	NULL	PO	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	USA	MD	USA	MD	USA		683750	BOEING	1	-90000.0000	1	1
2007	NULL	8000	AR21	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	FFP	Large: Big 5	X	USA	WA	USA	WA	USA	D	683750	BOEING	1	121527.0000	1	1
2007	NULL	8000	AR21	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Incentive	Large: Big 5	X	USA	VA	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	15932231.3500	16	16
2007	NULL	8000	AR24	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	28876999.2400	10	10
2007	NULL	8000	AR24	Space Systems	NULL	DCA	No Competition (Other Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA		665531	NORTHROP GRUMMAN	1	188534.0000	1	1
2007	NULL	8000	AR31	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	0	2180000.0000	4	4
2007	NULL	8000	AR32	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	100+ Offers	N	FFP	Large: Big 5 (Small Subsidiary)	X	USA	NM	USA	NM	USA		665531	NORTHROP GRUMMAN	1	241000.0000	5	5
2007	NULL	8000	AR32	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	N	FFP	Large: Big 5	X	USA	CA	USA	CA	USA		683750	BOEING	1	4523257.0000	8	8
2007	NULL	8000	AR34	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA		683750	BOEING	1	10324324.0000	18	18
2007	NULL	8000	AR34	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	218089909.0000	18	18
2007	NULL	8000	AR34	Space Systems	NULL	PO	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	USA	WA	USA	WA	USA	D	683750	BOEING	1	320418.0000	1	1
2007	NULL	8000	AR34	Space Systems	NULL	PO	No Competition (Only One Source Exception)	No competition	Y	FFP	Large: Big 5	X	USA	WA	USA	WA	USA	D	683750	BOEING	1	868625.0000	6	6
2007	NULL	8000	AR34	Space Systems	NULL	PO	No Competition (Unlabeled Exception)	No competition	Y	FFP	Large: Big 5	X	USA	WA	USA	WA	USA	C	683750	BOEING	1	0.0000	1	1
2007	NULL	8000	AR35	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	4655462.0000	6	6
2007	NULL	8000	AR35	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	2	2
2007	NULL	8000	AR35	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	1519521.0000	3	3
2007	NULL	8000	AR62	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	TX	USA	TX	USA		683750	BOEING	1	460925328.1250	50	50
2007	NULL	8000	J018	Space Systems	NULL	DCA	No Competition (Unlabeled Exception)	No competition	N	FFP	Large	X	RUS	/ 	RUS		RUS	B	669769	RUSSIA SPACE AGENCY	0	100040612.0000	7	7
2007	NULL	8000	J018	Space Systems	NULL	PO	No Competition (Other Exception)	No competition	N	FFP	Large: Big 5	X	USA	AL	USA	AL	USA		683750	BOEING	1	0.0000	2	2
2007	NULL	8000	J018	Space Systems	NULL	PO	No Competition (Other Exception)	No competition	N	FFP	Large: Big 5	X	USA	AL	USA	AL	USA		683750	BOEING	1	0.0000	1	1
2007	NULL	8000	J018	Space Systems	NULL	PO	No Competition (Other Exception)	No competition	Y	FFP	Large: Big 5	X	USA	AL	USA	AL	USA		683750	BOEING	1	58884.0000	3	3
2008	NULL	1700	1820	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	NULL	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2008	NULL	1700	5841	Space Systems	62	DCA	No Competition (Only One Source Exception)	No competition	N	NULL	Large: Big 5	X	USA	CA	USA	CA	USA	D	665531	NORTHROP GRUMMAN	1	1440888.0000	2	2
2008	NULL	1700	AC23	Space Systems	NULL	NULL	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	NULL	/ 	USA	MD	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	2
2008	NULL	1700	AC23	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	IL	USA	IL	USA	C	665531	NORTHROP GRUMMAN	1	80000.0000	2	2
2008	NULL	1700	AC23	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	IL	USA	IL	USA	D	665531	NORTHROP GRUMMAN	1	1376626.0000	11	11
2008	NULL	1700	AC24	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	NULL	Large: Big 5	X	USA	FL	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	1700000.0000	2	2
2008	NULL	1700	AC24	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Combination/Other	Large: Big 5	X	USA	FL	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	8656337.0000	5	5
2008	NULL	1700	AC24	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	FL	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	1050000.0000	2	2
2008	NULL	1700	AC24	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	NULL	/ 	USA	CA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	1
2008	NULL	1700	AC25	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	NULL	Large: Big 5	X	USA	MO	USA	MO	USA	D	683750	BOEING	1	0.0000	1	1
2008	NULL	1700	AC25	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Combination/Other	Large: Big 5	X	USA	MO	USA	MO	USA	D	683750	BOEING	1	26680000.0000	1	1
2008	NULL	1700	AC25	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	MO	USA	MO	USA	D	683750	BOEING	1	-285410.4700	2	2
2008	NULL	1700	H249	Space Systems	62	MULTIPLE AWARD IDC	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	VA	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	70000.0000	3	3
2008	NULL	1700	R414	Space Systems	62	MULTIPLE AWARD IDC	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	VA	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	2	2
2008	NULL	2100	AC23	Space Systems	NULL	NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	3-4 Offers	N	Other CB	Large: Big 5	X	NULL	/ 	USA	AL	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	3
2008	NULL	2100	AC23	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Combination/Other	Large: Big 5	X	USA	CA	USA	CA	USA	D	665531	NORTHROP GRUMMAN	1	22550036.0000	10	10
2008	NULL	2100	AC23	Space Systems	NULL	DCA	Limited Competition with multiple offers	10-24 Offers	N	T&M/LH/FPLOE	Large: Big 5 (Small Subsidiary)	X	USA	NM	USA	NM	USA	C	665531	NORTHROP GRUMMAN	1	69977.9922	1	1
2008	NULL	2100	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	AL	USA	C	665531	NORTHROP GRUMMAN	1	6263494.0000	6	6
2008	NULL	2100	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	10-24 Offers	N	FFP	Large: Big 5	X	NULL	/ 	USA	MA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	2
2008	NULL	2100	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	3-4 Offers	N	Other CB	Large: Big 5	X	NULL	/ 	USA	AL	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	1
2008	NULL	2100	AC24	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Incentive	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	20637078.0000	12	12
2008	NULL	2100	AC25	Space Systems	NULL	DCA	No Competition (Other Exception)	No competition	N	FFP	Large: Big 5	X	USA	MD	USA	MD	USA	D	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2008	NULL	2100	AC25	Space Systems	NULL	DCA	No Competition (Other Exception)	No competition	N	UCA	Large: Big 5	X	USA	MD	USA	MD	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2008	NULL	2100	AC25	Space Systems	NULL	DCA	No Competition (Other Exception)	No competition	N	UCA	Large: Big 5	X	USA	MD	USA	MD	USA	D	665531	NORTHROP GRUMMAN	1	1141715.1250	6	6
2008	NULL	2100	AC26	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	UCA	Large: Big 5	X	USA	AL	USA	AL	USA	C	665531	NORTHROP GRUMMAN	1	14992293.0000	2	2
2008	NULL	5700	1810	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	Y	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	A	683750	BOEING	1	3579605.0000	7	7
2008	NULL	5700	1810	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	Y	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	2026915.0000	9	9
2008	NULL	5700	1810	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	D	683750	BOEING	1	3149028.1563	2	2
2008	NULL	5700	1810	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	3-4 Offers	Y	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	1329926.0000	1	1
2008	NULL	5700	1810	Space Systems	1325	DCA	No Competition (Only One Source Exception)	No competition	N	UCA	Large: Big 5	X	USA	CA	USA	CA	USA	D	683750	BOEING	1	284315394.3200	18	18
2008	NULL	5700	1820	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Incentive	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2008	NULL	5700	1820	Space Systems	617	DCA	No Competition (Only One Source Exception)	No competition	N	NULL	Large: Big 5	X	USA	MD	USA	MD	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2008	NULL	5700	1820	Space Systems	617	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	MD	USA	MD	USA	C	665531	NORTHROP GRUMMAN	1	32222199.0000	20	20
2008	NULL	5700	1840	Space Systems	72	DCA	No Competition (Only One Source Exception)	No competition	N	UCA	Large: Big 5	X	USA	CA	USA	CA	USA	D	683750	BOEING	1	53110025.0000	3	3
2008	NULL	5700	1840	Space Systems	72	DCA	No Competition (Only One Source Exception)	No competition	N	UCA	Large: Big 5	X	USA	CA	USA	CA	USA	D	683750	BOEING	1	252650000.0000	1	1
2008	NULL	5700	5825	Space Systems	62	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	D	665531	NORTHROP GRUMMAN	1	965141.0000	1	1
2008	NULL	5700	5825	Space Systems	62	DCA	No Competition (Only One Source Exception)	No competition	N	UCA	Large: Big 5	X	USA	CA	USA	CA	USA	D	683750	BOEING	1	61202638.4900	13	13
2008	NULL	5700	5826	Space Systems	62	DCA	No Competition (Other Exception)	No competition	N	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2008	NULL	5700	5826	Space Systems	62	DCA	No Competition (Other Exception)	No competition	N	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	D	665531	NORTHROP GRUMMAN	1	420684.0000	1	1
2008	NULL	5700	AC21	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	NM	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	15000.0000	1	1
2008	NULL	5700	AC21	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	VA	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	60000.0000	1	1
2008	NULL	5700	AC21	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5 (Small Subsidiary)	X	USA	NM	USA	NM	USA	C	665531	NORTHROP GRUMMAN	1	310819.0000	5	5
2008	NULL	5700	AC21	Space Systems	NULL	DCA	Limited Competition with multiple offers	Two Offers	N	Other CB	Large: Big 5	X	USA	VA	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	155000.0000	3	3
2008	NULL	5700	AC21	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Large: Big 5	X	USA	NM	USA	NM	USA	C	683750	BOEING	1	0.0000	1	1
2008	NULL	5700	AC22	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	A	683750	BOEING	1	1315437.0000	2	2
