"CSIScontractID","Action_Obligation","IsClosed","IsTerminated","LastCurrentCompletionDate","MinOfSignedDate","MaxBoostDate","MinOfEffectiveDate","IsComplete","StartFiscal_Year","topContractingOfficeAgencyID","topContractingOfficeID","topProductOrServiceCode","topPrincipalNAICScode","AgencyID","Customer","SubCustomer","UnmodifiedDays","qDuration","qLowCeiling","qHighCeiling","UnmodifiedContractObligatedAmount","UnmodifiedBase","UnmodifiedCeiling","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","IsModified","ChangeOrderBaseAndAllOptionsValue","SumOfisNewWork","NewWorkBaseAndAllOptionsValue","qNChg","pChangeOrderUnmodifiedBaseAndAll","CBre","qCRais","PlaceCountryISO3","UnmodifiedPlaceCountryISO3","AnyPlaceInternational","PlatformPortfolio","UnmodifiedPlatformPortfolio","ProductOrServiceArea","UnmodifiedProductOrServiceArea","SimpleArea","UnmodifiedSimpleArea","ObligatedAmountIsProducts","ObligatedAmountIsServices","ObligatedAmountIsRnD","UnmodifiedNumberOfOffersReceived","UnmodifiedIsFullAndOpen","UnmodifiedIsSomeCompetition","UnmodifiedIsOnlyOneSource","UnmodifiedIsUrgency","IsFullAndOpen","IsSomeCompetition","ObligatedAmountIsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","IsIDV","Offr","Comp","EffComp","Urg","Veh","IsIncentive","FxCb","Fee","IsUCA","UnmodifiedIsUCA","UCA","SumOfisChangeOrder","ChangeOrderCeilingGrowth","ChangeOrderCeilingRescision","SteadyScopeCeilingModification","AdminCeilingModification","EndingCeilingModification","OtherCeilingModification","ContractBaseAndAllOptionsValue","n_CBre","IsParentCSIScontractID","p_ChangeOrderCeilingGrowth","qGrowth","Why_Outlier","n_CBre_test","p_CBre_test","qp_CBre"
24798437,1632250.75,0,0,2014-03-30,2009-09-28,2013-06-03,2009-09-17,1,2009,"2100","W912DY","N059","541512","2100","Defense","Army",78.0416666666667,"[~2 months,~7 months)","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",247960,247960,247960,2009-12-14,2009-12-14,NA,TRUE,1350499.01,1,33791.8008,"[   3,3316]",5.44643898209389,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ERS","ERS","Services","Services",NA,1632250.75,NA,5,0,1,0,0,0,1,1632250.75,0,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",9,2537349.5,-1186850.49,33791.8008,0,0,0,1632250.8108,2537350.5,NA,11.2328944184546,"[10.00,  Inf]","Obligations at least half Orig+CRai",1350499.01,5.44643898209389,"[       5,      10)"
19099926,553270.6,0,0,2013-09-30,2008-05-28,2008-07-18,2008-05-28,1,2008,"1700","N69450","C211","541330","1700","Defense","Navy",24,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",6388,6388,6388,2008-06-20,2008-06-20,NA,TRUE,558777,1,0,"   2",87.472917971196,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,553270.6,NA,5,1,1,NA,0,1,1,553270.6,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Award Fee",0,0,"Not UCA",2,558777,0,-11894.4,0,0,0,553270.6,546883.6,NA,88.4727614276769,"[10.00,  Inf]","Obligations at least half Orig+CRai",546882.6,85.6109267376331,"[      10,20440194]"
9324783,6443256.0535,1,0,2014-05-06,2009-05-08,2013-11-22,2009-05-06,1,2009,"2100","W912DQ","F108","562211","2100","Defense","Army",1825,"(~2 years+]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",845,845,845,2014-05-06,2014-05-06,NA,TRUE,6736294.3835,0,0,"[   3,3316]",7971.94601597633,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,6443256.0535,NA,NA,0,1,0,0,0,1,6443256.0535,0,NA,"IDV",NA,"Comp.",NA,"Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",13,6736294.3835,0,0,0,-293883.33,0,6443256.0535,6736295.3835,NA,7972.94483254438,"[10.00,  Inf]","Obligations at least half Orig+CRai",6736294.3835,7971.94601597633,"[      10,20440194]"
18765928,67805,1,0,2012-01-31,2011-01-01,2011-10-18,2011-01-01,1,2011,"1700","N68221","AQ96","541720","1700","Defense","Navy",289.958333333333,"[~7 months-~1 year]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",57262,57262,57262,2011-10-17,2011-10-17,NA,TRUE,8291568,0,0,"   1",144.800530893088,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,67805,NA,2,1,1,NA,0,1,1,67805,NA,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,8291568,0,0,12912,0,0,8361742,8291569,NA,145.800513429499,"[10.00,  Inf]","Other Unexplained 10x Ceiling Breach",8291568,144.800530893088,"[      10,20440194]"
3027544,8247,0,0,2011-10-03,2011-06-15,2011-10-03,2011-06-15,1,2011,"1700","N00104","4810","332912","1700","Defense","Navy",1,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",140,140,140,2011-06-15,2011-06-15,NA,TRUE,8107,0,0,"   1",57.9071428571429,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",8247,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,8107,0,0,0,0,0,8247,8108,NA,58.9,"[10.00,  Inf]","Obligations at least half Orig+CRai",8107,57.9071428571429,"[      10,20440194]"
19062129,15878904.265,0,0,2012-11-25,2011-02-18,2013-03-22,2011-01-20,1,2011,"1700","N4523A","J999","336611","1700","Defense","Navy",107.958333333333,"[~2 months,~7 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",50000,55000,55000,2011-06-05,2011-06-05,NA,TRUE,1641460,4,14085736.3125,"[   3,3316]",29.8447272727273,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","ERS","ERS","Services","Services",NA,15878904.265,NA,2,1,1,NA,0,1,1,15878904.265,NA,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Award Fee",NA,1,"UCA",5,1641460,0,-256382.6875,-295798.05,0,14734625,15878904.2625,1089280.2625,NA,30.8447090909091,"[10.00,  Inf]","Obligations at least half Orig+CRai",1089279.2625,19.8050775,"[      10,20440194]"
60371067,21706.62,0,0,2015-11-08,2014-11-12,2015-08-19,2014-11-10,1,2015,"2100","W912EE","J043","221310","2100","Defense","Army",362,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1000,1000,1000,2015-11-08,2015-11-08,NA,TRUE,20706.62,0,0,"   1",20.70662,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Services","Other Services","ERS","ERS","Services","Services",NA,21706.62,NA,1,0,1,NA,0,0,1,21706.62,NA,NA,"IDV","1","Comp.","1 Offer","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,20706.62,0,0,0,0,0,21706.62,20707.62,NA,21.70562,"[10.00,  Inf]","Obligations at least half Orig+CRai",20706.62,20.70662,"[      10,20440194]"
8144622,997000,0,0,2012-09-30,2011-10-01,2011-10-07,2011-10-01,1,2012,"2100","W911SG","D307","541519","2100","Defense","Army",366,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",10927,10927,10927,2012-09-30,2012-09-30,NA,TRUE,986073,0,0,"   2",90.2418779170861,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,997000,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,986073,0,0,0,0,0,997000,986074,NA,91.2417864006589,"[10.00,  Inf]","Obligations at least half Orig+CRai",986073,90.2418779170861,"[      10,20440194]"
24869498,21264999.875,0,0,2014-09-30,2010-09-08,2013-08-22,2010-09-08,1,2010,"2100","W912P9","F108","562910","2100","Defense","Army",365,"[~7 months-~1 year]","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",1e+05,1e+05,1e+05,2011-09-07,2011-09-07,NA,TRUE,2750000,9,8153054.875,"   1",27.5,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,21264999.875,NA,5,0,1,NA,0,0,1,21264999.875,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,2750000,0,18414999.875,0,0,0,21264999.875,2750001,NA,28.49999,"[10.00,  Inf]","Obligations at least half Orig+CRai",2750000,27.5,"[      10,20440194]"
24778326,1500408,0,0,2014-01-05,2012-02-08,2013-10-29,2012-02-08,1,2012,"2100","W912DQ","Y1AZ","236220","2100","Defense","Army",366,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",10000,10000,10000,2013-02-07,2013-02-07,NA,TRUE,1490408,0,0,"[   3,3316]",149.0408,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,1500408,NA,29,0,1,NA,0,0,1,1500408,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",3,1490408,0,0,0,0,0,1500408,1490409,NA,150.0407,"[10.00,  Inf]","Obligations at least half Orig+CRai",1490408,149.0408,"[      10,20440194]"
26336954,54468.68,0,0,2013-09-30,2013-01-10,2013-09-16,2013-01-11,1,2013,"2100","W91QVN","S111","221210","2100","Defense","Army",263.958333333333,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",2569.3,2569.3,2569.3,2013-09-30,2013-09-30,NA,TRUE,51899.38,0,0,"[   3,3316]",20.1998131786868,"Ceiling Breach","[ 0.150,   Inf]","KOR","KOR","Any International","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,54468.68,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,4,839999.99,-788100.61,0,0,0,0,54468.68,840000.99,NA,327.936904993578,"[10.00,  Inf]","At Least 1/2 After Change Order Rescision",51899.38,20.1998131786868,"[      10,20440194]"
25855714,5983644,0,0,2013-03-31,2012-10-18,2013-02-25,2012-10-20,1,2013,"1700","N69316","J019","336611","1700","Defense","Navy",165,"[~2 months,~7 months)","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",499955,499955,499955,2013-03-31,2013-03-31,NA,TRUE,5483689,0,0,"[   3,3316]",10.9683651528638,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","ERS","ERS","Services","Services",NA,5983644,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Fixed Fee",0,0,"Not UCA",7,5483689,0,0,0,0,0,5983644,5483690,NA,11.9683631526837,"[10.00,  Inf]","Obligations at least half Orig+CRai",5483689,10.9683651528638,"[      10,20440194]"
16609125,5133288.3173,0,1,2011-01-31,2008-07-17,2010-11-24,2008-07-18,1,2008,"2100","W9124R","R799","541710","2100","Defense","Army",441,"(~1 year,~2 years]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",42047.8398,42047.8398,42047.8398,2009-09-30,2009-09-30,NA,TRUE,1733893.8194,3,303140.0625,"[   3,3316]",41.2362163584917,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,5133288.3173,NA,1,0,1,0,0,0,1,5133288.3173,0,NA,"IDV","1","Comp.","1 Offer","Not Urgency","FSS/GWAC",0,"Cost-Based","Other Fee",0,0,"Not UCA",7,1747390.459,-13496.6396,3207346.6581,150000,0,0,5133288.3173,1747391.459,NA,42.5571755246271,"[10.00,  Inf]","Obligations at least half Orig+CRai",1733893.8194,41.2362163584917,"[      10,20440194]"
19139973,6371300.0743,0,0,2015-06-30,2008-07-15,2012-09-12,2008-07-31,1,2008,"1700","N40085","Z299","562910","1700","Defense","Navy",46,"[0 months,~2 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",22044,22044,22044,2008-08-29,2008-08-29,NA,TRUE,3508788.5,8,2880473.0938,"[   3,3316]",159.172042279078,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,6371300.0743,NA,6,0,1,NA,0,0,1,6371300.0743,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Award Fee",0,0,"Not UCA",3,3508788.5,0,2497582.1055,0,0,342885.4688,6371300.0743,3508789.5,NA,160.17199691526,"[10.00,  Inf]","Obligations at least half Orig+CRai",3508788.5,159.172042279078,"[      10,20440194]"
3010204,39170,0,0,2009-11-27,2008-08-22,2009-06-01,2008-08-22,1,2008,"1700","N00104","4820","332911","1700","Defense","Navy",181.041666666667,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1850,1850,1850,2009-02-18,2009-02-18,NA,TRUE,37320,0,0,"   1",20.172972972973,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",39170,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",NA,1,"UCA",1,37320,0,0,0,0,0,39170,37321,NA,21.1724324324324,"[10.00,  Inf]","Obligations at least half Orig+CRai",37320,20.172972972973,"[      10,20440194]"
26399694,172.74,0,0,2013-10-23,2014-02-04,2014-02-04,2014-02-04,1,2014,"97AS","SP4500","S222","562211","97AS","Defense","DLA",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,172.74,0,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction",NA,"FRS&C",NA,"Services",NA,NA,172.74,NA,4,NA,1,NA,0,1,1,172.74,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,172.74,0,0,0,0,0,172.74,173.74,NA,Inf,"[10.00,  Inf]","No Unmodified Ceiling",172.74,NA,NA
62240804,63888,0,0,2016-06-30,2015-09-02,2016-04-07,2015-09-02,1,2015,"1700","N00104","4130","333415","1700","Defense","Navy",181.041666666667,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",2500,2500,2500,2016-02-29,2016-02-29,NA,TRUE,49898,0,0,"   1",19.9592,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",63888,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,49898,0,0,11490,0,0,63888,49899,NA,20.9588,"[10.00,  Inf]","Obligations at least half Orig+CRai",49898,19.9592,"[      10,20440194]"
18172754,2484233,0,0,2016-09-26,2011-07-19,2015-11-04,2011-07-19,1,2011,"97ZS","H92222","D307","541519","97ZS","Defense","Other DoD",365,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",2500,2500,2500,2012-07-17,2012-07-17,NA,TRUE,159987,5,2382833,"   1",63.9948,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,2484233,NA,7,0,0,1,0,0,0,NA,1,1,"IDV","5+","No Comp.","No Comp.","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,159987,0,1487416,0,0,874317,2524220,159988,NA,64.9944,"[10.00,  Inf]","Obligations at least half Orig+CRai",159987,63.9948,"[      10,20440194]"
3022095,4781,0,0,2010-07-01,2010-01-05,2010-02-19,2010-01-05,1,2010,"1700","N00104","4820","332911","1700","Defense","Navy",450.958333333333,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",420,420,420,2011-03-31,2011-03-31,NA,TRUE,4361,0,0,"   1",10.3833333333333,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",4781,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,4361,0,0,0,0,0,4781,4362,NA,11.3809523809524,"[10.00,  Inf]","Obligations at least half Orig+CRai",4361,10.3833333333333,"[      10,20440194]"
18783185,25785,0,0,2012-03-13,2011-07-27,2012-02-24,2011-07-25,1,2011,"1700","N00164","6105","811310","1700","Defense","Navy",13,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1715,1715,1715,2011-08-08,2011-08-08,NA,TRUE,27207.5,0,0,"   2",15.8644314868805,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","Engines & Power Plants","Engines & Power Plants","Products","Products",25785,NA,NA,4,0,1,NA,0,0,1,25785,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,27207.5,0,0,-3137.5,0,0,25785,24071,NA,16.8638483965015,"[10.00,  Inf]","Obligations at least half Orig+CRai",24070,14.0349854227405,"[      10,20440194]"
60558794,967.2,0,0,2016-03-19,2015-05-04,2015-06-16,2015-05-04,1,2015,"97AS","SP4500","S222","562211","97AS","Defense","DLA",321,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",16.12,16.12,16.12,2016-03-19,2016-03-19,NA,TRUE,951.08,0,0,"   1",59,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,967.2,NA,6,0,1,NA,0,0,1,967.2,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,951.08,0,0,0,0,0,967.2,952.08,NA,59.9379652605459,"[10.00,  Inf]","Obligations at least half Orig+CRai",951.08,59,"[      10,20440194]"
18172717,1251425.0312,0,0,2013-06-16,2012-05-14,2013-04-12,2012-06-17,1,2012,"97ZS","H92222","D307","541519","97ZS","Defense","Other DoD",399,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",4600,4600,4600,2013-06-16,2013-06-16,NA,TRUE,1241631.5312,1,5193.5,"[   3,3316]",269.919898086957,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,1251425.0312,NA,NA,1,1,NA,0,1,1,1251425.0312,NA,NA,"IDV",NA,"Comp.",NA,"Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Other Fee",0,0,"Not UCA",6,1623850,-382218.4688,5193.5,0,0,0,1251425.0312,1623851,NA,354.010652173913,"[10.00,  Inf]","Obligations at least half Orig+CRai",1241631.5312,269.919898086957,"[      10,20440194]"
62947134,187042.62,0,0,2015-06-30,2015-02-12,2015-02-12,2015-02-12,1,2015,"2100","W912PQ","R426","541513","2100","Defense","Army",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,187042.62,0,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors",NA,"PAMS",NA,"Services",NA,NA,187042.62,NA,1,NA,1,NA,0,0,1,187042.62,0,NA,"IDV","1","Comp.","1 Offer","Not Urgency","FSS/GWAC",0,"Fixed-Price","FFP or No Fee",NA,NA,"Not UCA",1,187042.62,0,0,0,0,0,187042.62,187043.62,NA,Inf,"[10.00,  Inf]","No Unmodified Ceiling",187042.62,NA,NA
24783833,58318.75,0,0,2008-07-09,2008-04-10,2008-07-09,2008-04-09,1,2008,"2100","W912DR","R799","531390","2100","Defense","Army",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,2008-04-09,2008-04-09,NA,TRUE,58318.75,0,0,"   2",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,58318.75,NA,2,1,1,NA,0,1,1,58318.75,NA,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,58318.75,0,0,0,0,0,58318.75,58319.75,NA,Inf,"[10.00,  Inf]","No Unmodified Ceiling",58318.75,NA,NA
24886854,624585.1123,0,0,2010-03-31,2008-09-23,2009-12-29,2008-09-23,1,2008,"2100","W912QR","C219","541330","2100","Defense","Army",16,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",12903.4404,12903.4404,12903.4404,2008-10-08,2008-10-08,NA,TRUE,436778.125,1,174903.5469,"   2",33.8497417324452,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,624585.1123,NA,30,1,1,NA,0,1,1,624585.1123,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,436778.125,0,174903.5469,0,0,0,624585.1123,436779.125,NA,34.8496642337341,"[10.00,  Inf]","Obligations at least half Orig+CRai",436778.125,33.8497417324452,"[      10,20440194]"
8341533,6561948.1329,0,0,2016-09-30,2009-09-29,2015-10-30,2009-09-29,1,2009,"2100","W912GB","Y199","238990","2100","Defense","Army",367,"(~1 year,~2 years]","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",639239.625,639239.625,639239.625,2010-09-30,2010-09-30,NA,TRUE,6639615.8297,15,883491.1138,"[   3,3316]",10.3867400737243,"Ceiling Breach","[ 0.150,   Inf]","DEU","DEU","Any International","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,6561948.1329,NA,2,1,1,NA,0,1,1,6561948.1329,NA,NA,"def_detail/Pur","2","Comp.","2+ Offers","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",12,7013194.4897,-373578.66,883491.1138,0,0,0,8162346.5685,7013195.4897,NA,11.9711494960908,"[10.00,  Inf]","Obligations at least half Orig+CRai",6639615.8297,10.3867400737243,"[      10,20440194]"
63659879,1250.42,0,0,2016-08-31,2015-10-16,2016-02-19,2015-10-16,1,2016,"97AS","SP4500","S222","562211","97AS","Defense","DLA",321,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",89.84,89.84,89.84,2016-08-31,2016-08-31,NA,TRUE,1160.58,0,0,"[   3,3316]",12.9182991985752,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,1250.42,NA,6,0,1,NA,0,0,1,1250.42,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,3,1160.58,0,0,0,0,0,1250.42,1161.58,NA,13.9071682991986,"[10.00,  Inf]","Obligations at least half Orig+CRai",1160.58,12.9182991985752,"[      10,20440194]"
61077140,948711.9492,1,1,2017-03-12,2014-11-20,2016-10-21,2014-11-28,1,2015,"97AK","HC1013","D304","517110","97AK","Defense","Other DoD",344.958333333333,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",2987.48,2987.48,5559.24,2015-10-30,2016-10-30,NA,TRUE,799226.1901,0,0,"[   3,3316]",143.765369025262,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,948711.9492,NA,7,1,1,NA,0,1,1,948711.9492,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",6,807821.63,-8595.4399,0,197068.4844,-53141.9609,0,948711.9536,807822.63,NA,146.311342917377,"[10.00,  Inf]","Obligations at least half Orig+CRai",799226.1901,143.765369025262,"[      10,20440194]"
62273375,607197,0,0,2015-12-23,2014-10-20,2015-09-30,2014-10-17,1,2015,"1700","N40080","Z1JZ","562910","1700","Defense","Navy",3,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",12497,12497,12497,2014-10-22,2014-10-22,NA,TRUE,594700,0,0,"   1",47.5874209810355,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,607197,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,594700,0,0,0,0,0,607197,594701,NA,48.5873409618308,"[10.00,  Inf]","Obligations at least half Orig+CRai",594700,47.5874209810355,"[      10,20440194]"
