fiscal_year	contractingofficeagencyid	ContractingOfficeID	ContractingOfficeName	ContractingAgencyText	fundingrequestingagencyid	fundingrequestingofficeid	ProductOrServiceCode	PlatformPortfolio	ProjectID	majorprogramcode	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	informationtechnologycommercialitemcategory	commercialitemacquisitionprocedures	commercialitemtestprogram	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	placeofperformancezipcode	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	IsSiliconValley	majorprogramcode	IsZipTraditionalSiliconValley	EntityText	EntityID	vendorname	EntityVendorName	descriptionofcontractrequirement	contract_transaction_unique_key	contract_award_unique_key	obligatedAmount	numberOfActions
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	NH	030496129	USA	NH	USA	C	NULL		NULL	179492566	324443	SOLID STATE SCIENTIFIC CORPORATION	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0526_P00001_FA861220D0026_0	CONT_AWD_FA861220F0526_9700_FA861220D0026_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	NH	030496129	USA	NH	USA	C	NULL		NULL	179492566	324443	SOLID STATE SCIENTIFIC CORPORATION	NULL	POST AWARD CONFERENCE	9700_9700_FA861220F0526_0_FA861220D0026_0	CONT_AWD_FA861220F0526_9700_FA861220D0026_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	CA	900243957	USA	CA	USA	C	NULL		NULL	159016877	351510	SILVUS TECHNOLOGIES, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0524_P00001_FA861220D0024_0	CONT_AWD_FA861220F0524_9700_FA861220D0024_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	CA	900243957	USA	CA	USA	C	NULL		NULL	159016877	351510	SILVUS TECHNOLOGIES, INC.	NULL	POST AWARD CONFERENCE	9700_9700_FA861220F0524_0_FA861220D0024_0	CONT_AWD_FA861220F0524_9700_FA861220D0024_9700	3000.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	NY	130572953	USA	NY	USA	C	NULL		NULL	354001059	450935	SAAB, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0662_0_FA861221D0158_0	CONT_AWD_FA861221F0662_9700_FA861221D0158_9700	3797.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	NY	NULL		NULL		NULL	354001059	450935	SAAB, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0158_0_-NONE-_-NONE-	CONT_IDV_FA861221D0158_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Small	X	NULL			USA	NY	NULL		NULL		NULL	782414408	469339	PERSISTENT SYSTEMS, LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861220D0021_P00002_-NONE-_-NONE-	CONT_IDV_FA861220D0021_9700	0.0000	NULL
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	NY	100166635	USA	NY	USA	C	NULL		NULL	782414408	469339	PERSISTENT SYSTEMS, LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0521_P00001_FA861220D0021_0	CONT_AWD_FA861220F0521_9700_FA861220D0021_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	NY	100166635	USA	NY	USA	C	NULL		NULL	782414408	469339	PERSISTENT SYSTEMS, LLC	NULL	POST AWARD CONFERENCE	9700_9700_FA861220F0521_0_FA861220D0021_0	CONT_AWD_FA861220F0521_9700_FA861220D0021_9700	3800.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	611639688	482502	DTC COMMUNICATIONS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0121_0_-NONE-_-NONE-	CONT_IDV_FA861221D0121_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201716356	USA	VA	USA	C	NULL		NULL	611639688	482502	DTC COMMUNICATIONS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0623_0_FA861221D0121_0	CONT_AWD_FA861221F0623_9700_FA861221D0121_9700	1000.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	UT	NULL		NULL		NULL	827432407	533691	BORSIGHT, INC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0087_0_-NONE-_-NONE-	CONT_IDV_FA861221D0087_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	UT	844051573	USA	UT	USA	C	NULL		NULL	827432407	533691	BORSIGHT, INC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0587_0_FA861221D0087_0	CONT_AWD_FA861221F0587_9700_FA861221D0087_9700	3800.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	UT	NULL		NULL		NULL	827432407	533691	BORSIGHT, INC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0087_P00001_-NONE-_-NONE-	CONT_IDV_FA861221D0087_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	803902639	559654	ORTMAN CONSULTING LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM SUPPORT - MULTIPLE AWARD IDIQ	9700_-NONE-_FA861221D0097_P00001_-NONE-_-NONE-	CONT_IDV_FA861221D0097_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	223143247	USA	VA	USA	C	NULL		NULL	803902639	559654	ORTMAN CONSULTING LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0597_0_FA861221D0097_0	CONT_AWD_FA861221F0597_9700_FA861221D0097_9700	3423.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	803902639	559654	ORTMAN CONSULTING LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0097_0_-NONE-_-NONE-	CONT_IDV_FA861221D0097_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	809254530	563043	ALLIED ASSOCIATES INTERNATIONAL, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0106_0_-NONE-_-NONE-	CONT_IDV_FA861221D0106_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201553449	USA	VA	USA	C	NULL		NULL	809254530	563043	ALLIED ASSOCIATES INTERNATIONAL, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0608_0_FA861221D0106_0	CONT_AWD_FA861221F0608_9700_FA861221D0106_9700	3740.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	796921406	578455	LYTEWORX AUTOMATION SYSTEMS LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0080_0_-NONE-_-NONE-	CONT_IDV_FA861221D0080_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	223310001	USA	VA	USA	C	NULL		NULL	796921406	578455	LYTEWORX AUTOMATION SYSTEMS LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0580_0_FA861221D0080_0	CONT_AWD_FA861221F0580_9700_FA861221D0080_9700	3178.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	CA	921312487	USA	CA	USA	C	NULL		NULL	884457813	579276	KRATOS TECHNOLOGY & TRAINING SOLUTIONS, INC.	NULL	PROGRAM OVERVIEW	9700_9700_FA861220F0555_0_FA861220D0055_0	CONT_AWD_FA861220F0555_9700_FA861220D0055_9700	3800.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		DCA	Full Competition (Multiple Offers)	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	CO	809213779	USA	CO	USA	C	NULL		NULL	884457813	579276	KRATOS RT LOGIC, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221C5011_0_-NONE-_0	CONT_AWD_FA861221C5011_9700_-NONE-_-NONE-	653911.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	WA	981095210	USA	WA	USA	C	NULL		NULL	884745530	581743	AMAZON WEB SERVICES, INC.	NULL	PROGRAM OVERVIEW	9700_9700_FA861220F0565_0_FA861220D0065_0	CONT_AWD_FA861220F0565_9700_FA861220D0065_9700	2450.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	CO	NULL		NULL		NULL	829274674	594916	AMERGINT TECHNOLOGIES, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0077_0_-NONE-_-NONE-	CONT_IDV_FA861221D0077_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	CO	809207646	USA	CO	USA	C	NULL		NULL	829274674	594916	AMERGINT TECHNOLOGIES, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0577_0_FA861221D0077_0	CONT_AWD_FA861221F0577_9700_FA861221D0077_9700	2714.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	OH	454337104	USA	MA	USA	C	NULL		NULL	859244204	603510	SCIENTIFIC SYSTEMS COMPANY INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0663_0_FA861221D0159_0	CONT_AWD_FA861221F0663_9700_FA861221D0159_9700	3496.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MA	NULL		NULL		NULL	859244204	603510	SCIENTIFIC SYSTEMS COMPANY INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0159_0_-NONE-_-NONE-	CONT_IDV_FA861221D0159_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MA	NULL		NULL		NULL	967259946	624832	APTIMA, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0108_0_-NONE-_-NONE-	CONT_IDV_FA861221D0108_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MA	018011753	USA	MA	USA	C	NULL		NULL	967259946	624832	APTIMA, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0610_0_FA861221D0108_0	CONT_AWD_FA861221F0610_9700_FA861221D0108_9700	2108.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MA	NULL		NULL		NULL	967259946	624832	APTIMA, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0108_P00001_-NONE-_-NONE-	CONT_IDV_FA861221D0108_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	837829084	631432	TECHNICA CORPORATION	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0131_0_-NONE-_-NONE-	CONT_IDV_FA861221D0131_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201666740	USA	VA	USA	C	NULL		NULL	837829084	631432	TECHNICA CORPORATION	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0633_0_FA861221D0131_0	CONT_AWD_FA861221F0633_9700_FA861221D0131_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		DCA	Full Competition (Multiple Offers)	25-99 Offers		D	0	FFP	Medium >1B	X	USA	CA	920647103	USA	CA	USA	C	NULL		NULL	GENERAL ATOMICS	649310	GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.	GENERAL ATOMICS	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861220C5000_P00001_-NONE-_0	CONT_AWD_FA861220C5000_9700_-NONE-_-NONE-	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		DCA	Full Competition (Multiple Offers)	25-99 Offers	Z	D	0	FFP	Medium >1B	X	USA	CA	920647103	USA	CA	USA	C	NULL		NULL	GENERAL ATOMICS	649310	GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.	GENERAL ATOMICS	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861220C5000_0_-NONE-_0	CONT_AWD_FA861220C5000_9700_-NONE-_-NONE-	1109798.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium >1B	X	USA	CA	920647103	USA	CA	USA	C	NULL		NULL	GENERAL ATOMICS	649310	GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.	GENERAL ATOMICS	PROGRAM OVERVIEW	9700_9700_FA861220F0554_0_FA861220D0054_0	CONT_AWD_FA861220F0554_9700_FA861220D0054_9700	3800.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201713283	USA	VA	USA	C	NULL		NULL	826518255	650657	BLACKHORSE SOLUTIONS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0612_0_FA861221D0110_0	CONT_AWD_FA861221F0612_9700_FA861221D0110_9700	2929.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	826518255	650657	BLACKHORSE SOLUTIONS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0110_0_-NONE-_-NONE-	CONT_IDV_FA861221D0110_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	826518255	650657	BLACKHORSE SOLUTIONS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0110_P00001_-NONE-_-NONE-	CONT_IDV_FA861221D0110_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large	X	NULL			USA	VA	NULL		1		NULL	HEWLETT PACKARD	653379	HEWLETT PACKARD ENTERPRISE COMPANY	HEWLETT PACKARD	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0092_0_-NONE-_-NONE-	CONT_IDV_FA861221D0092_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Large	X	USA	VA	201903200	USA	VA	USA	C	1		NULL	HEWLETT PACKARD	653379	HEWLETT PACKARD ENTERPRISE COMPANY	HEWLETT PACKARD	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0592_0_FA861221D0092_0	CONT_AWD_FA861221F0592_9700_FA861221D0092_9700	1500.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large	X	NULL			USA	VA	NULL		1		NULL	HEWLETT PACKARD	653379	HEWLETT PACKARD ENTERPRISE COMPANY	HEWLETT PACKARD	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0092_P00001_-NONE-_-NONE-	CONT_IDV_FA861221D0092_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	IRON BOW TECHNOLOGIES	655976	IRON BOW TECHNOLOGIES, LLC	IRON BOW TECHNOLOGIES	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0124_P00001_-NONE-_-NONE-	CONT_IDV_FA861221D0124_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	IRON BOW TECHNOLOGIES	655976	IRON BOW TECHNOLOGIES, LLC	IRON BOW TECHNOLOGIES	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0124_0_-NONE-_-NONE-	CONT_IDV_FA861221D0124_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	VA	201716353	USA	VA	USA	C	NULL		NULL	IRON BOW TECHNOLOGIES	655976	IRON BOW TECHNOLOGIES, LLC	IRON BOW TECHNOLOGIES	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0626_0_FA861221D0124_0	CONT_AWD_FA861221F0626_9700_FA861221D0124_9700	1794.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large: Big 6	X	USA	TX	761083619	USA	TX	USA	C	0		NULL	LOCKHEED MARTIN	659846	LOCKHEED MARTIN CORPORATION	LOCKHEED MARTIN	ADVANCED BATTLE MANAGEMENT POST AWARD CONFERENCE	9700_9700_FA861220F0517_0_FA861220D0017_0	CONT_AWD_FA861220F0517_9700_FA861220D0017_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large: Big 6	X	USA	TX	761083619	USA	TX	USA	C	0		NULL	LOCKHEED MARTIN	659846	LOCKHEED MARTIN CORPORATION	LOCKHEED MARTIN	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0517_P00001_FA861220D0017_0	CONT_AWD_FA861220F0517_9700_FA861220D0017_9700	0.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large	X	NULL			USA	WA	NULL		NULL		NULL	MICROSOFT	662617	MICROSOFT CORPORATION	MICROSOFT	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0096_0_-NONE-_-NONE-	CONT_IDV_FA861221D0096_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large	X	NULL			USA	WA	NULL		NULL		NULL	MICROSOFT	662617	MICROSOFT CORPORATION	MICROSOFT	ADVANCED BATTLE MANAGEMENT SYSTEM SUPPORT - MULTIPLE AWARD IDIQ	9700_-NONE-_FA861221D0096_P00001_-NONE-_-NONE-	CONT_IDV_FA861221D0096_9700	0.0000	NULL
