"CSIScontractID","Action_Obligation","IsClosed","IsTerminated","LastCurrentCompletionDate","MinOfSignedDate","MaxBoostDate","MinOfEffectiveDate","IsComplete","StartFiscal_Year","topContractingOfficeAgencyID","topContractingOfficeID","topProductOrServiceCode","topPrincipalNAICScode","AgencyID","Customer","SubCustomer","UnmodifiedDays","qDuration","qLowCeiling","qHighCeiling","UnmodifiedContractObligatedAmount","UnmodifiedBase","UnmodifiedCeiling","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","IsModified","ChangeOrderBaseAndAllOptionsValue","SumOfisNewWork","NewWorkBaseAndAllOptionsValue","qNChg","pChangeOrderUnmodifiedBaseAndAll","CBre","qCRais","PlaceCountryISO3","UnmodifiedPlaceCountryISO3","AnyPlaceInternational","PlatformPortfolio","UnmodifiedPlatformPortfolio","ProductOrServiceArea","UnmodifiedProductOrServiceArea","SimpleArea","UnmodifiedSimpleArea","ObligatedAmountIsProducts","ObligatedAmountIsServices","ObligatedAmountIsRnD","UnmodifiedNumberOfOffersReceived","UnmodifiedIsFullAndOpen","UnmodifiedIsSomeCompetition","UnmodifiedIsOnlyOneSource","UnmodifiedIsUrgency","IsFullAndOpen","IsSomeCompetition","ObligatedAmountIsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","IsIDV","Offr","Comp","EffComp","Urg","Veh","IsIncentive","FxCb","Fee","IsUCA","UnmodifiedIsUCA","UCA","SumOfisChangeOrder","ChangeOrderCeilingGrowth","ChangeOrderCeilingRescision","SteadyScopeCeilingModification","AdminCeilingModification","EndingCeilingModification","OtherCeilingModification","p_CBre","Why_Outlier","p_ChangeOrderCeilingGrowth"
26336954,54468.68,0,0,2013-09-30,2013-01-10,2013-09-16,2013-01-11,1,2013,"2100","W91QVN","S111","221210","2100","Defense","Army",263.958333333333,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",2569.3,2569.3,2569.3,2013-09-30,2013-09-30,NA,TRUE,51899.38,0,0,"[   3,3316]",20.1998131786868,"Ceiling Breach","[ 0.150,   Inf]","KOR","KOR","Any International","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,54468.68,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,4,839999.99,-788100.61,0,0,0,0,327.936904993578,"At Least 1/2 After Change Order Rescision",327.936904993578
25855714,5983644,0,0,2013-03-31,2012-10-18,2013-02-25,2012-10-20,1,2013,"1700","N69316","J019","336611","1700","Defense","Navy",165,"[~2 months,~7 months)","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",499955,499955,499955,2013-03-31,2013-03-31,NA,TRUE,5483689,0,0,"[   3,3316]",10.9683651528638,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","ERS","ERS","Services","Services",NA,5983644,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Fixed Fee",0,0,"Not UCA",7,5483689,0,0,0,0,0,11.9683631526837,"Obligations at least half Orig+CRai",11.9683631526837
16609125,5133288.3173,0,1,2011-01-31,2008-07-17,2010-11-24,2008-07-18,1,2008,"2100","W9124R","R799","541710","2100","Defense","Army",441,"(~1 year,~2 years]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",42047.8398,42047.8398,42047.8398,2009-09-30,2009-09-30,NA,TRUE,1733893.8194,3,303140.0625,"[   3,3316]",41.2362163584917,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,5133288.3173,NA,1,0,1,0,0,0,1,5133288.3173,0,NA,"IDV","1","Comp.","1 Offer","Not Urgency","FSS/GWAC",0,"Cost-Based","Other Fee",0,0,"Not UCA",7,1747390.459,-13496.6396,3207346.6581,150000,0,0,42.5571755246271,"Obligations at least half Orig+CRai",42.5571755246271
19139973,6371300.0743,0,0,2015-06-30,2008-07-15,2012-09-12,2008-07-31,1,2008,"1700","N40085","Z299","562910","1700","Defense","Navy",46,"[0 months,~2 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",22044,22044,22044,2008-08-29,2008-08-29,NA,TRUE,3508788.5,8,2880473.0938,"[   3,3316]",159.172042279078,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,6371300.0743,NA,6,0,1,NA,0,0,1,6371300.0743,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Award Fee",0,0,"Not UCA",3,3508788.5,0,2497582.1055,0,0,342885.4688,160.17199691526,"Obligations at least half Orig+CRai",160.17199691526
3010204,39170,0,0,2009-11-27,2008-08-22,2009-06-01,2008-08-22,1,2008,"1700","N00104","4820","332911","1700","Defense","Navy",181.041666666667,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1850,1850,1850,2009-02-18,2009-02-18,NA,TRUE,37320,0,0,"   1",20.172972972973,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",39170,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",NA,1,"UCA",1,37320,0,0,0,0,0,21.1724324324324,"Obligations at least half Orig+CRai",21.1724324324324
26399694,172.74,0,0,2013-10-23,2014-02-04,2014-02-04,2014-02-04,1,2014,"97AS","SP4500","S222","562211","97AS","Defense","DLA",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,172.74,0,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction",NA,"FRS&C",NA,"Services",NA,NA,172.74,NA,4,NA,1,NA,0,1,1,172.74,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,172.74,0,0,0,0,0,Inf,"No Unmodified Ceiling",Inf
62240804,63888,0,0,2016-06-30,2015-09-02,2016-04-07,2015-09-02,1,2015,"1700","N00104","4130","333415","1700","Defense","Navy",181.041666666667,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",2500,2500,2500,2016-02-29,2016-02-29,NA,TRUE,49898,0,0,"   1",19.9592,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",63888,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,49898,0,0,11490,0,0,20.9588,"Obligations at least half Orig+CRai",20.9588
18172754,2484233,0,0,2016-09-26,2011-07-19,2015-11-04,2011-07-19,1,2011,"97ZS","H92222","D307","541519","97ZS","Defense","Other DoD",365,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",2500,2500,2500,2012-07-17,2012-07-17,NA,TRUE,159987,5,2382833,"   1",63.9948,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,2484233,NA,7,0,0,1,0,0,0,NA,1,1,"IDV","5+","No Comp.","No Comp.","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,159987,0,1487416,0,0,874317,64.9944,"Obligations at least half Orig+CRai",64.9944
3022095,4781,0,0,2010-07-01,2010-01-05,2010-02-19,2010-01-05,1,2010,"1700","N00104","4820","332911","1700","Defense","Navy",450.958333333333,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",420,420,420,2011-03-31,2011-03-31,NA,TRUE,4361,0,0,"   1",10.3833333333333,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",4781,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,4361,0,0,0,0,0,11.3809523809524,"Obligations at least half Orig+CRai",11.3809523809524
18783185,25785,0,0,2012-03-13,2011-07-27,2012-02-24,2011-07-25,1,2011,"1700","N00164","6105","811310","1700","Defense","Navy",13,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1715,1715,1715,2011-08-08,2011-08-08,NA,TRUE,27207.5,0,0,"   2",15.8644314868805,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","Engines & Power Plants","Engines & Power Plants","Products","Products",25785,NA,NA,4,0,1,NA,0,0,1,25785,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,27207.5,0,0,-3137.5,0,0,16.8638483965015,"Obligations at least half Orig+CRai",16.8638483965015
7986923,963941244.02,0,0,2015-09-30,2007-10-31,2012-09-27,2007-10-31,1,2008,"2100","W58RGZ","1550","336411","2100","Defense","Army",366,"(~1 year,~2 years]","[1.0e+06,3.0e+07)","[1.0e+07,7.5e+07)",14672162,14672162,14672162,2008-10-30,2012-10-30,NA,TRUE,272126101,58,531399324.73,"[   3,3316]",18.5471030786056,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Aircraft","Aircraft","Aircraft","Aircraft","Products","Products",963941244.02,NA,NA,1,0,0,1,0,0,0,NA,1,NA,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Cost-Based","Fixed Fee",0,0,"Not UCA",20,272126101,0,653262938.08,-3529489.06,0,27409532,19.5471030104493,"Obligations at least half Orig+CRai",19.5471030104493
60558794,967.2,0,0,2016-03-19,2015-05-04,2015-06-16,2015-05-04,1,2015,"97AS","SP4500","S222","562211","97AS","Defense","DLA",321,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",16.12,16.12,16.12,2016-03-19,2016-03-19,NA,TRUE,951.08,0,0,"   1",59,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,967.2,NA,6,0,1,NA,0,0,1,967.2,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,951.08,0,0,0,0,0,59.9379652605459,"Obligations at least half Orig+CRai",59.9379652605459
18172717,1251425.0312,0,0,2013-06-16,2012-05-14,2013-04-12,2012-06-17,1,2012,"97ZS","H92222","D307","541519","97ZS","Defense","Other DoD",399,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",4600,4600,4600,2013-06-16,2013-06-16,NA,TRUE,1241631.5312,1,5193.5,"[   3,3316]",269.919898086957,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,1251425.0312,NA,NA,1,1,NA,0,1,1,1251425.0312,NA,NA,"IDV",NA,"Comp.",NA,"Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Other Fee",0,0,"Not UCA",6,1623850,-382218.4688,5193.5,0,0,0,354.010652173913,"Obligations at least half Orig+CRai",354.010652173913
62947134,187042.62,0,0,2015-06-30,2015-02-12,2015-02-12,2015-02-12,1,2015,"2100","W912PQ","R426","541513","2100","Defense","Army",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,187042.62,0,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors",NA,"PAMS",NA,"Services",NA,NA,187042.62,NA,1,NA,1,NA,0,0,1,187042.62,0,NA,"IDV","1","Comp.","1 Offer","Not Urgency","FSS/GWAC",0,"Fixed-Price","FFP or No Fee",NA,NA,"Not UCA",1,187042.62,0,0,0,0,0,Inf,"No Unmodified Ceiling",Inf
24783833,58318.75,0,0,2008-07-09,2008-04-10,2008-07-09,2008-04-09,1,2008,"2100","W912DR","R799","531390","2100","Defense","Army",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,2008-04-09,2008-04-09,NA,TRUE,58318.75,0,0,"   2",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,58318.75,NA,2,1,1,NA,0,1,1,58318.75,NA,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,58318.75,0,0,0,0,0,Inf,"No Unmodified Ceiling",Inf
24886854,624585.1123,0,0,2010-03-31,2008-09-23,2009-12-29,2008-09-23,1,2008,"2100","W912QR","C219","541330","2100","Defense","Army",16,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",12903.4404,12903.4404,12903.4404,2008-10-08,2008-10-08,NA,TRUE,436778.125,1,174903.5469,"   2",33.8497417324452,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,624585.1123,NA,30,1,1,NA,0,1,1,624585.1123,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,436778.125,0,174903.5469,0,0,0,34.8496642337341,"Obligations at least half Orig+CRai",34.8496642337341
2574791,5337,0,0,2007-10-31,2006-10-01,2007-12-20,2006-10-01,1,2007,"97HW","HU0001","6830","424690","97HW","Defense","Other DoD",365,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,2007-09-30,2007-09-30,NA,TRUE,2313,1,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Products","Other Products","Other","Other","Products","Products",5337,NA,NA,3,1,1,NA,0,1,1,5337,NA,NA,"def_detail/Pur","3-4","Comp.","2+ Offers","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,2313,0,29000,0,0,0,Inf,"No Unmodified Ceiling",Inf
8341533,6561948.1329,0,0,2016-09-30,2009-09-29,2015-10-30,2009-09-29,1,2009,"2100","W912GB","Y199","238990","2100","Defense","Army",367,"(~1 year,~2 years]","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",639239.625,639239.625,639239.625,2010-09-30,2010-09-30,NA,TRUE,6639615.8297,15,883491.1138,"[   3,3316]",10.3867400737243,"Ceiling Breach","[ 0.150,   Inf]","DEU","DEU","Any International","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,6561948.1329,NA,2,1,1,NA,0,1,1,6561948.1329,NA,NA,"def_detail/Pur","2","Comp.","2+ Offers","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",12,7013194.4897,-373578.66,883491.1138,0,0,0,11.9711494960908,"Obligations at least half Orig+CRai",11.9711494960908
63659879,1250.42,0,0,2016-08-31,2015-10-16,2016-02-19,2015-10-16,1,2016,"97AS","SP4500","S222","562211","97AS","Defense","DLA",321,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",89.84,89.84,89.84,2016-08-31,2016-08-31,NA,TRUE,1160.58,0,0,"[   3,3316]",12.9182991985752,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,1250.42,NA,6,0,1,NA,0,0,1,1250.42,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,3,1160.58,0,0,0,0,0,13.9071682991986,"Obligations at least half Orig+CRai",13.9071682991986
61077140,948711.9492,1,1,2017-03-12,2014-11-20,2016-10-21,2014-11-28,1,2015,"97AK","HC1013","D304","517110","97AK","Defense","Other DoD",344.958333333333,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",2987.48,2987.48,5559.24,2015-10-30,2016-10-30,NA,TRUE,799226.1901,0,0,"[   3,3316]",143.765369025262,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,948711.9492,NA,7,1,1,NA,0,1,1,948711.9492,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",6,807821.63,-8595.4399,0,197068.4844,-53141.9609,0,146.311342917377,"Obligations at least half Orig+CRai",146.311342917377
62273375,607197,0,0,2015-12-23,2014-10-20,2015-09-30,2014-10-17,1,2015,"1700","N40080","Z1JZ","562910","1700","Defense","Navy",3,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",12497,12497,12497,2014-10-22,2014-10-22,NA,TRUE,594700,0,0,"   1",47.5874209810355,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,607197,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,594700,0,0,0,0,0,48.5873409618308,"Obligations at least half Orig+CRai",48.5873409618308
18883203,266517.5622,0,0,2009-08-22,2008-08-28,2009-08-20,2008-08-28,1,2008,"1700","N00253","L099","541990","1700","Defense","Navy",30,"[0 months,~2 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",20970.1602,20970.1602,20970.1602,2008-09-26,2008-09-26,NA,TRUE,245547.402,0,0,"[   3,3316]",11.7093717767592,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Services","Other Services","PAMS","PAMS","Services","Services",NA,266517.5622,NA,2,1,1,NA,0,1,1,266517.5622,NA,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",12,251807.2418,-6259.8398,0,0,0,0,13.0078358676535,"Obligations at least half Orig+CRai",13.0078358676535
24718598,11040.5,0,0,2009-03-06,2008-03-06,2008-03-12,2008-03-06,1,2008,"2100","W9126G","W038","532412","2100","Defense","Army",31.9583333333333,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",4387,4387,4387,2008-04-06,2008-04-06,NA,TRUE,6653.5,0,0,"   2",1.51664007294279,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","ERS","ERS","Services","Services",NA,11040.5,NA,10,1,1,NA,0,1,1,11040.5,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,47196,-40542.5,0,0,0,0,11.7579211306132,"At Least 1/2 After Change Order Rescision",11.7579211306132
24886850,745951.836,0,0,2011-03-17,2008-01-10,2009-11-19,2008-01-10,1,2008,"2100","W912QR","C219","541330","2100","Defense","Army",16,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",9916,9916,9916,2008-01-25,2008-01-25,NA,TRUE,584228.249,1,151807.5938,"[   3,3316]",58.9177338644615,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,745951.836,NA,30,1,1,NA,0,1,1,745951.836,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",5,584228.249,0,151807.5938,0,0,0,59.9176330173457,"Obligations at least half Orig+CRai",59.9176330173457
24720874,43348,0,0,2009-06-30,2009-03-13,2009-03-24,2009-03-13,1,2009,"2100","W9126G","S208","561730","2100","Defense","Army",1,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",2500,2500,2500,2009-03-13,2009-03-13,NA,TRUE,40848,0,0,"   2",16.3392,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,43348,NA,11,0,1,NA,0,0,1,43348,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,50300,-9452,0,0,0,0,21.1196,"Obligations at least half Orig+CRai",21.1196
25049082,168422.4,0,0,2015-09-30,2012-09-28,2014-09-30,2012-09-28,1,2012,"2100","W91YTZ","Q201","622110","2100","Defense","Army",368,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,1920,1920,2013-09-30,2013-09-30,NA,TRUE,358310.4,2,0,"   1",186.62,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Services","Other Services","MED","MED","Services","Services",NA,168422.4,NA,40,0,1,NA,0,0,1,168422.4,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,358310.4,0,0,156710.4063,0,0,187.619479166667,"Other Unexplained 10x Ceiling Breach",187.619479166667
24601265,1466685.4961,0,0,2013-10-18,2009-09-15,2013-10-11,2010-09-08,1,2009,"2100","W912LC","C129","541310","2100","Defense","Army",593,"(~1 year,~2 years]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",23840.1602,23840.1602,23840.1602,2011-04-30,2011-04-30,NA,TRUE,1460080.1421,2,-17234.7593,"[   3,3316]",61.2445608524057,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,1466685.4961,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",8,1478517.1421,-18437,0,0,0,-17234.7593,63.0178778035225,"Obligations at least half Orig+CRai",63.0178778035225
28485934,15380.6,0,0,2014-05-30,2014-01-15,2014-05-01,2014-01-15,1,2014,"1700","N00164","J066","811219","1700","Defense","Navy",51,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",400.82,400.82,400.82,2014-03-06,2014-03-06,NA,TRUE,15380.6,0,0,"   1",38.372835686842,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ERS","ERS","Services","Services",NA,15380.6,NA,3,0,1,NA,0,0,1,15380.6,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","BPA/BOA",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,15380.6,0,0,-400.82,0,0,39.3703408013572,"Obligations at least half Orig+CRai",39.3703408013572
24882045,905968,0,0,2010-12-27,2009-07-30,2011-03-07,2009-07-30,1,2009,"2100","W912PL","Z299","238990","2100","Defense","Army",109.041666666667,"[~2 months,~7 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",20000,20000,20000,2009-11-15,2009-11-15,NA,TRUE,639800,1,246168,"   1",31.99,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,905968,NA,1,0,0,0,0,0,0,NA,0,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,639800,0,246168,0,0,0,32.98995,"Obligations at least half Orig+CRai",32.98995
18996916,282478,0,0,2007-10-24,2007-07-09,2007-09-24,2007-07-09,1,2007,"1700","N33191","J038","238990","1700","Defense","Navy",33,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",10560,10560,10560,2007-08-10,2007-08-10,NA,TRUE,271918,0,0,"   1",25.7498106060606,"Ceiling Breach","[ 0.150,   Inf]","BHR","BHR","Any International","Facilities and Construction","Facilities and Construction","ERS","ERS","Services","Services",NA,282478,NA,3,1,1,NA,0,1,1,282478,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,271918,0,0,0,0,0,26.7497159090909,"Obligations at least half Orig+CRai",26.7497159090909
24534159,225384.8701,0,0,2010-01-29,2007-07-02,2008-09-24,2007-07-02,1,2007,"2100","W9098S","R425","541330","2100","Defense","Army",91,"[~2 months,~7 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",18517,18517,18517,2007-09-30,2007-09-30,NA,TRUE,210408,0,0,"[   3,3316]",11.3629637630286,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,225384.8701,NA,6,0,1,NA,0,0,1,225384.8701,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",3,210408,0,0,-3540.1299,0,0,12.3629097586002,"Obligations at least half Orig+CRai",12.3629097586002
24883023,580832,0,1,2011-12-30,2009-03-17,2009-08-03,2009-03-17,1,2009,"2100","W912PP","C211","541330","2100","Defense","Army",10,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",9735,9735,9735,2009-03-26,2009-03-26,NA,TRUE,671097,0,0,"[   3,3316]",68.9365177195686,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,580832,NA,20,0,1,0,0,0,1,580832,0,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",4,725000,-53903,0,0,-1e+05,0,75.4734463276836,"Obligations at least half Orig+CRai",75.4734463276836
