Fiscal_year,Vendor,StandardizedTopContractor,ContractorDisplayName,Small,jointventure,warningflag,UnknownCompany,Top100Federal,fundedbyforeignentity,isforeignownedandlocated,isforeigngovernment,isinternationalorganization,organizationaltype,PlaceCountryText,OriginIsUnitedStates,OriginCountryText,VendorIsUnitedStates,VendorCountryText,placeofmanufactureText,vendorcountrycode,SumOfnumberOfActions,SumOfobligatedAmount
2008,600437610,"RAFAEL, ARMAMENT DEVELOPMENT A",All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,0
2008,121691740,REAL TIME LABORATORIES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),UNITED STATES,1,629731.75
2008,129767997,REDEYE TECHNOLOGIES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),UNITED STATES,3,1374.7
2008,532137775,RELLI TECHNOLOGYLTD,All Other,0,NULL,1,NULL,NULL,,1,0,0,CORPORATE NOT TAX EXEMPT,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,ISRAEL,1,6440
2008,84117816,RPS HOLDINGS,All Other,0,NULL,1,NULL,NULL,,0,0,0,CORPORATE NOT TAX EXEMPT,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - COMMERCIAL INFORMATION TECHNOLOGY,UNITED STATES,1,149321
2008,600041321,RSL ELECTRONICS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,PERFORMED OR MANUFACTURED OUTSIDE US,ISRAEL,1,0
2008,600041321,RSL ELECTRONICS,All Other,0,NULL,1,NULL,NULL,,1,0,1,INTERNATIONAL ORG,,1,,1,ISRAEL,NULL,ISRAEL,0,0
2008,600041321,RSL ELECTRONICS,All Other,0,NULL,1,NULL,NULL,,1,0,1,INTERNATIONAL ORG,ISRAEL,1,ISRAEL,1,ISRAEL,NOT A MANUFACTURED END PRODUCT,ISRAEL,2,117000
2008,600041321,RSL ELECTRONICS,All Other,0,NULL,1,NULL,NULL,,1,0,1,INTERNATIONAL ORG,ISRAEL,1,ISRAEL,1,ISRAEL,PERFORMED OR MANUFACTURED OUTSIDE US,ISRAEL,2,43150
2008,787545789,RSL ELECTRONICS USA,All Other,0,NULL,1,NULL,NULL,,0,0,0,CORPORATE NOT TAX EXEMPT,ISRAEL,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),UNITED STATES,1,41785
2008,84238406,RYCOM,All Other,0,NULL,1,NULL,NULL,,0,0,0,CORPORATE NOT TAX EXEMPT,ISRAEL,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,6793.7998
2008,191228597,SAFT FEDERAL SYSTEMS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),UNITED STATES,1,160226
2008,191228597,SAFT FEDERAL SYSTEMS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,1,0
2008,600075444,SEMICONDUCTOR DEVICES AN ELBIT SYSTEMS RAFAEL PARTNERSHIP,All Other,0,NULL,1,NULL,NULL,,1,0,0,PARTNERSHIP,ISRAEL,0,UNITED STATES,1,ISRAEL,NOT A MANUFACTURED END PRODUCT,ISRAEL,1,0
2008,600075444,SEMICONDUCTOR DEVICES AN ELBIT SYSTEMS RAFAEL PARTNERSHIP,All Other,0,NULL,1,NULL,NULL,,1,0,0,PARTNERSHIP,ISRAEL,1,ISRAEL,1,ISRAEL,NOT A MANUFACTURED END PRODUCT,ISRAEL,1,1752482
2008,600027056,SHEBA MEDICAL CENTER,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NOT A MANUFACTURED END PRODUCT,ISRAEL,1,0
2008,600027056,SHEBA MEDICAL CENTER,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,PERFORMED OR MANUFACTURED OUTSIDE US,ISRAEL,2,0
2008,600027056,SHEBA MEDICAL CENTER,All Other,0,NULL,1,NULL,NULL,,0,1,0,FOREIGN GOVERNMENT,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,2,78212
2008,600027056,SHEBA MEDICAL CENTER,All Other,0,NULL,1,NULL,NULL,,0,1,0,FOREIGN GOVERNMENT,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),ISRAEL,1,47265
2008,600000848,SHENTAL BROS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,NOT A MANUFACTURED END PRODUCT,,4,283141
2008,3975539,SIGMA DESIGN COMPANY,All Other,0,NULL,1,NULL,NULL,,0,0,0,CORPORATE NOT TAX EXEMPT,BELGIUM,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - DOMESTIC NONAVAILABILITY,UNITED STATES,1,23600
2008,615720781,SILYNX COMMUNICATIONS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),UNITED STATES,1,13841.7998
2008,600027932,SOLTAM SYSTEMS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED KINGDOM,1,UNITED KINGDOM,1,ISRAEL,PERFORMED OR MANUFACTURED OUTSIDE US,ISRAEL,1,-1670
2008,600027932,SOLTAM SYSTEMS,All Other,0,NULL,1,NULL,NULL,,0,0,0,OTHER,ISRAEL,1,ISRAEL,1,ISRAEL,PERFORMED OR MANUFACTURED OUTSIDE US,ISRAEL,1,277266.1563
2008,600027932,SOLTAM SYSTEMS,All Other,0,NULL,1,NULL,NULL,,1,0,0,OTHER,ISRAEL,1,ISRAEL,1,ISRAEL,PERFORMED OR MANUFACTURED OUTSIDE US,ISRAEL,1,791159.3125
2008,532554433,SOREQ NAHAL SOREQ NUCLEAR RESEARCH CENTER,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,0
2008,600560940,SOURCE VAGABOND SYSTEMS,All Other,0,NULL,1,NULL,NULL,,1,0,1,INTERNATIONAL ORG,ISRAEL,0,UNITED STATES,1,ISRAEL,MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,ISRAEL,1,21450
2008,8869190,SPOKANE SEED COMPANY,All Other,0,NULL,1,NULL,NULL,,0,0,0,CORPORATE NOT TAX EXEMPT,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,1023185.688
2008,37758281,STARWOOD HOTELS & RESORTS WORLDWIDE,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,1,37950
2008,82071333,STICKON ADHESIVE INDUSTRIES,All Other,0,NULL,1,NULL,NULL,X,0,0,0,CORPORATE NOT TAX EXEMPT,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG IN U.S.,USA: UNITED STATES OF AMERICA,1,4360
2008,514472133,TADIRAN ELECTRONIC SYSTEMS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NOT A MANUFACTURED END PRODUCT,ISRAEL,1,1743715
2008,514472133,TADIRAN ELECTRONIC SYSTEMS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,PERFORMED OR MANUFACTURED OUTSIDE US,ISRAEL,2,3099935
2008,514472133,TADIRAN ELECTRONIC SYSTEMS,All Other,0,NULL,1,NULL,NULL,,0,0,1,INTERNATIONAL ORG,UNITED STATES,0,UNITED STATES,1,ISRAEL,MFG IN U.S.,ISRAEL,4,0
2008,514472133,TADIRAN ELECTRONIC SYSTEMS,All Other,0,NULL,1,NULL,NULL,,0,0,1,INTERNATIONAL ORG,,1,,1,ISRAEL,NULL,ISRAEL,0,0
2008,514472133,TADIRAN ELECTRONIC SYSTEMS,All Other,0,NULL,1,NULL,NULL,,1,0,1,INTERNATIONAL ORG,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - TRADE AGREEMENTS,ISRAEL,6,9813
2008,514472125,TADIRAN SPECTRALINK,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,0,UNITED STATES,1,ISRAEL,MFG IN U.S.,ISRAEL,4,35040
2008,514472125,TADIRAN SPECTRALINK,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,0,UNITED STATES,1,ISRAEL,MFG IN U.S.,ISRAEL,2,9820
2008,514472125,TADIRAN SPECTRALINK,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - DOMESTIC NONAVAILABILITY,ISRAEL,2,-1050
2008,514472125,TADIRAN SPECTRALINK,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - TRADE AGREEMENTS,ISRAEL,2,0
2008,514472125,TADIRAN SPECTRALINK,All Other,0,NULL,1,NULL,NULL,,0,0,0,CORPORATE NOT TAX EXEMPT,ISRAEL,0,UNITED STATES,1,ISRAEL,MFG IN U.S.,ISRAEL,1,0
2008,514472125,TADIRAN SPECTRALINK,All Other,0,NULL,1,NULL,NULL,,0,0,0,CORPORATE NOT TAX EXEMPT,ISRAEL,1,ISRAEL,1,ISRAEL,PERFORMED OR MANUFACTURED OUTSIDE US,ISRAEL,2,40890
2008,514472125,TADIRAN SPECTRALINK,All Other,0,NULL,1,NULL,NULL,,1,0,0,CORPORATE NOT TAX EXEMPT,UNITED STATES,0,UNITED STATES,1,ISRAEL,MFG IN U.S.,ISRAEL,1,69181.4375
2008,514472125,TADIRAN SPECTRALINK,All Other,0,NULL,1,NULL,NULL,,1,0,0,CORPORATE NOT TAX EXEMPT,ISRAEL,0,UNITED STATES,1,ISRAEL,MFG IN U.S.,ISRAEL,2,100018.5596
2008,514472125,TADIRAN SPECTRALINK,All Other,0,NULL,1,NULL,NULL,,1,0,0,CORPORATE NOT TAX EXEMPT,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - DOMESTIC NONAVAILABILITY,ISRAEL,2,88520
2008,600129761,TAMOR SMR,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),,3,136588.5098
2008,600129761,TAMOR SMR,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,MFG OUTSIDE U.S. - TRADE AGREEMENTS,,1,4776
2008,600129761,TAMOR SMR,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,6,344441.806
2008,600129761,TAMOR SMR,All Other,0,NULL,1,NULL,NULL,,0,0,0,OTHER,ISRAEL,1,ISRAEL,1,ISRAEL,MFG IN U.S.,ISRAEL,1,486545
2008,600129761,TAMOR SMR,All Other,0,NULL,1,NULL,NULL,,1,0,0,OTHER,ISRAEL,1,ISRAEL,1,ISRAEL,MFG IN U.S.,ISRAEL,1,481213
2008,600048417,TEL AVIV UNIVERSITY,All Other,0,NULL,1,NULL,NULL,,0,0,0,OTHER,UNITED STATES,0,UNITED STATES,1,ISRAEL,NOT A MANUFACTURED END PRODUCT,ISRAEL,1,5001.9302
2008,532962552,TGL SP INDUSTRIES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,,1,,1,ISRAEL,NULL,ISRAEL,0,0
2008,532962552,TGL SP INDUSTRIES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,MFG IN U.S.,ISRAEL,2,685594.7734
2008,532962552,TGL SP INDUSTRIES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),ISRAEL,1,0
2008,532962552,TGL SP INDUSTRIES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,PERFORMED OR MANUFACTURED OUTSIDE US,ISRAEL,2,1606460.156
2008,600014187,THE GEOPHYSICAL INSTITUTE OF ISRAEL,All Other,0,NULL,1,NULL,NULL,X,0,0,0,,ISRAEL,0,UNITED STATES,1,ISRAEL,NOT A MANUFACTURED END PRODUCT,ISR: ISRAEL,1,0
2008,600014187,THE GEOPHYSICAL INSTITUTE OF ISRAEL,All Other,0,NULL,1,NULL,NULL,X,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NOT A MANUFACTURED END PRODUCT,ISR: ISRAEL,1,0
2008,884775834,THE TOWER GROUP,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,NOT A MANUFACTURED END PRODUCT,UNITED STATES,1,5000
2008,81064651,TRANDES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NOT A MANUFACTURED END PRODUCT,UNITED STATES,1,511899
2008,809622462,TRI POWER SYSTEMS,All Other,0,NULL,1,NULL,NULL,,0,0,0,CORPORATE NOT TAX EXEMPT,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - TRADE AGREEMENTS,UNITED STATES,2,0
2008,600072714,URDAN METAL & CASTING INDUSTRIES LTD FORMERLY,All Other,0,NULL,1,NULL,NULL,,1,0,0,OTHER,ISRAEL,1,ISRAEL,1,ISRAEL,MFG IN U.S.,ISRAEL,3,21080
2008,360713346,VETERAN SALES & SERVICE,All Other,0,NULL,1,NULL,NULL,,0,0,0,CORPORATE NOT TAX EXEMPT,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - TRADE AGREEMENTS,UNITED STATES,1,9140
2008,157781709,VISHAY BLH,All Other,0,NULL,1,NULL,NULL,,0,0,0,CORPORATE NOT TAX EXEMPT,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - DOMESTIC NONAVAILABILITY,UNITED STATES,1,4158
2008,118379213,VISONIC SYSTEMS,All Other,0,NULL,1,NULL,NULL,,1,0,0,CORPORATE NOT TAX EXEMPT,ISRAEL,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),UNITED STATES,2,60352
2008,600055594,WALES WEAPON SYSTEMS ENGINEERING & LOGISTICS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NOT A MANUFACTURED END PRODUCT,ISRAEL,1,101541
2008,600055594,WALES WEAPON SYSTEMS ENGINEERING & LOGISTICS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,PERFORMED OR MANUFACTURED OUTSIDE US,ISRAEL,1,2097007
2008,600048466,WEIZMANN INSTITUTE OF SCIENCE,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NOT A MANUFACTURED END PRODUCT,ISRAEL,2,499993
2008,600048466,WEIZMANN INSTITUTE OF SCIENCE,All Other,0,NULL,1,NULL,NULL,,0,0,0,CORPORATE TAX EXEMPT,ISRAEL,1,ISRAEL,1,ISRAEL,PERFORMED OR MANUFACTURED OUTSIDE US,ISRAEL,1,0
2008,600048466,WEIZMANN INSTITUTE OF SCIENCE,All Other,0,NULL,1,NULL,NULL,,1,0,0,CORPORATE TAX EXEMPT,ISRAEL,1,ISRAEL,1,ISRAEL,NOT A MANUFACTURED END PRODUCT,ISRAEL,1,0
2008,600048466,WEIZMANN INSTITUTE OF SCIENCE,All Other,0,NULL,1,NULL,NULL,,1,0,0,CORPORATE TAX EXEMPT,ISRAEL,1,ISRAEL,1,ISRAEL,PERFORMED OR MANUFACTURED OUTSIDE US,ISRAEL,2,150000
2008,30793475,WILLAMETTE VALLEY REHABILITATION CENTER,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,3774.1201
2008,5103494,WW GRAINGER,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,79664.5313
2008,534011853,XPOLOG,All Other,0,NULL,1,NULL,NULL,,1,0,1,INTERNATIONAL ORG,UNITED STATES,0,UNITED STATES,1,ISRAEL,NULL,ISRAEL,1,44846
2008,534011853,XPOLOG,All Other,0,NULL,1,NULL,NULL,,1,0,1,INTERNATIONAL ORG,UNITED STATES,1,,1,ISRAEL,NULL,ISRAEL,1,8969.2002
2008,534011853,XPOLOG,All Other,0,NULL,1,NULL,NULL,,1,0,1,INTERNATIONAL ORG,,1,,1,ISRAEL,NULL,ISRAEL,0,0
2009,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,12,212440.0794
2009,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - UNREASONABLE COST,UNITED STATES,1,51670
2009,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,UNITED STATES,4,61984
2009,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,OTHER,GUINEA,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,5219
2009,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,OTHER,IRAQ,1,ISRAEL,0,UNITED STATES,NOT A MANUFACTURED END PRODUCT,UNITED STATES,1,0
2009,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,OTHER,IRELAND,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,UNITED STATES,1,62327
2009,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,OTHER,ISRAEL,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,2728,5092744.034
2009,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,OTHER,ISRAEL,1,ISRAEL,0,UNITED STATES,MFG IN U.S.,UNITED STATES,20,1251204.551
2009,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,OTHER,ISRAEL,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - COMMERCIAL INFORMATION TECHNOLOGY,UNITED STATES,1,6172
2009,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,OTHER,ISRAEL,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - UNREASONABLE COST,UNITED STATES,2,96063
2009,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,OTHER,ISRAEL,1,ISRAEL,0,UNITED STATES,"PERFORMED OR MANUFACTURED IN US, BUT SERVICES PERFORMED BY A FOREIGN CONCERN OR MORE THAN 50% FOREIGN CONTENT",UNITED STATES,2,226531
2009,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,OTHER,SERBIA,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,UNITED STATES,1,12225.8799
2009,Foreign Contractor,NULL,All Other,1,0,0,1,0,,0,0,0,OTHER,ISRAEL,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,UNITED STATES,42,871725.5618
2009,Foreign Contractor,NULL,All Other,1,0,0,1,0,,0,0,0,OTHER,ISRAEL,1,ISRAEL,0,UNITED STATES,NOT A MANUFACTURED END PRODUCT,UNITED STATES,74,5413823.871
2009,AM GENERAL,NULL,All Other,0,0,0,0,0,,0,0,0,CORPORATE NOT TAX EXEMPT,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG IN U.S.,UNITED STATES,2,-3394.8
2009,ATLANTIC DIVING SUPPLY,NULL,Atlantic Diving Supply,1,0,0,0,1,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),UNITED STATES,1,28300
2009,ATLANTIC DIVING SUPPLY,NULL,Atlantic Diving Supply,1,0,0,0,1,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - TRADE AGREEMENTS,UNITED STATES,1,63450
2009,ATLANTIC DIVING SUPPLY,NULL,Atlantic Diving Supply,1,0,0,0,1,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),UNITED STATES,1,4000
2009,BOEING,NULL,Boeing,0,0,0,0,1,,0,0,0,CORPORATE NOT TAX EXEMPT,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG IN U.S.,UNITED STATES,1,0
2009,ELBIT SYSTEMS,NULL,All Other,0,0,0,0,0,,1,0,0,OTHER,UNITED STATES,0,UNITED STATES,1,ISRAEL,MFG IN U.S.,ISRAEL,1,8817160
2009,ELBIT SYSTEMS,NULL,All Other,0,0,0,0,0,,1,0,0,OTHER,UNITED STATES,0,UNITED STATES,1,ISRAEL,NOT A MANUFACTURED END PRODUCT,ISRAEL,1,0
2009,ELBIT SYSTEMS,NULL,All Other,0,0,0,0,0,,1,0,0,OTHER,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - DOMESTIC NONAVAILABILITY,ISRAEL,1,0
2009,GENERAL ELECTRIC,NULL,General Electric,0,0,0,0,1,X,0,0,0,CORPORATE NOT TAX EXEMPT,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG IN U.S.,USA: UNITED STATES OF AMERICA,1,48054.4492
2009,GLOBAL TECHNOLOGY RESOURCES,NULL,All Other,1,0,0,0,0,,0,0,0,OTHER,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),UNITED STATES,1,11632.2598
2009,GOLDBELT,NULL,All Other,1,0,0,0,0,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NOT A MANUFACTURED END PRODUCT,UNITED STATES,1,0
2009,HERMAN MILLER,NULL,All Other,0,0,0,0,0,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NOT A MANUFACTURED END PRODUCT,UNITED STATES,1,83822.5
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,0,0,0,,,1,,1,ISRAEL,NULL,ISRAEL,0,0
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,0,0,0,,ISRAEL,0,UNITED STATES,1,ISRAEL,MFG IN U.S.,ISRAEL,10,169284
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,0,0,0,,ISRAEL,1,ISRAEL,1,,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),,1,-13250
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,0,0,0,OTHER,ISRAEL,0,UNITED STATES,1,ISRAEL,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),ISRAEL,1,0
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,0,0,0,OTHER,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - DOMESTIC NONAVAILABILITY,ISRAEL,1,1445600
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,0,0,0,OTHER,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),ISRAEL,4,0
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,0,0,0,OTHER,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,ISRAEL,3,668675
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,1,0,0,CORPORATE NOT TAX EXEMPT,IRAQ,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),ISRAEL,1,131468
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,1,0,0,CORPORATE NOT TAX EXEMPT,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),ISRAEL,1,4338450
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,1,0,0,OTHER,ISRAEL,0,UNITED STATES,1,ISRAEL,MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,ISRAEL,1,8550
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,1,0,1,INTERNATIONAL ORG,ISRAEL,0,UNITED STATES,1,ISRAEL,MFG IN U.S.,ISRAEL,2,0
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,1,0,1,INTERNATIONAL ORG,ISRAEL,0,UNITED STATES,1,ISRAEL,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),ISRAEL,2,1400
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,1,0,1,INTERNATIONAL ORG,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - QUALIFYING COUNTRY (DOD ONLY),ISRAEL,1,30080.4805
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,1,0,1,INTERNATIONAL ORG,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,ISRAEL,13,2388164
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,X,1,0,1,INTERNATIONAL ORG,,1,,1,ISRAEL,NULL,ISR: ISRAEL,0,0
2009,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,X,1,0,1,INTERNATIONAL ORG,ISRAEL,1,ISRAEL,1,ISRAEL,MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,ISR: ISRAEL,2,90780
2009,L3 COMMUNICATIONS,NULL,L3 Communications,0,0,0,0,1,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NOT A MANUFACTURED END PRODUCT,UNITED STATES,3,0
2009,Navistar International,NULL,Navistar,0,0,0,0,1,,0,0,0,OTHER,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG OUTSIDE U.S. - DOMESTIC NONAVAILABILITY,UNITED STATES,1,1219201.875
