CSIStransactionID	CSIScontractID	fiscal_year	Customer	SubCustomer	ServicesCategory	PlatformPortfolio	ProductOrServiceCodeText	VendorSize	CompetitionClassification	ClassifyNumberOfOffers	includesMOSA	projectname	obligatedAmount	numberOfActions
79591915	77265118	2019	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Other Exception)	No competition	1	LCS 	662182.2500	1
79591912	77265118	2019	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Other Exception)	No competition	1	LCS 	34474.0000	1
79591909	77265118	2019	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Other Exception)	No competition	1	LCS 	3645618.7500	1
79591929	77265118	2019	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Other Exception)	No competition	1	LCS 	310835.2813	1
79591906	77265118	2019	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Other Exception)	No competition	1	LCS 	0.0000	1
89035139	82609877	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	437339.1875	1
87060086	77265187	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
87060092	77265187	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	6188.0000	1
79591921	77265118	2019	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Other Exception)	No competition	1	LCS 	181929.0000	1
87059996	77265118	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Other Exception)	No competition	1	LCS 	-201197.0000	1
87059993	77265118	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Other Exception)	No competition	1	LCS 	116462.8828	1
79591918	77265118	2019	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Other Exception)	No competition	1	LCS 	36305.0000	1
87060087	77265187	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	-9444.0000	1
87060094	77265187	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	-345964.9063	1
87060088	77265187	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	26111.0000	1
87060089	77265187	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	21795.0000	1
89035057	82609856	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	-6304927.0000	1
89035055	82609856	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	2923135.5000	1
89035056	82609856	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	-200999.0000	1
79592150	77265187	2019	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	1160367.6250	1
79591692	77265079	2019	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	-183.0000	1
79591689	77265079	2019	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	251589.0000	1
79591691	77265079	2019	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	834.0000	1
79591903	77265117	2019	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	58556.0000	1
89034887	82609811	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	18232.0000	1
89035213	82609893	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	24959.0000	1
89035209	82609893	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	16476.0000	1
89035206	82609893	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	3072.0000	1
89035212	82609893	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	19312.0000	1
89035204	82609893	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	535150.0000	1
89035214	82609893	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	-15745.0000	1
89035211	82609893	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	18624.0000	1
89035208	82609893	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	17031.0000	1
89035285	82609913	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Competition with single offer	One Offer	1	LCS 	111680.3672	1
89035172	82609887	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Competition with single offer	One Offer	1	LCS 	252443.0000	1
89035166	82609887	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Competition with single offer	One Offer	1	LCS 	3345162.2500	1
89035164	82609887	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Competition with single offer	One Offer	1	LCS 	3581.0000	1
89035315	82609930	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	59062.4492	1
89035049	82609852	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	57633.0000	1
89035168	82609887	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Competition with single offer	One Offer	1	LCS 	2506092.5000	1
89035165	82609887	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Competition with single offer	One Offer	1	LCS 	1300000.0000	1
89035173	82609887	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Competition with single offer	One Offer	1	LCS 	62861.0000	1
89035170	82609887	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Competition with single offer	One Offer	1	LCS 	-89227.0000	1
89034898	82609815	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Competition with single offer	One Offer	1	LCS 	2745.0000	1
89034891	82609813	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	637516.4375	1
89034894	82609813	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	-1024.0000	1
89034892	82609813	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	46567.0000	1
89035169	82609887	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Competition with single offer	One Offer	1	LCS 	-12446.0000	1
89034897	82609815	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Competition with single offer	One Offer	1	LCS 	51706.3281	1
89035171	82609887	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Competition with single offer	One Offer	1	LCS 	2675251.2500	1
89035131	82609876	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	36538.0000	1
89035136	82609876	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	71852.0000	1
89035133	82609876	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	-456396.4375	1
89035130	82609876	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	948730.8125	1
89034895	82609813	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
89034893	82609813	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	107441.0000	1
89035138	82609876	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	-546289.0000	1
89034969	82609832	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	-11840.0000	1
89035135	82609876	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	8794.0000	1
89035132	82609876	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	34238.0000	1
89034968	82609832	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	Limited Competition with multiple offers	Two Offers	1	LCS 	370936.1563	1
89035134	82609876	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	4847.0000	1
77174556	27857645	2019	Defense	Navy	Products	Ships & Submarines	COMBAT SHIPS AND LANDING VESSELS	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	-14592.0000	1
89052220	82621117	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	-42760.1406	1
89052217	82621117	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	438390.0000	1
89052219	82621117	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	55778.8906	1
89052221	82621117	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	-6436.4302	1
89052218	82621117	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	-196253.7969	1
87064211	77277976	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	51498.2383	1
87064212	77277976	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	-4612.3901	1
87064209	77277976	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	60468.7695	1
87064213	77277976	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	0.0000	1
87064210	77277976	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	166044.1094	1
89045164	82616621	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Medium <1B	Competition with single offer	One Offer	1	LCS 	1690.2600	1
89045163	82616621	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Medium <1B	Competition with single offer	One Offer	1	LCS 	58002.3789	1
89045088	82616596	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Medium <1B	Full Competition (Multiple Offers)	Two Offers	1	LCS 	0.0000	1
89045087	82616596	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Medium <1B	Full Competition (Multiple Offers)	Two Offers	1	LCS 	895.7400	1
89052286	82621137	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	7155.2998	1
89052284	82621137	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	11704.0400	1
89052287	82621137	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	8654.5596	1
89052281	82621137	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	1698392.0000	1
89052283	82621137	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	-7104.1499	1
89052285	82621137	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	14065.5996	1
89052329	82621157	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	18461.0000	1
89044964	82616547	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Medium <1B	No Competition (Only One Source Exception)	No competition	1	LCS 	1178.4100	1
89044835	82616491	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Medium <1B	No Competition (Only One Source Exception)	No competition	1	LCS 	3566.6699	1
89044836	82616491	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Medium <1B	No Competition (Only One Source Exception)	No competition	1	LCS 	5703.5200	1
89052206	82621114	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	10002.9902	1
89052209	82621114	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	18425.5898	1
89052207	82621114	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	149877.0625	1
89052204	82621114	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	166351.0000	1
89052208	82621114	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	4263.8701	1
89052205	82621114	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	67294.5703	1
89052195	82621111	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Competition with single offer	One Offer	1	LCS 	0.0000	1
89052198	82621111	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Competition with single offer	One Offer	1	LCS 	5463.5200	1
89052194	82621111	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Competition with single offer	One Offer	1	LCS 	64929.0000	1
89052196	82621111	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Competition with single offer	One Offer	1	LCS 	76962.0469	1
89052215	82621116	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	5-9 Offers	1	LCS 	617.0700	1
89052169	82621105	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	-25730.5098	1
89052178	82621107	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	15170.5996	1
89052167	82621105	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	346572.0000	1
89052175	82621107	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	-68510.0000	1
89052177	82621107	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	8949.4502	1
89052174	82621107	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	695564.0000	1
89052214	82621116	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	5-9 Offers	1	LCS 	169759.0000	1
89052168	82621105	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	-42693.0313	1
89052179	82621107	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	-10802.9404	1
89052176	82621107	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	136669.7500	1
89052216	82621116	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	5-9 Offers	1	LCS 	-8040.6001	1
89052170	82621105	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	-16933.3008	1
87064201	77277970	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	-9156.1396	1
88989304	82576326	2020	Defense	Navy	Products	Electronics, Comms, & Sensors	ADP SOFTWARE	Medium <1B	Full Competition (Multiple Offers)	3-4 Offers	1	417	446862.6875	1
88989921	82576719	2020	Defense	Navy	Products	Electronics, Comms, & Sensors	ADP SOFTWARE	Medium <1B	Full Competition (Multiple Offers)	3-4 Offers	1	417	7184.0000	1
88989855	82576665	2020	Defense	Navy	Products	Electronics, Comms, & Sensors	ADP SOFTWARE	Medium <1B	Full Competition (Multiple Offers)	3-4 Offers	1	417	298301.0000	1
77635771	72188605	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
77635769	72188605	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
79539475	77224007	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
79539474	77224007	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	1321960.0000	1
79539069	77223771	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	22142494.0000	1
79539074	77223771	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
79539071	77223771	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
79539072	77223771	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
79539073	77223771	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
77635452	72188241	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
77635451	72188241	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
77635793	72188616	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	-790422.3750	1
77635778	72188612	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
77635779	72188612	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
77321769	67067757	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	3-4 Offers	1	417	506230.7188	1
79539064	77223770	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
79539067	77223770	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
79539063	77223770	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
79539066	77223770	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
79539065	77223770	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
79539062	77223770	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	23802816.0000	1
79539813	77224222	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	50809.5000	1
77635453	72188242	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
77635454	72188242	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
77635455	72188242	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	0.0000	1
79539836	77224231	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	3-4 Offers	1	417	24072190.0000	1
79539837	77224231	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	3-4 Offers	1	417	0.0000	1
79539102	77223783	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADPE SYSTEM CONFIGURATION	Large	Limited Competition with multiple offers	Two Offers	1	417	89229.2188	1
79537245	77222568	2019	Defense	Navy	Products	Ships & Submarines	COMBAT SHIPS AND LANDING VESSELS	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	25424516.0000	1
77295995	66194440	2019	Defense	Other DoD	Products	Ships & Submarines	SHIP AND BOAT PROPULSION COMPONENTS	Medium <1B	No Competition (Only One Source Exception)	No competition	1	SSN 774 	-1902.9500	1
77295994	66194440	2019	Defense	Other DoD	Products	Ships & Submarines	SHIP AND BOAT PROPULSION COMPONENTS	Medium <1B	No Competition (Only One Source Exception)	No competition	1	SSN 774 	60324.8984	1
77295992	66194425	2019	Defense	Other DoD	Products	Ships & Submarines	SHIP AND BOAT PROPULSION COMPONENTS	Medium <1B	No Competition (Only One Source Exception)	No competition	1	SSN 774 	0.0000	1
79539104	77223784	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADP SOFTWARE	Large	Full Competition (Multiple Offers)	5-9 Offers	1	417	0.0000	1
79539103	77223784	2019	Defense	Navy	Products	Electronics, Comms, & Sensors	ADP SOFTWARE	Large	Full Competition (Multiple Offers)	5-9 Offers	1	417	3021035.0000	1
87064219	77277977	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	-10251.3604	1
