fiscal_year	Customer	SubCustomer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	numberOfActions	ObligatedAmount
1999	Defense	Army	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	581	581	617	13120453.0000
1999	Defense	Army	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	4480	4480	7180	549948826.0000
1999	Defense	Army	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	2422	2422	12211	3441051711.0000
1999	Defense	Army	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	2	2	2	19388.0000
1999	Defense	Army	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	50	51	53	1379417.0000
1999	Defense	Army	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	339	356	511	37004669.0000
1999	Defense	Army	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	217	273	1023	294988634.0000
1999	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	0	0	0	0	3	3	4	16820.0000
1999	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	0	0	1	1	5	5	5	140565.0000
1999	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	71	71	145	12872434.0000
1999	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	156	156	1645	490093613.0000
1999	Defense	DISA	B	Big Five	PID	NULL	NULL	1	1	1	1	5	5	251	94491437.0000
1999	Defense	DISA	L	Large Vendor	PID	NULL	NULL	0	0	0	0	1	1	1	-30813.0000
1999	Defense	DISA	L	Large Vendor	PID	NULL	NULL	0	1	1	1	2	2	3	167401.0000
1999	Defense	DISA	L	Large Vendor	PID	NULL	NULL	1	1	1	1	45	45	2638	867524767.0000
1999	Defense	DISA	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	17	17	22	1992964.0000
1999	Defense	DISA	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	23	23	110	164907631.0000
1999	Defense	DISA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	8	8	13	780018.0000
1999	Defense	DISA	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	18	19	66	35415896.0000
1999	Defense	DISA	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	4	4	10	485964.0000
1999	Defense	DISA	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	16	16	244	86272999.0000
1999	Defense	DISA	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	1	1	126	196487060.0000
1999	Defense	DISA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	1	31115.0000
1999	Defense	DISA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	14	14	25	2117088.0000
1999	Defense	DISA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	37	37	130	28566858.0000
1999	Defense	DISA	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	10	11	13	1001702.0000
1999	Defense	DISA	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	33	43	212	30689965.0000
1999	Defense	DISA	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	2	2	12	970782.0000
1999	Defense	DISA	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	49	49	725	225868061.0000
1999	Defense	DISA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	3	3	4	-287632.0000
1999	Defense	DISA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	1	300960.0000
1999	Defense	DISA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	6	6	7	373492.0000
1999	Defense	DISA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	70	70	111	10519811.0000
1999	Defense	DISA	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	74	74	416	114668486.0000
1999	Defense	DISA	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	1	1	1	30000.0000
1999	Defense	DISA	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	5	5	7	430340.0000
1999	Defense	DISA	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	7	8	15	4051414.0000
1999	Defense	DISA	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	3	3	3	246682.0000
1999	Defense	DISA	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	12	12	48	15627083.0000
1999	Defense	DLA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	3	151	7236479.0000
1999	Defense	DLA	B	Big Five	PID	NULL	NULL	1	1	1	1	5	5	1215	165566120.0000
1999	Defense	DLA	L	Large Vendor	PID	NULL	NULL	0	1	1	1	1	1	1	40000.0000
1999	Defense	DLA	L	Large Vendor	PID	NULL	NULL	1	1	1	1	109	109	10699	2732194071.0000
1999	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	15	15	15	419390.0000
1999	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	177	177	355	32651835.0000
1999	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	107	107	503	483589698.0000
1999	Defense	DLA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	1	-638740.0000
1999	Defense	DLA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	1	7	7	7	196711.0000
1999	Defense	DLA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	102	111	224	19333060.0000
1999	Defense	DLA	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	132	177	1426	660312123.0000
1999	Defense	DLA	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	9	9	59	4622374.0000
1999	Defense	DLA	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	48	48	844	298006805.0000
1999	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	2	58097.0000
1999	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	182	182	1250	80756681.0000
1999	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	134	134	1384	181664095.0000
1999	Defense	DLA	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	2	2	2	59320.0000
1999	Defense	DLA	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	115	151	729	47056804.0000
1999	Defense	DLA	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	265	514	6166	813309493.0000
1999	Defense	DLA	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	16	16	158	8707015.0000
1999	Defense	DLA	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	134	134	4797	666572316.0000
1999	Defense	DLA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	21	21	33	-684328.0000
1999	Defense	DLA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	2	-214566.0000
1999	Defense	DLA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	203	203	226	6041757.0000
1999	Defense	DLA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1772	1772	5135	341363410.0000
1999	Defense	DLA	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	388	388	3604	847931324.0000
1999	Defense	DLA	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	19	19	21	576306.0000
1999	Defense	DLA	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	179	196	615	41129611.0000
1999	Defense	DLA	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	82	98	648	110149848.0000
1999	Defense	DLA	S	Always Small Vendor	PID	NULL	NULL	0	0	1	1	1	1	1	29734.0000
1999	Defense	DLA	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	13	13	35	2367230.0000
1999	Defense	DLA	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	19	19	137	196242988.0000
1999	Defense	MDA	B	Big Five	PID	NULL	NULL	1	1	1	1	3	3	48	574973570.0000
1999	Defense	MDA	L	Large Vendor	PID	NULL	NULL	1	1	1	1	7	7	204	219837423.0000
1999	Defense	MDA	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	2	2	42	11665053.0000
1999	Defense	MDA	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	3	3	29	37903626.0000
1999	Defense	MDA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	5	5	19	13939841.0000
1999	Defense	MDA	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	2	2	2	81557.0000
1999	Defense	MDA	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	14	14	140	49155224.0000
1999	Defense	MDA	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	6	6	52	15965252.0000
1999	Defense	MDA	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	1	1	2	24496.0000
1999	Defense	MDA	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	1	1	5	2316700.0000
1999	Defense	MilitaryHealth	B	Big Five	PID	NULL	NULL	1	1	1	1	1	1	1	79970.0000
1999	Defense	MilitaryHealth	L	Large Vendor	PID	NULL	NULL	1	1	1	1	11	11	278	2007059508.0000
1999	Defense	MilitaryHealth	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	4	4	8	601749.0000
1999	Defense	MilitaryHealth	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	6	6	25	-4563066.0000
1999	Defense	MilitaryHealth	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	1	1	1	69932.0000
1999	Defense	MilitaryHealth	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	3	3	68	680139240.0000
1999	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	2	2	3	1643397.0000
1999	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	1	1	3	307855.0000
1999	Defense	MilitaryHealth	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	2	2	4	1928430.0000
1999	Defense	MilitaryHealth	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	5	5	12	371269.0000
1999	Defense	MilitaryHealth	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	4	4	10	1600644.0000
1999	Defense	MilitaryHealth	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	1	-50400.0000
1999	Defense	Navy	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	9	86	26910439.0000
1999	Defense	Navy	B	Big Five	PID	NULL	NULL	1	1	1	1	5	5	7299	13697897271.0000
1999	Defense	Navy	L	Large Vendor	PID	NULL	NULL	0	0	1	1	1	1	1	28160.0000
1999	Defense	Navy	L	Large Vendor	PID	NULL	NULL	0	1	1	1	9	9	23	1133554.0000
1999	Defense	Navy	L	Large Vendor	PID	NULL	NULL	1	1	1	1	124	124	15316	8641762088.0000
1999	Defense	Navy	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	10	10	11	-721923.0000
1999	Defense	Navy	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	104	104	111	3073088.0000
1999	Defense	Navy	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	871	871	1597	137766189.0000
1999	Defense	Navy	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	560	560	3342	1590628454.0000
1999	Defense	Navy	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	1	20	20	22	584185.0000
1999	Defense	Navy	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	267	293	496	43337207.0000
1999	Defense	Navy	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	296	386	2166	698393963.0000
1999	Defense	Navy	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	1	1	1	28851.0000
1999	Defense	Navy	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	48	48	94	11222521.0000
1999	Defense	Navy	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	166	166	3932	1864236103.0000
1999	Defense	Navy	M	Medium Vendor	PID	1	0	1	1	1	1	1	1	6	532593.0000
1999	Defense	Navy	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	1	1	3	3824734.0000
1999	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	4	4	5	148386.0000
1999	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	279	279	819	57448162.0000
1999	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	494	494	5289	1150646752.0000
1999	Defense	Navy	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	3	3	3	9386.0000
1999	Defense	Navy	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	174	223	482	36379848.0000
1999	Defense	Navy	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	418	942	5741	1376700111.0000
1999	Defense	Navy	N	Sometimes Small Vendor	PID	NULL	NULL	0	0	1	1	1	1	2	52000.0000
1999	Defense	Navy	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	41	41	130	10821729.0000
1999	Defense	Navy	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	323	323	13671	4438322390.0000
1999	Defense	Navy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	28	28	68	5142700.0000
1999	Defense	Navy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	5	5	6	-474053.0000
1999	Defense	Navy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	304	304	313	6888797.0000
1999	Defense	Navy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	3084	3084	4865	385231034.0000
1999	Defense	Navy	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1692	1692	10214	2573533116.0000
1999	Defense	Navy	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	2	0.0000
1999	Defense	Navy	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	30	30	31	814021.0000
1999	Defense	Navy	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	242	270	441	31231874.0000
1999	Defense	Navy	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	147	200	1364	247418822.0000
1999	Defense	Navy	S	Always Small Vendor	PID	NULL	NULL	0	0	1	1	2	2	2	52806.0000
1999	Defense	Navy	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	42	42	78	6815378.0000
1999	Defense	Navy	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	139	139	1915	661008238.0000
1999	Defense	Navy	U	Unlabeled Vendor	Duns	NULL	NULL	1	1	1	1	1	1	1	75121.0000
1999	Defense	Other DoD	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	3	9	5035371.0000
1999	Defense	Other DoD	B	Big Five	PID	NULL	NULL	1	1	1	1	5	5	348	386243067.0000
1999	Defense	Other DoD	J	Large: Big 5 JV	PID	NULL	NULL	1	1	1	1	1	1	11	20565656.0000
1999	Defense	Other DoD	L	Large Vendor	PID	NULL	NULL	0	1	1	1	3	3	5	400612.0000
1999	Defense	Other DoD	L	Large Vendor	PID	NULL	NULL	1	1	1	1	70	70	1544	826408517.0000
1999	Defense	Other DoD	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	7	7	8	231091.0000
1999	Defense	Other DoD	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	137	137	217	19612415.0000
1999	Defense	Other DoD	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	73	73	240	113721964.0000
1999	Defense	Other DoD	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	2	2	4	-915280.0000
1999	Defense	Other DoD	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	1	4	4	4	109783.0000
1999	Defense	Other DoD	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	41	41	78	4623041.0000
1999	Defense	Other DoD	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	62	74	293	57510371.0000
1999	Defense	Other DoD	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	5	5	9	663405.0000
1999	Defense	Other DoD	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	36	36	172	92402325.0000
1999	Defense	Other DoD	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	1	1	304	63714824.0000
1999	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	43	43	77	5012983.0000
1999	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	100	100	380	76297860.0000
1999	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	23	25	36	2753275.0000
1999	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	111	151	473	106133969.0000
1999	Defense	Other DoD	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	3	3	4	288694.0000
1999	Defense	Other DoD	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	134	134	1202	387688116.0000
1999	Defense	Other DoD	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	1	1	1	-45442.0000
1999	Defense	Other DoD	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	31	31	32	1061027.0000
1999	Defense	Other DoD	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	345	345	448	38050189.0000
1999	Defense	Other DoD	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	218	218	554	181842205.0000
1999	Defense	Other DoD	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	1	-31690.0000
1999	Defense	Other DoD	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	8	8	8	223817.0000
1999	Defense	Other DoD	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	21	23	31	2380194.0000
1999	Defense	Other DoD	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	31	32	117	24925097.0000
1999	Defense	Other DoD	S	Always Small Vendor	PID	NULL	NULL	0	0	1	1	1	1	1	28600.0000
1999	Defense	Other DoD	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	2	2	2	105340.0000
1999	Defense	Other DoD	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	34	34	154	47757146.0000
1999	Defense	Other DoD	U	Unlabeled Vendor	Duns	NULL	NULL	1	1	1	1	1	1	13	4895859.0000
2000	Defense	NULL	L	Large Vendor	PID	1	1	1	1	1	1	1	1	0	0.0000
2000	Defense	Air Force	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	12	229	107845481.0000
2000	Defense	Air Force	B	Big Five	PID	1	1	1	1	1	1	5	5	7807	18854461938.0000
2000	Defense	Air Force	J	Large: Big 5 JV	PID	1	0	1	1	1	1	1	1	1	293049.0000
2000	Defense	Air Force	J	Large: Big 5 JV	PID	1	1	1	1	1	1	2	2	25	341557258.0000
2000	Defense	Air Force	L	Large Vendor	PID	1	0	0	0	1	1	2	2	2	53478.0000
2000	Defense	Air Force	L	Large Vendor	PID	1	0	0	1	1	1	9	9	228	17336039.0000
2000	Defense	Air Force	L	Large Vendor	PID	1	0	1	1	1	1	56	56	1688	1096908233.0000
2000	Defense	Air Force	L	Large Vendor	PID	1	1	0	1	1	1	2	2	2	166935.0000
2000	Defense	Air Force	L	Large Vendor	PID	1	1	1	1	1	1	68	68	9849	7457311770.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	4	4	0	0.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	9	9	12	-293354.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	7	7	11	-176056.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	54	54	68	1419735.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	425	425	1218	110155333.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	253	253	1314	574559222.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	6	6	10	-447619.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	2	2	3	-66999.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	79	79	85	2207836.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	543	543	1280	112213106.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	139	139	850	447341603.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	0	0.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	10	11	12	283042.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	74	81	220	15809534.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	72	86	406	140427129.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	37	38	86	6067542.0000
2000	Defense	Air Force	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	26	28	153	69953159.0000
2000	Defense	Air Force	M	Medium Vendor	PID	1	0	0	0	1	1	2	2	4	10152.0000
2000	Defense	Air Force	M	Medium Vendor	PID	1	0	0	1	1	1	51	51	254	21930267.0000
2000	Defense	Air Force	M	Medium Vendor	PID	1	0	1	1	1	1	88	88	994	852439433.0000
2000	Defense	Air Force	M	Medium Vendor	PID	1	1	0	1	1	1	6	6	14	29654.0000
2000	Defense	Air Force	M	Medium Vendor	PID	1	1	1	1	1	1	13	13	214	239311490.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	Duns	1	0	1	1	1	1	1	1	1233	794294115.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	1	1	1	0.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	8	8	12	273610.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	355	355	1283	78741751.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	366	366	2824	745749739.5000
2000	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	25	25	94	8626545.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	31	31	421	118644756.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	1	1	1	30228.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	122	140	386	32674981.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	185	314	2046	595189122.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	20	25	86	8042761.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	59	166	1119	316241702.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	56	56	214	17077921.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	241	241	3924	1748431316.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	9	9	21	955002.0000
2000	Defense	Air Force	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	73	73	3072	926197015.6992
2000	Defense	Air Force	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	3	3	0	0.0000
2000	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	54	54	76	-1252153.0000
2000	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	80	80	100	525698.0000
2000	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	483	483	650	12153359.0000
2000	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	2578	2578	5984	430287701.0000
2000	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	1292	1292	6827	1544289877.0000
2000	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	9	9	25	2631882.0000
2000	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	13	13	52	16888452.0000
2000	Defense	Air Force	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	1	0.0000
2000	Defense	Air Force	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	1	1	1	5050.0000
2000	Defense	Air Force	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	15	15	15	335284.0000
2000	Defense	Air Force	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	99	101	205	14850801.0000
2000	Defense	Air Force	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	60	68	456	130662835.7800
2000	Defense	Air Force	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	5	5	55	6499197.0000
2000	Defense	Air Force	S	Always Small Vendor	PID	1	0	0	0	1	1	1	1	1	19206.0000
2000	Defense	Air Force	S	Always Small Vendor	PID	1	0	0	1	1	1	44	44	262	16939670.0000
2000	Defense	Air Force	S	Always Small Vendor	PID	1	0	1	1	1	1	95	95	810	236441352.0000
2000	Defense	Air Force	S	Always Small Vendor	PID	1	1	1	1	1	1	4	4	54	45586386.0000
2000	Defense	Army	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	18	433	175457044.0000
2000	Defense	Army	B	Big Five	PID	1	1	1	1	1	1	5	5	4482	6600820300.8504
2000	Defense	Army	J	Large: Big 5 JV	PID	1	0	1	1	1	1	4	4	88	1299085831.0000
2000	Defense	Army	L	Large Vendor	Duns	1	1	1	1	1	1	1	1	106	83847569.0000
2000	Defense	Army	L	Large Vendor	PID	1	0	0	1	1	1	10	10	35	-29791.0000
2000	Defense	Army	L	Large Vendor	PID	1	0	1	1	1	1	65	65	3269	1427533200.1758
2000	Defense	Army	L	Large Vendor	PID	1	1	0	1	1	1	4	4	21	1028124.0000
2000	Defense	Army	L	Large Vendor	PID	1	1	1	1	1	1	76	76	12473	8485199404.8276
2000	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	15	15	54	7395.0500
2000	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	2	2	2	7681.6500
2000	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	5	5	20	237650.9815
2000	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	1	361531.0000
2000	Defense	Army	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	11	11	28	-1369301.2500
