fiscal_year	Customer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2004	NASA	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	184	184	1016	192930133.9408
2004	NASA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	7	7	12	153711.3604
2004	NASA	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	24	24	63	701311.3094
2004	NASA	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	26	26	177	11245718.8209
2004	NASA	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	18	20	38	351816.1996
2004	NASA	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	67	78	300	6624480.8857
2004	NASA	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	36	42	279	66731555.7892
2004	NASA	N	Sometimes Small Vendor	PDuns-2	1	1	0	0	1	3	3	3	9482.0000
2004	NASA	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	7	7	8	208131.0000
2004	NASA	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	14	16	51	608815.0685
2004	NASA	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	9	9	10	111116.5000
2004	NASA	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	55	81	264	3694898.7693
2004	NASA	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	120	173	687	153729655.8444
2004	NASA	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	3	4	5	36075.0000
2004	NASA	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	14	18	53	1488938.1882
2004	NASA	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	62	120	399	92077384.8384
2004	NASA	N	Sometimes Small Vendor	PID	1	0	0	0	1	5	5	8	62964.0000
2004	NASA	N	Sometimes Small Vendor	PID	1	0	0	1	1	32	32	145	2304313.7300
2004	NASA	N	Sometimes Small Vendor	PID	1	0	1	1	1	157	157	2110	2633022345.3452
2004	NASA	N	Sometimes Small Vendor	PID	1	1	0	1	1	7	7	30	492560.7310
2004	NASA	N	Sometimes Small Vendor	PID	1	1	1	1	1	68	68	1043	324625575.7850
2004	NASA	S	Always Small Vendor	Name	NULL	NULL	0	0	1	2	1	8	68140.0000
2004	NASA	S	Always Small Vendor	Name	1	0	0	0	1	2	1	8	42288.0000
2004	NASA	S	Always Small Vendor	Name	1	1	0	0	1	1	1	4	36400.0000
2004	NASA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	5	5	5	3297.0000
2004	NASA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	18	18	17	173469.7002
2004	NASA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	6	6	0	-3985.1406
2004	NASA	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	13	13	0	443653.0000
2004	NASA	S	Always Small Vendor	PDuns-1	1	0	0	0	0	55	55	62	132929.2700
2004	NASA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1006	1006	1560	15008046.6763
2004	NASA	S	Always Small Vendor	PDuns-1	1	0	0	1	1	832	832	2187	99850431.9973
2004	NASA	S	Always Small Vendor	PDuns-1	1	0	1	1	1	460	460	2238	452813385.2025
2004	NASA	S	Always Small Vendor	PDuns-1	1	1	0	0	0	1	1	1	2500.0000
2004	NASA	S	Always Small Vendor	PDuns-1	1	1	0	0	1	3	3	3	54777.0000
2004	NASA	S	Always Small Vendor	PDuns-1	1	1	0	1	1	5	5	13	256578.6597
2004	NASA	S	Always Small Vendor	PDuns-1	1	1	1	1	1	7	7	25	5240828.9492
2004	NASA	S	Always Small Vendor	PDuns-2	NULL	NULL	1	1	1	1	1	0	0.0000
2004	NASA	S	Always Small Vendor	PDuns-2	1	0	0	0	0	3	3	3	12370.0000
2004	NASA	S	Always Small Vendor	PDuns-2	1	0	0	0	1	36	36	56	409150.8077
2004	NASA	S	Always Small Vendor	PDuns-2	1	0	0	1	1	42	45	80	2501252.3088
2004	NASA	S	Always Small Vendor	PDuns-2	1	0	1	1	1	21	22	83	34666247.0000
2004	NASA	S	Always Small Vendor	PDuns-2	1	1	1	1	1	2	2	8	1823413.0000
2004	NASA	S	Always Small Vendor	PDuns-3+	1	0	0	1	1	8	8	17	93518.3301
2004	NASA	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	4	5	9	848504.0000
2004	NASA	S	Always Small Vendor	PDuns-3+	1	1	0	1	1	1	1	2	17322.6896
2004	NASA	S	Always Small Vendor	PID	1	0	0	0	1	2	2	5	41066.0000
2004	NASA	S	Always Small Vendor	PID	1	0	0	1	1	10	10	25	2009186.0000
2004	NASA	S	Always Small Vendor	PID	1	0	1	1	1	25	25	167	73115801.8930
2004	NASA	S	Always Small Vendor	PID	1	1	1	1	1	1	1	1	7783.0000
2004	NASA	U	Unlabeled Vendor	Name	NULL	NULL	0	0	1	1	1	4	0.0000
2004	NASA	U	Unlabeled Vendor	Name	1	0	0	0	0	2	1	8	11392.0000
2004	NASA	U	Unlabeled Vendor	Name	1	0	0	0	1	6	1	28	155935.6796
2004	NASA	U	Unlabeled Vendor	Name	1	0	0	1	1	2	1	8	740024.0000
2004	NASA	U	Unlabeled Vendor	Name	1	1	0	0	0	1	1	4	10800.0000
2004	NASA	U	Unlabeled Vendor	Name	1	1	0	0	1	5	1	20	231740.0000
2004	Other Agencies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	27	8091	241674908.6932
2004	Other Agencies	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	1	1	8	3122.8800
2004	Other Agencies	B	Big Five	PID	1	1	1	1	1	5	5	4036	1576324305.6193
2004	Other Agencies	J	Large: Big 5 JV	PID	1	0	1	1	1	1	1	3	1039546.0000
2004	Other Agencies	L	Large Vendor	PID	1	0	0	0	1	2	2	3	20116.0000
2004	Other Agencies	L	Large Vendor	PID	1	0	0	1	1	3	3	88	434851.3189
2004	Other Agencies	L	Large Vendor	PID	1	0	1	1	1	70	70	14238	2732135872.7589
2004	Other Agencies	L	Large Vendor	PID	1	1	0	1	1	3	3	47	962382.3006
2004	Other Agencies	L	Large Vendor	PID	1	1	1	1	1	91	92	55184	4917815241.9705
2004	Other Agencies	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	271	271	345	-21159046.8950
2004	Other Agencies	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	363	363	543	2770717.7098
2004	Other Agencies	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	54	54	68	3317693.5144
2004	Other Agencies	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	33	33	35	10783147.1623
2004	Other Agencies	M	Medium Vendor	PDuns-1	1	0	0	0	0	520	520	748	711412.3197
2004	Other Agencies	M	Medium Vendor	PDuns-1	1	0	0	0	1	1604	1604	2816	22947734.6479
2004	Other Agencies	M	Medium Vendor	PDuns-1	1	0	0	1	1	1461	1461	4699	232959659.5230
2004	Other Agencies	M	Medium Vendor	PDuns-1	1	0	1	1	1	707	707	7799	1995724131.3562
2004	Other Agencies	M	Medium Vendor	PDuns-1	1	1	0	0	0	33	33	48	12519.2702
2004	Other Agencies	M	Medium Vendor	PDuns-1	1	1	0	0	1	94	94	156	1317496.7027
2004	Other Agencies	M	Medium Vendor	PDuns-1	1	1	0	1	1	127	127	698	17020543.1532
2004	Other Agencies	M	Medium Vendor	PDuns-1	1	1	1	1	1	40	40	165	75282948.3998
2004	Other Agencies	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	0	23	23	7	9051.7400
2004	Other Agencies	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	1	19	19	26	152288.9998
2004	Other Agencies	M	Medium Vendor	PDuns-2	NULL	NULL	0	1	1	4	4	3	155186.0000
2004	Other Agencies	M	Medium Vendor	PDuns-2	NULL	NULL	1	1	1	5	5	11	337179.5720
2004	Other Agencies	M	Medium Vendor	PDuns-2	1	0	0	0	0	32	33	45	33729.1900
2004	Other Agencies	M	Medium Vendor	PDuns-2	1	0	0	0	1	126	129	262	1966988.7003
2004	Other Agencies	M	Medium Vendor	PDuns-2	1	0	0	1	1	138	148	743	29010509.8666
2004	Other Agencies	M	Medium Vendor	PDuns-2	1	0	1	1	1	107	125	3224	468630439.6289
2004	Other Agencies	M	Medium Vendor	PDuns-2	1	1	0	0	1	3	4	9	37985.2402
2004	Other Agencies	M	Medium Vendor	PDuns-2	1	1	0	1	1	16	16	51	1768335.1999
2004	Other Agencies	M	Medium Vendor	PDuns-2	1	1	1	1	1	4	4	90	8946066.5000
2004	Other Agencies	M	Medium Vendor	PDuns-3+	1	0	0	0	1	20	32	82	376938.2198
2004	Other Agencies	M	Medium Vendor	PDuns-3+	1	0	0	1	1	49	78	493	12152943.8847
2004	Other Agencies	M	Medium Vendor	PDuns-3+	1	0	1	1	1	81	163	3914	445602667.1592
2004	Other Agencies	M	Medium Vendor	PDuns-3+	1	1	0	1	1	2	2	2	380419.0000
2004	Other Agencies	M	Medium Vendor	PDuns-3+	1	1	1	1	1	10	18	95	16176490.6511
2004	Other Agencies	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	1	3	37511.1906
2004	Other Agencies	M	Medium Vendor	PID	NULL	NULL	0	1	1	2	2	0	169947.5000
2004	Other Agencies	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	1	0	0.0000
2004	Other Agencies	M	Medium Vendor	PID	1	0	0	0	0	3	3	6	7506.0501
2004	Other Agencies	M	Medium Vendor	PID	1	0	0	0	1	16	16	85	385190.1405
2004	Other Agencies	M	Medium Vendor	PID	1	0	0	1	1	49	49	283	7255848.1676
2004	Other Agencies	M	Medium Vendor	PID	1	0	1	1	1	126	127	4387	1815827237.8660
2004	Other Agencies	M	Medium Vendor	PID	1	1	0	1	1	3	3	20	345466.4115
2004	Other Agencies	M	Medium Vendor	PID	1	1	1	1	1	22	22	390	193900746.3724
2004	Other Agencies	N	Sometimes Small Vendor	Duns	1	0	1	1	1	1	1	3	9416.0000
2004	Other Agencies	N	Sometimes Small Vendor	Duns	1	1	1	1	1	5	3	497	10657759.1401
2004	Other Agencies	N	Sometimes Small Vendor	Name	1	1	0	0	1	4	1	32	151684.0000
2004	Other Agencies	N	Sometimes Small Vendor	Name	1	1	1	1	1	1	1	36	2389668.6000
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	0	32	32	112	49452.4899
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	42	42	154	651809.0605
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	8	8	11	233134.0400
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	3	3	0	378400.0000
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	107	107	382	263351.7505
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1243	1243	4861	24405869.7113
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1864	1864	12582	329187353.1930
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1270	1270	17700	2628529263.4267
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	3	3	27	18377.4399
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	58	58	292	1705496.6398
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	146	146	1267	23758648.3793
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	123	123	2844	182148864.9670
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	0	0	0	2	2	2	236.0000
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	0	0	1	3	3	4	58223.0000
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	0	8	8	21	8892.3100
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	129	146	447	2378074.4430
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	242	292	1692	39620584.3797
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	209	269	4371	569783109.1177
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-2	1	1	0	0	1	9	10	57	361080.5815
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	22	23	421	14752943.4561
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	42	56	915	44598798.3888
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	0	3	4	7	2644.0000
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	58	92	257	1148102.8802
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	268	587	2857	54671288.2392
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	422	1394	11950	1039411231.2000
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	9	16	37	283401.6001
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	36	96	450	7383940.4408
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	134	510	5141	419211128.9572
2004	Other Agencies	N	Sometimes Small Vendor	PID	1	0	0	0	0	1	1	1	255.0000
2004	Other Agencies	N	Sometimes Small Vendor	PID	1	0	0	0	1	21	21	54	319160.4604
2004	Other Agencies	N	Sometimes Small Vendor	PID	1	0	0	1	1	112	113	1082	22589118.7255
2004	Other Agencies	N	Sometimes Small Vendor	PID	1	0	1	1	1	448	448	16860	3233227501.6410
2004	Other Agencies	N	Sometimes Small Vendor	PID	1	1	0	0	1	3	3	9	26096.9400
2004	Other Agencies	N	Sometimes Small Vendor	PID	1	1	0	1	1	15	15	385	8998534.5110
2004	Other Agencies	N	Sometimes Small Vendor	PID	1	1	1	1	1	167	167	15766	1785906257.2202
2004	Other Agencies	S	Always Small Vendor	Duns	1	0	0	1	1	1	1	1	132523.0000
2004	Other Agencies	S	Always Small Vendor	Name	NULL	NULL	0	0	0	5	1	20	19092.0000
2004	Other Agencies	S	Always Small Vendor	Name	NULL	NULL	0	0	1	3	1	12	54460.0000
2004	Other Agencies	S	Always Small Vendor	Name	1	0	0	0	0	12	1	72	70324.0000
2004	Other Agencies	S	Always Small Vendor	Name	1	0	0	0	1	23	1	124	761300.6832
2004	Other Agencies	S	Always Small Vendor	Name	1	0	0	1	1	3	1	24	328521.5968
2004	Other Agencies	S	Always Small Vendor	Name	1	1	0	0	0	1	1	4	2000.0000
2004	Other Agencies	S	Always Small Vendor	Name	1	1	0	0	1	15	1	60	870160.0000
2004	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	2181	2181	2683	1938099.5114
2004	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	2325	2325	4336	20491621.6344
2004	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	334	334	552	14319035.7993
2004	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	59	59	42	27468446.6979
2004	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	0	0	3220	3220	5452	4532120.0326
2004	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	0	1	11630	11630	25175	165009527.5332
2004	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	1	1	8165	8165	30165	1024491499.0362
2004	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	1	1	1	2647	2647	22128	3371960572.3808
2004	Other Agencies	S	Always Small Vendor	PDuns-1	1	1	0	0	0	22	22	27	25563.8299
2004	Other Agencies	S	Always Small Vendor	PDuns-1	1	1	0	0	1	103	103	247	1600763.2890
2004	Other Agencies	S	Always Small Vendor	PDuns-1	1	1	0	1	1	88	88	254	7830076.1426
2004	Other Agencies	S	Always Small Vendor	PDuns-1	1	1	1	1	1	38	38	393	68637117.9259
2004	Other Agencies	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	0	33	34	55	21837.9800
2004	Other Agencies	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	1	31	32	43	347400.8328
2004	Other Agencies	S	Always Small Vendor	PDuns-2	NULL	NULL	0	1	1	2	2	5	183298.9321
2004	Other Agencies	S	Always Small Vendor	PDuns-2	1	0	0	0	0	42	42	77	68925.4000
2004	Other Agencies	S	Always Small Vendor	PDuns-2	1	0	0	0	1	214	221	388	2983906.8627
2004	Other Agencies	S	Always Small Vendor	PDuns-2	1	0	0	1	1	193	208	630	23258211.4668
2004	Other Agencies	S	Always Small Vendor	PDuns-2	1	0	1	1	1	112	127	786	256404496.4615
2004	Other Agencies	S	Always Small Vendor	PDuns-2	1	1	0	0	0	3	3	3	3398.0500
2004	Other Agencies	S	Always Small Vendor	PDuns-2	1	1	0	0	1	3	4	6	43650.1101
2004	Other Agencies	S	Always Small Vendor	PDuns-2	1	1	0	1	1	4	5	8	327147.0000
2004	Other Agencies	S	Always Small Vendor	PDuns-2	1	1	1	1	1	4	4	13	312308.8908
2004	Other Agencies	S	Always Small Vendor	PDuns-3+	NULL	NULL	0	1	1	1	2	4	521254.2969
2004	Other Agencies	S	Always Small Vendor	PDuns-3+	1	0	0	0	1	22	33	49	264877.5900
2004	Other Agencies	S	Always Small Vendor	PDuns-3+	1	0	0	1	1	36	44	95	2360705.8194
2004	Other Agencies	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	22	33	383	132677262.9766
2004	Other Agencies	S	Always Small Vendor	PDuns-3+	1	1	0	1	1	1	3	34	246345.5806
2004	Other Agencies	S	Always Small Vendor	PDuns-3+	1	1	1	1	1	2	3	46	20552564.1836
2004	Other Agencies	S	Always Small Vendor	PID	NULL	NULL	0	0	0	2	2	3	2250.0000
2004	Other Agencies	S	Always Small Vendor	PID	NULL	NULL	0	0	1	2	2	3	6714.0000
2004	Other Agencies	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	1	0	80389.7031
2004	Other Agencies	S	Always Small Vendor	PID	1	0	0	0	0	4	4	10	-10547.5000
2004	Other Agencies	S	Always Small Vendor	PID	1	0	0	0	1	19	19	43	44708.3494
2004	Other Agencies	S	Always Small Vendor	PID	1	0	0	1	1	67	67	398	10763407.8744
2004	Other Agencies	S	Always Small Vendor	PID	1	0	1	1	1	98	98	886	138369611.9810
2004	Other Agencies	S	Always Small Vendor	PID	1	1	0	1	1	1	1	1	-778.9300
2004	Other Agencies	S	Always Small Vendor	PID	1	1	1	1	1	8	8	237	79563492.3049
2004	Other Agencies	U	Unlabeled Vendor	Name	NULL	NULL	0	0	0	3	1	16	3751.6000
2004	Other Agencies	U	Unlabeled Vendor	Name	NULL	NULL	0	0	1	8	1	32	354313.8792
2004	Other Agencies	U	Unlabeled Vendor	Name	NULL	NULL	1	1	1	1	1	0	238200.0000
2004	Other Agencies	U	Unlabeled Vendor	Name	1	0	0	0	0	13	2	64	46679.1600
2004	Other Agencies	U	Unlabeled Vendor	Name	1	0	0	0	1	27	2	156	1051640.4352
2004	Other Agencies	U	Unlabeled Vendor	Name	1	0	0	1	1	1	1	8	648000.0000
2004	Other Agencies	U	Unlabeled Vendor	Name	1	1	0	0	0	14	1	64	54705.9600
2004	Other Agencies	U	Unlabeled Vendor	Name	1	1	0	0	1	21	1	148	1158233.8796
2004	Other Agencies	U	Unlabeled Vendor	Name	1	1	0	1	1	8	1	48	2050132.0000
2004	Other Agencies	U	Unlabeled Vendor	Name	1	1	1	1	1	1	1	4	3687452.0000
2004	State and IAP	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	10	146	46550560.9520
2004	State and IAP	B	Big Five	PID	1	1	1	1	1	4	4	221	112287728.6442
2004	State and IAP	L	Large Vendor	PID	1	0	0	0	0	1	1	1	231.6300
2004	State and IAP	L	Large Vendor	PID	1	0	0	1	1	2	2	2	19416.0400
2004	State and IAP	L	Large Vendor	PID	1	0	1	1	1	16	16	114	84569881.4123
2004	State and IAP	L	Large Vendor	PID	1	1	0	1	1	2	2	7	69840.3197
2004	State and IAP	L	Large Vendor	PID	1	1	1	1	1	73	73	2280	1325306146.5456
2004	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	179	179	141	22351.6936
2004	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	115	115	195	1190527.0694
2004	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	50	50	19	3487434.5992
2004	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	8	8	9	4420309.0000
2004	State and IAP	M	Medium Vendor	PDuns-1	1	0	0	0	0	42	42	54	34125.6403
2004	State and IAP	M	Medium Vendor	PDuns-1	1	0	0	0	1	115	115	192	1596762.8284
2004	State and IAP	M	Medium Vendor	PDuns-1	1	0	0	1	1	86	86	169	8251170.2396
2004	State and IAP	M	Medium Vendor	PDuns-1	1	0	1	1	1	41	41	116	114159454.7983
2004	State and IAP	M	Medium Vendor	PDuns-1	1	1	0	0	0	662	662	1000	877596.5496
2004	State and IAP	M	Medium Vendor	PDuns-1	1	1	0	0	1	902	902	1540	18757655.8206
2004	State and IAP	M	Medium Vendor	PDuns-1	1	1	0	1	1	1302	1302	2055	145649331.3894
2004	State and IAP	M	Medium Vendor	PDuns-1	1	1	1	1	1	145	145	361	239685668.1339
2004	State and IAP	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	0	3	3	2	3072.7901
2004	State and IAP	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	1	1	1	1	10800.0000
2004	State and IAP	M	Medium Vendor	PDuns-2	NULL	NULL	0	1	1	1	1	0	639.0800
2004	State and IAP	M	Medium Vendor	PDuns-2	1	0	0	0	0	1	1	1	643.0000
2004	State and IAP	M	Medium Vendor	PDuns-2	1	0	0	0	1	12	13	20	198972.6399
2004	State and IAP	M	Medium Vendor	PDuns-2	1	0	0	1	1	11	11	24	1422931.6087
2004	State and IAP	M	Medium Vendor	PDuns-2	1	0	1	1	1	8	8	13	2693601.8417
2004	State and IAP	M	Medium Vendor	PDuns-2	1	1	0	0	0	1	1	2	2066.4399
2004	State and IAP	M	Medium Vendor	PDuns-2	1	1	0	0	1	3	3	17	116761.8000
2004	State and IAP	M	Medium Vendor	PDuns-2	1	1	0	1	1	5	6	9	193982.1602
2004	State and IAP	M	Medium Vendor	PDuns-2	1	1	1	1	1	7	8	26	8640868.6675
2004	State and IAP	M	Medium Vendor	PDuns-3+	1	0	0	1	1	1	1	3	8751.6801
2004	State and IAP	M	Medium Vendor	PDuns-3+	1	0	1	1	1	6	6	10	210073.2000
2004	State and IAP	M	Medium Vendor	PDuns-3+	1	1	0	0	1	1	1	2	3425.0000
2004	State and IAP	M	Medium Vendor	PDuns-3+	1	1	0	1	1	2	2	49	231069.8408
2004	State and IAP	M	Medium Vendor	PDuns-3+	1	1	1	1	1	2	4	5	3154096.0000
2004	State and IAP	M	Medium Vendor	PID	NULL	NULL	0	0	0	4	4	1	470.4000
2004	State and IAP	M	Medium Vendor	PID	NULL	NULL	1	1	1	2	2	0	25476132.6310
2004	State and IAP	M	Medium Vendor	PID	1	0	0	1	1	6	6	7	703112.3301
2004	State and IAP	M	Medium Vendor	PID	1	0	1	1	1	10	10	111	78032107.8898
2004	State and IAP	M	Medium Vendor	PID	1	1	0	0	1	5	5	5	132960.7900
2004	State and IAP	M	Medium Vendor	PID	1	1	0	1	1	8	8	30	2166930.5898
2004	State and IAP	M	Medium Vendor	PID	1	1	1	1	1	25	25	126	691894534.3165
2004	State and IAP	N	Sometimes Small Vendor	Duns	1	1	1	1	1	5	3	1454	122125244.6496
2004	State and IAP	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	0	2	2	5	4604.4000
2004	State and IAP	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	3	3	4	35815.0000
2004	State and IAP	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	204.9300
2004	State and IAP	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	2	2	0	1709270.0000
2004	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	6	6	11	-59223.3096
2004	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	99	99	188	1179671.1817
2004	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	161	161	789	17089153.2055
2004	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	139	139	720	123162692.7543
2004	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	2	2	3	2413.1000
2004	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	15	15	46	444188.1796
2004	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	71	71	389	13589384.9464
2004	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	64	64	1198	167691641.3846
2004	State and IAP	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	0	0	1	1	1	1	540.0000
2004	State and IAP	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	12	12	18	114852.4097
2004	State and IAP	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	29	30	74	2181358.3054
2004	State and IAP	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	27	28	92	12238289.8137
2004	State and IAP	N	Sometimes Small Vendor	PDuns-2	1	1	0	0	1	1	1	1	5748.0000
2004	State and IAP	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	9	11	38	1216191.0303
2004	State and IAP	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	19	21	125	25353151.8349
2004	State and IAP	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	6	6	12	117449.5585
2004	State and IAP	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	29	37	55	1671786.5591
2004	State and IAP	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	55	73	208	31145023.9340
2004	State and IAP	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	1	1	16	75430.0400
2004	State and IAP	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	10	14	29	870532.6305
2004	State and IAP	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	61	90	317	42327266.8600
2004	State and IAP	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	1	1	32500.0000
2004	State and IAP	N	Sometimes Small Vendor	PID	1	0	0	1	1	12	12	46	2927776.6461
2004	State and IAP	N	Sometimes Small Vendor	PID	1	0	1	1	1	97	97	831	155333574.2534
2004	State and IAP	N	Sometimes Small Vendor	PID	1	1	0	1	1	13	13	83	2179227.2654
2004	State and IAP	N	Sometimes Small Vendor	PID	1	1	1	1	1	100	100	2379	1725640800.1368
2004	State and IAP	S	Always Small Vendor	Duns	1	0	1	1	1	1	1	4	23079.0000
2004	State and IAP	S	Always Small Vendor	Name	1	0	0	1	1	1	1	4	353700.0000
2004	State and IAP	S	Always Small Vendor	Name	1	1	0	1	1	9	1	40	1860888.0000
2004	State and IAP	S	Always Small Vendor	Name	1	1	1	1	1	1	1	4	14329600.0000
2004	State and IAP	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	117	117	28	39457.0200
2004	State and IAP	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	68	68	85	685946.8405
