Fiscal Year,Contracting Department ID,Contracting Department Name,Product or Service Code,Product or Service Description,Base and All Options Value (Total Contract Value),Base and Exercised Options Value,Dollars Obligated,Number of Actions,Number of Records
2012,9700,DEPT OF DEFENSE,AT44,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (ENGINEERING DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,1,1
2012,9700,DEPT OF DEFENSE,AT61,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (BASIC RESEARCH),"$1,590,874.22 ","$840,469.91 ","$840,469.91 ",6,6
2012,9700,DEPT OF DEFENSE,AT66,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (MANAGEMENT/SUPPORT),"$13,525.84 ","$13,525.84 ","$13,525.84 ",3,3
2012,9700,DEPT OF DEFENSE,AT91,R&D- OTHER TRANSPORTATION: OTHER GENERAL (BASIC RESEARCH),$0.00 ,$0.00 ,"($32,966.92)",1,1
2012,9700,DEPT OF DEFENSE,AT92,R&D- OTHER TRANSPORTATION: OTHER GENERAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"($145,000.00)","($145,000.00)","($145,000.00)",1,1
2012,9700,DEPT OF DEFENSE,AT96,R&D- OTHER TRANSPORTATION: OTHER GENERAL (MANAGEMENT/SUPPORT),"$110,369.40 ","$110,369.40 ","$110,369.40 ",1,1
2012,9700,DEPT OF DEFENSE,AV72,R&D- MINING: METALLURGICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$40,225,167.15 ","$6,355,243.15 ","$6,355,243.15 ",3,3
2012,9700,DEPT OF DEFENSE,AV97,R&D- MINING: OTHER MINING ACTIVITIES (COMMERCIALIZED),$0.00 ,$0.00 ,$0.00 ,1,1
2012,9700,DEPT OF DEFENSE,AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),"$410,747,463.43 ","$370,288,117.01 ","$370,383,851.55 ",1847,1847
2012,9700,DEPT OF DEFENSE,AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$3,130,170,437.08 ","$2,031,413,962.81 ","$2,612,356,386.55 ",5107,5107
2012,9700,DEPT OF DEFENSE,AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),"$237,588,288.86 ","$223,520,359.49 ","$274,595,887.09 ",323,323
2012,9700,DEPT OF DEFENSE,AZ13,R&D-OTHER R & D-ADV DEV,"$10,110,934.00 ","$10,110,934.00 ","$200,000.00 ",1,1
2012,9700,DEPT OF DEFENSE,AZ14,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),"$1,462,427,434.60 ","$562,376,395.25 ","$459,524,842.67 ",793,793
2012,9700,DEPT OF DEFENSE,AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),"$151,507,700.19 ","$151,457,015.19 ","($39,204,991.67)",225,225
2012,9700,DEPT OF DEFENSE,AZ16,R&D- OTHER RESEARCH AND DEVELOPMENT (MANAGEMENT/SUPPORT),"$70,320,502.94 ","$283,551,667.94 ","$320,119,832.43 ",91,91
2012,9700,DEPT OF DEFENSE,AZ17,R&D- OTHER RESEARCH AND DEVELOPMENT (COMMERCIALIZED),"$13,596,692.11 ","$14,305,826.00 ","$12,449,735.33 ",30,30
2012,9700,DEPT OF DEFENSE,B502,SPECIAL STUDIES/ANALYSIS- AIR QUALITY,"$26,349,833.12 ","$7,155,892.02 ","$8,018,608.87 ",90,90
2012,9700,DEPT OF DEFENSE,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,"$16,620,607.87 ","$8,785,748.60 ","$8,784,902.92 ",197,197
2012,9700,DEPT OF DEFENSE,B504,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,"$43,490,867.49 ","$38,540,631.92 ","$43,987,907.94 ",322,322
2012,9700,DEPT OF DEFENSE,B505,SPECIAL STUDIES/ANALYSIS- COST BENEFIT,"$568,587.18 ","$1,620,941.93 ","$785,712.18 ",12,12
2012,9700,DEPT OF DEFENSE,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),"$19,537,641.81 ","$18,451,798.99 ","$17,990,519.19 ",140,140
2012,9700,DEPT OF DEFENSE,B507,SPECIAL STUDIES/ANALYSIS- ECONOMIC,"$1,253,785.95 ","$1,510,035.99 ","$931,071.16 ",25,25
2012,9700,DEPT OF DEFENSE,B509,SPECIAL STUDIES/ANALYSIS- ENDANGERED SPECIES: PLANT/ANIMAL,"$6,268,648.41 ","$6,636,149.36 ","$6,733,899.36 ",72,72
2012,9700,DEPT OF DEFENSE,B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,"$94,089,445.45 ","$59,244,874.54 ","$59,431,171.90 ",956,956
2012,9700,DEPT OF DEFENSE,B513,SPECIAL STUDIES/ANALYSIS- FEASIBILITY (NON-CONSTRUCTION),"$1,278,774.13 ","$1,234,134.13 ","$1,214,033.32 ",18,18
2012,9700,DEPT OF DEFENSE,B516,SPECIAL STUDIES/ANALYSIS- ANIMAL/FISHERIES,"$10,669,808.75 ","$10,672,586.75 ","$10,669,808.75 ",49,49
2012,9700,DEPT OF DEFENSE,B517,SPECIAL STUDIES/ANALYSIS- GEOLOGICAL,"$9,150,753.14 ","$9,173,971.64 ","$9,173,971.64 ",13,13
2012,9700,DEPT OF DEFENSE,B518,SPECIAL STUDIES/ANALYSIS- GEOPHYSICAL,"$5,138,006.28 ","$1,332,595.28 ","$1,310,135.28 ",11,11
2012,9700,DEPT OF DEFENSE,B519,SPECIAL STUDIES/ANALYSIS- GEOTECHNICAL,"$34,520,902.35 ","$25,761,398.06 ","$785,907.86 ",72,72
2012,9700,DEPT OF DEFENSE,B521,SPECIAL STUDIES/ANALYSIS- HISTORICAL,"$13,896,490.74 ","$12,361,453.64 ","$12,353,667.64 ",161,161
2012,9700,DEPT OF DEFENSE,B522,SPECIAL STUDIES/ANALYSIS- LEGAL,"$316,987.87 ","$387,761.87 ","$387,761.87 ",19,19
2012,9700,DEPT OF DEFENSE,B524,SPECIAL STUDIES/ANALYSIS- MATHEMATICAL/STATISTICAL,"$575,104.18 ","$575,104.18 ","$575,104.18 ",6,6
2012,9700,DEPT OF DEFENSE,B525,SPECIAL STUDIES/ANALYSIS- NATURAL RESOURCE,"$6,757,501.45 ","$6,668,517.32 ","$6,668,517.32 ",102,102
2012,9700,DEPT OF DEFENSE,B526,SPECIAL STUDIES/ANALYSIS- OCEANOLOGICAL,"$1,341,021.75 ","$1,316,500.75 ","$1,259,187.61 ",14,14
2012,9700,DEPT OF DEFENSE,B527,SPECIAL STUDIES/ANALYSIS- RECREATION,"$322,974.60 ","$322,974.60 ","$325,857.71 ",8,8
2012,9700,DEPT OF DEFENSE,B528,SPECIAL STUDIES/ANALYSIS- REGULATORY,"$134,161.12 ","$134,161.12 ","$127,242.86 ",16,16
2012,9700,DEPT OF DEFENSE,B529,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA,"$1,146,954.60 ","$1,111,954.60 ","$1,106,479.16 ",42,42
2012,9700,DEPT OF DEFENSE,B530,SPECIAL STUDIES/ANALYSIS- SEISMOLOGICAL,"$2,499,945.00 ","$2,499,945.00 ","$2,499,945.00 ",8,8
2012,9700,DEPT OF DEFENSE,B532,SPECIAL STUDIES/ANALYSIS- SOIL,"$2,339,227.71 ","$2,155,298.14 ","$2,155,298.14 ",85,85
2012,9700,DEPT OF DEFENSE,B533,SPECIAL STUDIES/ANALYSIS- WATER QUALITY,"$7,900,232.02 ","$4,199,430.07 ","$4,268,653.83 ",155,137
2012,9700,DEPT OF DEFENSE,B534,SPECIAL STUDIES/ANALYSIS- WILDLIFE,"$4,692,449.91 ","$5,152,156.05 ","$5,013,591.12 ",26,26
2012,9700,DEPT OF DEFENSE,B537,SPECIAL STUDIES/ANALYSIS- MEDICAL/HEALTH,"$9,495,123.45 ","$6,745,886.98 ","$6,740,204.77 ",77,77
2012,9700,DEPT OF DEFENSE,B538,SPECIAL STUDIES/ANALYSIS- INTELLIGENCE,"$5,047,765.17 ","$6,835,734.05 ","$6,835,734.05 ",43,43
2012,9700,DEPT OF DEFENSE,B539,SPECIAL STUDIES/ANALYSIS- AERONAUTICAL/SPACE,"$2,259,452.02 ","$2,253,068.00 ","$2,255,567.76 ",18,18
2012,9700,DEPT OF DEFENSE,B540,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY,"$676,717.57 ","$676,717.57 ","$676,717.57 ",8,8
2012,9700,DEPT OF DEFENSE,B541,SPECIAL STUDIES/ANALYSIS- DEFENSE,"$451,886,677.16 ","$562,311,761.36 ","$498,285,852.93 ",1269,1269
2012,9700,DEPT OF DEFENSE,B542,SPECIAL STUDIES/ANALYSIS- EDUCATIONAL,"($423,434.38)","$6,850,780.62 ","$6,847,840.62 ",33,33
2012,9700,DEPT OF DEFENSE,B543,SPECIAL STUDIES/ANALYSIS- ENERGY,"$5,082,759.86 ","$6,096,923.86 ","$7,025,326.56 ",42,42
2012,9700,DEPT OF DEFENSE,B544,SPECIAL STUDIES/ANALYSIS- TECHNOLOGY,"$19,564,961.84 ","$19,710,437.34 ","$15,915,227.87 ",62,62
2012,9700,DEPT OF DEFENSE,B545,SPECIAL STUDIES/ANALYSIS- HOUSING/COMMUNITY DEVELOPMENT,"$1,337,290.31 ","$1,337,290.31 ","$1,337,290.31 ",11,11
2012,9700,DEPT OF DEFENSE,B546,SPECIAL STUDIES/ANALYSIS- SECURITY (PHYSICAL/PERSONAL),"$8,578,549.89 ","$3,341,739.82 ","$3,227,007.08 ",44,44
2012,9700,DEPT OF DEFENSE,B547,SPECIAL STUDIES/ANALYSIS- ACCOUNTING/FINANCIAL MANAGEMENT,"$191,465.41 ","$5,509,276.21 ","$8,133,451.17 ",38,38
2012,9700,DEPT OF DEFENSE,B549,SPECIAL STUDIES/ANALYSIS- FOREIGN/NATIONAL SECURITY POLICY,"$1,068,676.04 ","$1,390,185.39 ","$944,836.59 ",10,10
2012,9700,DEPT OF DEFENSE,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,"$70,847,742.36 ","$23,548,757.56 ","$18,737,394.84 ",95,95
2012,9700,DEPT OF DEFENSE,B551,SPECIAL STUDIES/ANALYSIS- MOBILIZATION/PREPAREDNESS,"$102,008.46 ","$102,008.46 ","$81,288.76 ",11,11
2012,9700,DEPT OF DEFENSE,B552,SPECIAL STUDIES/ANALYSIS- MANPOWER,"$8,370,115.20 ","$4,100,624.80 ","$4,116,624.80 ",24,24
2012,9700,DEPT OF DEFENSE,B553,SPECIAL STUDIES/ANALYSIS- COMMUNICATIONS,"$780,080.83 ","$1,295,951.84 ","$962,666.38 ",17,17
2012,9700,DEPT OF DEFENSE,B554,SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES,"$966,417.47 ","$966,417.47 ","$965,789.47 ",11,11
2012,9700,DEPT OF DEFENSE,B599,SPECIAL STUDIES/ANALYSIS- OTHER,"$466,718,506.40 ","$323,569,206.53 ","$341,771,302.28 ",1710,1710
2012,9700,DEPT OF DEFENSE,C111,BLDGS & FAC / ADMIN & SVC BLDGS,"($3,672,170.51)","($8,161,078.40)","($5,339,512.36)",405,405
2012,9700,DEPT OF DEFENSE,C112,"BLDGS & FAC / AIRFIELD, COM & MSL F","$2,737,640.40 ","$2,788,688.74 ","$2,843,534.59 ",92,92
2012,9700,DEPT OF DEFENSE,C113,EDUCATIONAL BUILDINGS,"$97,601.49 ","$97,601.49 ","$97,601.49 ",88,88
2012,9700,DEPT OF DEFENSE,C114,HOSPITAL BUILDINGS,"$1,063,044.28 ","$1,074,441.28 ","$1,074,441.28 ",52,52
2012,9700,DEPT OF DEFENSE,C115,INDUSTRIAL BUILDINGS,"$256,286.94 ","$256,286.94 ","$229,488.94 ",33,33
2012,9700,DEPT OF DEFENSE,C116,RESIDENTIAL BUILDINGS,"$451,988.76 ","$451,988.76 ","$451,988.76 ",23,23
2012,9700,DEPT OF DEFENSE,C117,WAREHOUSE BUILDINGS,"$911,597.26 ","$911,597.26 ","$911,597.26 ",15,15
2012,9700,DEPT OF DEFENSE,C118,RESEARCH AND DEVELOPMENT FACILITIES,"$656,344.86 ","$656,344.86 ","$680,295.86 ",28,28
2012,9700,DEPT OF DEFENSE,C119,OTHER BUILDINGS,"$3,595,104.62 ","$4,455,299.01 ","$4,120,398.65 ",287,287
2012,9700,DEPT OF DEFENSE,C121,CONSERVATION AND DEVELOPMENT,"($66,922.05)","($66,922.05)","($74,421.45)",18,18
2012,9700,DEPT OF DEFENSE,C122,"HIGHWAY, ROADS, STREETS, BRIDGES, A","$1,616,191.51 ","$1,702,285.57 ","$996,633.81 ",74,74
2012,9700,DEPT OF DEFENSE,C123,ELECTRIC POWER GENERATION (EPG),"$4,812,942.79 ","$16,034,307.18 ","$11,345,481.17 ",70,70
2012,9700,DEPT OF DEFENSE,C124,UTILITIES,"$594,699.53 ","$594,699.53 ","$2,539,065.03 ",60,60
2012,9700,DEPT OF DEFENSE,C129,OTHER NON-BUILDING STRUCTURES,"$958,850.75 ","$1,142,985.75 ","$2,243,517.14 ",119,119
2012,9700,DEPT OF DEFENSE,C130,RESTORATION,"$1,715,486.35 ","$1,764,411.35 ","$1,760,437.15 ",85,85
2012,9700,DEPT OF DEFENSE,C1AA,ARCHITECT AND ENGINEERING- CONSTRUCTION: OFFICE BUILDINGS,"$98,815,900.57 ","$81,564,993.95 ","$81,564,993.95 ",169,169
2012,9700,DEPT OF DEFENSE,C1AB,ARCHITECT AND ENGINEERING- CONSTRUCTION: CONFERENCE SPACE AND FACILITIES,"$139,116.00 ","$128,616.00 ","$128,616.00 ",3,3
2012,9700,DEPT OF DEFENSE,C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS,"$15,190,094.32 ","$13,670,094.32 ","$13,670,094.32 ",71,71
2012,9700,DEPT OF DEFENSE,C1BC,ARCHITECT AND ENGINEERING- CONSTRUCTION: RADAR AND NAVIGATIONAL FACILITIES,"$56,044.00 ","$56,044.00 ","$56,044.00 ",2,2
2012,9700,DEPT OF DEFENSE,C1BD,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT RUNWAYS AND TAXIWAYS,"$433,921.35 ","$433,921.35 ","$433,921.35 ",6,6
2012,9700,DEPT OF DEFENSE,C1BF,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISSILE SYSTEM FACILITIES,"$84,717.80 ","$84,717.80 ","$84,717.80 ",1,1
2012,9700,DEPT OF DEFENSE,C1BG,ARCHITECT AND ENGINEERING- CONSTRUCTION: ELECTRONIC AND COMMUNICATIONS FACILITIES,"$1,466,469.24 ","$1,466,469.24 ","$1,466,469.24 ",10,10
2012,9700,DEPT OF DEFENSE,C1BZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER AIRFIELD STRUCTURES,"$5,761,265.97 ","$5,753,810.97 ","$5,753,810.97 ",38,38
2012,9700,DEPT OF DEFENSE,C1CA,ARCHITECT AND ENGINEERING- CONSTRUCTION: SCHOOLS,"$8,152,356.01 ","$8,130,307.01 ","$8,130,307.01 ",19,19
2012,9700,DEPT OF DEFENSE,C1CZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER EDUCATIONAL BUILDINGS,"$2,924,856.19 ","$2,924,856.19 ","$2,924,856.19 ",8,8
2012,9700,DEPT OF DEFENSE,C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,"$8,805,072.40 ","$8,613,482.40 ","$8,613,482.40 ",18,18
2012,9700,DEPT OF DEFENSE,C1DB,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS,"$3,472,559.69 ","$3,472,559.69 ","$3,472,559.69 ",6,6
2012,9700,DEPT OF DEFENSE,C1DZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER HOSPITAL BUILDINGS,"$577,551.61 ","$577,551.61 ","$577,551.54 ",7,7
2012,9700,DEPT OF DEFENSE,C1EA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION FACILITIES,"$2,811,979.64 ","$2,811,979.64 ","$2,811,979.64 ",5,5
2012,9700,DEPT OF DEFENSE,C1EB,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS,"$1,795,373.43 ","$787,176.43 ","$787,176.43 ",13,13
2012,9700,DEPT OF DEFENSE,C1EC,ARCHITECT AND ENGINEERING- CONSTRUCTION: PRODUCTION BUILDINGS,"$2,403,599.52 ","$2,403,599.52 ","$2,403,599.52 ",8,8
2012,9700,DEPT OF DEFENSE,C1ED,ARCHITECT AND ENGINEERING- CONSTRUCTION: SHIP CONSTRUCTION AND REPAIR FACILITIES,"$252,851.04 ","$252,851.04 ","$252,851.04 ",3,3
2012,9700,DEPT OF DEFENSE,C1EZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER INDUSTRIAL BUILDINGS,"$10,281,360.58 ","$10,281,360.58 ","$10,281,360.58 ",21,21
2012,9700,DEPT OF DEFENSE,C1FA,ARCHITECT AND ENGINEERING- CONSTRUCTION: FAMILY HOUSING FACILITIES,"$327,036.30 ","$327,036.30 ","$327,036.30 ",3,3
2012,9700,DEPT OF DEFENSE,C1FB,ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL BUILDINGS,"$1,667,018.22 ","$1,667,018.22 ","$1,667,018.22 ",9,9
2012,9700,DEPT OF DEFENSE,C1FC,ARCHITECT AND ENGINEERING- CONSTRUCTION: TROOP HOUSING FACILITIES,"$2,600,034.65 ","$2,216,665.65 ","$2,216,665.65 ",15,15
2012,9700,DEPT OF DEFENSE,C1FD,ARCHITECT AND ENGINEERING- CONSTRUCTION: DINING FACILITIES,"$181,752.22 ","$181,752.22 ","$181,752.22 ",3,3
2012,9700,DEPT OF DEFENSE,C1FE,ARCHITECT AND ENGINEERING- CONSTRUCTION: RELIGIOUS FACILITIES,"$561,533.93 ","$561,533.93 ","$561,533.93 ",3,3
2012,9700,DEPT OF DEFENSE,C1FZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER RESIDENTIAL BUILDINGS,"$3,794,896.32 ","$1,655,062.89 ","$1,515,229.45 ",12,12
2012,9700,DEPT OF DEFENSE,C1GA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION STORAGE BUILDINGS,"$1,785,806.00 ","$1,785,806.00 ","$1,785,806.00 ",1,1
2012,9700,DEPT OF DEFENSE,C1GC,ARCHITECT AND ENGINEERING- CONSTRUCTION: FUEL STORAGE BUILDINGS,"$765,344.24 ","$765,344.24 ","$765,344.24 ",7,7
2012,9700,DEPT OF DEFENSE,C1GD,ARCHITECT AND ENGINEERING- CONSTRUCTION: OPEN STORAGE FACILITIES,"$15,906.20 ","$15,906.20 ","$15,906.20 ",1,1
2012,9700,DEPT OF DEFENSE,C1GZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER WAREHOUSE BUILDINGS,"$2,332,775.96 ","$2,328,401.96 ","$2,328,401.96 ",13,13
2012,9700,DEPT OF DEFENSE,C1HA,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACS,"$422,388.99 ","$422,388.99 ","$422,388.99 ",1,1
2012,9700,DEPT OF DEFENSE,C1JA,ARCHITECT AND ENGINEERING- CONSTRUCTION: MUSEUMS AND EXHIBITION BUILDINGS,"$3,165,370.00 ","$3,165,370.00 ","$3,165,370.00 ",1,1
2012,9700,DEPT OF DEFENSE,C1JB,ARCHITECT AND ENGINEERING- CONSTRUCTION: TESTING AND MEASUREMENT BUILDINGS,"$3,677,525.47 ","$3,677,525.47 ","$3,677,525.47 ",1,1
2012,9700,DEPT OF DEFENSE,C1JZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,"$454,989,274.57 ","$108,320,295.56 ","$107,970,772.76 ",119,119
2012,9700,DEPT OF DEFENSE,C1KA,ARCHITECT AND ENGINEERING- CONSTRUCTION: DAMS,"$10,950,595.14 ","$1,416,747.14 ","$1,416,747.14 ",22,22
2012,9700,DEPT OF DEFENSE,C1KB,ARCHITECT AND ENGINEERING- CONSTRUCTION: CANALS,"$544,005.96 ","$544,005.96 ","$544,005.96 ",7,7
2012,9700,DEPT OF DEFENSE,C1KF,ARCHITECT AND ENGINEERING- CONSTRUCTION: DREDGING FACILITIES,"$496,409.62 ","$496,409.62 ","$496,409.62 ",7,7
2012,9700,DEPT OF DEFENSE,C1KZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER CONSERVATION AND DEVELOPMENT FACILITIES,"$1,623,578.92 ","$1,451,366.42 ","$1,451,366.42 ",8,8
2012,9700,DEPT OF DEFENSE,C1LA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT SERVICE ROADS,"$11,175,223.33 ","$11,175,223.33 ","$11,175,223.33 ",7,7
2012,9700,DEPT OF DEFENSE,C1LB,"ARCHITECT AND ENGINEERING- CONSTRUCTION: HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS","$2,658,605.38 ","$2,656,535.71 ","$2,656,535.71 ",24,24
2012,9700,DEPT OF DEFENSE,C1LC,ARCHITECT AND ENGINEERING- CONSTRUCTION: TUNNELS AND SUBSURFACE STRUCTURES,"$15,855.03 ","$15,855.03 ","$15,855.03 ",1,1
2012,9700,DEPT OF DEFENSE,C1LZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: PARKING FACILITIES,"$1,306,119.00 ","$1,306,119.00 ","$1,306,119.00 ",8,8
2012,9700,DEPT OF DEFENSE,C1MA,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - COAL,"$3,070,099.16 ","$3,070,099.16 ","$3,070,099.16 ",4,4
2012,9700,DEPT OF DEFENSE,C1MB,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GAS,"$292,500.00 ","$292,500.00 ","$292,500.00 ",3,3
2012,9700,DEPT OF DEFENSE,C1NB,ARCHITECT AND ENGINEERING- CONSTRUCTION: HEATING AND COOLING PLANTS,"$648,428.37 ","$556,154.53 ","$556,154.53 ",1,1
2012,9700,DEPT OF DEFENSE,C1NC,ARCHITECT AND ENGINEERING- CONSTRUCTION: POLLUTION ABATEMENT AND CONTROL FACILITIES,"$174,646.00 ","$174,646.00 ","$174,646.00 ",1,1
2012,9700,DEPT OF DEFENSE,C1ND,ARCHITECT AND ENGINEERING- CONSTRUCTION: SEWAGE AND WASTE FACILITIES,"$1,973,930.09 ","$1,973,930.09 ","$1,973,930.09 ",3,3
2012,9700,DEPT OF DEFENSE,C1NE,ARCHITECT AND ENGINEERING- CONSTRUCTION: WATER SUPPLY FACILITIES,"$2,179,759.40 ","$2,179,759.40 ","$2,179,759.40 ",15,15
2012,9700,DEPT OF DEFENSE,C1NZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER UTILITIES,"$3,482,698.46 ","$3,482,698.46 ","$3,482,698.46 ",33,33
2012,9700,DEPT OF DEFENSE,C1PA,ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL FACILITIES (NON-BUILDING),"$5,171,316.82 ","$5,171,316.82 ","$5,171,316.82 ",19,19
2012,9700,DEPT OF DEFENSE,C1PC,ARCHITECT AND ENGINEERING- CONSTRUCTION: UNIMPROVED REAL PROPERTY (LAND),"$75,000.00 ","$75,000.00 ","$75,000.00 ",1,1
2012,9700,DEPT OF DEFENSE,C1PD,ARCHITECT AND ENGINEERING- CONSTRUCTION: WASTE TREATMENT AND STORAGE FACILITIES,"$846,227.01 ","$846,227.01 ","$846,227.01 ",3,3
2012,9700,DEPT OF DEFENSE,C1PZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER NON-BUILDING FACILITIES,"$5,253,863.83 ","$5,222,024.66 ","$5,222,024.66 ",26,26
2012,9700,DEPT OF DEFENSE,C1QA,ARCHITECT AND ENGINEERING- CONSTRUCTION: RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),"$2,216,606.88 ","$2,185,602.80 ","$2,185,602.80 ",16,16
2012,9700,DEPT OF DEFENSE,C2,ARCHITECT AND ENGINEERING- GENERAL,"($8,356.07)","($8,356.07)","($8,356.07)",1,1
2012,9700,DEPT OF DEFENSE,C211,A/E SVCS. (INCL LANDSCAPING INTERIO,"$414,082.99 ","$414,082.99 ","$414,082.99 ",1,1
2012,9700,DEPT OF DEFENSE,C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING","$2,941,182,045.60 ","$1,330,918,326.71 ","$1,232,109,711.65 ",11987,11987
2012,9700,DEPT OF DEFENSE,C212,"ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM","$303,201,560.24 ","$42,644,526.20 ","$42,655,774.26 ",281,281
2012,9700,DEPT OF DEFENSE,C213,ARCHITECT AND ENGINEERING- GENERAL: INSPECTION (NON-CONSTRUCTION),"$51,148,712.35 ","$14,878,083.69 ","$15,254,319.14 ",270,270
2012,9700,DEPT OF DEFENSE,C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,"$245,490,948.69 ","$187,382,435.84 ","$61,750,567.51 ",511,511
2012,9700,DEPT OF DEFENSE,C215,ARCHITECT AND ENGINEERING- GENERAL: PRODUCTION ENGINEERING,"$26,816,501.33 ","$28,091,800.33 ","$29,336,546.33 ",207,207
2012,9700,DEPT OF DEFENSE,C216,ARCHITECT AND ENGINEERING- GENERAL: MARINE ENGINEERING,"$60,586,828.96 ","$38,869,523.42 ","$25,316,766.83 ",310,310
2012,9700,DEPT OF DEFENSE,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,"$1,640,184,566.22 ","$889,877,605.39 ","$892,422,437.49 ",7387,7387
2012,9700,DEPT OF DEFENSE,C219,OTHER ARCHITECTS & ENGIN GEN,"$395,795.00 ","$395,795.00 ","$395,795.00 ",1,1
2012,9700,DEPT OF DEFENSE,C220,ARCHITECT AND ENGINEERING- GENERAL: STRUCTURAL ENGINEERING,"$60,114,260.60 ","$58,608,274.60 ","$58,608,274.60 ",43,43
2012,9700,DEPT OF DEFENSE,C221,ARCHITECT AND ENGINEERING- GENERAL: PLUMBING SYSTEMS,"$1,592,193.86 ","$1,592,193.86 ","$1,592,193.86 ",15,15
2012,9700,DEPT OF DEFENSE,C222,ARCHITECT AND ENGINEERING- GENERAL: ELECTRICAL SYSTEMS,"$4,038,593.39 ","$4,034,634.48 ","$4,034,634.48 ",28,28
2012,9700,DEPT OF DEFENSE,C223,ARCHITECT AND ENGINEERING- GENERAL: MECHANICAL SYSTEMS,"$8,120,722.44 ","$2,120,722.44 ","$2,120,722.44 ",14,14
2012,9700,DEPT OF DEFENSE,D301,ADP FACILITY MANAGEMENT,"$634,459.37 ","$634,459.37 ",$0.00 ,1,1
2012,9700,DEPT OF DEFENSE,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,"$1,099,883,936.04 ","$917,746,301.44 ","$632,571,328.30 ",1482,1482
2012,9700,DEPT OF DEFENSE,D302,ADP SYSTEMS DEVELOPMENT SERVICES,"$23,089,678.67 ","$23,089,678.67 ","$73,063.09 ",26,26
