announcement date,service,awarding agency,announced amount,contract type,relatedUniqueAwardKey,Parent Award Unique Key,equipment,announcement
8/11/2021,Navy,Textron Systems Corp.,"$11,285,913 ",firm-fixed price contract,CONT_AWD_N0038324FZD05_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,"MV-22B, CMV-22 (Navy) and CV-22 (Air Force) Osprey components in support of the Joint Service Electronic Combat Systems Tester system","Textron Systems Corp., Hunt Valley, Maryland, is awarded an $11,285,913 five-year, long-term, firm-fixed price contract under a previously awarded performance-based logistics requirements contract (N00383-19-D-U501) for the logistics and repair support of MV-22B, CMV-22 (Navy) and CV-22 (Air Force) Osprey components in support of the Joint Service Electronic Combat Systems Tester system. All work will be performed in Hunt Valley, Maryland, and is expected to be completed by August 2026. Appropriate fiscal year working capital funds (Navy) will be obligated as individual task orders are issued, and funds will not expire before the end of the current fiscal year. One source was solicited for this non-competitive requirement and one offer was received in accordance with 10 U.S. Code 2304 (c)(1). Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-21-D-ZD01)."
,,,,,CONT_AWD_N0038324FZD00_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038324FZD0D_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038324FZD0B_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038323FZD07_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038322FZD00_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038323FZD05_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038323FZD03_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038322FZD0E_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038324FZD0A_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038322FZD01_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038322FZD05_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038322FZD0F_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038322FZD09_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038322FZD07_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038322FZD0D_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038322FZD0A_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038322F0ZD0_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038323FZD0B_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038321FZD01_9700_N0038321DZD01_9700,CONT_IDV_N0038321DZD01_9700,,
,,,,,CONT_AWD_N0038319F0U50_9700_N0038319DU501_9700,CONT_IDV_N0038319DU501_9700,,
,,,,,CONT_AWD_N0038321F0U50_9700_N0038319DU501_9700,CONT_IDV_N0038319DU501_9700,,
,,,,,CONT_AWD_N0038321F0U51_9700_N0038319DU501_9700,CONT_IDV_N0038319DU501_9700,,
6/3/2021,Army,Lockheed Martin Corp.,"$49,475,079 ",,CONT_AWD_W58RGZ21C0016_9700_-NONE-_-NONE-,,AH-64 Apache Modernized Target Acquisition Designation Sight/Pilot Night Vision Sensor,"Lockheed Martin Corp., Orlando, Florida, was awarded a $49,475,079 cost-plus-fixed-fee, firm-fixed-price contract for the AH-64 Apache Modernized Target Acquisition Designation Sight/Pilot Night Vision Sensor performance-based logistics program. Bids were solicited via the internet with one received. Work will be performed in Orlando, Florida, with an estimated completion date of Dec. 31, 2025. Fiscal 2021 Army working capital funds in the amount of $49,475,079 were obligated at the time of the award. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity (W58RGZ-21-C-0016)."
4/30/2021,Navy,General Electric Aviation,"$99,756,120 ",firm-fixed-price,CONT_AWD_N0038321F0BG2_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,17 F414 engine components for the F/A-18 aircraft,"General Electric Aviation, Lynn, Massachusetts, is being awarded a $99,756,120 firm-fixed-price modification P00009 under a previously awarded performance-based logistics requirements contract (N00383-17-D-BG01) for the logistics and repair support of 17 F414 engine components for the F/A-18 aircraft. The original contract included a three-year base period and a one one-year optional period. Adding this four-month option will bring the total contract value to $1,096,361,312. Work will be performed in Lynn, Massachusetts (99%); and Jacksonville, Florida (1%). Work is expected to be completed by August 2021. Fiscal 2021 working capital funds (Navy) in the full amount of $99,756,120 will be issued for delivery order N00383-21-F-0BG2 that will be awarded concurrently with the modification. Funds will not expire at the end of the current fiscal year. One company was solicited for this non-competitive requirement pursuant to the authority set forth in 10 U.S. Code 2304 (c)(1), with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity."
,,,,,CONT_AWD_N0038321F0BG1_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038321F0BG0_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038320F0BG2_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038320F0BG1_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038320F0BG0_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038319F0BG5_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038319F0BG4_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038319F0BG3_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038319F0BG2_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038319F0BG1_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038319F0BG0_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038318F0BG4_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038318F0BG3_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038318F0BG2_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038318F0BG1_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_N0038318F0BG0_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
,,,,,CONT_AWD_0001_9700_N0038317DBG01_9700,CONT_IDV_N0038317DBG01_9700,,
4/13/2021,Navy,Bell Boeing Joint Program Office,"$143,198,723 ",,CONT_AWD_N0038321F0U51_9700_N0038319DU501_9700,CONT_IDV_N0038319DU501_9700,"MV-22B, CMV-22 (Navy) and CV-22 (Air Force) Osprey components","Bell Boeing Joint Program Office, California, Maryland, is awarded $143,198,723 for a delivery order (N00383-21-F-0U51) under previously awarded performance-based logistics requirements contract N00383-19-D-U501 for the logistics and repair support of MV-22B, CMV-22 (Navy) and CV-22 (Air Force) Osprey components. All work will be performed in Fort Worth, Texas. Work is expected to be completed by December 2025. Fiscal 2021 working capital funds (Navy) in the full amount of $143,198,723 will be obligated at time of award and funds will not expire at the end of the current fiscal year. One source was solicited for this non-competitive requirement pursuant to the authority set forth in 10 U.S. Code 2304 (c)(1), in accordance with Federal Acquisition Regulation 6.302-1, with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity."
,,,,,CONT_AWD_N0038321F0U50_9700_N0038319DU501_9700,CONT_IDV_N0038319DU501_9700,,
,,,,,CONT_AWD_N0038319F0U50_9700_N0038319DU501_9700,CONT_IDV_N0038319DU501_9700,,
12/9/2020,Army,Lockheed Martin Corp.,"$31,123,618 ",modification,CONT_AWD_W58RGZ16C0008_9700_-NONE-_-NONE-,,,
11/30/2020,Navy,Raytheon Technologies Corp.,"$642,000,000 ","not-to-exceed, cost-plus-incentive-fee, fixed-price-incentive-firm-target undefinitized contract",CONT_AWD_N0001921C0011_9700_-NONE-_-NONE-,,"F-35 Lightning II F135 propulsion system for the Air Force, Marine Corps, Navy, non-Department of Defense participants and Foreign Military Sales customers","Raytheon Technologies Corp., Pratt and Whitney Military Engines, East Hartford, Connecticut, is awarded a $642,000,000 not-to-exceed, cost-plus-incentive-fee, fixed-price-incentive-firm-target undefinitized contract.  This contract provides for the procurement of performance-based logistics activities including maintenance of support equipment, common program activities, unique and common base recurring sustainment, repair of repairables, field service representatives, common replenishment spares, conventional take-off and landing/carrier variant F135 unique maintenance services and short take-off and landing F135 unique services in support of the F-35 Lightning II F135 propulsion system for the Air Force, Marine Corps, Navy, non-Department of Defense participants and Foreign Military Sales customers.  Work will be performed in East Hartford, Connecticut (73%); Oklahoma City, Oklahoma (18%); Camari, Italy (3%); Eglin Air Force Base, Florida (2%); Edwards AFB, California (1%); Hill AFB, Utah (1%); Luke AFB, Arizona (1%); and Beaufort Marine Corps Air Station, South Carolina (1%), and is expected to be completed in November 2021.  Fiscal 2021 operation and maintenance (Air Force) funds in the amount of $100,999,236; fiscal 2021 operation and maintenance (Marine Corps) funds in the amount of $87,738,708; fiscal 2021 operation and maintenance (Navy) funds in the amount of $15,757,554; and fiscal 2021 operation and maintenance (Air National Guard) funds in the amount of $10,991,000 will be obligated at time of award, all of which will expire at the end of the current fiscal year.  This contract was not competitively procured pursuant to 10 U.S. Code 2304(c)(1).  The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity (N00019-21-C-0011)."
11/25/2020,DLA,The Bell Boeing Joint Project Office,"$188,572,655 ","modification, firm-fixed-price",CONT_AWD_SPRPA121FCD03_9700_SPRPA117D009U_9700,CONT_IDV_SPRPA117D009U_9700,V-22 platform,"The Bell Boeing Joint Project Office, California, Maryland, has been awarded a maximum $188,572,655 modification (P00010) exercising the second one-year option period of a one-year base contract (SPRPA1-17-D-009U) with four one-year option periods for performance-based logistics and engineering support for the V-22 platform.  This is a firm-fixed-price requirements contract.  Locations of performance are Maryland, Texas and Pennsylvania, with a Nov. 30, 2021, performance completion date.  Using customers are Air Force, Navy, Marine Corps and military services in Japan.  Type of appropriation is fiscal 2021 through 2022 (Air Force, Navy, Special Operations Command and Foreign Military Sales) appropriated funds.  The contracting activity is the Defense Logistics Agency Aviation, Philadelphia, Pennsylvania."
,,,,,CONT_AWD_SPRPA121FCD02_9700_SPRPA117D009U_9700,CONT_IDV_SPRPA117D009U_9700,,
9/30/2020,Navy,Sikorsky Aircraft Corp.,"$79,002,316 ",,CONT_AWD_N0038323F0U00_9700_N0038319DU001_9700,CONT_IDV_N0038319DU001_9700,"10 components, including the tail gearbox assembly, nose gearbox assembly, damper and swashplate in support of the CH-53 and MH-53 aircraft","Sikorsky Aircraft Corp., Stratford, Connecticut, is awarded $79,002,316 for an indefinite-delivery, performance-based logistics requirements contract for repair, replacement and program support covering 10 components, including the tail gearbox assembly, nose gearbox assembly, damper and swashplate in support of the CH-53 and MH-53 aircraft.  This contract includes a 27-month base period with no options.  Work will be performed in Stratford, Connecticut (77%); and Cherry Point, North Carolina (23%).  Work is expected to be completed by December 2022.  Working capital funds (Navy) in the amount of $35,112,140 will be obligated for delivery order N00383-21-F-0U00 that will be awarded concurrently with the contract.  Funds will not expire at the end of the current fiscal year.  One company was solicited for this non-competitive requirement under authority 10 U.S. Code 2304 (c)(1), in accordance with Federal Acquisition Regulation 6.302-1, with one offer received.  The Naval Supply Systems Command, Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-19-D-U001)."
,,,,,CONT_AWD_N0038322F0U02_9700_N0038319DU001_9700,CONT_IDV_N0038319DU001_9700,,
,,,,,CONT_AWD_N0038322F0U01_9700_N0038319DU001_9700,CONT_IDV_N0038319DU001_9700,,
,,,,,CONT_AWD_N0038322F0U00_9700_N0038319DU001_9700,CONT_IDV_N0038319DU001_9700,,
,,,,,CONT_AWD_N0038321F0U00_9700_N0038319DU001_9700,CONT_IDV_N0038319DU001_9700,,
,,,,,CONT_AWD_N0038320F0U00_9700_N0038319DU001_9700,CONT_IDV_N0038319DU001_9700,,
,,,,,CONT_AWD_N0038319F0U00_9700_N0038319DU001_9700,CONT_IDV_N0038319DU001_9700,,
3/17/2020,Navy,Honeywell International Inc.,"$72,817,953 ",,CONT_AWD_N0038320F0WP0_9700_N0038320DWP01_9700,CONT_IDV_N0038320DWP01_9700,"auxiliary power units used on combat jets, maritime surveillance and cargo aircraft models (the F/A-18, A-G, P-3 and C-2).","Honeywell International Inc., Defense & Space, Tempe, Arizona, is awarded $72,817,953 for an indefinite-delivery, performance-based logistics requirements contract for the repair, replacement and program support for auxiliary power units used on combat jets, maritime surveillance and cargo aircraft models (the F/A-18, A-G, P-3 and C-2).  Work will be performed in Jacksonville, Florida (50%); Cherry Point, North Carolina (39%); and various contractor facilities (11%).  Work is expected to be complete by March 2022.  The work performed also provides coverage for the main fuel controls and electronic control unit used on the F/A-18 and the P-3 engine driven compressor.  This contract includes a two-year base period with no options.  Annual working capital funds (Navy) in the amount of $36,555,518 will be obligated for delivery order (N00383-20-F-0WP0) that will be awarded concurrently with the contract.  Funds will not expire at the end of the current fiscal year.  One company was solicited for this non-competitive requirement under authority 10 U.S. Code 2304 (c)(1) and Federal Acquisition Regulation 6.302-1, with one offer received.  Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-20-D-WP01)."
,,,,,CONT_AWD_N0038322F0WP0_9700_N0038320DWP01_9700,CONT_IDV_N0038320DWP01_9700,,
,,,,,CONT_AWD_N0038321F0WP3_9700_N0038320DWP01_9700,CONT_IDV_N0038320DWP01_9700,,
,,,,,CONT_AWD_N0038321F0WP2_9700_N0038320DWP01_9700,CONT_IDV_N0038320DWP01_9700,,
,,,,,CONT_AWD_N0038321F0WP1_9700_N0038320DWP01_9700,CONT_IDV_N0038320DWP01_9700,,
,,,,,CONT_AWD_N0038321F0WP0_9700_N0038320DWP01_9700,CONT_IDV_N0038320DWP01_9700,,
,,,,,CONT_AWD_N0038320F0WP1_9700_N0038320DWP01_9700,CONT_IDV_N0038320DWP01_9700,,
3/12/2020,Army,General Atomics Aeronautical Systems Inc.,"$14,916,728 ",,CONT_AWD_W58RGZ19C0027_9700_-NONE-_-NONE-,,instructor operators for the Gray Eagle performance based logistics contract,"General Atomics Aeronautical Systems Inc., Poway, California, was awarded a $14,916,728 modification (P00037) to contract W58RGZ-19-C-0027 for instructor operators for the Gray Eagle performance based logistics contract.  Work will be performed in Poway, California, with an estimated completion date of April 23, 2024.  Fiscal 2019, 2020, 2021, 2022 and 2023 operations and maintenance funds, Army in the amount of $14,916,728 were obligated at the time of the award.  U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity."
1/31/2020,Navy,Lockheed Martin Corp.,"$2,338,000,000 ", firm-fixed-price,CONT_AWD_N0038320F0W00_9700_N0038320DW001_9700,CONT_IDV_N0038320DW001_9700,"1,049 weapon replaceable assemblies and shop replaceable assemblies associated with both the MH-60R and MH-60S helicopters.","Lockheed Martin Corp., Owego, New York, is awarded $2,338,000,000 for a firm-fixed-price, performance-based logistics requirements contract for the repair, upgrade or replacement, required availability, configuration management and inventory management for approximately 1,049 weapon replaceable assemblies and shop replaceable assemblies associated with both the MH-60R and MH-60S helicopters. Work will be performed in various contractor supplier locations throughout the U.S. (48%) of which one percent of the supplier work will be performed by five organic depots via commercial service agreements; Stratford, Connecticut (38%); and Owego, New York (14%). This contract includes a five-year base period with one two-year option period. Work is expected to be completed by January 2025; if the option is exercised, work will be completed by January 2027. Annual working capital funds (Navy) for $182,462,250 will be issued for delivery order (N00383-20-F-0W00) that will be awarded concurrently with the contract and will initially be obligated at the time of award as an undefinitized contract action with a commitment of an additional $60,820,750 for period of performance through September 2020. Funds will not expire at the end of the current fiscal year. One company was solicited for this sole-source requirement under authority 10 U.S. Code 2304 (c)(1) and Federal Acquisition Regulation 6.302-1, with one offer received. Naval Supply Systems Command, Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-20-D-W001)."
,,,,,CONT_AWD_N0038321F0W00_9700_N0038320DW001_9700,CONT_IDV_N0038320DW001_9700,,
,,,,,CONT_AWD_N0038322F0W00_9700_N0038320DW001_9700,CONT_IDV_N0038320DW001_9700,,
,,,,,CONT_AWD_N0038323F0W00_9700_N0038320DW001_9700,CONT_IDV_N0038320DW001_9700,,
,,,,,CONT_AWD_N0038324F0W00_9700_N0038320DW001_9700,CONT_IDV_N0038320DW001_9700,,
,,,,,CONT_AWD_N0038325F0W00_9700_N0038320DW001_9700,CONT_IDV_N0038320DW001_9700,,
1/13/2020,Navy,Airbus Helicopters Inc.,"$37,729,000 ",firm-fixed-price,CONT_AWD_N0042120F1732_9700_N0042120D0010_9700,CONT_IDV_N0042120D0010_9700,"ground and repair maintenance of five UH-72 aircraft, sustaining engineering required to maintain UH-72 Federal Aviation Administration certification, the incorporation of U.S. Navy Test Pilot School specific modifications, and the support to provide ground and flight training for the UH-72/EC-145 aircraft.","Airbus Helicopters Inc., Grand Prairie, Texas, is awarded a $37,729,000 firm-fixed-price indefinite-delivery/indefinite-quantity contract. This contract provides performance-based logistics support to include ground and repair maintenance of five UH-72 aircraft, sustaining engineering required to maintain UH-72 Federal Aviation Administration certification, the incorporation of U.S. Navy Test Pilot School specific modifications, and the support to provide ground and flight training for the UH-72/EC-145 aircraft. Work will be performed in Patuxent River, Maryland, and is expected to be completed in January 2025. No funds will be obligated at the time of award. Funds will be obligated on individual orders as they are issued. This contract was not competitively procured pursuant to Federal Acquisition Regulation 6.302-1. The Naval Air Warfare Center Aircraft Division, Patuxent River, Maryland, is the contracting activity (N00421-20-D-0010)."
,,,,,CONT_AWD_N0042120F0836_9700_N0042120D0010_9700,CONT_IDV_N0042120D0010_9700,,
,,,,,CONT_AWD_N0042123F0096_9700_N0042120D0010_9700,CONT_IDV_N0042120D0010_9700,,
,,,,,CONT_AWD_N0042123F0458_9700_N0042120D0010_9700,CONT_IDV_N0042120D0010_9700,,
,,,,,CONT_AWD_N0042125F0166_9700_N0042120D0010_9700,CONT_IDV_N0042120D0010_9700,,
12/17/2019,Navy,Bell Textron Inc.,"$815,000,040 ",,CONT_AWD_N0038320F0W20_9700_N0038320DW201_9700,CONT_IDV_N0038320DW201_9700," repair, upgrade or replacement of 35 items used on the UH-1Y and AH-1Z helicopter, along with inventory management, warehousing and establishing supply response time metrics","Bell Textron Inc., Fort Worth, Texas, is awarded $815,000,040 for an indefinite-delivery, performance-based logistics requirements contract for the repair, upgrade or replacement of 35 items used on the UH-1Y and AH-1Z helicopter, along with inventory management, warehousing and establishing supply response time metrics.  Work will be performed in Fort Worth, Texas (80%); and Cherry Point, North Carolina (20%).  This contract includes a five-year base period with no options.  Work is expected to be completed by December 2024.  Annual working capital funds (Navy) in the amount of $163,000,008 will be obligated for delivery order (N00383-20-F-0W20) that will be awarded concurrently with the contract.  Funds will not expire at the end of the current fiscal year.  One company was solicited for this non-competitive requirement under authority 10 U.S. Code 2304 (c)(1) and Federal Acquisition Regulation 6.302-1, with one offer received.  Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-20-D-W201)."
,,,,,CONT_AWD_N0038321F0W20_9700_N0038320DW201_9700,CONT_IDV_N0038320DW201_9700,,
,,,,,CONT_AWD_N0038322F0W20_9700_N0038320DW201_9700,CONT_IDV_N0038320DW201_9700,,
,,,,,CONT_AWD_N0038323F0W20_9700_N0038320DW201_9700,CONT_IDV_N0038320DW201_9700,,
,,,,,CONT_AWD_N0038324F0W20_9700_N0038320DW201_9700,CONT_IDV_N0038320DW201_9700,,
12/17/2019,Navy,Centurum Information Technology Inc.,"$89,900,000 ",cost-plus-fixed-fee,? child? 17?? ?,,satellite communication (SATCOM),"Centurum Information Technology Inc., Marlton, New Jersey (N65236-20-D-8011), is awarded an $89,900,000 single award, indefinite-delivery/indefinite-quantity, performance based service contract utilizing cost-plus-fixed-fee task orders.  The contract is for satellite communication (SATCOM) services and provides for technical sustainment support, sustainment engineering, engineering support, logistics support and modernization support for integrated and non-integrated shipboard and ashore installations of SATCOM systems.  Work will be performed worldwide and is expected to be completed by December 2024.  If the option is exercised, work would continue until May 2025.  This contract includes a five-year ordering period and one six-month option-to-extend-services in accordance with Federal Acquisition Regulation Clause 52.217-8.  If all options are exercised, the cumulative value of the contract will increase to $98,900,000.  Contract funds in the amount of $165,804 will be obligated at the time of award and will not expire at the end of the current fiscal year.  The single award contract was competitively procured by full and open competition via the Naval Information Warfare Center e-Commerce Central website and the Federal Business Opportunities website, with one timely offer received.  Naval Information Warfare Center Atlantic, Charleston, South Carolina, is the contracting activity."
12/16/2019,DLA,The Boeing Co.,"$835,737,596 ","modification, fixed-price-incentive firm",CONT_AWD_0002_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,consumable items for various aviation platforms,"The Boeing Co., St. Louis, Missouri, has been awarded a maximum $835,737,596 modification (P00105) exercising the five-year option period of a five-year base contract (SPRPA1-14-D-002U) with one five-year option period for performance-based support of consumable items for various aviation platforms.  This is a fixed-price-incentive firm contract.  Location of performance is Missouri, with a Sept. 16, 2024, performance completion date.  Using military services are Army, Navy, Air Force and Marine Corps.  Type of appropriation is fiscal 2020 through 2024 defense working capital funds.  The contracting activity is the Defense Logistics Agency Aviation, Philadelphia, Pennsylvania."
,,,,,CONT_AWD_0003_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_0004_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_0005_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_0006_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_0007_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_0008_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_0018_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5000_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5001_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5002_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5003_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5004_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5005_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5006_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5007_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5008_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5009_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5010_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5011_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5012_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5015_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5016_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5018_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5019_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5020_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5021_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5022_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5023_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5025_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5026_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5027_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5028_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5029_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5030_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5031_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5032_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5034_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5037_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5038_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5039_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5040_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5041_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5042_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5043_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5044_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5045_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5046_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5047_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5048_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_5049_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
